chrom	gpseq_score
chr1	1.82574007035116
chr1	1.80341026414806
chr1	1.8305323214572
chr1	1.82495821613035
chr1	1.83805918609416
chr1	1.78867821299073
chr1	1.73925260351845
chr1	1.7116564583728
chr1	1.74533477101699
chr1	1.73971455021426
chr1	1.6876397245164
chr1	1.64845249565218
chr1	1.62935148032307
chr1	1.62648562522684
chr1	1.59757586520663
chr1	1.59138819544542
chr1	1.60173492080719
chr1	1.59661130506847
chr1	1.54295993670779
chr1	1.52692453910809
chr1	1.5671581534978
chr1	1.61020278746236
chr1	1.5544026501338
chr1	1.51248037401591
chr1	1.46882335044445
chr1	1.5753689961665
chr1	1.5685885959937
chr1	1.55776190356505
chr1	1.55657467215713
chr1	1.52856703624029
chr1	1.48045166199496
chr1	1.47684156493598
chr1	1.46759703367815
chr1	1.45957899498098
chr1	1.4643945820607
chr1	1.46973589123923
chr1	1.45705543805987
chr1	1.46309675810652
chr1	1.46813774456485
chr1	1.48559062243941
chr1	1.49894310079254
chr1	1.53135218644389
chr1	1.55359058711057
chr1	1.57887499941128
chr1	1.58216515150344
chr1	1.5973500648711
chr1	1.63332738744988
chr1	1.64258833328486
chr1	1.66911382451447
chr1	1.65367872244982
chr1	1.7078994967856
chr1	1.71379127279182
chr1	1.74467702320613
chr1	1.72449057702622
chr1	1.75703609390898
chr1	1.74730201840137
chr1	1.77479615064557
chr1	1.77384615398656
chr1	1.74607503371367
chr1	1.79733356298
chr1	1.81690122949521
chr1	1.82757874652787
chr1	1.8703991862632
chr1	1.95375218891719
chr1	1.98173420682262
chr1	2.00652124487486
chr1	1.94893785539736
chr1	1.96707829204672
chr1	1.96014782476167
chr1	1.99097407057013
chr1	1.92856763051777
chr1	1.89553849490354
chr1	1.88813206687833
chr1	1.90086402836988
chr1	1.90496386745899
chr1	1.89730117717778
chr1	1.90103501798108
chr1	1.91151908513559
chr1	1.93630683412037
chr1	1.927749998602
chr1	1.97807061355241
chr1	2.00359263948098
chr1	1.98966971925262
chr1	1.94776949813227
chr1	1.88653950901455
chr1	1.84617045791128
chr1	1.83635940810951
chr1	1.79100881668262
chr1	1.73861204181303
chr1	1.6875602108025
chr1	1.67204046636045
chr1	1.68996172986966
chr1	1.64410170993187
chr1	1.66627081220163
chr1	1.71056440431256
chr1	1.73743581069026
chr1	1.7529918019383
chr1	1.79166100881667
chr1	1.75450168305378
chr1	1.78168931960745
chr1	1.74730950265944
chr1	1.74475175479021
chr1	1.78424007599247
chr1	1.77529034996004
chr1	1.75653192853476
chr1	1.75803732857954
chr1	1.80797352478084
chr1	1.76993752807612
chr1	1.82711694742961
chr1	1.80887206557349
chr1	1.84673199187699
chr1	1.81247069660215
chr1	1.83533715139144
chr1	1.81593647342276
chr1	1.82244291965902
chr1	1.87530062728735
chr1	1.84214191912758
chr1	1.87665861126808
chr1	1.86694141586807
chr1	1.9021590467064
chr1	1.85928035047852
chr1	1.86552653725217
chr1	1.81022071413896
chr1	1.79674856894799
chr1	1.78280387198039
chr1	1.75592260833483
chr1	1.73326587086216
chr1	1.76372429645369
chr1	1.74839505947729
chr1	1.76039586958902
chr1	1.82860451439399
chr1	1.8503425368573
chr1	1.85656664960092
chr1	1.87651392714229
chr1	1.83768919311719
chr1	1.82662396874106
chr1	1.83874426329051
chr1	1.79740285120089
chr1	1.8044224669338
chr1	1.80525738196998
chr1	1.74786342672511
chr1	1.72649348984451
chr1	1.75187337551254
chr1	1.74900176755322
chr1	1.80057757354922
chr1	1.79134639237811
chr1	1.81164020527993
chr1	1.85266619454117
chr1	1.77437048924922
chr1	1.76727095746043
chr1	1.81624762907408
chr1	1.81101176866904
chr1	1.8310106693001
chr1	1.80209756502588
chr1	1.79341927321551
chr1	1.80137212991511
chr1	1.79702564764594
chr1	1.75607303811261
chr1	1.80547390447831
chr1	1.84102969860476
chr1	1.84880560971878
chr1	1.8490827959759
chr1	1.81110485663169
chr1	1.86856545092315
chr1	1.86794127039528
chr1	1.85880257905529
chr1	1.83554155719967
chr1	1.82590430228996
chr1	1.8372877956312
chr1	1.78829518054624
chr1	1.78166642515368
chr1	1.75249630351123
chr1	1.75321707480658
chr1	1.72926888544792
chr1	1.71943085232378
chr1	1.71376925081827
chr1	1.74796824292195
chr1	1.78742982935311
chr1	1.79356523291185
chr1	1.79210617034915
chr1	1.76318800255562
chr1	1.76158009908523
chr1	1.77732942554674
chr1	1.77450729784913
chr1	1.77219057638747
chr1	1.76317289804695
chr1	1.75561426757466
chr1	1.75670498392158
chr1	1.75755546024734
chr1	1.78948284818919
chr1	1.82607637064253
chr1	1.85315032632479
chr1	1.77764919437983
chr1	1.7716061775048
chr1	1.82443456112681
chr1	1.83900418694828
chr1	1.83491268898099
chr1	1.83130087561527
chr1	1.85319795267782
chr1	1.827484811833
chr1	1.82280984301239
chr1	1.81359673633287
chr1	1.89437780690869
chr1	1.90337341811792
chr1	1.84434467648442
chr1	1.8122766224957
chr1	1.8038969778024
chr1	1.7849280299245
chr1	1.77828890465032
chr1	1.80997261138176
chr1	1.79590989669877
chr1	1.8335063765966
chr1	1.77042279119529
chr1	1.76671845025045
chr1	1.78517269968516
chr1	1.80284645859844
chr1	1.81613871853193
chr1	1.83808280519618
chr1	1.77197045548068
chr1	1.72855795957771
chr1	1.68842783566064
chr1	1.64259536902044
chr1	1.65438719658231
chr1	1.67201898087881
chr1	1.67569701409801
chr1	1.63892680995624
chr1	1.63246709957347
chr1	1.6378530961518
chr1	1.69090301454334
chr1	1.6513499829397
chr1	1.66244256172895
chr1	1.66445182997182
chr1	1.68769755502512
chr1	1.64130130091467
chr1	1.60402804538923
chr1	1.59441073370951
chr1	1.57707035957842
chr1	1.55381685710584
chr1	1.54387885857616
chr1	1.55074506365711
chr1	1.5384723682514
chr1	1.54303263721008
chr1	1.52423884205328
chr1	1.54375983066046
chr1	1.54890623015819
chr1	1.57677316377881
chr1	1.56727227235271
chr1	1.60348536338855
chr1	1.56985895510087
chr1	1.54130197391581
chr1	1.53533883836206
chr1	1.5331898813706
chr1	1.50992355876923
chr1	1.50377905816139
chr1	1.52535567454102
chr1	1.54803736090515
chr1	1.58056660904652
chr1	1.61132048970029
chr1	1.67747080348367
chr1	1.75338980361051
chr1	1.7827885994306
chr1	1.77528274585149
chr1	1.81784313879013
chr1	1.8707517257372
chr1	1.85581928793791
chr1	1.86317078866589
chr1	1.87135279846499
chr1	1.83713040878634
chr1	1.76733908675095
chr1	1.72489688422545
chr1	1.69123621006928
chr1	1.67156068970113
chr1	1.66465146426709
chr1	1.62817245223774
chr1	1.61486500106988
chr1	1.59309321174235
chr1	1.59099970725786
chr1	1.57419531655926
chr1	1.55251292956997
chr1	1.5626671390713
chr1	1.56752739160706
chr1	1.5827548524632
chr1	1.57789469549721
chr1	1.57505862798841
chr1	1.56735283184177
chr1	1.60121358999313
chr1	1.59084297572223
chr1	1.62199827458414
chr1	1.69122896599018
chr1	1.68265208468069
chr1	1.65177443244311
chr1	1.67689609131115
chr1	1.67006495729769
chr1	1.66717747810253
chr1	1.64807125446208
chr1	1.60094613085176
chr1	1.62442477465827
chr1	1.60694380748214
chr1	1.57860450993015
chr1	1.61978352695678
chr1	1.65894283557026
chr1	1.64864314931753
chr1	1.66041438264239
chr1	1.65206453568134
chr1	1.65966067380179
chr1	1.73526411033846
chr1	1.72294010242141
chr1	1.68823258118384
chr1	1.72201786279384
chr1	1.68994001410234
chr1	1.70249462026803
chr1	1.66615662155473
chr1	1.67030819099975
chr1	1.66446608877033
chr1	1.67416889625669
chr1	1.62501630556002
chr1	1.60729488106244
chr1	1.63320146335064
chr1	1.59852731401875
chr1	1.62224840483484
chr1	1.64388341613884
chr1	1.7174214203317
chr1	1.73631243473947
chr1	1.82161566150323
chr1	1.86969430660881
chr1	1.89876455361242
chr1	1.89268269509635
chr1	1.8896612159317
chr1	1.91810507595924
chr1	1.90753586269134
chr1	1.91338677780029
chr1	1.84562490540246
chr1	1.80148787125224
chr1	1.75158075087349
chr1	1.75521576097173
chr1	1.75641907551067
chr1	1.71869452392133
chr1	1.70134282382894
chr1	1.69624202902256
chr1	1.69907795614055
chr1	1.66356089741205
chr1	1.67393227031188
chr1	1.67257052898054
chr1	1.67375303049839
chr1	1.60889288996745
chr1	1.58887492526464
chr1	1.63982562107053
chr1	1.61950602911438
chr1	1.55333108269026
chr1	1.53582556445737
chr1	1.53124068306246
chr1	1.50854661466194
chr1	1.52952324560782
chr1	1.55030009159987
chr1	1.60117243952477
chr1	1.61381396338844
chr1	1.57055842745534
chr1	1.55802214821236
chr1	1.55048603453957
chr1	1.56215852399328
chr1	1.57702982958022
chr1	1.58974628720305
chr1	1.55752838768762
chr1	1.55053252375907
chr1	1.50488089946093
chr1	1.4591101827246
chr1	1.4394198005827
chr1	1.43851375940966
chr1	1.44297550502749
chr1	1.46507216454367
chr1	1.46297142543787
chr1	1.45089611959974
chr1	1.44070279311932
chr1	1.42036620377232
chr1	1.42169919717588
chr1	1.40936074793525
chr1	1.43058108024606
chr1	1.40048463441416
chr1	1.39836868826031
chr1	1.33054100918736
chr1	1.29548836685977
chr1	1.2622076985988
chr1	1.24787079236958
chr1	1.23805869756148
chr1	1.23590755325883
chr1	1.24047922562699
chr1	1.21890550106981
chr1	1.22253947053352
chr1	1.21358654591604
chr1	1.20390479153127
chr1	1.21322792508449
chr1	1.25093189313007
chr1	1.26378195094458
chr1	1.28869762563906
chr1	1.27860831929204
chr1	1.28780371270901
chr1	1.27915062559233
chr1	1.2748022261215
chr1	1.26122951380791
chr1	1.27676400953927
chr1	1.27277803487164
chr1	1.2532863265458
chr1	1.24509980730188
chr1	1.24338904168702
chr1	1.24243076267384
chr1	1.25532791045004
chr1	1.28493854997028
chr1	1.31753123977502
chr1	1.30681870905859
chr1	1.31163583012969
chr1	1.31600276589188
chr1	1.3229997240478
chr1	1.3278708029605
chr1	1.33336506837516
chr1	1.36521402776539
chr1	1.38687413326928
chr1	1.37511472340374
chr1	1.38941301216701
chr1	1.44416887645856
chr1	1.45543990886986
chr1	1.4809907653873
chr1	1.49510858889143
chr1	1.53378760692675
chr1	1.55889662164195
chr1	1.58186021998284
chr1	1.58462029552649
chr1	1.61817470108875
chr1	1.61828560327736
chr1	1.64359474950869
chr1	1.64230692857192
chr1	1.6506710905861
chr1	1.65926262612763
chr1	1.67326559529833
chr1	1.69181583694155
chr1	1.70634932135771
chr1	1.69050471475262
chr1	1.68350276412388
chr1	1.71777455682822
chr1	1.70272069713249
chr1	1.72734413728146
chr1	1.70125537746345
chr1	1.67247739770601
chr1	1.66417380781408
chr1	1.62682703168407
chr1	1.55792872205497
chr1	1.49483324145134
chr1	1.45530899854902
chr1	1.40671311190071
chr1	1.35551815012555
chr1	1.32480300139617
chr1	1.30881294412177
chr1	1.28440479280165
chr1	1.2763867194545
chr1	1.26299728439815
chr1	1.24931478302603
chr1	1.25793844803378
chr1	1.26578641329807
chr1	1.24279801563928
chr1	1.24431608062986
chr1	1.25052474127634
chr1	1.22505033833221
chr1	1.24580398249691
chr1	1.21773656819487
chr1	1.21798695940362
chr1	1.22923956258974
chr1	1.2208806202716
chr1	1.20646006668948
chr1	1.22636285956204
chr1	1.24491316095155
chr1	1.24655660955001
chr1	1.26476211535548
chr1	1.23402968968487
chr1	1.25316286361262
chr1	1.26019810770031
chr1	1.25327022199516
chr1	1.26228879767008
chr1	1.27321424617497
chr1	1.26886972208225
chr1	1.24089373704132
chr1	1.22156586576979
chr1	1.27300702716825
chr1	1.30025258383933
chr1	1.28166247194682
chr1	1.25912439852036
chr1	1.26368993033549
chr1	1.27054479648245
chr1	1.26667589428659
chr1	1.26468085737938
chr1	1.26509803704908
chr1	1.27528829234988
chr1	1.22938173170218
chr1	1.2312208796901
chr1	1.2490258512819
chr1	1.27137227132612
chr1	1.2691849893048
chr1	1.27111090527673
chr1	1.25588723915043
chr1	1.24073960765012
chr1	1.22140890537376
chr1	1.19132672692011
chr1	1.2179504408126
chr1	1.20938332277629
chr1	1.19793272278723
chr1	1.21349298243709
chr1	1.2217804109319
chr1	1.21426249638028
chr1	1.23396097703221
chr1	1.26280795513135
chr1	1.26568340405306
chr1	1.29996857601023
chr1	1.30592341363947
chr1	1.33369064768004
chr1	1.34438734228142
chr1	1.33405630515294
chr1	1.36620263660656
chr1	1.38673157060182
chr1	1.39254692044009
chr1	1.37547995482646
chr1	1.37552708852707
chr1	1.36169828353299
chr1	1.35951864476928
chr1	1.30063135746626
chr1	1.30115513799844
chr1	1.30068149753744
chr1	1.29569924535995
chr1	1.27761742436023
chr1	1.27308882011545
chr1	1.29194188124485
chr1	1.31719267933392
chr1	1.29847160012566
chr1	1.2949058546886
chr1	1.29777656611767
chr1	1.29955103012649
chr1	1.30924468162183
chr1	1.28886875376773
chr1	1.29911692467539
chr1	1.26939158616344
chr1	1.25013914070906
chr1	1.2224818701747
chr1	1.25422611688204
chr1	1.24846957840613
chr1	1.25639300066596
chr1	1.2577444897852
chr1	1.26017111887251
chr1	1.27608606083667
chr1	1.26865777608798
chr1	1.28329946553977
chr1	1.29608224407865
chr1	1.2970374584369
chr1	1.27620631578429
chr1	1.27719064566861
chr1	1.31245071450808
chr1	1.3094802348277
chr1	1.29877196994086
chr1	1.28938779735214
chr1	1.28419025190267
chr1	1.28820093076739
chr1	1.28346987683851
chr1	1.30715460305916
chr1	1.30782104826949
chr1	1.30679631919439
chr1	1.27417443735442
chr1	1.26496257401977
chr1	1.28795265512545
chr1	1.28752793889988
chr1	1.31762153725524
chr1	1.33326798116353
chr1	1.34796808886724
chr1	1.31722088938085
chr1	1.33052961098809
chr1	1.34930826921315
chr1	1.36829335371
chr1	1.35836031288457
chr1	1.33165280262274
chr1	1.340925231617
chr1	1.30564935212133
chr1	1.28617199154752
chr1	1.27656168070107
chr1	1.28779268062263
chr1	1.22772411466099
chr1	1.20701313159336
chr1	1.21834176841834
chr1	1.21708474929673
chr1	1.17630259522792
chr1	1.16242351642463
chr1	1.14641272267912
chr1	1.14896899979939
chr1	1.13772485942959
chr1	1.13050623424277
chr1	1.15192069992489
chr1	1.16658844522257
chr1	1.11936126505206
chr1	1.1063909569971
chr1	1.13769562041293
chr1	1.13068541400071
chr1	1.18253653096661
chr1	1.17461088607688
chr1	1.18518351012582
chr1	1.17704852558066
chr1	1.18359055672261
chr1	1.17798160373805
chr1	1.18831477085574
chr1	1.2138776784314
chr1	1.16275217847248
chr1	1.1711996462798
chr1	1.13983204463814
chr1	1.15154084169806
chr1	1.12396871904486
chr1	1.13909994118086
chr1	1.15063363575809
chr1	1.14870327524256
chr1	1.1597528530825
chr1	1.14368576375835
chr1	1.18098254434963
chr1	1.15342656472476
chr1	1.15964357136458
chr1	1.15429147413623
chr1	1.18787202992224
chr1	1.17780501872389
chr1	1.17114948120353
chr1	1.17699810998393
chr1	1.17220842009518
chr1	1.16533490636538
chr1	1.1750839165874
chr1	1.19251117088297
chr1	1.17180681403065
chr1	1.17362517951096
chr1	1.1670732417205
chr1	1.1859045941477
chr1	1.19271039558372
chr1	1.17724012454369
chr1	1.1793548242187
chr1	1.19055644937299
chr1	1.19412124501531
chr1	1.21173740708155
chr1	1.25118910996741
chr1	1.24445999343429
chr1	1.25804621554034
chr1	1.24201573782742
chr1	1.23867930327562
chr1	1.23170615614183
chr1	1.20786131199897
chr1	1.20869973390586
chr1	1.20924346633531
chr1	1.21418448288532
chr1	1.19827142465992
chr1	1.21765833149901
chr1	1.21065313002514
chr1	1.21035240219351
chr1	1.1958154430238
chr1	1.20000235038969
chr1	1.2300295990923
chr1	1.21490759995856
chr1	1.22101659261312
chr1	1.21316037070577
chr1	1.21151943614673
chr1	1.19815338131922
chr1	1.19031169727105
chr1	1.21453298197278
chr1	1.21583944269743
chr1	1.19526750900739
chr1	1.19147471805541
chr1	1.19510880868086
chr1	1.18944527150471
chr1	1.18974590073077
chr1	1.18924149828996
chr1	1.22399609005805
chr1	1.24115952233595
chr1	1.23276176490845
chr1	1.24112762509503
chr1	1.27994532777906
chr1	1.2980378552502
chr1	1.32913976304418
chr1	1.33039284021276
chr1	1.29587130324441
chr1	1.30604648037966
chr1	1.23484925076674
chr1	1.22203163363631
chr1	1.21335784792439
chr1	1.20366760663196
chr1	1.21272915064539
chr1	1.19685054531095
chr1	1.19889262683337
chr1	1.16995618630087
chr1	1.17963269199131
chr1	1.19337982993761
chr1	1.25534941848541
chr1	1.24492382570352
chr1	1.23157426861829
chr1	1.23780948196134
chr1	1.22603722322659
chr1	1.21646975239925
chr1	1.21212154653139
chr1	1.27392886504592
chr1	1.27247277588436
chr1	1.26031686540959
chr1	1.23807460664369
chr1	1.25844503559681
chr1	1.30710421345573
chr1	1.30510140161691
chr1	1.30605207459794
chr1	1.3100300237976
chr1	1.28256860283468
chr1	1.20692007490275
chr1	1.2029511796404
chr1	1.21529794989922
chr1	1.2224818701747
chr1	1.20873597512699
chr1	1.17847113486486
chr1	1.21500647675052
chr1	1.21601652151551
chr1	1.23781478389855
chr1	1.22725092043804
chr1	1.26008475850767
chr1	1.26499508382389
chr1	1.24754478864292
chr1	1.23515077461061
chr1	1.22953971666743
chr1	1.24800442506449
chr1	1.21700655447869
chr1	1.2270879735493
chr1	1.21353976327485
chr1	1.26145102514683
chr1	1.26997350010736
chr1	1.26280795513135
chr1	1.28210172815804
chr1	1.32162906354628
chr1	1.34652541900817
chr1	1.30323004154485
chr1	1.27522274452227
chr1	1.26891320256003
chr1	1.29994630351008
chr1	1.27451831811688
chr1	1.25434431180684
chr1	1.24244140615994
chr1	1.24467855952108
chr1	1.23807460664369
chr1	1.25131237844428
chr1	1.251902091289
chr1	1.29842710680221
chr1	1.30368785763446
chr1	1.28162953379832
chr1	1.29631542916005
chr1	1.29311003913226
chr1	1.31792633694251
chr1	1.28665688175962
chr1	1.29002860736267
chr1	1.28789197280241
chr1	1.31876207534978
chr1	1.29766539520609
chr1	1.29448993493528
chr1	1.28767133390977
chr1	1.27725629464847
chr1	1.27041419180033
chr1	1.25498920749627
chr1	1.27979731135217
chr1	1.26536358666856
chr1	1.27966575556484
chr1	1.26910344716951
chr1	1.27245642479059
chr1	1.25656522126511
chr1	1.25740513480851
chr1	1.25366215814867
chr1	1.28322251301507
chr1	1.27696637044561
chr1	1.26991910432805
chr1	1.28662932628179
chr1	1.28143741146921
chr1	1.27602593761221
chr1	1.2956659464727
chr1	1.31046216277515
chr1	1.30733938155854
chr1	1.31529271413886
chr1	1.28894604488724
chr1	1.28127824621421
chr1	1.25679129662781
chr1	1.2427554300224
chr1	1.24548918831536
chr1	1.23603461049274
chr1	1.21500127250822
chr1	1.22275418669107
chr1	1.22802915872103
chr1	1.23840874459783
chr1	1.24114888983122
chr1	1.25998761017146
chr1	1.30471573769251
chr1	1.33056380587885
chr1	1.34623707037225
chr1	1.37625786745624
chr1	1.34256890862338
chr1	1.34268967756438
chr1	1.34329368524297
chr1	1.3238500205292
chr1	1.33068919466389
chr1	1.31215280152946
chr1	1.30494488657207
chr1	1.30124988678566
chr1	1.27482952830074
chr1	1.26226176406736
chr1	1.30256035655385
chr1	1.27574722149126
chr1	1.27717423395088
chr1	1.29804341516497
chr1	1.31436346376408
chr1	1.33836029735648
chr1	1.35758670164307
chr1	1.37224926008074
chr1	1.37618123532201
chr1	1.42213162332852
chr1	1.44844961534885
chr1	1.50477776897208
chr1	1.48812535592961
chr1	1.4676787562667
chr1	1.46674864496833
chr1	1.42403342164958
chr1	1.41388952219269
chr1	1.40776192107661
chr1	1.4080151990454
chr1	1.38653557086199
chr1	1.36259679722806
chr1	1.34115499541652
chr1	1.34847627637001
chr1	1.33240592848983
chr1	1.34438158386152
chr1	1.36702214465286
chr1	1.39878203527567
chr1	1.39635163192584
chr1	1.40047863571249
chr1	1.40288016795476
chr1	1.40517747547579
chr1	1.41863943418452
chr1	1.45456739577934
chr1	1.4922679067003
chr1	1.48387353799659
chr1	1.4411101354723
chr1	1.38416794706837
chr1	1.39029408251615
chr1	1.37887771285862
chr1	1.40334293536496
chr1	1.41663561323366
chr1	1.41197707909312
chr1	1.37859424606567
chr1	1.35571557220571
chr1	1.3421721728652
chr1	1.36254427037922
chr1	1.36272520471679
chr1	1.34383464642871
chr1	1.3599729337123
chr1	1.32602927059262
chr1	1.31648198556088
chr1	1.30498960324089
chr1	1.30093222688877
chr1	1.29188101096807
chr1	1.28158561758377
chr1	1.27425084728244
chr1	1.25043904198418
chr1	1.24114357361302
chr1	1.2135761496177
chr1	1.22410094972496
chr1	1.19204133675348
chr1	1.1776587254797
chr1	1.16261771458634
chr1	1.16266253415388
chr1	1.16536984735102
chr1	1.1840063442529
chr1	1.20792857130161
chr1	1.2080837993715
chr1	1.21521466472249
chr1	1.19305273111042
chr1	1.20775784346161
chr1	1.2312261534062
chr1	1.25742129249287
chr1	1.24697315174805
chr1	1.24831985496564
chr1	1.23592872855745
chr1	1.24176572569302
chr1	1.2534581212963
chr1	1.26331650370585
chr1	1.26938614897317
chr1	1.24828777370739
chr1	1.23476462572637
chr1	1.22398036188278
chr1	1.22705643794084
chr1	1.24269687718184
chr1	1.24622561116475
chr1	1.24946462579815
chr1	1.22276466161457
chr1	1.21090725142015
chr1	1.20379134944447
chr1	1.21409607365019
chr1	1.2187593231185
chr1	1.23044061871943
chr1	1.2325822476137
chr1	1.23404554699423
chr1	1.22933960580661
chr1	1.22465161037676
chr1	1.24941110845938
chr1	1.26400391057127
chr1	1.25579579338433
chr1	1.28756654367776
chr1	1.28461936954251
chr1	1.27873976636984
chr1	1.28480096247637
chr1	1.25948579640517
chr1	1.24374592315972
chr1	1.25360846102028
chr1	1.26855996680068
chr1	1.2736506069783
chr1	1.28762721066738
chr1	1.27664370204103
chr1	1.26302433375335
chr1	1.25852589291036
chr1	1.26932090450652
chr1	1.28488351320471
chr1	1.31985837298767
chr1	1.31359802977497
chr1	1.31086636974453
chr1	1.30990097096596
chr1	1.32633033410387
chr1	1.30887461218986
chr1	1.30700903839348
chr1	1.32909991178711
chr1	1.31656093259577
chr1	1.32488812232608
chr1	1.31769490851472
chr1	1.32316973964185
chr1	1.31391315447693
chr1	1.30974949038542
chr1	1.2941628386141
chr1	1.30126103415539
chr1	1.2754904193622
chr1	1.26753342444693
chr1	1.2606030094859
chr1	1.2488118708499
chr1	1.26762572493533
chr1	1.28404174458097
chr1	1.33701381026295
chr1	1.33218907587929
chr1	1.38984752435924
chr1	1.36332070665643
chr1	1.39216523101225
chr1	1.40683362492322
chr1	1.39435540233275
chr1	1.38562720669725
chr1	1.37803338982747
chr1	1.37319590799626
chr1	1.37649368540439
chr1	1.39874608720713
chr1	1.35096800857172
chr1	1.35323826874918
chr1	1.35364987172351
chr1	1.32617695358622
chr1	1.35065556726527
chr1	1.35961181987149
chr1	1.3549144492664
chr1	1.35156995103967
chr1	1.3107653063153
chr1	1.27587290945931
chr1	1.28390975249037
chr1	1.28516973013013
chr1	1.28901229810732
chr1	1.28131666360353
chr1	1.23465885258127
chr1	1.23098885854302
chr1	1.19343094722976
chr1	1.17737123654072
chr1	1.16864396504339
chr1	1.16971065890989
chr1	1.16768327182294
chr1	1.16260775491708
chr1	1.15735598981286
chr1	1.13972952183541
chr1	1.16407274225891
chr1	1.17680655040941
chr1	1.20030050661604
chr1	1.21263565326876
chr1	1.23210718095018
chr1	1.24506247579328
chr1	1.23510845103348
chr1	1.26187254437724
chr1	1.28643645446013
chr1	1.31419457969849
chr1	1.32424134040025
chr1	1.32057088948032
chr1	1.31293988812264
chr1	1.32496757346174
chr1	1.34110903950728
chr1	1.38604866113936
chr1	1.42960099580209
chr1	1.46113027364217
chr1	1.47562119482515
chr1	1.51185857284021
chr1	1.51923296750614
chr1	1.54185002731248
chr1	1.61847276795615
chr1	1.64971687039845
chr1	1.6123629971724
chr1	1.6070539399574
chr1	1.63351629180348
chr1	1.61992229370815
chr1	1.61811232194762
chr1	1.61230774807158
chr1	1.6234509578268
chr1	1.63797937890408
chr1	1.58282942800469
chr1	1.56566865805651
chr1	1.55346415646497
chr1	1.55902349441561
chr1	1.48862261935268
chr1	1.47764515693205
chr1	1.49400110406216
chr1	1.53076196670375
chr1	1.53074229663069
chr1	1.53914467054404
chr1	1.54158588087022
chr1	1.53567426820126
chr1	1.56784299128967
chr1	1.5384657785063
chr1	1.5876299794559
chr1	1.60885843337457
chr1	1.56963034902241
chr1	1.5550619312738
chr1	1.54498361077396
chr1	1.56090776787523
chr1	1.55688806666311
chr1	1.54018006295167
chr1	1.50310288875182
chr1	1.50613191919089
chr1	1.50872754969104
chr1	1.46495293749559
chr1	1.44943641334355
chr1	1.43170900803582
chr1	1.45223288320638
chr1	1.47129166289824
chr1	1.49732602205363
chr1	1.49874408027391
chr1	1.56531326717722
chr1	1.59759639409256
chr1	1.56221205462594
chr1	1.61170703632838
chr1	1.61798064054634
chr1	1.60161829260017
chr1	1.57956495738765
chr1	1.53204106377325
chr1	1.5327368161714
chr1	1.56469655379607
chr1	1.50954202591369
chr1	1.4809083015658
chr1	1.48179026809713
chr1	1.4956594359375
chr1	1.51887510536514
chr1	1.50167427422712
chr1	1.47859484456604
chr1	1.46682403743427
chr1	1.44489898863497
chr1	1.40652633711723
chr1	1.41008534218154
chr1	1.42348456512688
chr1	1.43269667433487
chr1	1.43087523658106
chr1	1.41863943418452
chr1	1.44001180894936
