chrom	start	end	log2_gpseq_score
chr9:22	19700000	20700000	0.203301959188177
chr9:22	19800000	20800000	0.190462842168678
chr9:22	19900000	20900000	0.159544632770219
chr9:22	2e+07	2.1e+07	0.149015258069768
chr9:22	20100000	21100000	0.150923090973794
chr9:22	20200000	21200000	0.158467115543053
chr9:22	20300000	21300000	0.17064700114034
chr9:22	20400000	21400000	0.177446428344807
chr9:22	20500000	21500000	0.178350654210178
chr9:22	20600000	21600000	0.171890608280786
chr9:22	20700000	21700000	0.190227315622836
chr9:22	20800000	21800000	0.182654881203538
chr9:22	20900000	21900000	0.179392919870129
chr9:22	2.1e+07	2.2e+07	0.185782248247589
chr9:22	21100000	22100000	0.179112972816323
chr9:22	21200000	22200000	0.159161250086168
chr9:22	21300000	22300000	0.151380755104999
chr9:22	21400000	22400000	0.155879438425816
chr9:22	21500000	22500000	0.156064385462103
chr9:22	21600000	22600000	0.162924120379971
chr9:22	21700000	22700000	0.15002432403378
chr9:22	21800000	22800000	0.136921582408672
chr9:22	21900000	22900000	0.146304371895132
chr9:22	2.2e+07	2.3e+07	0.127321444617482
chr9:22	22100000	23100000	0.126593546866136
chr9:22	22200000	23200000	0.141394662775135
chr9:22	22300000	23300000	0.138688330414418
chr9:22	22400000	23400000	0.152053893846389
chr9:22	22500000	23500000	0.145590473649678
chr9:22	22600000	23600000	0.140470716925295
chr9:22	22700000	23700000	0.151499701466393
chr9:22	22800000	23800000	0.149410689987226
chr9:22	22900000	23900000	0.153947361623438
chr9:22	2.3e+07	2.4e+07	0.160743887782966
chr9:22	23100000	24100000	0.162938151950339
chr9:22	23200000	24200000	0.152985161915442
chr9:22	23300000	24300000	0.13483337525096
chr9:22	23400000	24400000	0.136305738764252
chr9:22	23500000	24500000	0.140426481553849
chr9:22	23600000	24600000	0.138447465605355
chr9:22	23700000	24700000	0.132926758110151
chr9:22	23800000	24800000	0.134631212867305
chr9:22	23900000	24900000	0.138205056464334
chr9:22	2.4e+07	2.5e+07	0.152833291826307
chr9:22	24100000	25100000	0.160028192096738
chr9:22	24200000	25200000	0.152040010666825
chr9:22	24300000	25300000	0.176577714302553
chr9:22	24400000	25400000	0.154819129597617
chr9:22	24500000	25500000	0.144690423120519
chr9:22	24600000	25600000	0.159106877787372
chr9:22	24700000	25700000	0.149236668024438
chr9:22	24800000	25800000	0.167130431437064
chr9:22	24900000	25900000	0.169433954560819
chr9:22	2.5e+07	2.6e+07	0.150604600012902
chr9:22	25100000	26100000	0.142356017563983
chr9:22	25200000	26200000	0.162730875596938
chr9:22	25300000	26300000	0.172829482528539
chr9:22	25400000	26400000	0.187116608225076
chr9:22	25500000	26500000	0.206131008646123
chr9:22	25600000	26600000	0.206025460240333
chr9:22	25700000	26700000	0.194790346530537
chr9:22	25800000	26800000	0.201288704192358
chr9:22	25900000	26900000	0.198327491115598
chr9:22	2.6e+07	2.7e+07	0.230373444881892
chr9:22	26100000	27100000	0.231320841987281
chr9:22	26200000	27200000	0.22871243604381
chr9:22	26300000	27300000	0.213212663788097
chr9:22	26400000	27400000	0.196692008822095
chr9:22	26500000	27500000	0.196774381114864
chr9:22	26600000	27600000	0.184335161639029
chr9:22	26700000	27700000	0.20688806270082
chr9:22	26800000	27800000	0.205748591504341
chr9:22	26900000	27900000	0.215260710335899
chr9:22	2.7e+07	2.8e+07	0.205351347275252
chr9:22	27100000	28100000	0.208035119226965
chr9:22	27200000	28200000	0.212954297939542
chr9:22	27300000	28300000	0.223034629222803
chr9:22	27400000	28400000	0.239323407599457
chr9:22	27500000	28500000	0.256227808329921
chr9:22	27600000	28600000	0.274603479137474
chr9:22	27700000	28700000	0.2750649255807
chr9:22	27800000	28800000	0.282321430613497
chr9:22	27900000	28900000	0.282573395952526
chr9:22	2.8e+07	2.9e+07	0.279624113979849
chr9:22	28100000	29100000	0.290160624166319
chr9:22	28200000	29200000	0.26689818903642
chr9:22	28300000	29300000	0.267632749539404
chr9:22	28400000	29400000	0.307711640840692
chr9:22	28500000	29500000	0.30359931273015
chr9:22	28600000	29600000	0.288455704631645
chr9:22	28700000	29700000	0.279812767428426
chr9:22	28800000	29800000	0.281051718837532
chr9:22	28900000	29900000	0.282335493708879
chr9:22	2.9e+07	3e+07	0.284180364411389
chr9:22	29100000	30100000	0.274969976867069
chr9:22	29200000	30200000	0.283085497467109
chr9:22	29300000	30300000	0.295724668200756
chr9:22	29400000	30400000	0.258641393089904
chr9:22	29500000	30500000	0.267969622463668
chr9:22	29600000	30600000	0.249084658932381
chr9:22	29700000	30700000	0.252676192709383
chr9:22	29800000	30800000	0.250051954670871
chr9:22	29900000	30900000	0.260661935532691
chr9:22	3e+07	3.1e+07	0.255968974954537
chr9:22	30100000	31100000	0.260341806772444
chr9:22	30200000	31200000	0.252277579207982
chr9:22	30300000	31300000	0.247347910287135
chr9:22	30400000	31400000	0.259195961525362
chr9:22	30500000	31500000	0.24157033752874
chr9:22	30600000	31600000	0.265101793328659
chr9:22	30700000	31700000	0.273165022046157
chr9:22	30800000	31800000	0.256534301347205
chr9:22	30900000	31900000	0.224625725210146
chr9:22	3.1e+07	3.2e+07	0.235246681724878
chr9:22	31100000	32100000	0.240004989551394
chr9:22	31200000	32200000	0.242176485732494
chr9:22	31300000	32300000	0.238817417124056
chr9:22	31400000	32400000	0.238026947220769
chr9:22	31500000	32500000	0.256786880546551
chr9:22	31600000	32600000	0.250555358945248
chr9:22	31700000	32700000	0.243386640494189
chr9:22	31800000	32800000	0.270556831278576
chr9:22	31900000	32900000	0.305336390535339
chr9:22	3.2e+07	3.3e+07	0.311558754789843
chr9:22	32100000	33100000	0.318948408845122
chr9:22	32200000	33200000	0.357023756038864
chr9:22	32300000	33300000	0.395459091578884
chr9:22	32400000	33400000	0.43446155581799
chr9:22	32500000	33500000	0.482587413759651
chr9:22	32600000	33600000	0.500025013104479
chr9:22	32700000	33700000	0.540852575728804
chr9:22	32800000	33800000	0.53392966856907
chr9:22	32900000	33900000	0.562167376689672
chr9:22	3.3e+07	3.4e+07	0.589512009550768
chr9:22	33100000	34100000	0.630077163522631
chr9:22	33200000	34200000	0.638128746765807
chr9:22	33300000	34300000	0.626667121327746
chr9:22	33400000	34400000	0.613648962951392
chr9:22	33500000	34500000	0.596939630134146
chr9:22	33600000	34600000	0.626635665020901
chr9:22	33700000	34700000	0.644316008430391
chr9:22	33800000	34800000	0.665937465807237
chr9:22	33900000	34900000	0.670182435324733
chr9:22	3.4e+07	3.5e+07	0.700582869444591
chr9:22	34100000	35100000	0.707257110365138
chr9:22	34200000	35200000	0.707798533185953
chr9:22	34300000	35300000	0.721726011515451
chr9:22	34400000	35400000	0.73276156238566
chr9:22	34500000	35500000	0.737736678229089
chr9:22	34600000	35600000	0.743263328976017
chr9:22	34700000	35700000	0.724428565507094
chr9:22	34800000	35800000	0.73824081094176
chr9:22	34900000	35900000	0.756731794797303
chr9:22	3.5e+07	3.6e+07	0.757680085294084
chr9:22	35100000	36100000	0.750156673634375
chr9:22	35200000	36200000	0.756465414112143
chr9:22	35300000	36300000	0.762986841375188
chr9:22	35400000	36400000	0.771845012420076
chr9:22	35500000	36500000	0.752009879369127
chr9:22	35600000	36600000	0.740194612192417
chr9:22	35700000	36700000	0.73327400778754
chr9:22	35800000	36800000	0.714263427806519
chr9:22	35900000	36900000	0.705850088127758
chr9:22	3.6e+07	3.7e+07	0.696752277631302
chr9:22	36100000	37100000	0.71239668458881
chr9:22	36200000	37200000	0.712815394905093
chr9:22	36300000	37300000	0.687795640973272
chr9:22	36400000	37400000	0.67518701650901
chr9:22	36500000	37500000	0.690821675969224
chr9:22	36600000	37600000	0.687190978028428
chr9:22	36700000	37700000	0.69027839773693
chr9:22	36800000	37800000	0.681968633727163
chr9:22	36900000	37900000	0.666568767313343
chr9:22	3.7e+07	3.8e+07	0.662397423323477
chr9:22	37100000	38100000	0.656613732501211
chr9:22	37200000	38200000	0.660993720372784
chr9:22	37300000	38300000	0.661591015710216
chr9:22	71400000	72400000	0.411442917814807
chr9:22	71500000	72500000	0.412052157154313
chr9:22	71600000	72600000	0.397000828830976
chr9:22	71700000	72700000	0.401126811941067
chr9:22	71800000	72800000	0.388577139552285
chr9:22	71900000	72900000	0.375179276609231
chr9:22	7.2e+07	7.3e+07	0.359004386954952
chr9:22	72100000	73100000	0.332088969753432
chr9:22	72200000	73200000	0.34290001806089
chr9:22	72300000	73300000	0.331737932369644
chr9:22	72400000	73400000	0.329920866766373
chr9:22	72500000	73500000	0.325026687954545
chr9:22	72600000	73600000	0.305062764893856
chr9:22	72700000	73700000	0.287579646975015
chr9:22	72800000	73800000	0.29420625739163
chr9:22	72900000	73900000	0.27587774906722
chr9:22	7.3e+07	7.4e+07	0.282908310078335
chr9:22	73100000	74100000	0.27186666672754
chr9:22	73200000	74200000	0.248807005916204
chr9:22	73300000	74300000	0.267479397144613
chr9:22	73400000	74400000	0.25613655203017
chr9:22	73500000	74500000	0.241274120371478
chr9:22	73600000	74600000	0.265537533309687
chr9:22	73700000	74700000	0.258702403958244
chr9:22	73800000	74800000	0.260647681326125
chr9:22	73900000	74900000	0.270884722290074
chr9:22	7.4e+07	7.5e+07	0.261388184036904
chr9:22	74100000	75100000	0.261633200413228
chr9:22	74200000	75200000	0.240725039888914
chr9:22	74300000	75300000	0.216504031124091
chr9:22	74400000	75400000	0.202183146221177
chr9:22	74500000	75500000	0.206571203668446
chr9:22	74600000	75600000	0.185300587558733
chr9:22	74700000	75700000	0.191094864336901
chr9:22	74800000	75800000	0.174680682300669
chr9:22	74900000	75900000	0.163124711419463
chr9:22	7.5e+07	7.6e+07	0.166519155002357
chr9:22	75100000	76100000	0.161012576829879
chr9:22	75200000	76200000	0.174775647730835
chr9:22	75300000	76300000	0.200383935685383
chr9:22	75400000	76400000	0.220581557613548
chr9:22	75500000	76500000	0.239397839321502
chr9:22	75600000	76600000	0.274173613536417
chr9:22	75700000	76700000	0.280406460979969
chr9:22	75800000	76800000	0.314247631566832
chr9:22	75900000	76900000	0.348172373623246
chr9:22	7.6e+07	7.7e+07	0.356683789690796
chr9:22	76100000	77100000	0.365998146248702
chr9:22	76200000	77200000	0.366042508689356
chr9:22	76300000	77300000	0.350035148718109
chr9:22	76400000	77400000	0.339906910865578
chr9:22	76500000	77500000	0.327381215538077
chr9:22	76600000	77600000	0.295446698893649
chr9:22	76700000	77700000	0.253054457144191
chr9:22	76800000	77800000	0.22481925189388
chr9:22	76900000	77900000	0.215080204383975
chr9:22	7.7e+07	7.8e+07	0.21033963577877
chr9:22	77100000	78100000	0.209399546399836
chr9:22	77200000	78200000	0.214674370803398
chr9:22	77300000	78300000	0.216266066206206
chr9:22	77400000	78400000	0.23156179058256
chr9:22	77500000	78500000	0.228508910001816
chr9:22	77600000	78600000	0.202656220875743
chr9:22	77700000	78700000	0.206890682562224
chr9:22	77800000	78800000	0.215128268075028
chr9:22	77900000	78900000	0.211660324180281
chr9:22	7.8e+07	7.9e+07	0.20142002504924
chr9:22	78100000	79100000	0.192271137804771
chr9:22	78200000	79200000	0.19083686971636
chr9:22	78300000	79300000	0.193728797868242
chr9:22	78400000	79400000	0.186766537699417
chr9:22	78500000	79500000	0.196640120561978
chr9:22	78600000	79600000	0.236474732562436
chr9:22	78700000	79700000	0.262939450097093
chr9:22	78800000	79800000	0.270263606804215
chr9:22	78900000	79900000	0.268213520323393
chr9:22	7.9e+07	8e+07	0.283875491928856
chr9:22	79100000	80100000	0.291061025571747
chr9:22	79200000	80200000	0.286587497375147
chr9:22	79300000	80300000	0.28033745448515
chr9:22	79400000	80400000	0.274270787311971
chr9:22	79500000	80500000	0.272731164664834
chr9:22	79600000	80600000	0.266899794190824
chr9:22	79700000	80700000	0.241914539400744
chr9:22	79800000	80800000	0.24527359940012
chr9:22	79900000	80900000	0.260764791324088
chr9:22	8e+07	8.1e+07	0.27086602188722
chr9:22	80100000	81100000	0.264257332972472
chr9:22	80200000	81200000	0.267369126954619
chr9:22	80300000	81300000	0.251503293275511
chr9:22	80400000	81400000	0.255258953368194
chr9:22	80500000	81500000	0.237865969441514
chr9:22	80600000	81600000	0.234284328689321
chr9:22	80700000	81700000	0.249579699868582
chr9:22	80800000	81800000	0.252885282030544
chr9:22	80900000	81900000	0.254387505178399
chr9:22	8.1e+07	8.2e+07	0.244933623269359
chr9:22	81100000	82100000	0.253577736617159
chr9:22	81200000	82200000	0.247764102922673
chr9:22	81300000	82300000	0.26502168079375
chr9:22	81400000	82400000	0.256181655308518
chr9:22	81500000	82500000	0.264963395504488
chr9:22	81600000	82600000	0.237684663186991
chr9:22	81700000	82700000	0.222272935247267
chr9:22	81800000	82800000	0.227552766360898
chr9:22	81900000	82900000	0.223488140369237
chr9:22	8.2e+07	8.3e+07	0.218938878960034
chr9:22	82100000	83100000	0.217823619013724
chr9:22	82200000	83200000	0.217571582581389
chr9:22	82300000	83300000	0.219644319087224
chr9:22	82400000	83400000	0.234447710063327
chr9:22	82500000	83500000	0.24769879554979
chr9:22	82600000	83600000	0.284684797376564
chr9:22	82700000	83700000	0.320990893627323
chr9:22	82800000	83800000	0.311487018566369
chr9:22	82900000	83900000	0.324036278529486
chr9:22	8.3e+07	8.4e+07	0.319608504349016
chr9:22	83100000	84100000	0.310648735339516
chr9:22	83200000	84200000	0.294845478431796
chr9:22	83300000	84300000	0.272342129276778
chr9:22	83400000	84400000	0.283653149808727
chr9:22	83500000	84500000	0.279215051332067
chr9:22	83600000	84600000	0.296981967062078
chr9:22	83700000	84700000	0.285611150549005
chr9:22	83800000	84800000	0.286746677224055
chr9:22	83900000	84900000	0.246116526943785
chr9:22	8.4e+07	8.5e+07	0.248378855599107
chr9:22	84100000	85100000	0.252800428090708
chr9:22	84200000	85200000	0.26737741496147
chr9:22	84300000	85300000	0.281591194859254
chr9:22	84400000	85400000	0.227056703989922
chr9:22	84500000	85500000	0.215588863321387
chr9:22	84600000	85600000	0.202645965525396
chr9:22	84700000	85700000	0.219321949655815
chr9:22	84800000	85800000	0.214441035177979
chr9:22	84900000	85900000	0.231991831276927
chr9:22	8.5e+07	8.6e+07	0.230050488782649
chr9:22	85100000	86100000	0.225363223444064
chr9:22	85200000	86200000	0.218741139015224
chr9:22	85300000	86300000	0.2194458395933
chr9:22	85400000	86400000	0.254588729606287
chr9:22	85500000	86500000	0.259843789862111
chr9:22	85600000	86600000	0.270514115591302
chr9:22	85700000	86700000	0.260189812915963
chr9:22	85800000	86800000	0.281175553627616
chr9:22	85900000	86900000	0.29772997359745
chr9:22	8.6e+07	8.7e+07	0.291190297835512
chr9:22	86100000	87100000	0.307259474586718
chr9:22	86200000	87200000	0.313801264393097
chr9:22	86300000	87300000	0.315966160198765
chr9:22	86400000	87400000	0.328614775741188
chr9:22	86500000	87500000	0.315068872485954
chr9:22	86600000	87600000	0.31753382225278
chr9:22	86700000	87700000	0.321013745858108
chr9:22	86800000	87800000	0.300464084276557
chr9:22	86900000	87900000	0.293590016496524
chr9:22	8.7e+07	8.8e+07	0.304935455911697
chr9:22	87100000	88100000	0.311123849096875
chr9:22	87200000	88200000	0.310945656058746
chr9:22	87300000	88300000	0.31965142467478
chr9:22	87400000	88400000	0.300731859433747
chr9:22	87500000	88500000	0.312732611814561
chr9:22	87600000	88600000	0.311814475335462
chr9:22	87700000	88700000	0.343568205249506
chr9:22	87800000	88800000	0.372780419575754
chr9:22	87900000	88900000	0.351702492648263
chr9:22	8.8e+07	8.9e+07	0.344990452634905
chr9:22	88100000	89100000	0.340023310687552
chr9:22	88200000	89200000	0.327311492717502
chr9:22	88300000	89300000	0.320112360609486
chr9:22	88400000	89400000	0.335454874148789
chr9:22	88500000	89500000	0.348306592324936
chr9:22	88600000	89600000	0.334758509540244
chr9:22	88700000	89700000	0.312402835999786
chr9:22	88800000	89800000	0.298433285055372
chr9:22	88900000	89900000	0.324848421122717
chr9:22	8.9e+07	9e+07	0.337692894971042
chr9:22	89100000	90100000	0.347516628371947
chr9:22	89200000	90200000	0.355281836951109
chr9:22	89300000	90300000	0.373394175722751
chr9:22	89400000	90400000	0.361736938994653
chr9:22	89500000	90500000	0.356638045259927
chr9:22	89600000	90600000	0.367851975316376
chr9:22	89700000	90700000	0.387508895823882
chr9:22	89800000	90800000	0.38611705992437
chr9:22	89900000	90900000	0.386458003542654
chr9:22	9e+07	9.1e+07	0.396265344348463
chr9:22	90100000	91100000	0.411193911669123
chr9:22	90200000	91200000	0.436082396742213
chr9:22	90300000	91300000	0.434299456148202
chr9:22	90400000	91400000	0.436515518514635
chr9:22	90500000	91500000	0.416360576092929
chr9:22	90600000	91600000	0.413856372150954
chr9:22	90700000	91700000	0.399681444588444
chr9:22	90800000	91800000	0.417881612678299
chr9:22	90900000	91900000	0.412036704516735
chr9:22	9.1e+07	9.2e+07	0.417904398798127
chr9:22	91100000	92100000	0.432842091242326
chr9:22	91200000	92200000	0.432781263025479
chr9:22	91300000	92300000	0.421695414653192
chr9:22	91400000	92400000	0.4276938482873
chr9:22	91500000	92500000	0.450018437014105
chr9:22	91600000	92600000	0.464809769587055
chr9:22	91700000	92700000	0.46725975677866
chr9:22	91800000	92800000	0.462392348392234
chr9:22	91900000	92900000	0.471121864554011
chr9:22	9.2e+07	9.3e+07	0.478309152699891
chr9:22	92100000	93100000	0.462034596890364
chr9:22	92200000	93200000	0.447551634154913
chr9:22	92300000	93300000	0.473431741936301
chr9:22	92400000	93400000	0.478008541796102
chr9:22	92500000	93500000	0.463236317300528
chr9:22	92600000	93600000	0.459261135047487
chr9:22	92700000	93700000	0.452583921948396
chr9:22	92800000	93800000	0.45803191794518
chr9:22	92900000	93900000	0.47359114212859
chr9:22	9.3e+07	9.4e+07	0.489938121484052
chr9:22	93100000	94100000	0.483320471984443
chr9:22	93200000	94200000	0.475684158473936
chr9:22	93300000	94300000	0.471359083428048
chr9:22	93400000	94400000	0.467772878712063
chr9:22	93500000	94500000	0.475079965409367
chr9:22	93600000	94600000	0.501962998761063
chr9:22	93700000	94700000	0.519713890038379
chr9:22	93800000	94800000	0.538500817500158
chr9:22	93900000	94900000	0.537159262006333
chr9:22	9.4e+07	9.5e+07	0.5336496258033
chr9:22	94100000	95100000	0.554106013705952
chr9:22	94200000	95200000	0.569874901367848
chr9:22	94300000	95300000	0.595313650447118
chr9:22	94400000	95400000	0.617913162901896
chr9:22	94500000	95500000	0.649618630652811
chr9:22	94600000	95600000	0.643826500034284
chr9:22	94700000	95700000	0.643660251498646
chr9:22	94800000	95800000	0.646468096302016
chr9:22	94900000	95900000	0.658574791720282
chr9:22	9.5e+07	9.6e+07	0.696894333464105
chr9:22	95100000	96100000	0.712990490301191
chr9:22	95200000	96200000	0.729895102461852
chr9:22	95300000	96300000	0.733366845430247
chr9:22	95400000	96400000	0.739517138248682
chr9:22	95500000	96500000	0.73139263366721
chr9:22	95600000	96600000	0.721687122604179
chr9:22	95700000	96700000	0.748300933420525
chr9:22	95800000	96800000	0.758595700298466
chr9:22	95900000	96900000	0.756040086777148
