chrom	dsn
chr1	0.404584
chr2	0.317079
chr3	0.278859
chr4	0.264635
chr5	0.330002
chr6	0.333838
chr7	0.3740035
chr8	0.3055385
chr9:22	0.379785
chr10	0.4229115
chr11	0.417872
chr12	0.4155295
chr13	0.241291
chr14	0.423038
chr15	0.545516
chr16	0.625286
chr17	0.6610805
chr18	0.378724
chr19	0.813628
chr20	0.594009
chr21	0.593781
chr22:9	0.5644695
chrX	0.309055
chr1	0.377511
chr2	0.338625
chr3	0.293813
chr4	0.230718
chr5	0.304246
chr6	0.270587
chr7	0.392302
chr8	0.301179
chr9:22	0.393978
chr10	0.411417
chr11	0.3733735
chr12	0.4243565
chr13	0.362222
chr14	0.41035
chr15	0.579612
chr16	0.638954
chr17	0.6931455
chr18	0.389619
chr19	0.787545
chr20	0.625451
chr21	0.569809
chr22:9	0.6697765
chrX	0.323986
chr1	0.393955
chr2	0.36128
chr3	0.315588
chr4	0.246743
chr5	0.315291
chr6	0.341599
chr7	0.357228
chr8	0.3262495
chr9:22	0.361419
chr10	0.421533
chr11	0.3289305
chr12	0.401163
chr13	0.285255
chr14	0.414121
chr15	0.5875005
chr16	0.633546
chr17	0.7288645
chr18	0.371658
chr19	0.704184
chr20	0.647039
chr21	0.607834
chr22:9	0.5651995
chrX	0.330648
chr1	0.410491
chr2	0.351131
chr3	0.311593
chr4	0.263848
chr5	0.3255215
chr6	0.3001
chr7	0.4092845
chr8	0.3514615
chr9:22	0.346778
chr10	0.4160875
chr11	0.407101
chr12	0.337714
chr13	0.308565
chr14	0.433141
chr15	0.5705455
chr16	0.585989
chr17	0.7476945
chr18	0.341952
chr19	0.764424
chr20	0.601749
chr21	0.477276
chr22:9	0.6578525
chrX	0.326782
chr1	0.438927
chr2	0.333108
chr3	0.354109
chr4	0.287144
chr5	0.3419135
chr6	0.305999
chr7	0.417294
chr8	0.2909825
chr9:22	0.3936505
chr10	0.426225
chr11	0.3339125
chr12	0.396111
chr13	0.259419
chr14	0.445322
chr15	0.5711595
chr16	0.621096
chr17	0.652702
chr18	0.373405
chr19	0.844554
chr20	0.513939
chr21	0.557202
chr22:9	0.7017015
chrX	0.311351
chr1	0.385444
chr2	0.333565
chr3	0.314514
chr4	0.306353
chr5	0.339213
chr6	0.315481
chr7	0.3665015
chr8	0.3523155
chr9:22	0.4930955
chr10	0.409648
chr11	0.3612225
chr12	0.388342
chr13	0.308918
chr14	0.445305
chr15	0.4884665
chr16	0.656455
chr17	0.753688
chr18	0.340752
chr19	0.742641
chr20	0.510205
chr21	0.601336
chr22:9	0.707065
chrX	0.330343
chr1	0.454152
chr2	0.349324
chr3	0.327766
chr4	0.265164
chr5	0.3340105
chr6	0.351978
chr7	0.348343
chr8	0.35931
chr9:22	0.5106455
chr10	0.446588
chr11	0.40969
chr12	0.3472105
chr13	0.281655
chr14	0.41273
chr15	0.548312
chr16	0.723695
chr17	0.6452195
chr18	0.413056
chr19	0.821074
chr20	0.572042
chr21	0.543423
chr22:9	0.5235305
chrX	0.316134
chr1	0.423628
chr2	0.316069
chr3	0.309673
chr4	0.269856
chr5	0.3039655
chr6	0.304636
chr7	0.43648
chr8	0.3492275
chr9:22	0.34866
chr10	0.4575385
chr11	0.3669695
chr12	0.3908495
chr13	0.324994
chr14	0.352233
chr15	0.413164
chr16	0.668504
chr17	0.7081895
chr18	0.346977
chr19	0.745375
chr20	0.587636
chr21	0.538296
chr22:9	0.4529845
chrX	0.309488
chr1	0.439132
chr2	0.331109
chr3	0.30248
chr4	0.229059
chr5	0.3100235
chr6	0.317638
chr7	0.3682185
chr8	0.3169975
chr9:22	0.400228
chr10	0.479434
chr11	0.3675985
chr12	0.352987
chr13	0.285466
chr14	0.433371
chr15	0.437037
chr16	0.631754
chr17	0.753615
chr18	0.351852
chr19	0.751149
chr20	0.607436
chr21	0.561568
chr22:9	0.6058025
chrX	0.334989
chr1	0.391464
chr2	0.369938
chr3	0.308167
chr4	0.254473
chr5	0.348104
chr6	0.295997
chr7	0.3878515
chr8	0.288252
chr9:22	0.366432
chr10	0.36643
chr11	0.399335
chr12	0.4029055
chr13	0.309602
chr14	0.421828
chr15	0.530919
chr16	0.663897
chr17	0.7637835
chr18	0.428064
chr19	0.72564
chr20	0.631133
chr21	0.612822
chr22:9	0.7085065
chrX	0.326075
chr1	0.394692
chr2	0.346555
chr3	0.295979
chr4	0.31077
chr5	0.306368
chr6	0.300532
chr7	0.305133
chr8	0.3540265
chr9:22	0.4641515
chr10	0.413497
chr11	0.4576695
chr12	0.357434
chr13	0.288961
chr14	0.437028
chr15	0.560934
chr16	0.667552
chr17	0.6724115
chr18	0.38804
chr19	0.645125
chr20	0.600673
chr21	0.581901
chr22:9	0.8149925
chrX	0.359892
chr1	0.422786
chr2	0.325418
chr3	0.382772
chr4	0.294841
chr5	0.34557
chr6	0.273907
chr7	0.3960475
chr8	0.294101
chr9:22	0.4054625
chr10	0.450907
chr11	0.382462
chr12	0.3665735
chr13	0.394158
chr14	0.434293
chr15	0.541142
chr16	0.683591
chr17	0.644792
chr18	0.357957
chr19	0.778651
chr20	0.618163
chr21	0.553447
chr22:9	0.700552
chrX	0.348757
chr1	0.366861
chr2	0.378465
chr3	0.301715
chr4	0.291806
chr5	0.3153005
chr6	0.342291
chr7	0.420481
chr8	0.348377
chr9:22	0.3779625
chr10	0.361475
chr11	0.374421
chr12	0.3875075
chr13	0.28287
chr14	0.420618
chr15	0.4719085
chr16	0.617057
chr17	0.654803
chr18	0.324881
chr19	0.82175
chr20	0.642517
chr21	0.54928
chr22:9	0.463297
chrX	0.32445
chr1	0.390211
chr2	0.311797
chr3	0.320114
chr4	0.335248
chr5	0.296586
chr6	0.33415
chr7	0.375612
chr8	0.349176
chr9:22	0.4155575
chr10	0.4252145
chr11	0.3401235
chr12	0.404272
chr13	0.339468
chr14	0.414392
chr15	0.5850655
chr16	0.673659
chr17	0.6789875
chr18	0.338825
chr19	0.641112
chr20	0.595378
chr21	0.62959
chr22:9	0.822148
chrX	0.335047
chr1	0.420642
chr2	0.332656
chr3	0.307864
chr4	0.337459
chr5	0.3434235
chr6	0.316619
chr7	0.3946115
chr8	0.3111915
chr9:22	0.357191
chr10	0.3995075
chr11	0.4269085
chr12	0.366969
chr13	0.311806
chr14	0.452778
chr15	0.586874
chr16	0.570601
chr17	0.648201
chr18	0.393175
chr19	0.657504
chr20	0.637738
chr21	0.570333
chr22:9	0.778038
chrX	0.3211
chr1	0.363129
chr2	0.340951
chr3	0.329188
chr4	0.244786
chr5	0.3420395
chr6	0.313816
chr7	0.372006
chr8	0.3319235
chr9:22	0.3927585
chr10	0.392063
chr11	0.360313
chr12	0.381868
chr13	0.272028
chr14	0.437836
chr15	0.549982
chr16	0.657519
chr17	0.655896
chr18	0.368265
chr19	0.819522
chr20	0.615031
chr21	0.516009
chr22:9	0.5903845
chrX	0.308321
chr1	0.388063
chr2	0.310412
chr3	0.321372
chr4	0.234379
chr5	0.2956915
chr6	0.286332
chr7	0.348307
chr8	0.32023
chr9:22	0.37667
chr10	0.400386
chr11	0.3622405
chr12	0.4009635
chr13	0.320335
chr14	0.458629
chr15	0.5457775
chr16	0.707257
chr17	0.661399
chr18	0.374507
chr19	0.791664
chr20	0.608014
chr21	0.580215
chr22:9	0.581261
chrX	0.326096
chr1	0.410144
chr2	0.329085
chr3	0.361846
chr4	0.273117
chr5	0.3127425
chr6	0.299925
chr7	0.371375
chr8	0.31242
chr9:22	0.379111
chr10	0.408458
chr11	0.3494595
chr12	0.373346
chr13	0.259183
chr14	0.451981
chr15	0.5746165
chr16	0.651688
chr17	0.7158915
chr18	0.349916
chr19	0.743859
chr20	0.58646
chr21	0.595237
chr22:9	0.6549295
chrX	0.344933
chr1	0.406909
chr2	0.346147
chr3	0.306269
chr4	0.286373
chr5	0.2925455
chr6	0.276523
chr7	0.3799235
chr8	0.305043
chr9:22	0.3902595
chr10	0.4414125
chr11	0.383957
chr12	0.357939
chr13	0.278343
chr14	0.43595
chr15	0.479851
chr16	0.659276
chr17	0.706423
chr18	0.377761
chr19	0.781027
chr20	0.667178
chr21	0.613702
chr22:9	0.601863
chrX	0.322463
chr1	0.406299
chr2	0.33344
chr3	0.327107
chr4	0.294361
chr5	0.3333
chr6	0.30897
chr7	0.3914065
chr8	0.3041425
chr9:22	0.3621015
chr10	0.3701035
chr11	0.4121915
chr12	0.3761535
chr13	0.362015
chr14	0.468726
chr15	0.607885
chr16	0.684171
chr17	0.575056
chr18	0.398949
chr19	0.809694
chr20	0.518988
chr21	0.53148
chr22:9	0.7170655
chrX	0.325055
chr1	0.431108
chr2	0.312597
chr3	0.278479
chr4	0.277079
chr5	0.3149465
chr6	0.336543
chr7	0.362842
chr8	0.3271465
chr9:22	0.4008715
chr10	0.3771245
chr11	0.369243
chr12	0.3369855
chr13	0.296472
chr14	0.457314
chr15	0.520553
chr16	0.631215
chr17	0.640295
chr18	0.30494
chr19	0.714712
chr20	0.647838
chr21	0.600992
chr22:9	0.5705605
chrX	0.32495
chr1	0.441908
chr2	0.368317
chr3	0.314256
chr4	0.318932
chr5	0.3705895
chr6	0.29604
chr7	0.3813435
chr8	0.337322
chr9:22	0.459846
chr10	0.4577525
chr11	0.366705
chr12	0.403947
chr13	0.278624
chr14	0.443008
chr15	0.5307585
chr16	0.700006
chr17	0.6611435
chr18	0.34195
chr19	0.637646
chr20	0.625809
chr21	0.551832
chr22:9	0.7550915
chrX	0.374099
chr1	0.388769
chr2	0.380916
chr3	0.364023
chr4	0.313519
chr5	0.3908365
chr6	0.304955
chr7	0.3647875
chr8	0.3473905
chr9:22	0.4050335
chr10	0.369042
chr11	0.3793225
chr12	0.4343985
chr13	0.390463
chr14	0.43428
chr15	0.487174
chr16	0.657536
chr17	0.670084
chr18	0.343428
chr19	0.713456
chr20	0.649786
chr21	0.487177
chr22:9	0.69612
chrX	0.296265
chr1	0.39492
chr2	0.337749
chr3	0.275989
chr4	0.251982
chr5	0.3158805
chr6	0.311193
chr7	0.367539
chr8	0.3368075
chr9:22	0.358799
chr10	0.355012
chr11	0.3518575
chr12	0.4245515
chr13	0.296991
chr14	0.432865
chr15	0.42826
chr16	0.6549
chr17	0.7143305
chr18	0.435316
chr19	0.831143
chr20	0.567538
chr21	0.547975
chr22:9	0.4631475
chrX	0.331352
chr1	0.407435
chr2	0.353842
chr3	0.292672
chr4	0.249951
chr5	0.323578
chr6	0.298616
chr7	0.38115
chr8	0.354408
chr9:22	0.438405
chr10	0.3470945
chr11	0.4192165
chr12	0.418744
chr13	0.321105
chr14	0.506466
chr15	0.484224
chr16	0.646945
chr17	0.7233415
chr18	0.325803
chr19	0.757837
chr20	0.571189
chr21	0.46355
chr22:9	0.7333365
chrX	0.306911
chr1	0.3822
chr2	0.348808
chr3	0.322351
chr4	0.263035
chr5	0.299503
chr6	0.298531
chr7	0.419968
chr8	0.3375555
chr9:22	0.366327
chr10	0.4283315
chr11	0.333617
chr12	0.3915825
chr13	0.323181
chr14	0.472773
chr15	0.5538235
chr16	0.630378
chr17	0.730355
chr18	0.346121
chr19	0.728522
chr20	0.481386
chr21	0.522082
chr22:9	0.7212265
chrX	0.316735
chr1	0.405439
chr2	0.386824
chr3	0.284088
chr4	0.281837
chr5	0.353398
chr6	0.282281
chr7	0.359191
chr8	0.320811
chr9:22	0.438537
chr10	0.454464
chr11	0.3568435
chr12	0.3805595
chr13	0.316444
chr14	0.432834
chr15	0.5460875
chr16	0.488284
chr17	0.6829355
chr18	0.410454
chr19	0.767121
chr20	0.594797
chr21	0.567434
chr22:9	0.7188765
chrX	0.311083
chr1	0.421672
chr2	0.360615
chr3	0.323795
chr4	0.282171
chr5	0.3104525
chr6	0.331188
chr7	0.383556
chr8	0.316452
chr9:22	0.4287155
chr10	0.417624
chr11	0.3704275
chr12	0.366623
chr13	0.269216
chr14	0.453206
chr15	0.5644675
chr16	0.63359
chr17	0.6548595
chr18	0.417207
chr19	0.825847
chr20	0.641105
chr21	0.564988
chr22:9	0.5957545
chrX	0.314033
chr1	0.403748
chr2	0.33646
chr3	0.310113
chr4	0.28836
chr5	0.3505525
chr6	0.324688
chr7	0.349183
chr8	0.324695
chr9:22	0.4954405
chr10	0.3488175
chr11	0.414635
chr12	0.4326165
chr13	0.308534
chr14	0.434456
chr15	0.454787
chr16	0.627327
chr17	0.6828265
chr18	0.369794
chr19	0.770622
chr20	0.615128
chr21	0.514119
chr22:9	0.63942
chrX	0.284614
chr1	0.411156
chr2	0.333089
chr3	0.324757
chr4	0.282495
chr5	0.313712
chr6	0.302865
chr7	0.3510505
chr8	0.301111
chr9:22	0.3883895
chr10	0.362847
chr11	0.371156
chr12	0.380174
chr13	0.248143
chr14	0.448601
chr15	0.476332
chr16	0.64403
chr17	0.6273735
chr18	0.37743
chr19	0.805912
chr20	0.631558
chr21	0.431295
chr22:9	0.5447285
chrX	0.336767
chr1	0.440607
chr2	0.321664
chr3	0.337119
chr4	0.245242
chr5	0.3176895
chr6	0.279553
chr7	0.396284
chr8	0.329241
chr9:22	0.4251275
chr10	0.421486
chr11	0.42609
chr12	0.392627
chr13	0.297625
chr14	0.418407
chr15	0.479004
chr16	0.651832
chr17	0.675334
chr18	0.39913
chr19	0.77942
chr20	0.683328
chr21	0.589794
chr22:9	0.588821
chrX	0.34094
chr1	0.378255
chr2	0.327293
chr3	0.337464
chr4	0.271286
chr5	0.3177905
chr6	0.28423
chr7	0.3858765
chr8	0.364413
chr9:22	0.4274005
chr10	0.3818795
chr11	0.3535325
chr12	0.4598295
chr13	0.350323
chr14	0.458965
chr15	0.473507
chr16	0.613516
chr17	0.690855
chr18	0.378446
chr19	0.775447
chr20	0.586007
chr21	0.6442
chr22:9	0.631908
chrX	0.307128
chr1	0.394811
chr2	0.343656
chr3	0.344752
chr4	0.273159
chr5	0.3350235
chr6	0.312094
chr7	0.3667665
chr8	0.3088475
chr9:22	0.3583015
chr10	0.3633705
chr11	0.3865085
chr12	0.385416
chr13	0.311051
chr14	0.421103
chr15	0.514591
chr16	0.605694
chr17	0.731576
chr18	0.371239
chr19	0.73221
chr20	0.705834
chr21	0.51932
chr22:9	0.6878115
chrX	0.321814
chr1	0.435428
chr2	0.334566
chr3	0.398085
chr4	0.273735
chr5	0.308518
chr6	0.321237
chr7	0.410567
chr8	0.312382
chr9:22	0.3586255
chr10	0.426167
chr11	0.419545
chr12	0.4281075
chr13	0.29734
chr14	0.415626
chr15	0.5630415
chr16	0.665029
chr17	0.6485485
chr18	0.364491
chr19	0.711348
chr20	0.63178
chr21	0.560767
chr22:9	0.5715975
chrX	0.339734
chr1	0.401006
chr2	0.344575
chr3	0.346232
chr4	0.271915
chr5	0.324296
chr6	0.343953
chr7	0.392724
chr8	0.319958
chr9:22	0.374581
chr10	0.4316915
chr11	0.345699
chr12	0.363653
chr13	0.303851
chr14	0.530936
chr15	0.456876
chr16	0.603911
chr17	0.6390245
chr18	0.383164
chr19	0.804204
chr20	0.672103
chr21	0.590721
chr22:9	0.7195245
chrX	0.310246
chr1	0.381821
chr2	0.352739
chr3	0.280142
chr4	0.266243
chr5	0.374098
chr6	0.338884
chr7	0.349779
chr8	0.3639395
chr9:22	0.3569505
chr10	0.3796665
chr11	0.3438135
chr12	0.391353
chr13	0.272759
chr14	0.454197
chr15	0.5096315
chr16	0.599368
chr17	0.714431
chr18	0.485174
chr19	0.782444
chr20	0.61127
chr21	0.596528
chr22:9	0.7050895
chrX	0.282996
chr1	0.437627
chr2	0.361668
chr3	0.329474
chr4	0.266742
chr5	0.3094715
chr6	0.297963
chr7	0.3378465
chr8	0.363161
chr9:22	0.3542175
chr10	0.4139985
chr11	0.3330175
chr12	0.3783425
chr13	0.341116
chr14	0.470164
chr15	0.532149
chr16	0.628314
chr17	0.738408
chr18	0.343595
chr19	0.757135
chr20	0.505903
chr21	0.454812
chr22:9	0.6361665
chrX	0.343982
chr1	0.424302
chr2	0.339893
chr3	0.280466
chr4	0.272618
chr5	0.3234715
chr6	0.325308
chr7	0.32353
chr8	0.3159415
chr9:22	0.3928695
chr10	0.4212015
chr11	0.464957
chr12	0.3873835
chr13	0.310062
chr14	0.441861
chr15	0.5231045
chr16	0.61415
chr17	0.702685
chr18	0.333117
chr19	0.802995
chr20	0.574421
chr21	0.508262
chr22:9	0.544748
chrX	0.308575
chr1	0.418684
chr2	0.336444
chr3	0.280969
chr4	0.259704
chr5	0.306971
chr6	0.335442
chr7	0.3853215
chr8	0.31602
chr9:22	0.3594295
chr10	0.4126915
chr11	0.359144
chr12	0.4060955
chr13	0.323448
chr14	0.446698
chr15	0.52542
chr16	0.711622
chr17	0.6195125
chr18	0.353077
chr19	0.706176
chr20	0.605858
chr21	0.617521
chr22:9	0.7371695
chrX	0.333448
chr1	0.44466
chr2	0.357325
chr3	0.319809
chr4	0.289687
chr5	0.334832
chr6	0.289215
chr7	0.3608105
chr8	0.3115065
chr9:22	0.4267875
chr10	0.3911675
chr11	0.3513295
chr12	0.3672665
chr13	0.348025
chr14	0.447208
chr15	0.473125
chr16	0.631428
chr17	0.687197
chr18	0.356834
chr19	0.697199
chr20	0.593164
chr21	0.582319
chr22:9	0.685773
chrX	0.34618
chr1	0.430449
chr2	0.351846
chr3	0.350908
chr4	0.280215
chr5	0.299582
chr6	0.293258
chr7	0.3580675
chr8	0.3001335
chr9:22	0.3728885
chr10	0.3573205
chr11	0.38632
chr12	0.43056
chr13	0.335198
chr14	0.424858
chr15	0.5322305
chr16	0.636558
