chrom	start	end	condition	experiment	dln_median	mean_reads_per_site
chr1	36839466	37839466	30min	Exp.2	0.622295751146018	11.2739130434783
chr1	36839466	37839466	1h	Exp.2	0.622295751146018	5.76995305164319
chr1	36839466	37839466	2h	Exp.2	0.622295751146018	13.295652173913
chr1	112557969	113557969	10min	Exp.1	0.615798384885175	30.0639097744361
chr1	112557969	113557969	15min	Exp.1	0.615798384885175	49.2649253731343
chr1	112557969	113557969	30min	Exp.1	0.615798384885175	16.5038461538462
chr1	112557969	113557969	1h	Exp.1	0.615798384885175	6.07983193277311
chr1	112557969	113557969	2h	Exp.1	0.615798384885175	6.78039215686275
chr1	112557969	113557969	10min	Exp.2	0.615798384885175	13.7876447876448
chr1	112557969	113557969	15min	Exp.2	0.615798384885175	19.1411764705882
chr1	112557969	113557969	30min	Exp.2	0.615798384885175	9.10699588477366
chr1	112557969	113557969	1h	Exp.2	0.615798384885175	4.14634146341463
chr1	112557969	113557969	2h	Exp.2	0.615798384885175	9.25954198473282
chr1	219135773	220135773	10min	Exp.1	0.382181717352227	44.0205479452055
chr1	219135773	220135773	15min	Exp.1	0.382181717352227	57.6426116838488
chr1	219135773	220135773	30min	Exp.1	0.382181717352227	15.797153024911
chr1	219135773	220135773	1h	Exp.1	0.382181717352227	4.13991769547325
chr1	219135773	220135773	2h	Exp.1	0.382181717352227	4.92936802973978
chr1	219135773	220135773	10min	Exp.2	0.382181717352227	20.2947368421053
chr1	219135773	220135773	15min	Exp.2	0.382181717352227	19.5965517241379
chr1	219135773	220135773	30min	Exp.2	0.382181717352227	8.3705035971223
chr1	219135773	220135773	1h	Exp.2	0.382181717352227	3.23645320197044
chr1	219135773	220135773	2h	Exp.2	0.382181717352227	5.9051094890511
chr1	228420486	229420486	10min	Exp.1	0.521695432792271	42.2095238095238
chr1	228420486	229420486	15min	Exp.1	0.521695432792271	74.8792270531401
chr1	228420486	229420486	30min	Exp.1	0.521695432792271	25.1980198019802
chr1	228420486	229420486	1h	Exp.1	0.521695432792271	7.47894736842105
chr1	228420486	229420486	2h	Exp.1	0.521695432792271	9.93877551020408
chr1	228420486	229420486	10min	Exp.2	0.521695432792271	21.1394230769231
chr1	228420486	229420486	15min	Exp.2	0.521695432792271	28.5922330097087
chr1	228420486	229420486	30min	Exp.2	0.521695432792271	13.1144278606965
chr1	228420486	229420486	1h	Exp.2	0.521695432792271	5.31111111111111
chr1	228420486	229420486	2h	Exp.2	0.521695432792271	11.5699481865285
chr1	238409047	239409047	10min	Exp.1	0.308993281240892	38.9411764705882
chr1	238409047	239409047	15min	Exp.1	0.308993281240892	51.7596153846154
chr1	238409047	239409047	30min	Exp.1	0.308993281240892	13.1979865771812
chr1	238409047	239409047	1h	Exp.1	0.308993281240892	3.50210970464135
chr1	238409047	239409047	2h	Exp.1	0.308993281240892	4.14885496183206
chr1	238409047	239409047	10min	Exp.2	0.308993281240892	17.9668874172185
chr1	238409047	239409047	15min	Exp.2	0.308993281240892	18.3289473684211
chr1	238409047	239409047	30min	Exp.2	0.308993281240892	7.56727272727273
chr1	238409047	239409047	1h	Exp.2	0.308993281240892	2.82741116751269
chr1	238409047	239409047	2h	Exp.2	0.308993281240892	4.89179104477612
chr15	35748836	36748836	10min	Exp.1	0.540171037867398	24.8829787234043
chr15	35748836	36748836	15min	Exp.1	0.540171037867398	36.0833333333333
chr15	35748836	36748836	30min	Exp.1	0.540171037867398	11.1412639405204
chr15	35748836	36748836	1h	Exp.1	0.540171037867398	3.92523364485981
chr15	35748836	36748836	2h	Exp.1	0.540171037867398	4.25
chr15	35748836	36748836	10min	Exp.2	0.540171037867398	10.6964980544747
chr15	35748836	36748836	15min	Exp.2	0.540171037867398	13.0442804428044
chr15	35748836	36748836	30min	Exp.2	0.540171037867398	6.20762711864407
chr15	35748836	36748836	1h	Exp.2	0.540171037867398	2.70224719101124
chr15	35748836	36748836	2h	Exp.2	0.540171037867398	5.1284046692607
chr15	51128406	52128406	10min	Exp.1	0.593114535169027	28.4459459459459
chr15	51128406	52128406	15min	Exp.1	0.593114535169027	44.1508196721311
chr15	51128406	52128406	30min	Exp.1	0.593114535169027	14.7361111111111
chr15	51128406	52128406	1h	Exp.1	0.593114535169027	4.99206349206349
chr15	51128406	52128406	2h	Exp.1	0.593114535169027	6.05776173285199
chr15	51128406	52128406	10min	Exp.2	0.593114535169027	12.6363636363636
chr15	51128406	52128406	15min	Exp.2	0.593114535169027	17.0479452054795
chr15	51128406	52128406	30min	Exp.2	0.593114535169027	7.40590405904059
chr15	51128406	52128406	1h	Exp.2	0.593114535169027	3.26940639269406
chr15	51128406	52128406	2h	Exp.2	0.593114535169027	7.58156028368794
chr15	60726855	61726855	10min	Exp.1	0.62614874569227	40.3945578231293
chr15	60726855	61726855	15min	Exp.1	0.62614874569227	62.7407407407408
chr15	60726855	61726855	30min	Exp.1	0.62614874569227	21.8493150684932
chr15	60726855	61726855	1h	Exp.1	0.62614874569227	6.75367647058824
chr15	60726855	61726855	2h	Exp.1	0.62614874569227	8.01730103806228
chr15	60726855	61726855	10min	Exp.2	0.62614874569227	18.7182130584192
chr15	60726855	61726855	15min	Exp.2	0.62614874569227	23.458904109589
chr15	60726855	61726855	30min	Exp.2	0.62614874569227	10.6958041958042
chr15	60726855	61726855	1h	Exp.2	0.62614874569227	4.152
chr15	60726855	61726855	2h	Exp.2	0.62614874569227	10.3965517241379
chr15	69581838	70581838	10min	Exp.1	0.664969984534148	55.5283687943263
chr15	69581838	70581838	15min	Exp.1	0.664969984534148	102.878228782288
chr15	69581838	70581838	30min	Exp.1	0.664969984534148	37.4188679245283
chr15	69581838	70581838	1h	Exp.1	0.664969984534148	12.285140562249
chr15	69581838	70581838	2h	Exp.1	0.664969984534148	15.6309523809524
chr15	69581838	70581838	10min	Exp.2	0.664969984534148	27.4444444444444
chr15	69581838	70581838	15min	Exp.2	0.664969984534148	39.8618181818182
chr15	69581838	70581838	30min	Exp.2	0.664969984534148	19.1159420289855
chr15	69581838	70581838	1h	Exp.2	0.664969984534148	8.55020080321285
chr15	69581838	70581838	2h	Exp.2	0.664969984534148	20.3170731707317
chr15	77616367	78616367	10min	Exp.1	0.64141436942205	58.6305418719212
chr15	77616367	78616367	15min	Exp.1	0.64141436942205	94.5714285714286
chr15	77616367	78616367	30min	Exp.1	0.64141436942205	36.0874316939891
chr15	77616367	78616367	1h	Exp.1	0.64141436942205	12.3431952662722
chr15	77616367	78616367	2h	Exp.1	0.64141436942205	15.1220930232558
chr15	77616367	78616367	10min	Exp.2	0.64141436942205	30.0631067961165
chr15	77616367	78616367	15min	Exp.2	0.64141436942205	38.7668393782383
chr15	77616367	78616367	30min	Exp.2	0.64141436942205	17.2663043478261
chr15	77616367	78616367	1h	Exp.2	0.64141436942205	8.40123456790123
chr15	77616367	78616367	2h	Exp.2	0.64141436942205	18.9156626506024
chr15	85801972	86801972	10min	Exp.1	0.538710256580747	56.0186567164179
chr15	85801972	86801972	15min	Exp.1	0.538710256580747	86.5187969924812
chr15	85801972	86801972	30min	Exp.1	0.538710256580747	25.3468634686347
chr15	85801972	86801972	1h	Exp.1	0.538710256580747	7.89156626506024
chr15	85801972	86801972	2h	Exp.1	0.538710256580747	9.87878787878788
chr15	85801972	86801972	10min	Exp.2	0.538710256580747	27.3045112781955
chr15	85801972	86801972	15min	Exp.2	0.538710256580747	30.3295880149813
chr15	85801972	86801972	30min	Exp.2	0.538710256580747	11.5019011406844
chr15	85801972	86801972	1h	Exp.2	0.538710256580747	5.07053941908714
chr15	85801972	86801972	2h	Exp.2	0.538710256580747	12.5505617977528
chr17	15869658	16869658	10min	Exp.1	0.560201797417238	25.5059523809524
chr17	15869658	16869658	15min	Exp.1	0.560201797417238	38.7797619047619
chr17	15869658	16869658	30min	Exp.1	0.560201797417238	14.9878787878788
chr17	15869658	16869658	1h	Exp.1	0.560201797417238	5.45695364238411
chr17	15869658	16869658	2h	Exp.1	0.560201797417238	7.14193548387097
chr17	15869658	16869658	10min	Exp.2	0.560201797417238	12.0933333333333
chr17	15869658	16869658	15min	Exp.2	0.560201797417238	15.355421686747
chr17	15869658	16869658	30min	Exp.2	0.560201797417238	8.34246575342466
chr17	15869658	16869658	1h	Exp.2	0.560201797417238	3.79365079365079
chr17	15869658	16869658	2h	Exp.2	0.560201797417238	8.88666666666667
chr17	41458445	42458445	10min	Exp.1	0.731972383680747	28.2934782608696
chr17	41458445	42458445	15min	Exp.1	0.731972383680747	59.0322580645161
chr17	41458445	42458445	30min	Exp.1	0.731972383680747	27.2666666666667
chr17	41458445	42458445	1h	Exp.1	0.731972383680747	10.1220930232558
chr17	41458445	42458445	2h	Exp.1	0.731972383680747	12.1257142857143
chr17	41458445	42458445	10min	Exp.2	0.731972383680747	13.3370165745856
chr17	41458445	42458445	15min	Exp.2	0.731972383680747	24.2375690607735
chr17	41458445	42458445	30min	Exp.2	0.731972383680747	12.364161849711
chr17	41458445	42458445	1h	Exp.2	0.731972383680747	6.27878787878788
chr17	41458445	42458445	2h	Exp.2	0.731972383680747	16.0395480225989
chr17	75324722	76324722	10min	Exp.1	0.7	35.7828282828283
chr17	75324722	76324722	15min	Exp.1	0.7	67.959595959596
chr17	75324722	76324722	30min	Exp.1	0.7	29.3439153439154
chr17	75324722	76324722	1h	Exp.1	0.7	11.225988700565
chr17	75324722	76324722	2h	Exp.1	0.7	13.0730337078652
chr17	75324722	76324722	10min	Exp.2	0.7	17.6190476190476
chr17	75324722	76324722	15min	Exp.2	0.7	28.8578680203046
chr17	75324722	76324722	30min	Exp.2	0.7	14.1030927835052
chr17	75324722	76324722	1h	Exp.2	0.7	7.83928571428571
chr17	75324722	76324722	2h	Exp.2	0.7	16.5251396648045
chr18	5056605	6056605	10min	Exp.1	0.548163884629638	28.7945205479452
chr18	5056605	6056605	15min	Exp.1	0.548163884629638	39.8227424749164
chr18	5056605	6056605	30min	Exp.1	0.548163884629638	13.5935251798561
chr18	5056605	6056605	1h	Exp.1	0.548163884629638	4.55701754385965
chr18	5056605	6056605	2h	Exp.1	0.548163884629638	5.25572519083969
chr18	5056605	6056605	10min	Exp.2	0.548163884629638	12.9746376811594
chr18	5056605	6056605	15min	Exp.2	0.548163884629638	13.9265734265734
chr18	5056605	6056605	30min	Exp.2	0.548163884629638	6.77566539923954
chr18	5056605	6056605	1h	Exp.2	0.548163884629638	3.505
chr18	5056605	6056605	2h	Exp.2	0.548163884629638	6.37546468401487
chr18	9887098	10887098	10min	Exp.1	0.552668875693841	34.080701754386
chr18	9887098	10887098	15min	Exp.1	0.552668875693841	52.9115646258503
chr18	9887098	10887098	30min	Exp.1	0.552668875693841	17.7801418439716
chr18	9887098	10887098	1h	Exp.1	0.552668875693841	5.97233201581028
chr18	9887098	10887098	2h	Exp.1	0.552668875693841	7.00743494423792
chr18	9887098	10887098	10min	Exp.2	0.552668875693841	14.9214285714286
chr18	9887098	10887098	15min	Exp.2	0.552668875693841	19.5035460992908
chr18	9887098	10887098	30min	Exp.2	0.552668875693841	8.5
chr18	9887098	10887098	1h	Exp.2	0.552668875693841	4.22685185185185
chr18	9887098	10887098	2h	Exp.2	0.552668875693841	8.54744525547445
chr18	33536236	34536236	10min	Exp.1	0.548310114494084	35.3474903474904
chr18	33536236	34536236	15min	Exp.1	0.548310114494084	50.6147859922179
chr18	33536236	34536236	30min	Exp.1	0.548310114494084	14.8924302788845
chr18	33536236	34536236	1h	Exp.1	0.548310114494084	5.16883116883117
chr18	33536236	34536236	2h	Exp.1	0.548310114494084	6.27118644067797
chr18	33536236	34536236	10min	Exp.2	0.548310114494084	17.8725099601594
chr18	33536236	34536236	15min	Exp.2	0.548310114494084	19.468253968254
chr18	33536236	34536236	30min	Exp.2	0.548310114494084	8.45416666666667
chr18	33536236	34536236	1h	Exp.2	0.548310114494084	3.58201058201058
chr18	33536236	34536236	2h	Exp.2	0.548310114494084	7.9016393442623
chr18	36992398	37992398	10min	Exp.1	0.531023959818017	31.1221864951769
chr18	36992398	37992398	15min	Exp.1	0.531023959818017	43.4666666666667
chr18	36992398	37992398	30min	Exp.1	0.531023959818017	11.1393728222997
chr18	36992398	37992398	1h	Exp.1	0.531023959818017	4.23580786026201
chr18	36992398	37992398	2h	Exp.1	0.531023959818017	4.01123595505618
chr18	36992398	37992398	10min	Exp.2	0.531023959818017	14.5647840531561
chr18	36992398	37992398	15min	Exp.2	0.531023959818017	15.391156462585
chr18	36992398	37992398	30min	Exp.2	0.531023959818017	6.66792452830189
chr18	36992398	37992398	1h	Exp.2	0.531023959818017	2.92105263157895
chr18	36992398	37992398	2h	Exp.2	0.531023959818017	4.94306049822064
chr18	39567464	40567464	10min	Exp.1	0.499118875527404	35.6286549707602
chr18	39567464	40567464	15min	Exp.1	0.499118875527404	46.9912790697674
chr18	39567464	40567464	30min	Exp.1	0.499118875527404	12.0550458715596
chr18	39567464	40567464	1h	Exp.1	0.499118875527404	3.87072243346008
chr18	39567464	40567464	2h	Exp.1	0.499118875527404	4.07666666666667
chr18	39567464	40567464	10min	Exp.2	0.499118875527404	15.6304347826087
chr18	39567464	40567464	15min	Exp.2	0.499118875527404	15.3813813813814
chr18	39567464	40567464	30min	Exp.2	0.499118875527404	6.45084745762712
chr18	39567464	40567464	1h	Exp.2	0.499118875527404	2.60180995475113
chr18	39567464	40567464	2h	Exp.2	0.499118875527404	5.16612377850163
chr19	4758529	5758529	10min	Exp.1	0.7	35.4563758389262
chr19	4758529	5758529	15min	Exp.1	0.7	71.8466666666667
chr19	4758529	5758529	30min	Exp.1	0.7	34.2297297297297
chr19	4758529	5758529	1h	Exp.1	0.7	12.7446808510638
chr19	4758529	5758529	2h	Exp.1	0.7	15.5985401459854
chr19	4758529	5758529	10min	Exp.2	0.7	16.5510204081633
chr19	4758529	5758529	15min	Exp.2	0.7	29.8456375838926
chr19	4758529	5758529	30min	Exp.2	0.7	15.6232876712329
chr19	4758529	5758529	1h	Exp.2	0.7	8.36296296296296
chr19	4758529	5758529	2h	Exp.2	0.7	19.6279069767442
chr19	8574253	9574253	10min	Exp.1	0.665061827419758	16.9066666666667
chr19	8574253	9574253	15min	Exp.1	0.665061827419758	33.5512820512821
chr19	8574253	9574253	30min	Exp.1	0.665061827419758	15.2894736842105
chr19	8574253	9574253	1h	Exp.1	0.665061827419758	6
chr19	8574253	9574253	2h	Exp.1	0.665061827419758	8.34027777777778
chr19	8574253	9574253	10min	Exp.2	0.665061827419758	7.90909090909091
chr19	8574253	9574253	15min	Exp.2	0.665061827419758	13.248322147651
chr19	8574253	9574253	30min	Exp.2	0.665061827419758	6.67164179104478
chr19	8574253	9574253	1h	Exp.2	0.665061827419758	4.76146788990826
chr19	8574253	9574253	2h	Exp.2	0.665061827419758	9.55102040816327
chr19	13775870	14775870	10min	Exp.1	0.675129866756442	29.0283018867925
chr19	13775870	14775870	15min	Exp.1	0.675129866756442	57.3809523809524
chr19	13775870	14775870	30min	Exp.1	0.675129866756442	27.8834951456311
chr19	13775870	14775870	1h	Exp.1	0.675129866756442	10.2333333333333
chr19	13775870	14775870	2h	Exp.1	0.675129866756442	11.6630434782609
chr19	13775870	14775870	10min	Exp.2	0.675129866756442	15.4545454545455
chr19	13775870	14775870	15min	Exp.2	0.675129866756442	22.6826923076923
chr19	13775870	14775870	30min	Exp.2	0.675129866756442	13.8877551020408
chr19	13775870	14775870	1h	Exp.2	0.675129866756442	7.46511627906977
chr19	13775870	14775870	2h	Exp.2	0.675129866756442	13.6404494382022
chr19	42164231	43164231	10min	Exp.1	0.743917509312835	36.9302325581395
chr19	42164231	43164231	15min	Exp.1	0.743917509312835	63.2897727272727
chr19	42164231	43164231	30min	Exp.1	0.743917509312835	27.0059880239521
chr19	42164231	43164231	1h	Exp.1	0.743917509312835	10.2368421052632
chr19	42164231	43164231	2h	Exp.1	0.743917509312835	11.8679245283019
chr19	42164231	43164231	10min	Exp.2	0.743917509312835	17.6181818181818
chr19	42164231	43164231	15min	Exp.2	0.743917509312835	24.8795180722892
chr19	42164231	43164231	30min	Exp.2	0.743917509312835	12.4181818181818
chr19	42164231	43164231	1h	Exp.2	0.743917509312835	6.53191489361702
chr19	42164231	43164231	2h	Exp.2	0.743917509312835	15.0975609756098
chr19	45830133	46830133	10min	Exp.1	0.697827333136124	27.0066666666667
chr19	45830133	46830133	15min	Exp.1	0.697827333136124	54.2432432432432
chr19	45830133	46830133	30min	Exp.1	0.697827333136124	22.9859154929577
chr19	45830133	46830133	1h	Exp.1	0.697827333136124	7.72519083969466
chr19	45830133	46830133	2h	Exp.1	0.697827333136124	10.0583941605839
chr19	45830133	46830133	10min	Exp.2	0.697827333136124	14.2447552447552
chr19	45830133	46830133	15min	Exp.2	0.697827333136124	20.8992805755396
chr19	45830133	46830133	30min	Exp.2	0.697827333136124	11.4015151515152
chr19	45830133	46830133	1h	Exp.2	0.697827333136124	5.3304347826087
chr19	45830133	46830133	2h	Exp.2	0.697827333136124	13.8321167883212
chr21	14992868	15992868	10min	Exp.1	0.537750122441742	18.4705882352941
chr21	14992868	15992868	15min	Exp.1	0.537750122441742	25.6443298969072
chr21	14992868	15992868	30min	Exp.1	0.537750122441742	9.09090909090909
chr21	14992868	15992868	1h	Exp.1	0.537750122441742	3.368
chr21	14992868	15992868	2h	Exp.1	0.537750122441742	3.57692307692308
chr21	14992868	15992868	10min	Exp.2	0.537750122441742	8.55696202531646
chr21	14992868	15992868	15min	Exp.2	0.537750122441742	9.17045454545454
chr21	14992868	15992868	30min	Exp.2	0.537750122441742	4.8562091503268
chr21	14992868	15992868	1h	Exp.2	0.537750122441742	2.53333333333333
chr21	14992868	15992868	2h	Exp.2	0.537750122441742	4.80128205128205
chr21	18513988	19513988	10min	Exp.1	0.44774082380544	27.9925093632959
chr21	18513988	19513988	15min	Exp.1	0.44774082380544	37.4542124542125
chr21	18513988	19513988	30min	Exp.1	0.44774082380544	12.156862745098
chr21	18513988	19513988	1h	Exp.1	0.44774082380544	4.21674876847291
chr21	18513988	19513988	2h	Exp.1	0.44774082380544	4.66945606694561
chr21	18513988	19513988	10min	Exp.2	0.44774082380544	12.5135135135135
chr21	18513988	19513988	15min	Exp.2	0.44774082380544	12.8599221789883
chr21	18513988	19513988	30min	Exp.2	0.44774082380544	5.88938053097345
chr21	18513988	19513988	1h	Exp.2	0.44774082380544	2.88636363636364
chr21	18513988	19513988	2h	Exp.2	0.44774082380544	6.004
chr21	23151136	24151136	10min	Exp.1	0.480806459359604	17.7262773722628
chr21	23151136	24151136	15min	Exp.1	0.480806459359604	21.7809187279152
chr21	23151136	24151136	30min	Exp.1	0.480806459359604	7.69105691056911
chr21	23151136	24151136	1h	Exp.1	0.480806459359604	2.88484848484849
chr21	23151136	24151136	2h	Exp.1	0.480806459359604	3.0607476635514
chr21	23151136	24151136	10min	Exp.2	0.480806459359604	7.73221757322176
chr21	23151136	24151136	15min	Exp.2	0.480806459359604	8.28458498023715
chr21	23151136	24151136	30min	Exp.2	0.480806459359604	4.15
chr21	23151136	24151136	1h	Exp.2	0.480806459359604	2.23015873015873
chr21	23151136	24151136	2h	Exp.2	0.480806459359604	3.88793103448276
chr21	25951141	26951141	10min	Exp.1	0.495391690590998	21.8989898989899
chr21	25951141	26951141	15min	Exp.1	0.495391690590998	29.4294871794872
chr21	25951141	26951141	30min	Exp.1	0.495391690590998	9.32862190812721
chr21	25951141	26951141	1h	Exp.1	0.495391690590998	3.28426395939086
chr21	25951141	26951141	2h	Exp.1	0.495391690590998	3.54838709677419
chr21	25951141	26951141	10min	Exp.2	0.495391690590998	9.83882783882784
chr21	25951141	26951141	15min	Exp.2	0.495391690590998	10.5265017667845
chr21	25951141	26951141	30min	Exp.2	0.495391690590998	4.58898305084746
chr21	25951141	26951141	1h	Exp.2	0.495391690590998	2.44230769230769
chr21	25951141	26951141	2h	Exp.2	0.495391690590998	4.50378787878788
chr21	29379715	30379715	10min	Exp.1	0.49651450172684	21.3783783783784
chr21	29379715	30379715	15min	Exp.1	0.49651450172684	29.1760797342193
chr21	29379715	30379715	30min	Exp.1	0.49651450172684	9.93454545454545
chr21	29379715	30379715	1h	Exp.1	0.49651450172684	3.24434389140272
chr21	29379715	30379715	2h	Exp.1	0.49651450172684	3.54098360655738
chr21	29379715	30379715	10min	Exp.2	0.49651450172684	9.35925925925926
chr21	29379715	30379715	15min	Exp.2	0.49651450172684	10.4270072992701
chr21	29379715	30379715	30min	Exp.2	0.49651450172684	4.78222222222222
chr21	29379715	30379715	1h	Exp.2	0.49651450172684	2.39506172839506
chr21	29379715	30379715	2h	Exp.2	0.49651450172684	4.62172284644195
chr21	33016146	34016146	10min	Exp.1	0.631484422650588	33.4079422382672
chr21	33016146	34016146	15min	Exp.1	0.631484422650588	59.6487455197133
chr21	33016146	34016146	30min	Exp.1	0.631484422650588	20.6740740740741
chr21	33016146	34016146	1h	Exp.1	0.631484422650588	7.024
chr21	33016146	34016146	2h	Exp.1	0.631484422650588	8.06844106463878
chr21	33016146	34016146	10min	Exp.2	0.631484422650588	15.4097744360902
chr21	33016146	34016146	15min	Exp.2	0.631484422650588	21.5404411764706
chr21	33016146	34016146	30min	Exp.2	0.631484422650588	9.14117647058823
chr21	33016146	34016146	1h	Exp.2	0.631484422650588	4.66666666666667
chr21	33016146	34016146	2h	Exp.2	0.631484422650588	10.6309963099631
chr21	36868296	37868296	10min	Exp.1	0.619202697465284	26.855421686747
chr21	36868296	37868296	15min	Exp.1	0.619202697465284	43.6284584980237
chr21	36868296	37868296	30min	Exp.1	0.619202697465284	16.2950819672131
chr21	36868296	37868296	1h	Exp.1	0.619202697465284	5.1981981981982
chr21	36868296	37868296	2h	Exp.1	0.619202697465284	6.71304347826087
chr21	36868296	37868296	10min	Exp.2	0.619202697465284	12.3122362869198
chr21	36868296	37868296	15min	Exp.2	0.619202697465284	16.1087866108787
chr21	36868296	37868296	30min	Exp.2	0.619202697465284	7.49779735682819
chr21	36868296	37868296	1h	Exp.2	0.619202697465284	3.84491978609626
chr21	36868296	37868296	2h	Exp.2	0.619202697465284	8.10729613733906
chr21	40950333	41950333	10min	Exp.1	0.600556451289344	21.3951890034364
chr21	40950333	41950333	15min	Exp.1	0.600556451289344	33.3554817275748
chr21	40950333	41950333	30min	Exp.1	0.600556451289344	13.020979020979
chr21	40950333	41950333	1h	Exp.1	0.600556451289344	4.47302904564315
chr21	40950333	41950333	2h	Exp.1	0.600556451289344	5.45724907063197
chr21	40950333	41950333	10min	Exp.2	0.600556451289344	9.28148148148148
chr21	40950333	41950333	15min	Exp.2	0.600556451289344	12.6818181818182
chr21	40950333	41950333	30min	Exp.2	0.600556451289344	5.65098039215686
chr21	40950333	41950333	1h	Exp.2	0.600556451289344	3.16
chr21	40950333	41950333	2h	Exp.2	0.600556451289344	6.05172413793104
chr22:9	18616326	19616326	10min	Exp.1	0.747658826228394	30.7703703703704
chr22:9	18616326	19616326	15min	Exp.1	0.747658826228394	62.4255319148936
chr22:9	18616326	19616326	30min	Exp.1	0.747658826228394	25.0444444444444
chr22:9	18616326	19616326	1h	Exp.1	0.747658826228394	10.0634920634921
chr22:9	18616326	19616326	2h	Exp.1	0.747658826228394	11.609375
chr22:9	18616326	19616326	10min	Exp.2	0.747658826228394	14.4015151515152
chr22:9	18616326	19616326	15min	Exp.2	0.747658826228394	25.4318181818182
chr22:9	18616326	19616326	30min	Exp.2	0.747658826228394	13.40625
chr22:9	18616326	19616326	1h	Exp.2	0.747658826228394	6.17857142857143
chr22:9	18616326	19616326	2h	Exp.2	0.747658826228394	14.468253968254
chr22:9	22919692	23919692	10min	Exp.1	0.755357241610785	30.2331606217617
chr22:9	22919692	23919692	15min	Exp.1	0.755357241610785	54.7720207253886
chr22:9	22919692	23919692	30min	Exp.1	0.755357241610785	24.6546391752577
chr22:9	22919692	23919692	1h	Exp.1	0.755357241610785	9.82022471910112
chr22:9	22919692	23919692	2h	Exp.1	0.755357241610785	10.8461538461538
chr22:9	22919692	23919692	10min	Exp.2	0.755357241610785	14.0842105263158
chr22:9	22919692	23919692	15min	Exp.2	0.755357241610785	22.4479166666667
chr22:9	22919692	23919692	30min	Exp.2	0.755357241610785	10.7675675675676
chr22:9	22919692	23919692	1h	Exp.2	0.755357241610785	6.19135802469136
chr22:9	22919692	23919692	2h	Exp.2	0.755357241610785	14.8681318681319
chr4	82085423	83085423	10min	Exp.1	0.378032651272006	32.6463768115942
chr4	82085423	83085423	15min	Exp.1	0.378032651272006	45.3371757925072
chr4	82085423	83085423	30min	Exp.1	0.378032651272006	11.6456456456456
chr4	82085423	83085423	1h	Exp.1	0.378032651272006	3.79007633587786
chr4	82085423	83085423	2h	Exp.1	0.378032651272006	3.85234899328859
chr4	82085423	83085423	10min	Exp.2	0.378032651272006	16.4575757575758
chr4	82085423	83085423	15min	Exp.2	0.378032651272006	15.6834319526627
chr4	82085423	83085423	30min	Exp.2	0.378032651272006	6.59672131147541
chr4	82085423	83085423	1h	Exp.2	0.378032651272006	2.75728155339806
chr4	82085423	83085423	2h	Exp.2	0.378032651272006	4.94516129032258
chr4	89807411	90807411	10min	Exp.1	0.472583201717956	33.9628482972136
chr4	89807411	90807411	15min	Exp.1	0.472583201717956	46.5138461538462
chr4	89807411	90807411	30min	Exp.1	0.472583201717956	12.4294871794872
chr4	89807411	90807411	1h	Exp.1	0.472583201717956	3.96734693877551
chr4	89807411	90807411	2h	Exp.1	0.472583201717956	3.98168498168498
chr4	89807411	90807411	10min	Exp.2	0.472583201717956	14.789644012945
chr4	89807411	90807411	15min	Exp.2	0.472583201717956	16.3065015479876
chr4	89807411	90807411	30min	Exp.2	0.472583201717956	6.92491467576792
chr4	89807411	90807411	1h	Exp.2	0.472583201717956	2.9622641509434
