chrom	dsn
chr16	0.484441
chr17	0.3344205
chr18	0.650444
chr19	0.223336
chr20	0.339678
chr21	0.36657
chr22:9	0.50463
chrX	0.349168
chr1	0.323899
chr2	0.29734
chr3	0.523293
chr4	0.326202
chr5	0.255304
chr6	0.353074
chr7	0.2660395
chr8	0.222738
chr9:22	0.4519485
chr10	0.660169
chr11	0.257396
chr12	0.2310375
chr13	0.399045
chr14	0.411296
chr15	0.4527835
chr16	0.421812
chr17	0.292127
chr18	0.66876
chr19	0.390943
chr20	0.386795
chr21	0.383147
chr22:9	0.539197
chrX	0.299498
chr1	0.311447
chr2	0.350771
chr3	0.358022
chr4	0.554293
chr5	0.290586
chr6	0.431926
chr7	0.3582495
chr8	0.283591
chr9:22	0.3811025
chr10	0.592993
chr11	0.288401
chr12	0.3275455
chr13	0.383954
chr14	0.336775
chr15	0.356438
chr16	0.470272
chr17	0.378098
chr18	0.301415
chr19	0.306044
chr20	0.373946
chr21	0.449307
chr22:9	0.663235
chrX	0.253903
chr1	0.337147
chr2	0.287861
chr3	0.233585
chr4	0.427632
chr5	0.310204
chr6	0.360017
chr7	0.522948
chr8	0.353041
chr9:22	0.5860635
chr10	0.5737835
chr11	0.357357
chr12	0.429264
chr13	0.280727
chr14	0.341223
chr15	0.2569255
chr16	0.468334
chr17	0.6908665
chr18	0.363568
chr19	0.561051
chr20	0.425415
chr21	0.333056
chr22:9	0.495122
chrX	0.325186
chr1	0.468611
chr2	0.398565
chr3	0.200521
chr4	0.326588
chr5	0.3916655
chr6	0.430123
chr7	0.203986
chr8	0.4681745
chr9:22	0.311733
chr10	0.366619
chr11	0.3432255
chr12	0.261346
chr13	0.473755
chr14	0.297857
chr15	0.3279715
chr16	0.475814
chr17	0.4064275
chr18	0.38847
chr19	0.216525
chr20	0.409058
chr21	0.522697
chr22:9	0.421608
chrX	0.343175
chr1	0.342558
chr2	0.30566
chr3	0.235044
chr4	0.368473
chr5	0.41881
chr6	0.291879
chr7	0.361317
chr8	0.2909195
chr9:22	0.461357
chr10	0.5574395
chr11	0.436995
chr12	0.3499285
chr13	0.363768
chr14	0.449149
chr15	0.3529215
chr16	0.644424
chr17	0.2138625
chr18	0.280485
chr19	0.653033
chr20	0.522564
chr21	0.449558
chr22:9	0.5205105
chrX	0.248393
chr1	0.545021
chr2	0.286314
chr3	0.328093
chr4	0.300059
chr5	0.4040435
chr6	0.362282
chr7	0.285626
chr8	0.489247
chr9:22	0.420506
chr10	0.34006
chr11	0.24216
chr12	0.307359
chr13	0.330314
chr14	0.376125
chr15	0.3992255
chr16	0.444481
chr17	0.206049
chr18	0.529638
chr19	0.344674
chr20	0.536774
chr21	0.296751
chr22:9	0.5790295
chrX	0.435288
chr1	0.283183
chr2	0.383193
chr3	0.511223
chr4	0.355076
chr5	0.2842575
chr6	0.412742
chr7	0.398691
chr8	0.254424
chr9:22	0.3620525
chr10	0.5008965
chr11	0.3476935
chr12	0.259014
chr13	0.299089
chr14	0.303709
chr15	0.449744
chr16	0.641159
chr17	0.3964305
chr18	0.20959
chr19	0.400831
chr20	0.278541
chr21	0.495844
chr22:9	0.552711
chrX	0.347551
chr1	0.304001
chr2	0.259804
chr3	0.401519
chr4	0.351704
chr5	0.221631
chr6	0.32654
chr7	0.436133
chr8	0.197933
chr9:22	0.4234355
chr10	0.3361685
chr11	0.4221365
chr12	0.57654
chr13	0.2876
chr14	0.584214
chr15	0.5862175
chr16	0.398126
chr17	0.4092915
chr18	0.249772
chr19	0.355143
chr20	0.437751
chr21	0.380673
chr22:9	0.6399255
chrX	0.333164
chr1	0.35448
chr2	0.385743
chr3	0.22763
chr4	0.386617
chr5	0.628564
chr6	0.318496
chr7	0.321597
chr8	0.2261495
chr9:22	0.4010035
chr10	0.448614
chr11	0.3278395
chr12	0.3559305
chr13	0.432323
chr14	0.388536
chr15	0.3984215
chr16	0.360789
chr17	0.643756
chr18	0.256741
chr19	0.304761
chr20	0.34694
chr21	0.726673
chr22:9	0.4871895
chrX	0.313569
chr1	0.431531
chr2	0.278415
chr3	0.311586
chr4	0.311422
chr5	0.533255
chr6	0.410605
chr7	0.240821
chr8	0.2471245
chr9:22	0.399605
chr10	0.299817
chr11	0.245501
chr12	0.341247
chr13	0.546752
chr14	0.303215
chr15	0.5493405
chr16	0.400216
chr17	0.489517
chr18	0.34855
chr19	0.325852
chr20	0.476446
chr21	0.798982
chr22:9	0.5657005
chrX	0.247113
chr1	0.317501
chr2	0.31278
chr3	0.336111
chr4	0.376796
chr5	0.36128
chr6	0.284043
chr7	0.268262
chr8	0.2757325
chr9:22	0.3830135
chr10	0.4427795
chr11	0.4446945
chr12	0.4065445
chr13	0.300723
chr14	0.350996
chr15	0.2606665
chr16	0.517294
chr17	0.542775
chr18	0.299662
chr19	0.353905
chr20	0.548524
chr21	0.739958
chr22:9	0.566008
chrX	0.245332
chr1	0.454318
chr2	0.302825
chr3	0.262233
chr4	0.345382
chr5	0.337192
chr6	0.243153
chr7	0.3890155
chr8	0.600316
chr9:22	0.3202775
chr10	0.3267465
chr11	0.332447
chr12	0.5121475
chr13	0.308553
chr14	0.309299
chr15	0.77809
chr16	0.317641
chr17	0.3212785
chr18	0.393481
chr19	0.446987
chr20	0.544406
chr21	0.558447
chr22:9	0.48743
chrX	0.327563
chr1	0.238911
chr2	0.387673
chr3	0.409579
chr4	0.23946
chr5	0.2447575
chr6	0.376908
chr7	0.3957025
chr8	0.3318085
chr9:22	0.4485785
chr10	0.6071585
chr11	0.209852
chr12	0.345294
chr13	0.460287
chr14	0.342587
chr15	0.7010195
chr16	0.414379
chr17	0.3315735
chr18	0.40383
chr19	0.203632
chr20	0.306576
chr21	0.540506
chr22:9	0.6911745
chrX	0.340054
chr1	0.394371
chr2	0.361227
chr3	0.239854
chr4	0.488158
chr5	0.4483995
chr6	0.403972
chr7	0.251897
chr8	0.325197
chr9:22	0.349608
chr10	0.3656605
chr11	0.291428
chr12	0.3019235
chr13	0.382672
chr14	0.356341
chr15	0.6967955
chr16	0.303125
chr17	0.26476
chr18	0.174711
chr19	0.508908
chr20	0.646718
chr21	0.462531
chr22:9	0.390542
chrX	0.352284
chr1	0.466265
chr2	0.302456
chr3	0.319909
chr4	0.497626
chr5	0.5952905
chr6	0.32477
chr7	0.609204
chr8	0.301161
chr9:22	0.3537345
chr10	0.440981
chr11	0.3206925
chr12	0.313141
chr13	0.343811
chr14	0.427892
chr15	0.397733
chr16	0.261812
chr17	0.325599
chr18	0.252981
chr19	0.362993
chr20	0.31009
chr21	0.296643
chr22:9	0.23574
chrX	0.291176
chr1	0.544288
chr2	0.255361
chr3	0.2497
chr4	0.301453
chr5	0.348003
chr6	0.364261
chr7	0.3470705
chr8	0.207882
chr9:22	0.3829705
chr10	0.399922
chr11	0.364489
chr12	0.312031
chr13	0.482093
chr14	0.372422
chr15	0.383854
chr16	0.597914
chr17	0.4118595
chr18	0.261913
chr19	0.329914
chr20	0.699235
chr21	0.355556
chr22:9	0.44042
chrX	0.392258
chr1	0.387341
chr2	0.334067
chr3	0.239468
chr4	0.299486
chr5	0.3603385
chr6	0.412515
chr7	0.3997365
chr8	0.366989
chr9:22	0.3554825
chr10	0.5358075
chr11	0.3083765
chr12	0.558838
chr13	0.458566
chr14	0.279191
chr15	0.3343145
chr16	0.54603
chr17	0.3497515
chr18	0.380815
chr19	0.467709
chr20	0.533697
chr21	0.680766
chr22:9	0.6214095
chrX	0.182855
chr1	0.300345
chr2	0.329039
chr3	0.252859
chr4	0.416693
chr5	0.3623835
chr6	0.351517
chr7	0.3625385
chr8	0.2505095
chr9:22	0.358345
chr10	0.5054135
chr11	0.3062765
chr12	0.305112
chr13	0.409381
chr14	0.380376
chr15	0.660883
chr16	0.306025
chr17	0.4245755
chr18	0.628113
chr19	0.486519
chr20	0.622949
chr21	0.654299
chr22:9	0.64168
chrX	0.291415
chr1	0.499769
chr2	0.210157
chr3	0.42542
chr4	0.375794
chr5	0.458117
chr6	0.287787
chr7	0.273045
chr8	0.2735675
chr9:22	0.546493
chr10	0.4347875
chr11	0.261065
chr12	0.246578
chr13	0.279483
chr14	0.295508
chr15	0.4692125
chr16	0.346321
chr17	0.3530985
chr18	0.516663
chr19	0.57391
chr20	0.35972
chr21	0.524278
chr22:9	0.4623725
chrX	0.260357
chr1	0.302939
chr2	0.247705
chr3	0.511837
chr4	0.368826
chr5	0.2755595
chr6	0.334484
chr7	0.445779
chr8	0.3238955
chr9:22	0.342784
chr10	0.3871885
chr11	0.367855
chr12	0.2093415
chr13	0.432471
chr14	0.383083
chr15	0.441711
chr16	0.327707
chr17	0.2350195
chr18	0.615507
chr19	0.323787
chr20	0.628408
chr21	0.679409
chr22:9	0.581478
chrX	0.324107
chr1	0.472984
chr2	0.291656
chr3	0.416698
chr4	0.383402
chr5	0.3853415
chr6	0.424945
chr7	0.348044
chr8	0.240568
chr9:22	0.610473
chr10	0.26487
chr11	0.384432
chr12	0.4039275
chr13	0.215475
chr14	0.37262
chr15	0.347499
chr16	0.493974
chr17	0.302237
chr18	0.253589
chr19	0.581241
chr20	0.347537
chr21	0.396977
chr22:9	0.574186
chrX	0.31234
chr1	0.32688
chr2	0.427148
chr3	0.258704
chr4	0.366059
chr5	0.552283
chr6	0.50988
chr7	0.357862
chr8	0.2756415
chr9:22	0.480062
chr10	0.324137
chr11	0.213503
chr12	0.2716065
chr13	0.331299
chr14	0.278623
chr15	0.3518485
chr16	0.674172
chr17	0.304629
chr18	0.276288
chr19	0.478165
chr20	0.449734
chr21	0.322491
chr22:9	0.542261
chrX	0.303957
chr1	0.431794
chr2	0.313166
chr3	0.419184
chr4	0.459174
chr5	0.3368905
chr6	0.310582
chr7	0.264985
chr8	0.3201425
chr9:22	0.47958
chr10	0.280596
chr11	0.295665
chr12	0.30735
chr13	0.416691
chr14	0.416898
chr15	0.433217
chr16	0.33953
chr17	0.3467785
chr18	0.279715
chr19	0.438996
chr20	0.318178
chr21	0.325736
chr22:9	0.5095585
chrX	0.376935
chr1	0.251844
chr2	0.250141
chr3	0.45722
chr4	0.550124
chr5	0.2971085
chr6	0.396773
chr7	0.3829145
chr8	0.3361665
chr9:22	0.334071
chr10	0.473649
chr11	0.248106
chr12	0.3849295
chr13	0.354548
chr14	0.490771
chr15	0.396058
chr16	0.363589
chr17	0.290613
chr18	0.235781
chr19	0.276489
chr20	0.441712
chr21	0.724349
chr22:9	0.514186
chrX	0.388539
chr1	0.378776
chr2	0.309108
chr3	0.448559
chr4	0.483772
chr5	0.308523
chr6	0.21253
chr7	0.237014
chr8	0.257489
chr9:22	0.3769875
chr10	0.219511
chr11	0.304111
chr12	0.4320095
chr13	0.420865
chr14	0.288611
chr15	0.6442705
chr16	0.247501
chr17	0.320963
chr18	0.306754
chr19	0.351563
chr20	0.348071
chr21	0.643846
chr22:9	0.4041345
chrX	0.530148
chr1	0.59969
chr2	0.325416
chr3	0.325786
chr4	0.265146
chr5	0.2849445
chr6	0.348677
chr7	0.2376885
chr8	0.446463
chr9:22	0.360428
chr10	0.4736205
chr11	0.314569
chr12	0.442255
chr13	0.43132
chr14	0.293921
chr15	0.433718
chr16	0.517931
chr17	0.336379
chr18	0.231143
chr19	0.205304
chr20	0.618591
chr21	0.634648
chr22:9	0.652537
chrX	0.30757
chr1	0.28932
chr2	0.309073
chr3	0.310701
chr4	0.30085
chr5	0.3807075
chr6	0.363201
chr7	0.279518
chr8	0.338483
chr9:22	0.424306
chr10	0.2819275
chr11	0.508956
chr12	0.361715
chr13	0.449585
chr14	0.372548
chr15	0.639084
chr16	0.48545
chr17	0.3904745
chr18	0.33616
chr19	0.33515
chr20	0.67339
chr21	0.399327
chr22:9	0.413572
chrX	0.282253
chr1	0.445724
chr2	0.293941
chr3	0.246281
chr4	0.273376
chr5	0.4758605
chr6	0.186558
chr7	0.589668
chr8	0.4377075
chr9:22	0.424811
chr10	0.2507495
chr11	0.231074
chr12	0.4101815
chr13	0.303047
chr14	0.492517
chr15	0.3547625
chr16	0.314123
chr17	0.464968
chr18	0.362817
chr19	0.385389
chr20	0.620625
chr21	0.355114
chr22:9	0.585866
chrX	0.387158
chr1	0.380748
chr2	0.29161
chr3	0.303429
chr4	0.417171
chr5	0.381922
chr6	0.21063
chr7	0.326938
chr8	0.413961
chr9:22	0.5882635
chr10	0.377163
chr11	0.2568005
chr12	0.2659335
chr13	0.592553
chr14	0.484822
chr15	0.3105815
chr16	0.277771
chr17	0.3309905
chr18	0.299186
chr19	0.618555
chr20	0.521226
chr21	0.631234
chr22:9	0.6327325
chrX	0.303457
chr1	0.289738
chr2	0.428129
chr3	0.27089
chr4	0.644406
chr5	0.454628
chr6	0.330318
chr7	0.2959385
chr8	0.338834
chr9:22	0.325937
chr10	0.369182
chr11	0.330847
chr12	0.336729
chr13	0.256985
chr14	0.413189
chr15	0.3704175
chr16	0.62408
chr17	0.310191
chr18	0.329803
chr19	0.303355
chr20	0.610419
chr21	0.264931
chr22:9	0.5471375
chrX	0.342908
chr1	0.325438
chr2	0.351426
chr3	0.274265
chr4	0.488342
chr5	0.419531
chr6	0.35085
chr7	0.3654745
chr8	0.2896605
chr9:22	0.4493125
chr10	0.5043175
chr11	0.2489855
chr12	0.406566
chr13	0.307254
chr14	0.27408
chr15	0.313646
chr16	0.263235
chr17	0.3631925
chr18	0.441216
chr19	0.367035
chr20	0.658124
chr21	0.450828
chr22:9	0.6402235
chrX	0.334675
chr1	0.456448
chr2	0.323255
chr3	0.326714
chr4	0.368917
chr5	0.299741
chr6	0.303676
chr7	0.5513635
chr8	0.363429
chr9:22	0.371598
chr10	0.2866165
chr11	0.2205265
chr12	0.3337205
chr13	0.368298
chr14	0.324781
chr15	0.616235
chr16	0.527666
chr17	0.2490295
chr18	0.213951
chr19	0.344246
chr20	0.371573
chr21	0.533274
chr22:9	0.723307
chrX	0.295698
chr1	0.398813
chr2	0.365007
chr3	0.297735
chr4	0.31196
chr5	0.512857
chr6	0.361153
chr7	0.309773
chr8	0.2274985
chr9:22	0.3413225
chr10	0.2627655
chr11	0.2228995
chr12	0.347164
chr13	0.262941
chr14	0.379402
chr15	0.386569
chr16	0.77061
chr17	0.523782
chr18	0.253327
chr19	0.318381
chr20	0.593755
chr21	0.575785
chr22:9	0.63332
chrX	0.222786
chr1	0.415606
chr2	0.363093
chr3	0.290749
chr4	0.298049
chr5	0.271887
chr6	0.336599
chr7	0.4066635
chr8	0.2379545
chr9:22	0.497781
chr10	0.242524
chr11	0.320935
chr12	0.2453875
chr13	0.341811
chr14	0.379036
chr15	0.493061
chr16	0.347325
chr17	0.3490265
chr18	0.323488
chr19	0.6926
chr20	0.695393
chr21	0.31364
chr22:9	0.4682655
chrX	0.468017
chr1	0.325153
chr2	0.496051
chr3	0.270656
chr4	0.427737
chr5	0.259502
chr6	0.330493
chr7	0.3398295
chr8	0.2892925
chr9:22	0.303016
chr10	0.327909
chr11	0.306776
chr12	0.3364145
chr13	0.396992
chr14	0.488316
chr15	0.426889
chr16	0.624227
chr17	0.301571
chr18	0.213429
chr19	0.244808
chr20	0.689887
chr21	0.693683
chr22:9	0.6045385
chrX	0.315873
chr1	0.302173
chr2	0.264317
chr3	0.264866
chr4	0.381039
chr5	0.482957
chr6	0.232264
chr7	0.290926
chr8	0.3257175
chr9:22	0.6551915
chr10	0.407124
chr11	0.2469945
chr12	0.2897745
chr13	0.417913
chr14	0.386429
chr15	0.3188025
chr16	0.497453
chr17	0.3940175
chr18	0.20292
chr19	0.252955
chr20	0.523168
chr21	0.632431
chr22:9	0.566435
chrX	0.35518
chr1	0.466936
chr2	0.305367
chr3	0.325819
chr4	0.603281
chr5	0.354872
chr6	0.293145
chr7	0.359235
chr8	0.2796905
chr9:22	0.5625525
chr10	0.3462535
chr11	0.288257
chr12	0.380233
chr13	0.422608
chr14	0.328617
chr15	0.3069245
chr16	0.551035
chr17	0.260682
chr18	0.323177
chr19	0.317935
chr20	0.427035
chr21	0.566574
chr22:9	0.5864625
chrX	0.243753
chr1	0.362012
chr2	0.295625
chr3	0.297945
chr4	0.340575
chr5	0.3945805
chr6	0.294301
chr7	0.249637
chr8	0.340255
chr9:22	0.6051105
chr10	0.5239415
chr11	0.2806
chr12	0.372517
chr13	0.303463
chr14	0.345415
chr15	0.3165135
chr16	0.538732
chr17	0.37867
chr18	0.310085
chr19	0.557347
chr20	0.635406
chr21	0.740184
chr22:9	0.6019115
chrX	0.388032
chr1	0.353428
chr2	0.259224
chr3	0.214981
chr4	0.397622
chr5	0.5017615
chr6	0.233622
chr7	0.2855675
chr8	0.2829235
chr9:22	0.6049665
chr10	0.4159755
chr11	0.41928
chr12	0.350614
chr13	0.277277
chr14	0.494853
chr15	0.3565045
chr16	0.382372
chr17	0.524899
chr18	0.304058
chr19	0.197503
chr20	0.58347
chr21	0.628063
chr22:9	0.579862
chrX	0.223966
chr1	0.370875
chr2	0.283586
chr3	0.263844
chr4	0.418154
chr5	0.374732
chr6	0.312459
chr7	0.2955895
chr8	0.2805955
chr9:22	0.3250305
chr10	0.2936575
chr11	0.3415055
chr12	0.300807
chr13	0.487507
chr14	0.395013
chr15	0.362242
chr16	0.303316
chr17	0.555197
chr18	0.392723
chr19	0.593771
chr20	0.758554
chr21	0.651005
chr22:9	0.6220295
chrX	0.470468
chr1	0.256588
chr2	0.366324
chr3	0.317828
chr4	0.463058
chr5	0.4323935
chr6	0.566693
chr7	0.5528455
chr8	0.3100965
chr9:22	0.3749
chr10	0.3122395
chr11	0.309673
chr12	0.3787385
chr13	0.300461
chr14	0.611748
chr15	0.3585305
chr16	0.243246
chr17	0.3113285
chr18	0.214651
chr19	0.28704
chr20	0.495956
chr21	0.584416
chr22:9	0.7103515
chrX	0.199378
chr1	0.455868
chr2	0.332262
chr3	0.305987
chr4	0.367085
chr5	0.5593485
chr6	0.306105
chr7	0.6147805
chr8	0.226135
chr9:22	0.3351515
chr10	0.344403
chr11	0.4924655
chr12	0.2844035
chr13	0.355739
chr14	0.354694
chr15	0.571231
chr16	0.245762
chr17	0.3292455
chr18	0.31237
chr19	0.340047
chr20	0.384885
chr21	0.749387
chr22:9	0.5745015
chrX	0.299158
chr1	0.349246
chr2	0.248792
chr3	0.32904
chr4	0.337952
chr5	0.3455365
chr6	0.355657
chr7	0.472619
chr8	0.291593
chr9:22	0.4201325
chr10	0.335201
chr11	0.3616165
chr12	0.282212
chr13	0.368021
chr14	0.513695
chr15	0.4344975
chr16	0.513098
chr17	0.3134395
chr18	0.291044
chr19	0.52587
chr20	0.684369
chr21	0.62273
chr22:9	0.7249565
chrX	0.218183
chr1	0.294407
chr2	0.277453
chr3	0.364972
chr4	0.418091
chr5	0.380785
chr6	0.329065
chr7	0.327895
chr8	0.658701
chr9:22	0.393022
chr10	0.3231995
chr11	0.330532
chr12	0.311702
chr13	0.432909
chr14	0.37173
chr15	0.549836
chr16	0.318859
chr17	0.364899
chr18	0.332931
chr19	0.311857
chr20	0.429593
chr21	0.678281
chr22:9	0.5214635
chrX	0.309925
chr1	0.404104
chr2	0.233757
chr3	0.344861
chr4	0.230774
chr5	0.3822655
chr6	0.267732
chr7	0.360651
chr8	0.4205935
chr9:22	0.4672715
chr10	0.488968
chr11	0.2713375
chr12	0.516158
chr13	0.331265
chr14	0.338569
chr15	0.365006
chr16	0.297606
chr17	0.2643185
chr18	0.605182
chr19	0.591221
chr20	0.64784
chr21	0.634277
chr22:9	0.5598775
chrX	0.290108
chr1	0.519679
chr2	0.320198
chr3	0.275898
chr4	0.341279
chr5	0.3003795
chr6	0.305608
chr7	0.3249605
chr8	0.293161
chr9:22	0.447703
chr10	0.422196
chr11	0.3098655
chr12	0.3197735
chr13	0.326699
chr14	0.469498
chr15	0.353827
chr16	0.346846
chr17	0.5543585
chr18	0.391401
chr19	0.558989
chr20	0.55044
chr21	0.668475
chr22:9	0.5551485
chrX	0.339597
chr1	0.330189
chr2	0.364742
chr3	0.373764
chr4	0.560543
chr5	0.2863045
chr6	0.423355
chr7	0.412072
chr8	0.284735
chr9:22	0.3767995
chr10	0.4119835
chr11	0.3152285
chr12	0.3069105
chr13	0.343782
chr14	0.307041
chr15	0.364098
chr16	0.429583
chr17	0.312024
chr18	0.29145
chr19	0.311175
chr20	0.306782
chr21	0.511837
chr22:9	0.3752535
chrX	0.298689
chr1	0.340789
chr2	0.277267
chr3	0.218299
chr4	0.385637
chr5	0.345919
chr6	0.260245
chr7	0.306978
chr8	0.387621
chr9:22	0.4082355
chr10	0.3026095
chr11	0.3694685
chr12	0.590613
chr13	0.299515
chr14	0.534356
chr15	0.6780625
chr16	0.517803
chr17	0.453087
chr18	0.369999
chr19	0.524414
chr20	0.335361
chr21	0.612483
chr22:9	0.627352
chrX	0.345774
chr1	0.307537
chr2	0.418407
chr3	0.312513
chr4	0.304034
chr5	0.382045
chr6	0.515864
chr7	0.3030215
chr8	0.324908
chr9:22	0.6753465
chr10	0.5056735
chr11	0.3232095
chr12	0.2950235
chr13	0.331844
chr14	0.355426
chr15	0.274992
chr16	0.403902
chr17	0.195268
chr18	0.303927
chr19	0.31901
chr20	0.370566
chr21	0.604036
chr22:9	0.633223
chrX	0.347715
chr1	0.348196
chr2	0.418515
chr3	0.260776
chr4	0.480605
chr5	0.384813
chr6	0.190263
chr7	0.2684325
chr8	0.2996945
chr9:22	0.512247
chr10	0.5952035
chr11	0.301184
chr12	0.428348
chr13	0.301437
chr14	0.312319
chr15	0.4281235
chr16	0.434821
chr17	0.4698415
chr18	0.291946
chr19	0.299447
chr20	0.389028
chr21	0.508316
chr22:9	0.504386
chrX	0.244155
chr1	0.361784
chr2	0.376706
chr3	0.362504
chr4	0.308029
chr5	0.474939
chr6	0.253373
chr7	0.3720155
chr8	0.2826175
chr9:22	0.352077
chr10	0.5710635
chr11	0.2693345
chr12	0.2840795
chr13	0.238464
chr14	0.364025
chr15	0.7063585
chr16	0.34206
chr17	0.303398
chr18	0.251929
chr19	0.558442
chr20	0.422214
chr21	0.553006
chr22:9	0.542439
chrX	0.293019
chr1	0.289475
chr2	0.283503
chr3	0.221233
chr4	0.62661
chr5	0.339618
chr6	0.25529
chr7	0.567592
chr8	0.2416855
chr9:22	0.64818
chr10	0.372577
chr11	0.4313765
chr12	0.3458865
chr13	0.301786
chr14	0.401664
chr15	0.3497275
chr16	0.380429
chr17	0.2738695
