chrom	start	end	log2_gpseq_score	atac_signal
chr1	8600001	9600000	0.730513017664044	1.452174
chr1	8700001	9700000	0.729463899675911	1.54638466666667
chr1	8800001	9800000	0.753757962963075	1.60215666666667
chr1	8900001	9900000	0.762645883230778	1.62074866666667
chr1	9000001	10000000	0.76478811372015	1.65263133333333
chr1	9100001	10100000	0.77243823871717	1.638878
chr1	9200001	10200000	0.798363435533755	1.582619
chr1	9300001	10300000	0.753605121844439	1.53899033333333
chr1	9400001	10400000	0.738624760765973	1.44952
chr1	9500001	10500000	0.743887260767671	1.39457166666667
chr1	9600001	10600000	0.734567230321815	1.38316466666667
chr1	9700001	10700000	0.759925769874648	1.33162933333333
chr1	9800001	10800000	0.748814504059394	1.41505566666667
chr1	9900001	10900000	0.774280769461892	1.476502
chr1	10000001	11000000	0.788524773391211	1.47679633333333
chr1	10100001	11100000	0.821879282332515	1.489951
chr1	10200001	11200000	0.802350128306482	1.54447933333333
chr1	10300001	11300000	0.832424385640703	1.54029166666667
chr1	10400001	11400000	0.847845132194964	1.60512466666667
chr1	10500001	11500000	0.842155905259305	1.62477233333333
chr1	10600001	11600000	0.863992103184264	1.68341133333333
chr1	10700001	11700000	0.863697566974968	1.70250966666667
chr1	10800001	11800000	0.878461276060185	1.661786
chr1	10900001	11900000	0.851982865161515	1.65069533333333
chr1	11000001	12000000	0.823678983463089	1.62651366666667
chr1	11100001	12100000	0.801192923550296	1.646804
chr1	11200001	12200000	0.811529551736362	1.63946633333333
chr1	11300001	12300000	0.801457001036592	1.70058733333333
chr1	11400001	12400000	0.760463398156136	1.62801066666667
chr1	11500001	12500000	0.732646787069891	1.57857466666667
chr1	11600001	12600000	0.70624843781355	1.51648933333333
chr1	11700001	12700000	0.679372049085548	1.54012566666667
chr1	11800001	12800000	0.640559196005102	1.433361
chr1	11900001	12900000	0.63061526595417	1.328435
chr1	12000001	13000000	0.628116792349241	1.19554033333333
chr1	12100001	13100000	0.616180061714884	1.02584966666667
chr1	12200001	13200000	0.577358472319733	0.892168666666667
chr1	12300001	13300000	0.553247311279656	0.720525666666667
chr1	12400001	13400000	0.572741573783896	0.626592666666667
chr1	12500001	13500000	0.580411695169085	0.52628
chr1	12600001	13600000	0.551976624534565	0.400525666666667
chr1	12700001	13700000	0.539409219672784	0.227348666666667
chr1	12800001	13800000	0.54595243559936	0.152738666666667
chr1	12900001	13900000	0.579778155876794	0.183861
chr1	13000001	14000000	0.545520501168224	0.25822
chr1	13100001	14100000	0.519842761018292	0.348299
chr1	13200001	14200000	0.527106171519217	0.443039666666667
chr1	13300001	14300000	0.513363827577313	0.530799333333333
chr1	13400001	14400000	0.500175304628585	0.609419
chr1	13500001	14500000	0.514998990571466	0.692762666666667
chr1	13600001	14600000	0.513030133668714	0.763232666666667
chr1	13700001	14700000	0.513557016945571	0.838054
chr1	13800001	14800000	0.521798350334538	0.891719
chr1	13900001	14900000	0.527610022766865	0.876386666666667
chr1	14000001	15000000	0.517278317790702	0.880822666666667
chr1	14100001	15100000	0.537902813337177	0.911344333333333
chr1	14200001	15200000	0.555490482210811	0.917047
chr1	14300001	15300000	0.57196355290316	0.958255666666667
chr1	14400001	15400000	0.579639397763542	1.022012
chr1	14500001	15500000	0.594032849296614	1.067227
chr1	14600001	15600000	0.602244829611323	1.11590066666667
chr1	14700001	15700000	0.614931376342683	1.176289
chr1	14800001	15800000	0.62688279513734	1.26039533333333
chr1	14900001	15900000	0.630024318646739	1.30323466666667
chr1	15000001	16000000	0.681812436187865	1.30863166666667
chr1	15100001	16100000	0.691458201209377	1.36695366666667
chr1	15200001	16200000	0.698652935399956	1.38169333333333
chr1	15300001	16300000	0.69151335075945	1.375784
chr1	15400001	16400000	0.728678300536526	1.42586
chr1	15500001	16500000	0.743691278650884	1.491246
chr1	15600001	16600000	0.762005137852001	1.542423
chr1	15700001	16700000	0.75988873677342	1.52215033333333
chr1	15800001	16800000	0.783408929434333	1.500978
chr1	15900001	16900000	0.787525955869239	1.45852333333333
chr1	16000001	17000000	0.786854284988475	1.53279233333333
chr1	16100001	17100000	0.794961131786916	1.524803
chr1	16200001	17200000	0.793619322476789	1.405984
chr1	16300001	17300000	0.833879084959419	1.432419
chr1	16400001	17400000	0.831932905277559	1.41833466666667
chr1	16500001	17500000	0.844798468298149	1.373002
chr1	16600001	17600000	0.882257645197997	1.35961833333333
chr1	16700001	17700000	0.928512186738719	1.384999
chr1	16800001	17800000	0.944499623335131	1.40422666666667
chr1	16900001	17900000	0.968738986054224	1.45832333333333
chr1	17000001	18000000	0.932394306742955	1.47093366666667
chr1	17100001	18100000	0.93028594330929	1.46003733333333
chr1	17200001	18200000	0.930744422090569	1.567673
chr1	17300001	18300000	0.940214991369835	1.540688
chr1	17400001	18400000	0.915728217641126	1.477942
chr1	17500001	18500000	0.894774879475739	1.45274533333333
chr1	17600001	18600000	0.898609108862243	1.41990433333333
chr1	17700001	18700000	0.906315952933182	1.40954033333333
chr1	17800001	18800000	0.918020834259898	1.366289
chr1	17900001	18900000	0.920333020827479	1.32364433333333
chr1	18000001	19000000	0.943187441077034	1.250933
chr1	18100001	19100000	0.951650444362025	1.22063533333333
chr1	18200001	19200000	0.958100129377709	1.242476
chr1	18300001	19300000	0.955604727602972	1.30723366666667
chr1	18400001	19400000	0.983463719052611	1.350161
chr1	18700001	19700000	0.993151782566717	1.381106
chr1	18800001	19800000	0.945025681222165	1.39360166666667
chr1	18900001	19900000	0.890935985049998	1.40798833333333
chr1	19000001	20000000	0.869004532291401	1.42546433333333
chr1	19100001	20100000	0.844885978206894	1.42784433333333
chr1	19200001	20200000	0.809794459415175	1.387922
chr1	19300001	20300000	0.787012045359	1.30335366666667
chr1	19400001	20400000	0.778916653769041	1.23636066666667
chr1	19500001	20500000	0.7834676147463	1.248685
chr1	19600001	20600000	0.776240484945437	1.23290333333333
chr1	19700001	20700000	0.782227153531243	1.20040033333333
chr1	19800001	20800000	0.809074103447254	1.19685533333333
chr1	19900001	20900000	0.848739806605466	1.216302
chr1	20000001	21000000	0.867808182487159	1.21250133333333
chr1	20100001	21100000	0.883115964342476	1.24339766666667
chr1	20200001	21200000	0.858725271829744	1.22985633333333
chr1	20300001	21300000	0.865333203320896	1.19689733333333
chr1	20400001	21400000	0.830302433773395	1.17878166666667
chr1	20500001	21500000	0.81126604942908	1.13187466666667
chr1	20600001	21600000	0.816469696255781	1.182239
chr1	20700001	21700000	0.788091514622355	1.21623766666667
chr1	20800001	21800000	0.756409092157842	1.176618
chr1	20900001	21900000	0.759221505507013	1.18125833333333
chr1	21000001	22000000	0.792696194949225	1.26334066666667
chr1	21100001	22100000	0.790230112216036	1.18464233333333
chr1	21200001	22200000	0.84441248608234	1.277109
chr1	21300001	22300000	0.845281179858399	1.37930666666667
chr1	21400001	22400000	0.880663543618108	1.40706233333333
chr1	21500001	22500000	0.883128974052257	1.49468533333333
chr1	21600001	22600000	0.89959715596191	1.50097533333333
chr1	21700001	22700000	0.905469061672334	1.46398433333333
chr1	21800001	22800000	0.915076493431806	1.490249
chr1	21900001	22900000	0.946377094833032	1.47805933333333
chr1	22000001	23000000	0.920778982964115	1.42900833333333
chr1	22100001	23100000	0.935001035556551	1.48781333333333
chr1	22200001	23200000	0.926323169047183	1.45772533333333
chr1	22300001	23300000	0.943295153287545	1.422757
chr1	22400001	23400000	0.91238989399333	1.41097566666667
chr1	22500001	23500000	0.89655366290505	1.344944
chr1	22600001	23600000	0.862816144645309	1.30407366666667
chr1	22700001	23700000	0.862508316640754	1.28290566666667
chr1	22800001	23800000	0.857342505594458	1.31454566666667
chr1	22900001	23900000	0.830742535866083	1.35266233333333
chr1	23000001	24000000	0.817994043612277	1.31809766666667
chr1	23100001	24100000	0.83005959863882	1.28925733333333
chr1	23200001	24200000	0.823397401562768	1.27858866666667
chr1	23300001	24300000	0.82460589887228	1.21237233333333
chr1	23400001	24400000	0.851427279067809	1.17170133333333
chr1	23500001	24500000	0.879334086779467	1.22959633333333
chr1	23600001	24600000	0.88874077882332	1.229695
chr1	23700001	24700000	0.902912420648718	1.27114666666667
chr1	23800001	24800000	0.873450113089255	1.24183366666667
chr1	23900001	24900000	0.874464910592109	1.190924
chr1	24000001	25000000	0.87460918807175	1.16627933333333
chr1	24100001	25100000	0.843408297456326	1.18311933333333
chr1	24200001	25200000	0.839800769230393	1.13854133333333
chr1	24300001	25300000	0.851912493107908	1.23373066666667
chr1	24400001	25400000	0.837136162537739	1.339029
chr1	24500001	25500000	0.824404835019306	1.287343
chr1	24600001	25600000	0.839299007386918	1.27351033333333
chr1	24700001	25700000	0.830741172502945	1.182601
chr1	24800001	25800000	0.861146420772408	1.14927533333333
chr1	24900001	25900000	0.856820680720139	1.16675233333333
chr1	25000001	26000000	0.873056201702012	1.18680233333333
chr1	25100001	26100000	0.892665581532799	1.187817
chr1	25200001	26200000	0.863754178733529	1.24438166666667
chr1	25300001	26300000	0.857604514805614	1.204574
chr1	25400001	26400000	0.898646453164003	1.213958
chr1	25500001	26500000	0.897063517963195	1.23305433333333
chr1	25600001	26600000	0.911491143077856	1.24652466666667
chr1	25700001	26700000	0.887245955667318	1.36138833333333
chr1	25800001	26800000	0.885928979003531	1.39124166666667
chr1	25900001	26900000	0.89593533533133	1.40182066666667
chr1	26000001	27000000	0.885253891188432	1.37387733333333
chr1	26100001	27100000	0.858241407742617	1.358105
chr1	26200001	27200000	0.868257879191573	1.359123
chr1	26300001	27300000	0.891099121802868	1.37186433333333
chr1	26400001	27400000	0.874151315222041	1.35044333333333
chr1	26500001	27500000	0.870567051882944	1.37042766666667
chr1	26600001	27600000	0.84064642061633	1.35085
chr1	26700001	27700000	0.882053840049515	1.341476
chr1	26800001	27800000	0.878915255624098	1.35931966666667
chr1	26900001	27900000	0.870383225143327	1.39234933333333
chr1	27000001	28000000	0.86521768477262	1.47114133333333
chr1	27100001	28100000	0.872637413103837	1.45666966666667
chr1	27200001	28200000	0.878456551143487	1.40309033333333
chr1	27300001	28300000	0.848391994755429	1.39013833333333
chr1	27400001	28400000	0.846255220218514	1.32509733333333
chr1	27500001	28500000	0.818102220763265	1.28715266666667
chr1	27600001	28600000	0.820683733828715	1.320635
chr1	27700001	28700000	0.790619650700708	1.28688066666667
chr1	27800001	28800000	0.793310166854211	1.25253533333333
chr1	27900001	28900000	0.775718576967528	1.20672266666667
chr1	28000001	29000000	0.802726931636297	1.16468633333333
chr1	28100001	29100000	0.809823075787309	1.16677233333333
chr1	28200001	29200000	0.814248434516292	1.21530933333333
chr1	28300001	29300000	0.796439822663552	1.201845
chr1	28400001	29400000	0.788242943012112	1.19917766666667
chr1	28500001	29500000	0.804033258232365	1.21303133333333
chr1	28600001	29600000	0.782034796499049	1.240637
chr1	28700001	29700000	0.774180176151739	1.27987066666667
chr1	28800001	29800000	0.766405719712199	1.31990866666667
chr1	28900001	29900000	0.781397334304941	1.28847033333333
chr1	29000001	30000000	0.772034794425842	1.148401
chr1	29100001	30100000	0.784736955146259	1.12774033333333
chr1	29200001	30200000	0.788662877986825	1.11761966666667
chr1	29300001	30300000	0.805338133814239	1.11725433333333
chr1	29400001	30400000	0.831229807685135	1.159893
chr1	29500001	30500000	0.85116863773108	1.14577666666667
chr1	29600001	30600000	0.827428321269941	1.120909
chr1	29700001	30700000	0.818375954344709	1.06750333333333
chr1	29800001	30800000	0.841965841283414	1.06621266666667
chr1	29900001	30900000	0.838931087444091	1.09649633333333
chr1	30000001	31000000	0.837467210004832	1.21392566666667
chr1	30100001	31100000	0.83336403012305	1.234851
chr1	30200001	31200000	0.844520564221495	1.276771
chr1	30300001	31300000	0.857722867258312	1.349631
chr1	30400001	31400000	0.846280592896651	1.403184
chr1	30500001	31500000	0.837661362091256	1.39069466666667
chr1	30600001	31600000	0.877782626858691	1.36497766666667
chr1	30700001	31700000	0.886244885902834	1.37933233333333
chr1	30800001	31800000	0.854152715987174	1.35663733333333
chr1	30900001	31900000	0.834674252218979	1.30910366666667
chr1	31000001	32000000	0.835337240223864	1.191741
chr1	31100001	32100000	0.828239161748888	1.20976533333333
chr1	31200001	32200000	0.827729046855473	1.21821333333333
chr1	31300001	32300000	0.823846360248535	1.22674233333333
chr1	31400001	32400000	0.818846796229296	1.15650433333333
chr1	31500001	32500000	0.830481417511808	1.18088266666667
chr1	31600001	32600000	0.801456237625775	1.19571233333333
chr1	31700001	32700000	0.804622034602313	1.20806
chr1	31800001	32800000	0.815270893220939	1.246816
chr1	31900001	32900000	0.836636625940563	1.320383
chr1	32000001	33000000	0.840244738680792	1.4336
chr1	32100001	33100000	0.829165688220357	1.415524
chr1	32200001	33200000	0.791770688051125	1.36678333333333
chr1	32300001	33300000	0.764951466241064	1.324293
chr1	32400001	33400000	0.75148121162915	1.382954
chr1	32500001	33500000	0.718594012194594	1.384611
chr1	32600001	33600000	0.727117014898896	1.381267
chr1	32700001	33700000	0.733155705608135	1.37414833333333
chr1	32800001	33800000	0.734599952195785	1.365736
chr1	32900001	33900000	0.691421201552811	1.33251966666667
chr1	33000001	34000000	0.657661091410248	1.33872333333333
chr1	33100001	34100000	0.685509668740137	1.34202
chr1	33200001	34200000	0.715659086287867	1.30559166666667
chr1	33300001	34300000	0.693173736187258	1.25886033333333
chr1	33400001	34400000	0.69906378881033	1.20588233333333
chr1	33500001	34500000	0.711102160389733	1.18554266666667
chr1	33600001	34600000	0.723334906267858	1.153503
chr1	33700001	34700000	0.697732712083667	1.11685333333333
chr1	33800001	34800000	0.67732279941704	1.063696
chr1	33900001	34900000	0.69142564710193	1.040261
chr1	34000001	35000000	0.710901696048512	1.02199766666667
chr1	34100001	35100000	0.692925393372339	1.00650433333333
chr1	34200001	35200000	0.680781048236786	1.02062166666667
chr1	34300001	35300000	0.675136371200698	1.05590766666667
chr1	34400001	35400000	0.658869928035503	1.10144833333333
chr1	34500001	35500000	0.659328690968832	1.08562066666667
chr1	34600001	35600000	0.643716016498248	1.07698433333333
chr1	34700001	35700000	0.652202800641411	1.087502
chr1	34800001	35800000	0.644782827782484	1.09504733333333
chr1	34900001	35900000	0.654137827210645	1.07194066666667
chr1	35000001	36000000	0.645987171034539	1.06832233333333
chr1	35100001	36100000	0.646391761859563	1.11517366666667
chr1	35200001	36200000	0.642208474367423	1.12756866666667
chr1	35300001	36300000	0.625222297594839	1.08837933333333
chr1	35400001	36400000	0.622378917372716	1.05374166666667
chr1	35500001	36500000	0.620267988772964	1.03941
chr1	35600001	36600000	0.61793385193793	1.10136366666667
chr1	35700001	36700000	0.614567296066026	1.168214
chr1	35800001	36800000	0.635846862343089	1.205283
chr1	35900001	36900000	0.646872216212561	1.28703833333333
chr1	36000001	37000000	0.65094202271421	1.33031533333333
chr1	36100001	37100000	0.696240857435571	1.34536366666667
chr1	36200001	37200000	0.73206331151752	1.357523
chr1	36300001	37300000	0.775564070360024	1.38835233333333
chr1	36400001	37400000	0.798615663094497	1.40258733333333
chr1	36500001	37500000	0.79897245059578	1.46492833333333
chr1	36600001	37600000	0.817794479374096	1.44276066666667
chr1	36700001	37700000	0.857184374279313	1.348922
chr1	36800001	37800000	0.856146265501954	1.338438
chr1	36900001	37900000	0.865852990737708	1.308797
chr1	37000001	38000000	0.890926351999826	1.30389666666667
chr1	37100001	38100000	0.852558217946025	1.27611633333333
chr1	37200001	38200000	0.817272542487956	1.28573066666667
chr1	37300001	38300000	0.798961921816804	1.283847
chr1	37400001	38400000	0.775538305527459	1.26446233333333
chr1	37500001	38500000	0.749645405885294	1.266684
chr1	37600001	38600000	0.751819318105209	1.30540566666667
chr1	37700001	38700000	0.715291363388923	1.34930133333333
chr1	37800001	38800000	0.699363210910335	1.336157
chr1	37900001	38900000	0.694230975016267	1.28126033333333
chr1	38000001	39000000	0.678694230373645	1.24961266666667
chr1	38100001	39100000	0.677076021973864	1.22664266666667
chr1	38200001	39200000	0.659841488127657	1.177889
chr1	38300001	39300000	0.660196136485059	1.165337
chr1	38400001	39400000	0.659137024576107	1.15633
chr1	38500001	39500000	0.668897655085389	1.13884366666667
chr1	38600001	39600000	0.662897522714556	1.100028
chr1	38700001	39700000	0.671702396890945	1.07162133333333
chr1	38800001	39800000	0.677831233711026	1.046503
chr1	38900001	39900000	0.692002385693655	1.06733333333333
chr1	39000001	40000000	0.687378882674883	1.075532
chr1	39100001	40100000	0.701958158108056	1.10415433333333
chr1	39200001	40200000	0.738327474968247	1.14148666666667
chr1	39300001	40300000	0.74108222828768	1.15275366666667
chr1	39400001	40400000	0.726538111361415	1.17522
chr1	39500001	40500000	0.755700121292395	1.180944
chr1	39600001	40600000	0.753781703510832	1.17184033333333
chr1	39700001	40700000	0.748656630090285	1.1579
chr1	39800001	40800000	0.733266793749748	1.19403666666667
chr1	39900001	40900000	0.704128311442765	1.18266233333333
chr1	40000001	41000000	0.724356929640432	1.16906666666667
chr1	40100001	41100000	0.712005057190107	1.137814
chr1	40200001	41200000	0.697772942947387	1.13667033333333
chr1	40300001	41300000	0.717610272123321	1.17748433333333
chr1	40400001	41400000	0.758906240401444	1.19540233333333
chr1	40500001	41500000	0.736612422507341	1.21484033333333
chr1	40600001	41600000	0.743531263910419	1.18990733333333
chr1	40700001	41700000	0.740184640582546	1.17530566666667
chr1	40800001	41800000	0.747736599966959	1.188796
chr1	40900001	41900000	0.8048259740908	1.30838166666667
chr1	41000001	42000000	0.806711815868784	1.40676333333333
chr1	41100001	42100000	0.777528991630842	1.43515266666667
chr1	41200001	42200000	0.795570404999171	1.436766
chr1	41300001	42300000	0.779357948393322	1.376169
chr1	41400001	42400000	0.779342018460766	1.332252
chr1	41500001	42500000	0.761942398391176	1.26331433333333
chr1	41600001	42600000	0.755660852480544	1.253324
chr1	41700001	42700000	0.761240681044879	1.28250633333333
chr1	41800001	42800000	0.748358454511272	1.22161033333333
chr1	41900001	42900000	0.7121105400645	1.122752
chr1	42000001	43000000	0.682355707138854	1.00956533333333
chr1	42100001	43100000	0.702199546877529	0.951656333333333
chr1	42200001	43200000	0.681836562986389	0.916674333333333
chr1	42300001	43300000	0.684826632655506	0.942376
chr1	42400001	43400000	0.66827376494264	0.951345
chr1	42500001	43500000	0.726642453260833	1.01096233333333
chr1	42600001	43600000	0.756539714808607	1.03012133333333
chr1	42700001	43700000	0.789485865605256	1.020728
chr1	42800001	43800000	0.821684572900572	1.07850466666667
chr1	42900001	43900000	0.827158031145015	1.11646633333333
chr1	43000001	44000000	0.842581348657596	1.16290133333333
chr1	43100001	44100000	0.856782810538099	1.293016
chr1	43200001	44200000	0.858641892094805	1.323528
chr1	43300001	44300000	0.86011659618042	1.283567
chr1	43400001	44400000	0.894365619973876	1.30913166666667
chr1	43500001	44500000	0.860404246995009	1.40767933333333
chr1	43600001	44600000	0.833066521684665	1.429995
chr1	43700001	44700000	0.812518825360461	1.45054166666667
chr1	43800001	44800000	0.825451188044959	1.480365
chr1	43900001	44900000	0.823234466678093	1.45610666666667
chr1	44000001	45000000	0.796511674198549	1.44917
chr1	44100001	45100000	0.771866491530368	1.40376133333333
chr1	44200001	45200000	0.784599488486778	1.43136833333333
chr1	44300001	45300000	0.792744941416423	1.522185
chr1	44400001	45400000	0.770435115035166	1.48302233333333
chr1	44500001	45500000	0.757633513243332	1.35444333333333
chr1	44600001	45600000	0.754290002895016	1.305454
chr1	44700001	45700000	0.755191782331771	1.273597
chr1	44800001	45800000	0.712464224911495	1.22776833333333
chr1	44900001	45900000	0.702439210025044	1.217861
chr1	45000001	46000000	0.724950383204984	1.21366633333333
chr1	45100001	46100000	0.706237810921478	1.185425
chr1	45200001	46200000	0.658263558880505	1.11286433333333
chr1	45300001	46300000	0.620803782380985	1.02828166666667
chr1	45400001	46400000	0.610862179942795	1.01695666666667
chr1	45500001	46500000	0.607352009183139	1.00222033333333
chr1	45600001	46600000	0.614327767313907	1.03776066666667
chr1	45700001	46700000	0.624908437598762	1.09588566666667
chr1	45800001	46800000	0.645221509363317	1.11433866666667
chr1	45900001	46900000	0.665495606853997	1.148894
chr1	46000001	47000000	0.643566255271277	1.22157166666667
chr1	46100001	47100000	0.632627008640407	1.25326666666667
chr1	46200001	47200000	0.615137910002519	1.27317
chr1	46300001	47300000	0.615692211674735	1.27329333333333
chr1	46400001	47400000	0.626637684607291	1.24143366666667
chr1	46500001	47500000	0.626768203898972	1.23060633333333
chr1	46600001	47600000	0.606210170824857	1.171706
chr1	46700001	47700000	0.586338629937923	1.17912233333333
chr1	46800001	47800000	0.554813142152994	1.163023
chr1	46900001	47900000	0.511413686657084	1.132921
chr1	47000001	48000000	0.482146015575475	1.09192833333333
chr1	47100001	48100000	0.470661036456585	1.047302
chr1	47200001	48200000	0.472784113594973	1.06586666666667
chr1	47300001	48300000	0.492754230380169	1.103331
chr1	47400001	48400000	0.487881171231553	1.18478166666667
chr1	47500001	48500000	0.473648318110591	1.21438466666667
chr1	47600001	48600000	0.464314718908284	1.26186433333333
chr1	47700001	48700000	0.459594225388478	1.19761566666667
chr1	47800001	48800000	0.463541617892866	1.15233333333333
chr1	47900001	48900000	0.459255617632276	1.092255
chr1	48000001	49000000	0.472994742365702	1.02995633333333
chr1	48100001	49100000	0.443009654272833	1.01878566666667
chr1	48200001	49200000	0.44477523822792	0.986792333333333
chr1	48300001	49300000	0.402751557558494	0.94181
chr1	48400001	49400000	0.371856051580887	0.883477
chr1	48500001	49500000	0.351622053339248	0.847375666666667
chr1	48600001	49600000	0.342170580568577	0.812523666666667
chr1	48700001	49700000	0.336531934359029	0.795448
chr1	48800001	49800000	0.350922347284027	0.781934
chr1	48900001	49900000	0.361931981493301	0.797232333333333
chr1	49000001	50000000	0.357075170374237	0.770475666666667
chr1	49100001	50100000	0.384361352635288	0.72784
chr1	49200001	50200000	0.381099530156672	0.691626333333333
chr1	49300001	50300000	0.384544079772803	0.654192333333333
chr1	49400001	50400000	0.419457329481022	0.640005333333333
chr1	49500001	50500000	0.433746501160379	0.628058666666667
chr1	49600001	50600000	0.435374281958162	0.648315333333333
chr1	49700001	50700000	0.431834806923543	0.675642666666667
chr1	49800001	50800000	0.390427570980525	0.742513
chr1	49900001	50900000	0.363242071338596	0.786662666666667
chr1	50000001	51000000	0.328795562860677	0.80984
chr1	50100001	51100000	0.324728396572727	0.828294666666667
chr1	50200001	51200000	0.316345792611855	0.840781333333333
chr1	50300001	51300000	0.331878368497893	0.858333333333333
chr1	50400001	51400000	0.320373942787729	0.865088333333333
chr1	50500001	51500000	0.314433775224125	0.905034
chr1	50600001	51600000	0.312003125751688	0.912747666666667
chr1	50700001	51700000	0.319129797236957	0.925162333333333
chr1	50800001	51800000	0.329827666652827	0.933613333333333
chr1	50900001	51900000	0.354787764766889	0.910138333333333
chr1	51000001	52000000	0.383117553280528	0.914176
chr1	51100001	52100000	0.398624342433729	0.938852333333333
chr1	51200001	52200000	0.393917060221936	0.955967666666667
chr1	51300001	52300000	0.397541555849755	0.954005333333333
chr1	51400001	52400000	0.404671365838936	0.988994
chr1	51500001	52500000	0.425104691537937	1.00227733333333
chr1	51600001	52600000	0.42972170038918	1.01961566666667
chr1	51700001	52700000	0.447849654865791	1.002652
chr1	51800001	52800000	0.480117999517437	0.962201666666667
chr1	51900001	52900000	0.502803037551503	1.0014
chr1	52000001	53000000	0.506685660672171	0.987714666666667
chr1	52100001	53100000	0.531738508622638	0.996703
chr1	52200001	53200000	0.569690150182875	1.02336566666667
chr1	52300001	53300000	0.570198004301691	1.03590366666667
chr1	52400001	53400000	0.582909850478949	1.03983033333333
chr1	52500001	53500000	0.589904941468355	0.995940666666667
chr1	52600001	53600000	0.630531640515934	1.06440333333333
chr1	52700001	53700000	0.646417731306018	1.09815666666667
chr1	52800001	53800000	0.668665966876724	1.18287666666667
chr1	52900001	53900000	0.662494584043767	1.19406666666667
chr1	53000001	54000000	0.691815773507575	1.29484533333333
chr1	53100001	54100000	0.711953247234904	1.32814866666667
chr1	53200001	54200000	0.73503520852672	1.36187666666667
chr1	53300001	54300000	0.737097783532437	1.37296
chr1	53400001	54400000	0.749463353353866	1.371875
chr1	53500001	54500000	0.749691625789301	1.42513233333333
chr1	53600001	54600000	0.73957868149298	1.378489
chr1	53700001	54700000	0.745706792895898	1.407737
