resolution	chrom	start	end	exp1	exp2
100kb	chr1	22300000	22400000	0.722122932735886	0.926303912080251
100kb	chr1	22400000	22500000	0.753976330146569	0.850323598618456
100kb	chr1	22500000	22600000	0.918083323356878	0.856653380240991
100kb	chr1	22600000	22700000	0.758021070274153	0.69740891765321
100kb	chr1	22700000	22800000	0.906329633493527	0.67599315649697
100kb	chr1	22900000	23000000	0.834259718492928	0.857364333973956
100kb	chr1	23000000	23100000	0.768034581245404	0.834343193420697
100kb	chr1	23100000	23200000	0.86350926100118	0.806226119981469
100kb	chr1	23200000	23300000	0.838116331172718	0.76422939495544
100kb	chr1	23300000	23400000	0.578765541892562	0.583316897306173
100kb	chr1	23400000	23500000	0.813150963725608	0.580060270529362
100kb	chr1	23500000	23600000	0.690684270835115	0.636532930918231
100kb	chr1	23600000	23700000	0.687704161037095	0.818027951948701
100kb	chr1	23700000	23800000	0.794688820098852	0.797635046808276
100kb	chr1	23800000	23900000	0.967719040207966	0.696023704573497
100kb	chr1	23900000	24000000	0.741675360435087	0.776943999779834
100kb	chr1	24000000	24100000	NA	0.952705522963806
100kb	chr1	24100000	24200000	0.826704691214448	0.917157836315517
100kb	chr1	24200000	24300000	0.956863231345453	0.853557291403882
100kb	chr1	24300000	24400000	0.991102426844076	0.850163060678754
100kb	chr1	24400000	24500000	0.896786441141763	0.909607966351248
100kb	chr1	24500000	24600000	0.656581895298524	0.772357201502635
100kb	chr1	24600000	24700000	0.757858596569239	0.958250962080939
100kb	chr1	24700000	24800000	0.655500162473705	0.607892962475403
100kb	chr1	24800000	24900000	0.811551880419353	0.777709995092126
100kb	chr1	24900000	25000000	0.679755776367772	0.621098354715458
100kb	chr1	25000000	25100000	0.811021703066477	0.695211841278432
100kb	chr1	25100000	25200000	0.947593678917754	0.815436410922084
100kb	chr1	25200000	25300000	0.889646149373194	0.831100327038717
100kb	chr1	25300000	25400000	0.69609293495921	0.742226523619718
100kb	chr1	25400000	25500000	0.825097056660567	0.898452872941101
100kb	chr1	25500000	25600000	0.818461288501992	0.893278964484421
100kb	chr1	25600000	25700000	0.750816644148381	NA
100kb	chr1	25700000	25800000	0.906509209693694	0.693918364164263
100kb	chr1	25800000	25900000	0.768064510612098	0.845915685474069
100kb	chr1	25900000	26000000	0.794197123360298	0.846530316443213
100kb	chr1	26000000	26100000	0.94118879444511	0.835728406500411
100kb	chr1	26100000	26200000	0.482820543517299	0.645940454184765
100kb	chr1	26200000	26300000	0.810901985599699	0.840030823284423
100kb	chr1	26300000	26400000	0.837517743838826	0.9926978171427
100kb	chr1	26400000	26500000	0.773473174736194	0.835714646105579
100kb	chr1	26500000	26600000	0.916745053103248	NA
100kb	chr1	26600000	26700000	0.705661781053856	0.779131902558058
100kb	chr1	26700000	26800000	0.784380291084469	0.855882798130421
100kb	chr1	26800000	26900000	0.824361649364642	0.79720388777022
100kb	chr1	26900000	27000000	0.77588890219083	0.869156992344634
100kb	chr1	27000000	27100000	0.764045424227395	0.724067389240289
100kb	chr1	27100000	27200000	0.743902960441929	0.631423237637432
100kb	chr1	27300000	27400000	0.865651348531751	0.762894636656775
100kb	chr1	27400000	27500000	0.807002616681774	0.82405500488494
100kb	chr1	27500000	27600000	0.663333105300064	0.812739373535092
100kb	chr1	27600000	27700000	0.999362932051786	NA
100kb	chr1	27700000	27800000	0.77400335208907	0.71686152914681
100kb	chr1	27800000	27900000	0.791482102238717	0.827774898287748
100kb	chr1	27900000	28000000	0.6684382001334	0.6567561245224
100kb	chr1	28000000	28100000	0.692621128422637	0.761353472435636
100kb	chr1	28100000	28200000	NA	0.691909346518849
100kb	chr1	28200000	28300000	0.733953583827881	0.800598118495347
100kb	chr1	28300000	28400000	0.877469172752305	0.812432058050519
100kb	chr1	28400000	28500000	0.692984556446786	0.584440662884087
100kb	chr1	28500000	28600000	0.678827966000239	0.689134333561144
100kb	chr1	28600000	28700000	0.907201860751484	NA
100kb	chr1	28700000	28800000	0.769347197756153	0.956517152332158
100kb	chr1	28800000	28900000	0.912700312975663	0.976506419224189
100kb	chr1	28900000	29000000	0.827478579124694	0.850896948403106
100kb	chr1	29000000	29100000	0.927763335670674	0.768660242091213
100kb	chr1	29100000	29200000	0.89074926031708	0.808184682845833
100kb	chr1	29200000	29300000	0.777222896820646	0.532646536737961
100kb	chr1	29300000	29400000	0.725556258658138	0.72689744377732
100kb	chr1	29400000	29500000	0.597116519300166	0.677887504185453
100kb	chr1	29500000	29600000	0.739905252176293	0.619332437378737
100kb	chr1	29600000	29700000	0.830022575293735	0.704238660287959
100kb	chr1	29700000	29800000	0.745497768124369	0.665338024099038
100kb	chr1	29800000	29900000	0.84730464674796	0.931234720228239
100kb	chr1	30000000	30100000	0.910049426211284	0.870418361870863
100kb	chr1	30100000	30200000	0.790302030066187	0.78171426998812
100kb	chr1	30200000	30300000	0.87807203571001	0.750978134732613
100kb	chr1	30300000	30400000	0.937969249713533	0.982152767903421
100kb	chr1	30400000	30500000	0.774084588941526	0.750968961136058
100kb	chr1	30500000	30600000	0.545424227394777	0.640193195943435
100kb	chr1	30600000	30700000	0.766687759744147	0.758064738070884
100kb	chr1	30700000	30800000	0.979887465581228	0.966493438585064
100kb	chr1	30800000	30900000	0.931038463511826	0.830201314576386
100kb	chr1	30900000	31000000	0.79485556942758	0.738483696225524
100kb	chr1	31000000	31100000	0.804415864274598	0.719090713109528
100kb	chr1	31100000	31200000	0.914996322963521	0.887045505625708
100kb	chr1	31200000	31300000	0.758354568931607	0.825940178976869
100kb	chr1	31300000	31400000	0.869054745087308	0.779888724273795
100kb	chr1	31400000	31500000	0.717231619093226	0.696872262254779
100kb	chr1	31500000	31600000	0.893836260710437	0.621818482044978
100kb	chr1	31600000	31700000	0.883903986591643	0.856121311640835
100kb	chr1	31700000	31800000	0.741500059858734	0.659540311076659
100kb	chr1	31800000	31900000	0.719506250962015	0.613195301283845
100kb	chr1	31900000	32000000	0.711224367635238	0.772866336111404
100kb	chr1	32000000	32100000	0.734847189204905	0.771329758688542
100kb	chr1	32100000	32200000	0.885379076807306	0.762151575335868
100kb	chr1	32200000	32300000	NA	0.811620194755455
100kb	chr1	32300000	32400000	0.882005609618443	0.856841438970356
100kb	chr1	32400000	32500000	0.901630722922475	0.797616699615168
100kb	chr1	32500000	32600000	0.516328607343811	0.553057789071494
100kb	chr1	32600000	32700000	0.740439705152982	0.658430305893577
100kb	chr1	32700000	32800000	0.828650100049597	0.880481797291037
100kb	chr1	32800000	32900000	0.812330043953413	0.784718622859685
100kb	chr1	32900000	33000000	0.826593524995297	0.831820454368237
100kb	chr1	33000000	33100000	0.876669631099177	0.460821862515308
100kb	chr1	33100000	33200000	0.681307827812078	0.680295573280983
100kb	chr1	33200000	33300000	0.72844230473226	0.668246054206782
100kb	chr1	33300000	33400000	0.619922696721452	0.668475394120642
100kb	chr1	33400000	33500000	0.633155752424279	0.584381034506483
100kb	chr1	33500000	33600000	0.531088060748063	0.648394391263067
100kb	chr1	33600000	33700000	0.87814472131484	0.814757564777059
100kb	chr1	33700000	33800000	0.848612987634896	0.761876367439237
100kb	chr1	33800000	33900000	0.549340698807956	0.515565299953673
100kb	chr1	33900000	34000000	0.707453267431718	0.520808010384511
100kb	chr1	34000000	34100000	0.810790819380547	0.983583848965906
100kb	chr1	34200000	34300000	0.577016811752835	0.619226941018361
100kb	chr1	34300000	34400000	0.686866138769647	0.730222872528289
100kb	chr1	34400000	34500000	0.654927228882694	0.653655448887013
100kb	chr1	34500000	34600000	0.754797249918763	0.734227147424284
100kb	chr1	34600000	34700000	0.553137452754357	0.606461881412918
100kb	chr1	34700000	34800000	0.554462896136546	0.631047120178702
100kb	chr1	34800000	34900000	0.551521266952849	0.572271887054679
100kb	chr1	34900000	35000000	0.60870345983479	0.697046560589312
100kb	chr1	35000000	35100000	0.581343743052111	0.733227225399854
100kb	chr1	35100000	35200000	0.735458603410238	0.609420366301711
100kb	chr1	35200000	35300000	0.586213678575704	0.696262218083911
100kb	chr1	35300000	35400000	0.643177814643156	0.625662219001271
100kb	chr1	35400000	35500000	0.771378119067572	0.953356848319168
100kb	chr1	35500000	35600000	0.671768911084127	0.739497378644784
100kb	chr1	35600000	35700000	0.954314959552599	0.726672690661737
100kb	chr1	35700000	35800000	0.674565169058166	0.554264117018398
100kb	chr1	35800000	35900000	0.732978741598399	0.640853694895352
100kb	chr1	35900000	36000000	0.541191359819398	0.656242403115354
100kb	chr1	36000000	36100000	0.764289134784765	0.589187999100987
100kb	chr1	36100000	36200000	0.631317234184468	0.689620534178528
100kb	chr1	36200000	36300000	0.449090147252484	0.506841209630442
100kb	chr1	36300000	36400000	0.700582339963401	0.688822431278295
100kb	chr1	36400000	36500000	0.739028749294522	0.917722012503612
100kb	chr1	36500000	36600000	0.527513639239965	0.643775485397928
100kb	chr1	36600000	36700000	0.611700672128064	0.421659778824587
100kb	chr1	36700000	36800000	0.851670058661559	0.761647027525377
100kb	chr1	36800000	36900000	0.738464366951138	0.680754253108703
100kb	chr1	36900000	37000000	0.739139915513674	0.739391882284409
100kb	chr1	37000000	37100000	0.948435976809016	0.958301416861988
100kb	chr1	37100000	37200000	0.949205589095449	0.852222533105217
100kb	chr1	37200000	37300000	0.942373142241453	0.854667296586963
100kb	chr1	37300000	37400000	0.764870619623403	0.789144883197182
100kb	chr1	37400000	37500000	0.720737630620307	0.845475352839457
100kb	chr1	37500000	37600000	0.747473106326213	0.685671300861859
100kb	chr1	37600000	37700000	0.902006977818064	0.9325098501493
100kb	chr1	37700000	37800000	0.763425458774435	0.882211020241541
100kb	chr1	37800000	37900000	0.756404884472645	0.851731745689556
100kb	chr1	37900000	38000000	0.753146859126747	0.801070558717898
100kb	chr1	38000000	38100000	0.783512339450326	0.623350472669562
100kb	chr1	38100000	38200000	0.64782969335226	0.645036854924157
100kb	chr1	38200000	38300000	0.67828068615211	0.656838686891389
100kb	chr1	38300000	38400000	0.538134288792735	0.531921822610163
100kb	chr1	38400000	38500000	0.579270065502557	0.566143924556342
100kb	chr1	38500000	38600000	0.707286518102991	0.748762711164726
100kb	chr1	38600000	38700000	0.702249833250671	0.582014246595449
100kb	chr1	38700000	38800000	0.715008294710198	0.750051601480619
100kb	chr1	38800000	38900000	0.650600297583418	0.674759307760404
100kb	chr1	38900000	39000000	0.743163277522191	0.652935321557493
100kb	chr1	39000000	39100000	0.667108481127397	0.719494351357921
100kb	chr1	39100000	39200000	0.56085495373775	0.680245118499933
100kb	chr1	39200000	39300000	0.734197294385251	0.695597132333717
100kb	chr1	39300000	39400000	0.806126113800003	0.656857034084498
100kb	chr1	39400000	39500000	0.694399787929059	0.605241793071182
100kb	chr1	39500000	39600000	0.705358211763096	0.788085332795149
100kb	chr1	39600000	39700000	0.636627558960852	0.633459776072508
100kb	chr1	39700000	39800000	0.640236185459458	0.769751900081187
100kb	chr1	39800000	39900000	0.773956320227121	0.70415609791897
100kb	chr1	39900000	40000000	0.689794941081904	0.582431645238674
100kb	chr1	40000000	40100000	0.840980999127773	0.867010370750905
100kb	chr1	40100000	40200000	0.864424244497272	0.790062242852621
100kb	chr1	40200000	40300000	0.699008910400027	0.742010944100689
100kb	chr1	40300000	40400000	0.570629029775444	0.573900200443085
100kb	chr1	40400000	40500000	0.924710540267825	0.855740607383828
100kb	chr1	40500000	40600000	0.726659369602025	0.678644325901191
100kb	chr1	40600000	40700000	0.568281712301825	0.553108243852544
100kb	chr1	40700000	40800000	0.512595987754614	0.636152226661224
100kb	chr1	40800000	40900000	0.551640984419627	0.546526188324764
100kb	chr1	40900000	41000000	NA	0.859410046005587
100kb	chr1	41000000	41100000	0.868973508234852	NA
100kb	chr1	41100000	41200000	0.672910502642335	0.737093896347533
100kb	chr1	41200000	41300000	0.830629713875254	0.939660668663453
100kb	chr1	41300000	41400000	0.728835662123104	0.829852717907319
100kb	chr1	41400000	41500000	0.777192967453951	0.545874862969402
100kb	chr1	41500000	41600000	0.745737203057926	0.823174339615718
100kb	chr1	41600000	41700000	0.607630278257598	0.452313351711105
100kb	chr1	41700000	41800000	0.61768226984317	0.643766311801373
100kb	chr1	41800000	41900000	NA	0.995940683524679
100kb	chr1	41900000	42000000	0.783191667664312	0.824788892609292
100kb	chr1	42000000	42100000	0.628739033024919	0.563318456817587
100kb	chr1	42100000	42200000	0.878324297515007	0.817619726902031
100kb	chr1	42200000	42300000	0.710574472815584	0.788424755867662
100kb	chr1	42300000	42400000	0.764520018470695	0.766197131416358
100kb	chr1	42400000	42500000	0.536975594739273	0.492021264396813
100kb	chr1	42500000	42600000	0.804860529151203	0.739304733117143
100kb	chr1	42600000	42700000	0.515883942467206	0.653164661471353
100kb	chr1	42700000	42800000	0.671020676916762	0.554043950701092
100kb	chr1	42800000	42900000	0.608716286706231	0.571758165647633
100kb	chr1	42900000	43000000	0.744313420328026	0.617387634909204
100kb	chr1	43000000	43100000	0.672367498418019	0.716026731860359
100kb	chr1	43100000	43200000	0.717193138478904	0.808547039909732
100kb	chr1	43200000	43300000	0.788164218159429	0.725530577890715
100kb	chr1	43300000	43400000	0.868037146619692	0.52300508675929
100kb	chr1	43400000	43500000	0.90316994749534	NA
100kb	chr1	43500000	43600000	NA	0.974139631313155
100kb	chr1	43600000	43700000	NA	0.813519129242215
100kb	chr1	43700000	43800000	0.892121735561219	0.741593545457464
100kb	chr1	43800000	43900000	0.792315848882352	0.609025901649871
100kb	chr1	43900000	44000000	0.643374493338578	0.869647779760294
100kb	chr1	44000000	44100000	0.805929435104582	0.79964406445369
100kb	chr1	44100000	44200000	0.912858511056763	0.86644619456281
100kb	chr1	44200000	44300000	0.652943339433223	0.714834164308288
100kb	chr1	44300000	44400000	0.901109096817226	0.936835200924699
100kb	chr1	44400000	44500000	0.649185066101144	0.701381084961264
100kb	chr1	44500000	44600000	0.71025380102957	0.760293922033603
100kb	chr1	44600000	44700000	0.577931795248927	0.620667195677401
100kb	chr1	44700000	44800000	0.894148381248824	0.929422934908746
100kb	chr1	44800000	44900000	0.775008123685246	0.609837764944936
100kb	chr1	44900000	45000000	0.38885088334388	0.473907998000156
100kb	chr1	45000000	45100000	0.730879410305963	0.730722833540504
100kb	chr1	45100000	45200000	0.807909048930239	0.763279927712059
100kb	chr1	45200000	45300000	0.696768483521746	0.71358655517689
100kb	chr1	45300000	45400000	0.633040310581314	0.690281033130444
100kb	chr1	45400000	45500000	0.685737374082879	0.657884476898591
100kb	chr1	45500000	45600000	0.683052282327992	0.750418545342795
100kb	chr1	45600000	45700000	0.499268868327889	0.583670080773518
100kb	chr1	45700000	45800000	0.608588017991825	0.48875087722517
100kb	chr1	45800000	45900000	0.691603529955021	0.484595237986029
100kb	chr1	45900000	46000000	0.782815412768723	0.710160216863822
100kb	chr1	46000000	46100000	0.716402148073404	0.777604498731751
100kb	chr1	46100000	46200000	0.4738673872518	0.523972901195778
100kb	chr1	46200000	46300000	0.601960801080878	0.539939545998707
100kb	chr1	46300000	46400000	0.632253595799627	0.562419444355257
100kb	chr1	46400000	46500000	0.469762788390826	0.605599563336804
100kb	chr1	46500000	46600000	0.738177900155633	0.781957370296812
100kb	chr1	46600000	46700000	0.649792204682663	0.634647756826303
100kb	chr1	46700000	46800000	0.816084041661678	0.724250861171377
100kb	chr1	46800000	46900000	0.718150878213131	0.76460551241417
100kb	chr1	46900000	47000000	0.565883087342443	0.61677300394006
