chrom	start	end	layer	abs_res
chr1	189100000	189200000	2	0.0675874750862304
chr1	190600000	190700000	2	0.0227700269027749
chr1	190800000	190900000	2	0.0620465398539115
chr1	194900000	195000000	2	0.0053685926946533
chr1	197000000	197100000	2	0.165731850285441
chr1	197400000	197500000	2	0.0356298705575239
chr1	198300000	198400000	2	0.00480864256405518
chr1	214200000	214300000	2	0.0267971398827133
chr1	217900000	218000000	2	0.0551088624674057
chr1	218800000	218900000	2	0.0678300015084696
chr1	219000000	219100000	2	0.107718539314973
chr1	219200000	219300000	2	0.0831703414617964
chr1	220000000	220100000	2	0.0936222057606684
chr1	220300000	220400000	2	0.091062862029356
chr1	220400000	220500000	2	0.0542184542694938
chr1	221500000	221600000	2	0.0500841551921981
chr1	232900000	233000000	2	0.134379948768483
chr1	239400000	239500000	2	0.0203243457313409
chr1	239600000	239700000	2	0.0196464060763912
chr1	239700000	239800000	2	0.0267649408421968
chr1	239800000	239900000	2	0.00968401814156065
chr1	240000000	240100000	2	0.0734258763831019
chr1	240800000	240900000	2	0.0353192612206354
chr1	242900000	243000000	2	0.080767843193615
chr1	247100000	247200000	2	0.118765188110013
chr10	52500000	52600000	2	0.0709043959051684
chr10	54600000	54700000	2	0.0191068853020993
chr10	56700000	56800000	2	0.0846903011084545
chr10	59600000	59700000	2	0.0815473277345022
chr10	65600000	65700000	2	0.0663260748216083
chr10	65900000	66000000	2	0.0381994349261653
chr10	91400000	91500000	2	0.0861544914277358
chr10	93100000	93200000	2	0.0423280248757135
chr10	108800000	108900000	2	0.195753005237995
chr10	110700000	110800000	2	0.12538214810293
chr10	117500000	117600000	2	0.0232878813292604
chr11	22200000	22300000	2	0.0565171612767363
chr11	24300000	24400000	2	0.0811299559195342
chr11	27000000	27100000	2	0.167413203185512
chr11	28700000	28800000	2	0.132976612508442
chr11	39400000	39500000	2	0.17594704451519
chr11	41100000	41200000	2	0.010310839943047
chr11	79700000	79800000	2	0.0701309528126335
chr11	81000000	81100000	2	0.14033070258124
chr11	81700000	81800000	2	0.0682910959390427
chr11	88300000	88400000	2	0.117166844622334
chr11	94200000	94300000	2	0.0608767930536248
chr11	97400000	97500000	2	0.05869962071291
chr11	98700000	98800000	2	0.0412799236398289
chr11	100300000	100400000	2	0.186806960936309
chr11	103600000	103700000	2	0.0358562225154412
chr11	105400000	105500000	2	0.0832522818521281
chr11	128000000	128100000	2	0.0417387343166227
chr11	128300000	128400000	2	0.0271796711569072
chr12	22500000	22600000	2	0.0427109853474664
chr12	63600000	63700000	2	0.271212744908935
chr12	64100000	64200000	2	0.0766870632120911
chr12	72300000	72400000	2	0.0140390315591435
chr12	72500000	72600000	2	0.0128336939623128
chr12	78200000	78300000	2	0.00405656617338977
chr12	82100000	82200000	2	0.138548296772956
chr12	84100000	84200000	2	0.0874321149058619
chr12	84300000	84400000	2	0.0748962415834482
chr12	86100000	86200000	2	0.0766462932434018
chr12	86800000	86900000	2	0.0727015176900846
chr12	87500000	87600000	2	0.102345732469777
chr12	87600000	87700000	2	0.0712110945177492
chr12	88200000	88300000	2	0.0845874606170754
chr12	88700000	88800000	2	0.196604108439732
chr12	92000000	92100000	2	0.0204547862870971
chr12	101000000	101100000	2	0.0059235097681543
chr13	55900000	56000000	2	0.0646903155977501
chr13	57000000	57100000	2	0.062630346279467
chr13	61300000	61400000	2	0.0162698038571082
chr13	66600000	66700000	2	0.0763688199339989
chr13	66800000	66900000	2	0.0157412435509646
chr13	67100000	67200000	2	0.113013183670596
chr13	68400000	68500000	2	0.0137161683102699
chr13	69100000	69200000	2	0.00477083012569485
chr13	71500000	71600000	2	0.116599904268379
chr13	72600000	72700000	2	0.138532334858852
chr13	72800000	72900000	2	0.0540863854168545
chr13	72900000	73000000	2	0.0273553055350239
chr13	75400000	75500000	2	0.114286012043231
chr13	76400000	76500000	2	0.0588176646338253
chr13	79500000	79600000	2	0.092168374419328
chr13	79600000	79700000	2	0.205889946288665
chr13	79800000	79900000	2	0.0872636469370953
chr13	80200000	80300000	2	0.0782859947191852
chr13	80700000	80800000	2	0.00334513328236134
chr13	81900000	82000000	2	0.0612243929060027
chr13	86300000	86400000	2	0.0795130043724217
chr13	87300000	87400000	2	0.137761322782193
chr13	87600000	87700000	2	0.0483388453392495
chr13	90500000	90600000	2	0.015349962522153
chr13	90800000	90900000	2	0.139924548377659
chr13	91800000	91900000	2	0.0420157653997934
chr13	92200000	92300000	2	0.058059997883489
chr13	92400000	92500000	2	0.0635336217143996
chr13	93800000	93900000	2	0.048142124630042
chr13	94800000	94900000	2	0.0706899141857279
chr13	100900000	101000000	2	0.029584947187878
chr13	101900000	102000000	2	0.149801441583425
chr13	102100000	102200000	2	0.0800120226036537
chr13	102600000	102700000	2	0.0219599847549374
chr13	104900000	105000000	2	0.0628498521467622
chr13	105400000	105500000	2	0.0919037595925075
chr13	105900000	106000000	2	0.00215744982373241
chr13	107300000	107400000	2	0.143421812169167
chr13	108200000	108300000	2	0.0748228648724948
chr13	108500000	108600000	2	0.00263988295106558
chr13	108900000	109000000	2	0.0086604720444633
chr14	83400000	83500000	2	0.0559394341326721
chr14	83500000	83600000	2	0.192389775286617
chr14	84700000	84800000	2	0.110865268293174
chr14	85300000	85400000	2	0.0524399280755305
chr14	85900000	86000000	2	0.0435930921086726
chr15	95800000	95900000	2	0.00318983807219814
chr15	95900000	96000000	2	0.0294891929125744
chr15	97900000	98000000	2	0.0777412148055705
chr16	76100000	76200000	2	0.218439780925195
chr18	38000000	38100000	2	0.110002604304618
chr18	61800000	61900000	2	0.0308227213591995
chr18	63200000	63300000	2	0.124684076158376
chr18	63300000	63400000	2	0.00123874543940857
chr18	69300000	69400000	2	0.0195599096792227
chr18	69700000	69800000	2	0.0308207745955842
chr18	70900000	71000000	2	0.126136140110495
chr2	900000	1000000	2	0.0327769090399099
chr2	12500000	12600000	2	0.0957030726007626
chr2	12600000	12700000	2	0.0354858602659112
chr2	12700000	12800000	2	0.166126442614191
chr2	12800000	12900000	2	0.0250042320027929
chr2	13100000	13200000	2	0.100087121593458
chr2	14200000	14300000	2	0.118590254607012
chr2	14300000	14400000	2	0.0301096575330152
chr2	15100000	15200000	2	0.0665584193951727
chr2	15700000	15800000	2	0.0493432140702838
chr2	22100000	22200000	2	0.0937073677637403
chr2	34900000	35000000	2	0.00232742500488395
chr2	40400000	40500000	2	0.0163123673213374
chr2	50300000	50400000	2	0.11137475964766
chr2	50800000	50900000	2	0.0113815439412714
chr2	52500000	52600000	2	0.100364917395436
chr2	57700000	57800000	2	0.107382580609735
chr2	82300000	82400000	2	0.0426515998790158
chr2	138500000	138600000	2	0.0557659859754201
chr2	138700000	138800000	2	0.121756945313901
chr2	139000000	139100000	2	0.0293149385483709
chr2	139700000	139800000	2	0.125204040051435
chr2	141200000	141300000	2	0.0389712143131105
chr2	143700000	143800000	2	0.0590599821363655
chr2	143900000	144000000	2	0.0343652424459204
chr2	147000000	147100000	2	0.0299434676929522
chr2	147200000	147300000	2	0.113697566037628
chr2	148100000	148200000	2	0.0882065985977157
chr2	149400000	149500000	2	0.067476617852133
chr2	149700000	149800000	2	0.186861941695929
chr2	151100000	151200000	2	0.0873438474176741
chr2	156000000	156100000	2	0.207417264735497
chr2	156100000	156200000	2	0.218676871879557
chr2	159000000	159100000	2	0.0294655905602126
chr2	161700000	161800000	2	0.0507528281900871
chr2	162100000	162200000	2	0.0919017349887676
chr2	164300000	164400000	2	0.0435995601753491
chr2	164600000	164700000	2	0.00519811669781598
chr2	164700000	164800000	2	0.142837685842514
chr2	165200000	165300000	2	0.170148184495585
chr2	166700000	166800000	2	0.0893300061823722
chr2	166800000	166900000	2	0.0746257740217869
chr2	167300000	167400000	2	0.0358354328211774
chr2	181100000	181200000	2	0.0494536963730686
chr2	182500000	182600000	2	0.0192412162211725
chr2	182700000	182800000	2	0.121814560754859
chr2	183300000	183400000	2	0.13636792978557
chr2	184100000	184200000	2	0.064126951928012
chr2	184200000	184300000	2	0.00938051157192937
chr2	185400000	185500000	2	0.0292691473084408
chr2	186400000	186500000	2	0.00468262640991842
chr2	186500000	186600000	2	0.0858002933723806
chr2	186600000	186700000	2	0.0600007536433138
chr2	186900000	187000000	2	0.100038069868609
chr2	187600000	187700000	2	0.0737082335419207
chr2	188000000	188100000	2	0.00828492586970577
chr2	188900000	189000000	2	0.067297674168635
chr2	189300000	189400000	2	0.0941421650432067
chr2	189500000	189600000	2	0.00312585770024558
chr2	190100000	190200000	2	0.169255114650266
chr2	190300000	190400000	2	0.0997209411366268
chr2	190900000	191000000	2	0.0037883683100377
chr2	192100000	192200000	2	0.057379355058437
chr2	192900000	193000000	2	0.108219983342394
chr2	193000000	193100000	2	0.0973800466945446
chr2	193500000	193600000	2	0.03387001146681
chr2	194300000	194400000	2	0.0772380504776612
chr2	195000000	195100000	2	0.0997537307757941
chr2	195400000	195500000	2	0.00655388304400393
chr2	195700000	195800000	2	0.188952131751252
chr2	195800000	195900000	2	0.0277605094946857
chr2	195900000	196000000	2	0.0847811125394997
chr2	196100000	196200000	2	0.0985713104801522
chr2	196700000	196800000	2	0.0696452581246111
chr2	197300000	197400000	2	0.0855289968305886
chr2	198100000	198200000	2	0.114492528778244
chr2	198700000	198800000	2	0.032816291841658
chr2	198800000	198900000	2	0.0481097202168213
chr2	199500000	199600000	2	0.11443418338347
chr2	200400000	200500000	2	0.106144796585898
chr2	209300000	209400000	2	0.070399242369983
chr2	210200000	210300000	2	0.0149963378806141
chr2	210500000	210600000	2	0.0559376392762271
chr2	211300000	211400000	2	0.0755735456046077
chr2	211400000	211500000	2	0.0485259509005114
chr2	211900000	212000000	2	0.0773356271846444
chr2	212100000	212200000	2	0.0396048920577355
chr2	212200000	212300000	2	0.121649622858245
chr2	212500000	212600000	2	0.00338488574894068
chr2	212600000	212700000	2	0.00840193185406126
chr2	212900000	213000000	2	0.136719536224656
chr2	213400000	213500000	2	0.0656137890770125
chr2	213700000	213800000	2	0.000114824678594289
chr2	213800000	213900000	2	0.0724519902609427
chr2	214100000	214200000	2	0.00350484680464325
chr2	214200000	214300000	2	0.132623451792725
chr2	214900000	215000000	2	0.153434585387679
chr2	215200000	215300000	2	0.16321276026627
chr2	215300000	215400000	2	0.0535810965868967
chr2	215700000	215800000	2	0.0581742156678604
chr2	216700000	216800000	2	0.0481352417330779
chr2	221900000	222000000	2	0.0347331861358114
chr2	222200000	222300000	2	0.0190509880245123
chr2	222900000	223000000	2	0.0872659281829191
chr2	224400000	224500000	2	0.000347847902045357
chr2	225400000	225500000	2	0.000843330937204209
chr2	226000000	226100000	2	0.102609544206767
chr2	226300000	226400000	2	0.0507152108074894
chr2	226500000	226600000	2	0.118747641836089
chr2	227200000	227300000	2	0.0822911628893919
chr2	227300000	227400000	2	0.104278125182089
chr2	227700000	227800000	2	0.0743191100417013
chr2	229200000	229300000	2	0.162929873856781
chr2	229500000	229600000	2	0.0127103426194977
chr2	229800000	229900000	2	0.0409548253741151
chr2	229900000	230000000	2	0.0644530996187637
chr2	230300000	230400000	2	0.150211908229404
chr3	400000	500000	2	0.0336925634949756
chr3	500000	600000	2	0.0634331375504437
chr3	1000000	1100000	2	0.214231124249645
chr3	1500000	1600000	2	0.00712111061214446
chr3	1700000	1800000	2	0.0485736691867813
chr3	1900000	2000000	2	0.115087058221497
chr3	2100000	2200000	2	0.0499746714036666
chr3	2200000	2300000	2	0.0741034760142911
chr3	2300000	2400000	2	0.068367947262058
chr3	2400000	2500000	2	0.124554672559176
chr3	2900000	3000000	2	0.0456530535567531
chr3	3100000	3200000	2	0.0728639111181983
chr3	3400000	3500000	2	0.0842549355858853
chr3	4000000	4100000	2	0.00467915281241003
chr3	6100000	6200000	2	0.147635580208543
chr3	6200000	6300000	2	0.165187424487787
chr3	7100000	7200000	2	0.176670680419661
chr3	7200000	7300000	2	0.0253364381841704
chr3	7400000	7500000	2	0.101152841713641
chr3	16800000	16900000	2	0.0349046870160495
chr3	18700000	18800000	2	0.0498447021895716
chr3	18800000	18900000	2	0.0349686964321514
chr3	18900000	19000000	2	0.0974055195105924
chr3	19300000	19400000	2	0.0475783488640553
chr3	19400000	19500000	2	0.0867773462563549
chr3	20000000	20100000	2	0.0843065111309289
chr3	20700000	20800000	2	0.167735559408945
chr3	21700000	21800000	2	0.0404008456461776
chr3	25500000	25600000	2	0.0113765839712161
chr3	26100000	26200000	2	0.093907715517822
chr3	26500000	26600000	2	0.0674483081236496
chr3	28000000	28100000	2	0.13605253735731
chr3	29000000	29100000	2	0.16744821697445
chr3	34100000	34200000	2	0.122377621578016
chr3	34600000	34700000	2	0.000480205091433725
chr3	35900000	36000000	2	0.014834934261287
chr3	36200000	36300000	2	0.181206941600961
chr3	36600000	36700000	2	0.0721321194621938
chr3	76800000	76900000	2	0.0829826406913626
chr3	77700000	77800000	2	0.0328664628901871
chr3	79100000	79200000	2	0.0261445009304544
chr3	79500000	79600000	2	0.0685683639470212
chr3	79700000	79800000	2	0.109935852821749
chr3	81900000	82000000	2	0.0724933923041832
chr3	83600000	83700000	2	0.130980216064141
chr3	85100000	85200000	2	0.0549039840243523
chr3	85600000	85700000	2	0.0656571089599724
chr3	88100000	88200000	2	0.140175465864765
chr3	98200000	98300000	2	0.035667842068325
chr3	99500000	99600000	2	0.0458549401466043
chr3	116600000	116700000	2	0.0444637935840194
chr3	117400000	117500000	2	0.174886249636799
chr3	133100000	133200000	2	0.019040373431284
chr3	142200000	142300000	2	0.0373010411077649
chr3	146500000	146600000	2	0.0767595218159086
chr3	147500000	147600000	2	0.182938959629852
chr3	148400000	148500000	2	0.124361816298499
chr3	148500000	148600000	2	0.0518296943625671
chr3	154800000	154900000	2	0.0952977816044197
chr3	159000000	159100000	2	0.0692030309992779
chr3	161000000	161100000	2	0.123288333594212
chr3	161800000	161900000	2	0.0646730560246119
chr3	162100000	162200000	2	0.0169152981953713
chr3	162500000	162600000	2	0.0379193051055188
chr3	162600000	162700000	2	0.0662207753337303
chr3	163300000	163400000	2	0.0118843385330694
chr3	163900000	164000000	2	0.114800659366806
chr3	164400000	164500000	2	0.0392871750089606
chr3	164500000	164600000	2	0.00597010760818128
chr3	166000000	166100000	2	0.166381880949996
chr3	167300000	167400000	2	0.0746376915405305
chr3	167800000	167900000	2	0.0510335200195964
chr3	168800000	168900000	2	0.00847398808382862
chr3	172900000	173000000	2	0.0703388055777044
chr3	173000000	173100000	2	0.005365741690018
chr3	173500000	173600000	2	0.141452427723035
chr3	173900000	174000000	2	0.0910042377082313
chr3	174000000	174100000	2	0.130472437677826
chr3	174100000	174200000	2	0.0648479848702971
chr3	174800000	174900000	2	0.0766447757486259
chr3	175600000	175700000	2	0.145051808333138
chr3	176200000	176300000	2	0.0696694897685122
chr3	176700000	176800000	2	0.0495418670087886
chr3	178400000	178500000	2	0.167166750047976
chr3	178500000	178600000	2	0.0833475737662927
chr3	179700000	179800000	2	0.138423715245317
chr3	180900000	181000000	2	0.00247179145380686
chr3	188100000	188200000	2	0.00362521189484441
chr3	188700000	188800000	2	0.008507281034394
chr3	189200000	189300000	2	0.0992399264655119
chr3	190400000	190500000	2	0.0208870980828423
chr3	190500000	190600000	2	0.0118699226444923
chr3	192100000	192200000	2	0.0225723818298841
chr3	192500000	192600000	2	0.0362383622948975
chr3	192800000	192900000	2	0.0607584183522995
chr4	18400000	18500000	2	0.135845430632811
chr4	19100000	19200000	2	0.155232513475313
chr4	19200000	19300000	2	0.163106683640077
chr4	19300000	19400000	2	0.114007307342916
chr4	22000000	22100000	2	0.129586838115234
chr4	22800000	22900000	2	0.000805744556582841
chr4	28900000	29000000	2	0.165928846290481
chr4	34600000	34700000	2	0.183903344297195
chr4	35100000	35200000	2	0.0219627599730414
chr4	44700000	44800000	2	0.0625835254275407
chr4	59400000	59500000	2	0.0224942070043283
chr4	63500000	63600000	2	0.109574939767588
chr4	64400000	64500000	2	0.00493087239710024
chr4	68000000	68100000	2	0.0123840991153184
chr4	69000000	69100000	2	0.168662475972652
chr4	69600000	69700000	2	0.190970774179173
chr4	74500000	74600000	2	0.0858698055880092
chr4	76200000	76300000	2	0.0637233401861303
chr4	76800000	76900000	2	0.182444595488498
chr4	80600000	80700000	2	0.192918696957514
chr4	81600000	81700000	2	0.00437709478218586
chr4	87700000	87800000	2	0.0499007274540993
chr4	92200000	92300000	2	0.111747240786406
chr4	92600000	92700000	2	0.0829018792532048
chr4	93200000	93300000	2	0.030077546627257
chr4	96500000	96600000	2	0.0449040439115208
chr4	98200000	98300000	2	0.115224642818814
chr4	101000000	101100000	2	0.03600828685727
chr4	103100000	103200000	2	0.112432088177335
chr4	103400000	103500000	2	0.0896916528331106
chr4	105200000	105300000	2	0.181866219252095
chr4	105300000	105400000	2	0.0199387028213143
chr4	105500000	105600000	2	0.0430056377984037
chr4	109700000	109800000	2	0.127184397397467
chr4	110800000	110900000	2	0.0848374288157783
chr4	113000000	113100000	2	0.0297561551453318
chr4	114000000	114100000	2	0.126636228415071
chr4	114400000	114500000	2	0.0410014491289284
chr4	114600000	114700000	2	0.133709234637979
chr4	114700000	114800000	2	0.0220962157420374
chr4	114800000	114900000	2	0.0233230175268578
chr4	117400000	117500000	2	0.0980573885855729
chr4	117600000	117700000	2	0.0440382899499908
chr4	118400000	118500000	2	0.171720501971829
chr4	118900000	119000000	2	0.0636266998814376
chr4	119300000	119400000	2	0.0697696753010854
chr4	120400000	120500000	2	0.015077295818963
chr4	120900000	121000000	2	0.0528782705115955
chr4	121500000	121600000	2	0.0175578606552777
chr4	122500000	122600000	2	0.102694772991361
chr4	127100000	127200000	2	0.101288328212608
chr4	130000000	130100000	2	0.0514983228944061
chr4	130100000	130200000	2	0.119519415001036
chr4	130900000	131000000	2	0.0216457650201233
chr4	132300000	132400000	2	0.118118385830325
chr4	132500000	132600000	2	0.129393843000547
chr4	132900000	133000000	2	0.0131295046335954
chr4	133000000	133100000	2	0.242131021301598
chr4	133100000	133200000	2	0.0196108490057982
chr4	133500000	133600000	2	0.0274481058860309
chr4	133900000	134000000	2	0.245039329338087
chr4	135000000	135100000	2	0.131857073491747
chr4	135300000	135400000	2	0.164943362931577
chr4	135600000	135700000	2	0.0980926387614351
chr4	136500000	136600000	2	0.190841035680133
chr4	137400000	137500000	2	0.00646856020003238
chr4	137500000	137600000	2	0.0641887419474254
chr4	142400000	142500000	2	0.0466914650664271
chr4	143100000	143200000	2	0.065920409527604
chr4	143700000	143800000	2	0.0195439011062607
chr4	143800000	143900000	2	0.0937472341718548
chr4	144200000	144300000	2	0.0540141814483211
chr4	145100000	145200000	2	0.168880184917664
chr4	145600000	145700000	2	0.198970623424386
chr4	146300000	146400000	2	0.0238832221501794
chr4	146800000	146900000	2	0.121302407669442
chr4	147200000	147300000	2	0.124231870383225
chr4	147900000	148000000	2	0.00021826959800924
chr4	149800000	149900000	2	0.0749562287926897
chr4	150600000	150700000	2	0.127018648685559
chr4	151100000	151200000	2	0.0339554031336535
chr4	156700000	156800000	2	0.125635331166734
chr4	158800000	158900000	2	0.0725680568216548
chr4	160400000	160500000	2	0.0793234361718986
chr4	162000000	162100000	2	0.109314600051183
chr4	162100000	162200000	2	0.0365510432652214
chr4	162500000	162600000	2	0.00959498956508388
chr4	164300000	164400000	2	0.145658714133766
chr4	164600000	164700000	2	0.0662240637402355
chr4	164800000	164900000	2	0.0935931603575269
chr4	165000000	165100000	2	0.00917190903999995
chr4	165300000	165400000	2	0.0533723629753933
chr4	165400000	165500000	2	0.0672673067073823
chr4	166400000	166500000	2	0.0470464948726827
chr4	168700000	168800000	2	0.0101249189935853
chr4	169200000	169300000	2	0.0323574599073934
chr4	170800000	170900000	2	0.127011439677744
chr4	171200000	171300000	2	0.132157448123592
chr4	173100000	173200000	2	0.0628062420405067
chr4	173200000	173300000	2	0.0753753623595602
chr4	173700000	173800000	2	0.0370938452929911
chr4	174300000	174400000	2	0.0419439066134905
chr4	174500000	174600000	2	0.177013267516896
chr4	174600000	174700000	2	0.0972757742516704
chr4	174800000	174900000	2	0.0078392852887568
chr4	175300000	175400000	2	0.131587674546757
chr4	175900000	176000000	2	0.00242742483305465
chr4	176500000	176600000	2	0.0753665586504964
chr4	176900000	177000000	2	0.114733430904957
chr4	177000000	177100000	2	0.1508176629872
chr4	177200000	177300000	2	0.169243019334053
chr4	177600000	177700000	2	0.0719665926396213
chr4	178500000	178600000	2	0.139388049623284
chr4	178700000	178800000	2	0.0154682626552773
chr4	179000000	179100000	2	0.120293054043634
chr4	179200000	179300000	2	0.0580719381998985
chr4	180200000	180300000	2	0.0059213151046509
chr4	180300000	180400000	2	0.0100732968976936
chr4	180500000	180600000	2	0.0965917397663582
chr4	181900000	182000000	2	0.063945498003121
chr4	187600000	187700000	2	0.0400892574510956
chr5	25600000	25700000	2	0.0526960756333225
chr5	26600000	26700000	2	0.116914524240126
chr5	26700000	26800000	2	0.106313645624451
chr5	28400000	28500000	2	0.0498531512937634
chr5	44000000	44100000	2	0.145498753870889
chr5	57200000	57300000	2	0.177901460820631
chr5	84800000	84900000	2	0.112817334493191
chr5	86200000	86300000	2	0.125502940801523
chr5	93500000	93600000	2	0.0949539295818559
chr5	97200000	97300000	2	0.0612399525050934
chr5	97900000	98000000	2	0.099160450768035
chr5	99400000	99500000	2	0.0441508585753334
chr5	100100000	100200000	2	0.0570436845351452
chr5	100900000	101000000	2	0.0335160803359285
chr5	102600000	102700000	2	0.0284747356851318
chr5	103600000	103700000	2	0.035204499567752
chr5	104200000	104300000	2	0.0946678157797466
chr5	104500000	104600000	2	0.0319559307617847
chr5	105200000	105300000	2	0.0940276838935986
chr5	106400000	106500000	2	0.0767912719783206
chr5	110400000	110500000	2	0.109110117725632
chr5	112700000	112800000	2	0.0200514109688694
chr5	113300000	113400000	2	0.0978694135338602
chr5	113500000	113600000	2	0.112096027294113
chr5	113900000	114000000	2	0.0831201175446555
chr5	119600000	119700000	2	0.00263622178709451
chr5	119800000	119900000	2	0.120637292318941
chr5	119900000	120000000	2	0.0621343723646604
chr5	127300000	127400000	2	0.0578858902312552
chr5	127900000	128000000	2	0.119320558826944
chr5	142400000	142500000	2	0.0102273582212339
chr5	144400000	144500000	2	0.0355807104082052
chr5	146700000	146800000	2	0.0614963852112337
chr5	147200000	147300000	2	0.109863112783625
chr5	147600000	147700000	2	0.132653734224096
chr5	147700000	147800000	2	0.153691825828723
chr5	151400000	151500000	2	0.0576626686586862
chr5	151600000	151700000	2	0.190132123551216
chr5	154800000	154900000	2	0.0384026776687385
chr5	155100000	155200000	2	0.00543523105900869
chr5	155500000	155600000	2	0.0466294066413812
chr5	155700000	155800000	2	0.0374994415603462
chr5	155800000	155900000	2	0.0404619216782777
chr5	157900000	158000000	2	0.0514151761091627
chr5	159500000	159600000	2	0.0105562920338891
chr5	159900000	160000000	2	0.0232178989067759
chr5	160100000	160200000	2	0.0268223379163276
chr5	160900000	161000000	2	0.0529595882500169
chr5	161400000	161500000	2	0.102718441169727
chr5	163000000	163100000	2	0.0909414762241583
chr5	163900000	164000000	2	0.0836969104480331
chr5	165000000	165100000	2	0.0116071529634936
chr5	166400000	166500000	2	0.0768395647052044
chr5	166700000	166800000	2	0.121530249546901
chr5	166900000	167000000	2	0.0327967997351479
chr5	167300000	167400000	2	0.0231226215024431
chr6	4100000	4200000	2	0.00879084194985224
chr6	10800000	10900000	2	0.00702808525468144
chr6	11400000	11500000	2	0.0805939123610268
chr6	11900000	12000000	2	0.0756562708954476
chr6	19200000	19300000	2	0.0163521803596847
chr6	47700000	47800000	2	0.064262064738483
chr6	50300000	50400000	2	0.101505302509759
chr6	51800000	51900000	2	0.082884528941586
chr6	65400000	65500000	2	0.142164943131401
chr6	66500000	66600000	2	0.0527467516659421
chr6	67000000	67100000	2	0.0385641662466674
chr6	68700000	68800000	2	0.0140468066239711
chr6	71700000	71800000	2	0.15541434126799
chr6	73800000	73900000	2	0.139913444828061
chr6	91900000	92000000	2	0.0411747620749316
chr6	92100000	92200000	2	0.148062190208858
chr6	93600000	93700000	2	0.149829617581818
chr6	95500000	95600000	2	0.0740494425240315
chr6	97000000	97100000	2	0.198347437898881
chr6	97500000	97600000	2	0.0336641189361452
chr6	98000000	98100000	2	0.103492640143108
chr6	99200000	99300000	2	0.147230064205744
chr6	100600000	100700000	2	0.0713159890156114
chr6	101800000	101900000	2	0.00343069087729388
chr6	102000000	102100000	2	0.00776813730136631
chr6	103400000	103500000	2	0.0811045484405794
chr6	104000000	104100000	2	0.0805870361994581
chr6	104900000	105000000	2	0.104023640278604
chr6	105100000	105200000	2	0.0814257422997498
chr6	114900000	115000000	2	0.102265386817424
chr6	115100000	115200000	2	0.0470709364753234
chr6	115300000	115400000	2	0.105162075011037
chr6	115800000	115900000	2	0.0413222853373866
chr6	116100000	116200000	2	0.0802923266402244
chr6	116700000	116800000	2	0.0553229422772211
chr6	120000000	120100000	2	0.160547823097499
chr6	120300000	120400000	2	0.0427268948941134
chr6	122800000	122900000	2	0.0868266883247533
chr6	123600000	123700000	2	0.0901156685176678
chr6	123900000	124000000	2	0.0177631310107012
chr6	124300000	124400000	2	0.00231371624797046
chr6	124800000	124900000	2	0.081568295238479
