chrom	start	end	gpseq_score	damid_sig_over_ctrl
chr1	18100001	18200000	1.90950512540811	-0.940586833655834
chr1	18200001	18300000	1.85892086796972	-1.07802980393171
chr1	18300001	18400000	1.78656611769483	-0.983769981563091
chr1	18400001	18500000	1.73582493213784	-1.14822459518909
chr1	18500001	18600000	1.9637106480079	-1.08647422194481
chr1	18600001	18700000	1.9991878542285	-1.46515683084726
chr1	18700001	18800000	1.89951846200269	-1.51712939739227
chr1	18800001	18900000	1.92283133222605	-1.08520585745573
chr1	18900001	1.9e+07	1.85096713839097	-1.38141606450081
chr1	19000001	19100000	1.88634253578083	-0.99296997487545
chr1	19100001	19200000	1.896903937919	-1.20990682914853
chr1	19200001	19300000	1.86752537517829	-1.52578038275242
chr1	19300001	19400000	1.97723193663513	-1.41589580178261
chr1	19400001	19500000	1.98522545800413	-1.76648710370064
chr1	19500001	19600000	1.89222103018266	-1.69174843430519
chr1	19600001	19700000	1.94333680348395	-1.55315291583538
chr1	19700001	19800000	1.77264788753595	-1.86292924284935
chr1	19800001	19900000	1.67830468436114	-1.61497459709644
chr1	19900001	2e+07	1.69525114796671	-1.83560175597668
chr1	20000001	20100000	1.6781530203075	-1.57378489673138
chr1	20100001	20200000	1.74397476606205	-1.31366969048977
chr1	20200001	20300000	1.64724620560307	-1.26859646439552
chr1	20300001	20400000	1.82072561629089	-0.718743730476126
chr1	20400001	20500000	1.91895587505501	-1.15640238523483
chr1	20500001	20600000	1.82702762069766	-0.87764480933547
chr1	20600001	20700000	1.92842019759313	-1.11787747740746
chr1	20700001	20800000	1.88886606952539	-1.0035729020834
chr1	20800001	20900000	1.80292937752869	-1.71173086464405
chr1	20900001	2.1e+07	1.82943758172191	-1.7286093711853
chr1	21000001	21100000	1.73922609987134	-1.90210679769516
chr1	21100001	21200000	1.57953147538752	-1.69572150707245
chr1	21200001	21300000	1.58948320984002	-1.45366515219212
chr1	21300001	21400000	1.52679323181516	-1.88440621197224
chr1	21400001	21500000	1.82773490657202	-2.00691069364548
chr1	21500001	21600000	1.8799007726458	-1.65581995844841
chr1	21600001	21700000	1.79704434023302	-1.77572824507952
chr1	21700001	21800000	1.81509291055634	-1.19759575426579
chr1	21800001	21900000	1.86213963805801	-1.58493645191193
chr1	21900001	2.2e+07	2.07058821707034	-1.54993596374989
chr1	22000001	22100000	1.68558030018765	-1.92136022746563
chr1	22100001	22200000	2.01510293728959	-1.61969086825848
chr1	22200001	22300000	1.77928277734798	-1.67347283959389
chr1	22300001	22400000	1.82300634467848	-1.76359930336475
chr1	22400001	22500000	1.81879562870114	-1.94442859590054
chr1	22500001	22600000	1.98748770736704	-1.45175035595894
chr1	22600001	22700000	1.76897117491446	-1.47794473469257
chr1	22700001	22800000	1.85879181908897	-1.66386719197035
chr1	22800001	22900000	2.03068167027898	-1.39552707225084
chr1	22900001	2.3e+07	1.87651140467734	-1.40720972418785
chr1	23000001	23100000	1.83639682054958	-1.62304149568081
chr1	23100001	23200000	1.88640825878096	-1.59975614547729
chr1	23200001	23300000	1.86378492988142	-1.43003320991993
chr1	23300001	23400000	1.56842963569463	-1.56467279493809
chr1	23400001	23500000	1.72360327073081	-1.99311229586601
chr1	23500001	23600000	1.70556082928889	-1.91828936934471
chr1	23600001	23700000	1.73921692640914	-2.06102354228497
chr1	23700001	23800000	1.80597642476297	-2.06935623884201
chr1	23800001	23900000	1.83452647392043	-2.38076383769512
chr1	23900001	2.4e+07	1.79778483193255	-1.86155981868505
chr1	24000001	24100000	2.02809527583013	-1.8809089422226
chr1	24100001	24200000	1.90493582754228	-1.5604165583849
chr1	24200001	24300000	1.81647080613857	-1.55774076581001
chr1	24300001	24400000	1.81655205544854	-1.97152035236359
chr1	24400001	24500000	1.92403099692658	-1.74048074483871
chr1	24500001	24600000	1.73710768829416	-1.63270798921585
chr1	24600001	24700000	1.91535237635431	-1.77069390416145
chr1	24700001	24800000	1.64991958142852	-1.91044034957886
chr1	24800001	24900000	1.80879350743869	-1.90845839977264
chr1	24900001	2.5e+07	1.68328788536978	-1.55077830255032
chr1	25000001	25100000	1.71943482423831	-2.0341324865818
chr1	25100001	25200000	1.8269814457329	-1.85876432359219
chr1	25200001	25300000	1.92780532145081	-1.59336229860783
chr1	25300001	25400000	1.75135140154165	-1.23565336763859
chr1	25400001	25500000	1.88364726062389	-1.36022926568985
chr1	25500001	25600000	1.85844797323844	-1.45248015373945
chr1	25600001	25700000	2.07039410213973	-1.0650639872998
chr1	25700001	25800000	1.740963776611	-1.44286165237427
chr1	25800001	25900000	1.78661802284273	-1.6297555655241
chr1	25900001	2.6e+07	1.8599703834985	-1.35855978429317
chr1	26000001	26100000	1.90918650217946	-1.69554759860039
chr1	26100001	26200000	1.67211641623644	-1.93820589482784
chr1	26200001	26300000	1.81407589277725	-1.74840217828751
chr1	26300001	26400000	1.92286765361861	-1.78010162115097
chr1	26400001	26500000	1.80062036486573	-1.93829591870308
chr1	26500001	26600000	1.9155891239193	-1.53518035411835
chr1	26600001	26700000	1.76882389773926	-1.70960356891155
chr1	26700001	26800000	1.79293668451062	-1.57750353515148
chr1	26800001	26900000	1.89168973326892	-1.79159919023514
chr1	26900001	2.7e+07	1.73664189425074	-1.67037722468376
chr1	27000001	27100000	1.68610241767968	-2.16382257342339
chr1	27100001	27200000	1.72614485654579	-1.86327622532845
chr1	27200001	27300000	1.98537256423841	-1.78477677702904
chr1	27300001	27400000	1.8198420347634	-1.59965567011386
chr1	27400001	27500000	1.79161742588363	-1.71228062808514
chr1	27500001	27600000	1.7348395518656	-1.36999202221632
chr1	27600001	27700000	2.07772584184405	-1.31289694011211
chr1	27700001	27800000	1.76366631431604	-1.71533463597298
chr1	27800001	27900000	1.82656164015481	-1.45611949563026
chr1	27900001	2.8e+07	1.79774611039226	-1.69646591544151
chr1	28000001	28100000	1.72061341781652	-1.58420880138874
chr1	28100001	28200000	1.8791733924788	-1.41019151508808
chr1	28200001	28300000	1.70335894589023	-1.7522558182478
chr1	28300001	28400000	1.75986737039794	-1.63937405645847
chr1	28400001	28500000	1.65893824862706	-1.96647246479988
chr1	28500001	28600000	1.70179441693235	-1.72118570134044
chr1	28600001	28700000	1.85197422377689	-1.79104764461517
chr1	28700001	28800000	1.80654485710867	-1.72893817424774
chr1	28800001	28900000	1.81604769386716	-1.94449252486229
chr1	28900001	2.9e+07	1.84366791068212	-2.10523681640625
chr1	29000001	29100000	1.7808179176347	-1.74545824229717
chr1	29100001	29200000	1.85608411448094	-1.77569782435894
chr1	29200001	29300000	1.71433429135224	-2.01112903356552
chr1	29300001	29400000	1.68638734419213	-1.46138497143984
chr1	29400001	29500000	1.65725346574028	-1.9584090590477
chr1	29500001	29600000	1.64914868738201	-1.87515336573124
chr1	29600001	29700000	1.79106426958293	-1.73567560166121
chr1	29700001	29800000	1.76593362173893	-1.02597273811698
chr1	29800001	29900000	1.87953280596055	-0.976379819214344
chr1	29900001	3e+07		0
chr1	30000001	30100000	1.8301883297176	-0.526263885601657
chr1	30100001	30200000	1.78272304955153	-0.945900899171829
chr1	30200001	30300000	1.79996906112674	-0.772182949632406
chr1	30300001	30400000	1.88918247565363	-0.64741225996986
chr1	30400001	30500000	1.80261791475668	-0.535442118858919
chr1	30500001	30600000	1.65635987883635	-1.02120463550091
chr1	30600001	30700000	1.64241481696369	-1.25384310036898
chr1	30700001	30800000	1.90210645385251	-1.16928036957979
chr1	30800001	30900000	1.84843639255529	-0.954042398929596
chr1	30900001	3.1e+07	1.76775793037495	-0.58261594735086
chr1	31000001	31100000	1.75430187307819	-0.671727003715932
chr1	31100001	31200000	1.84075917264782	-1.40769250690937
chr1	31200001	31300000	1.89421358939613	-1.70201621949673
chr1	31300001	31400000	1.7723647427944	-1.80337643027306
chr1	31400001	31500000	1.67890716448674	-2.3007179915905
chr1	31500001	31600000	1.73370592982274	-1.96335408389568
chr1	31600001	31700000	1.79302975336102	-1.87896751761436
chr1	31700001	31800000	1.71570426980895	-1.88989175856113
chr1	31800001	31900000	1.73255675724486	-1.50697051882744
chr1	31900001	3.2e+07	1.7350343874383	-1.09604055732489
chr1	32000001	32100000	1.76161124088713	-1.47552664577961
chr1	32100001	32200000	1.9659789507785	-1.64864037930965
chr1	32200001	32300000	1.91959312674436	-1.52933619320393
chr1	32300001	32400000	1.80225772851392	-1.82001497149467
chr1	32400001	32500000	1.74875482140735	-1.89848206937313
chr1	32500001	32600000	1.62236055344189	-1.96658247709274
chr1	32600001	32700000	1.77726556131864	-1.80894223749638
chr1	32700001	32800000	1.80964580949156	-1.77616125047207
chr1	32800001	32900000	1.82026630341411	-1.69721327722073
chr1	32900001	3.3e+07	1.74131396011029	-1.50224117189646
chr1	33000001	33100000	1.63840870306672	-1.82492689490318
chr1	33100001	33200000	1.59997742545775	-1.99136607646942
chr1	33200001	33300000	1.68490250812263	-2.07883248329163
chr1	33300001	33400000	1.66063891268268	-1.63369632959366
chr1	33400001	33500000	1.59858418303595	-1.86182474792004
chr1	33500001	33600000	1.58837259351266	-1.57514879107475
chr1	33600001	33700000	1.75985984194078	-1.33807227909565
chr1	33700001	33800000	1.74432336845708	-1.78044308722019
chr1	33800001	33900000	1.51656817120159	-1.38913159072399
chr1	33900001	3.4e+07	1.56872803838361	-1.00034333840013
chr1	34000001	34100000	1.78531465344449	-0.329688434116542
chr1	34100001	34200000	1.91429555839414	-0.289874524250627
chr1	34200001	34300000	1.58625709199642	0.324088457075413
chr1	34300001	34400000	1.67425397746256	0.214266725350171
chr1	34400001	34500000	1.66452182692804	-0.00629775654524565
chr1	34500001	34600000	1.68856749661799	0.184381364192814
chr1	34600001	34700000	1.56467747573658	0.0205121738836169
chr1	34700001	34800000	1.59938816732915	0.31672872370109
chr1	34800001	34900000	1.62626787071848	0.152070226706564
chr1	34900001	3.5e+07	1.62449891564888	0.135777188034263
chr1	35000001	35100000	1.62659385143865	-0.0437479329295456
chr1	35100001	35200000	1.67732381268283	-0.304106086026877
chr1	35200001	35300000	1.62046000754093	-1.0221311211586
chr1	35300001	35400000	1.6102375684557	-1.39249674081802
chr1	35400001	35500000	1.71698650996923	-0.958211176097393
chr1	35500001	35600000	1.61938680713774	-1.3289910107851
chr1	35600001	35700000	1.71754266385398	-1.78550846576691
chr1	35700001	35800000	1.56038406775546	-1.50195319056511
chr1	35800001	35900000	1.59904942290748	-1.3908440336585
chr1	35900001	3.6e+07	1.64780201867467	-1.52240787744522
chr1	36000001	36100000	1.64853029331568	-1.76373327970505
chr1	36100001	36200000	1.63616441739196	-1.66191794276238
chr1	36200001	36300000	1.50896932191706	-1.68899863958359
chr1	36300001	36400000	1.70413834698328	-1.77973137497902
chr1	36400001	36500000	1.73307937975831	-1.27618994414806
chr1	36500001	36600000	1.61046666796996	-1.66595214009285
chr1	36600001	36700000	1.63000777688629	-1.6945635676384
chr1	36700001	36800000	1.73877965616955	-1.91923599839211
chr1	36800001	36900000	1.65840059574197	-1.87161071896553
chr1	36900001	3.7e+07	1.67036814646917	-1.82287527620792
chr1	37000001	37100000	1.90755794270657	-1.30387326180935
chr1	37100001	37200000	1.88735485824527	-1.24138208925724
chr1	37200001	37300000	1.84989164448642	-0.668859733641148
chr1	37300001	37400000	1.78256790455955	-0.91015468724072
chr1	37400001	37500000	1.78695266813273	-0.926851432025433
chr1	37500001	37600000	1.74934918241659	-1.01029086112976
chr1	37600001	37700000	1.87466721780337	-0.504014822095633
chr1	37700001	37800000	1.80326101932513	-1.20933431386948
chr1	37800001	37900000	1.73474511618952	-1.53952060043812
chr1	37900001	3.8e+07	1.78663001965763	-1.53906047940254
chr1	38000001	38100000	1.68085638054873	-1.53950755894184
chr1	38100001	38200000	1.7213515834759	-1.37506284639239
chr1	38200001	38300000	1.74769359340033	-1.43887178599834
chr1	38300001	38400000	1.58993333012262	-1.65280576050282
chr1	38400001	38500000	1.54142815906672	-1.60465334653854
chr1	38500001	38600000	1.72555059889894	-1.63636428117752
chr1	38600001	38700000	1.63255423772351	-1.46054571270943
chr1	38700001	38800000	1.67605319205544	-1.14944694824517
chr1	38800001	38900000	1.63476876947794	-0.856073542684317
chr1	38900001	3.9e+07	1.69088033572324	-0.9212796702981
chr1	39000001	39100000	1.75531631520723	-1.19827914535999
chr1	39100001	39200000	1.5768986795313	-1.11816832013428
chr1	39200001	39300000	1.68765837899635	-1.60728218257427
chr1	39300001	39400000	1.72183949810112	-1.42785152196884
chr1	39400001	39500000	1.59659557088291	-1.95110273659229
chr1	39500001	39600000	1.71393904142989	-1.72841446697712
chr1	39600001	39700000	1.61340769438933	-1.34501310512424
chr1	39700001	39800000	1.75791645000459	-1.01154451034963
chr1	39800001	39900000	1.7031150750948	-1.32682811617851
chr1	39900001	4e+07	1.65146196883343	-1.15685003995895
chr1	40000001	40100000	1.78830538147803	-1.76552009284496
chr1	40100001	40200000	1.74716608526609	-1.61444504857063
chr1	40200001	40300000	1.78191784929021	-1.60174779444933
chr1	40300001	40400000	1.57735990843856	-1.93623769581318
chr1	40400001	40500000	1.85867318680641	-1.78347263038158
chr1	40500001	40600000	1.72351358286808	-1.63412968218327
chr1	40600001	40700000	1.56390682683005	-1.4052938580513
chr1	40700001	40800000	1.61646541439033	-1.46655245423317
chr1	40800001	40900000	1.5787419152349	-1.48826408982277
chr1	40900001	4.1e+07	1.88349914383625	-1.25477704852819
chr1	41000001	41100000	1.88438123371128	-0.934532248973846
chr1	41100001	41200000	1.64325323438522	-1.58584004044533
chr1	41200001	41300000	1.85329982811863	-1.66202341914177
chr1	41300001	41400000	1.73999891978399	-1.73153587281704
chr1	41400001	41500000	1.70945310425602	-2.03479977846146
chr1	41500001	41600000	1.72724704634352	-1.2482841104269
chr1	41600001	41700000	1.53927087679709	-1.18687836378813
chr1	41700001	41800000	1.698034297891	-1.57615813910961
chr1	41800001	41900000	1.91706224734978	-1.52887682914734
chr1	41900001	4.2e+07	1.78049456932313	-1.52247274816036
chr1	42000001	42100000	1.63581182999586	-1.05283629894257
chr1	42100001	42200000	1.81890099653119	-1.11988598406315
chr1	42200001	42300000	1.75779633864788	-0.638372158445418
chr1	42300001	42400000	1.74385877838039	-0.705381676787511
chr1	42400001	42500000	1.57450019878928	-0.463567331805825
chr1	42500001	42600000	1.71581177152109	-0.320714184176177
chr1	42600001	42700000	1.58797305612658	-1.15320329368114
chr1	42700001	42800000	1.5543441019408	-1.5022387444973
chr1	42800001	42900000	1.62555445889502	-1.35434391498566
chr1	42900001	4.3e+07	1.61006500872053	-1.0285560041666
chr1	43000001	43100000	1.6882119546431	-0.98078054189682
chr1	43100001	43200000	1.74619495114945	-1.86144620478153
chr1	43200001	43300000	1.73070460180522	-1.76615681648254
chr1	43300001	43400000	1.65429773920564	-1.34692546725273
chr1	43400001	43500000	1.91841945960205	-1.53743767440319
chr1	43500001	43600000	2.05815173267219	-1.24371502548456
chr1	43600001	43700000	1.82849213563167	-1.31481576263905
chr1	43700001	43800000	1.80034558421257	-1.3285910576582
chr1	43800001	43900000	1.73367232772117	-1.77437147498131
chr1	43900001	4.4e+07	1.79984951365241	-1.49041797816753
chr1	44000001	44100000	1.94066374692837	-1.41992459595203
chr1	44100001	44200000	1.80193753775946	-1.79062157869339
chr1	44200001	44300000	1.69654611976969	-1.41991719305515
chr1	44300001	44400000	1.85312943969559	-1.75712337493896
chr1	44400001	44500000	1.78728787528724	-1.79583412706852
chr1	44500001	44600000	1.73921240418253	-1.6402580678463
chr1	44600001	44700000	1.62449002659676	-1.39162753522396
chr1	44700001	44800000	1.88980669115121	-1.94124034196138
chr1	44800001	44900000	1.7066031784223	-1.73346212953329
chr1	44900001	4.5e+07	1.55450732231279	-1.91508302986622
chr1	45000001	45100000	1.69307962978455	-1.79902646839619
chr1	45100001	45200000	1.78567796790676	-1.91877890825272
chr1	45200001	45300000	1.70407604847607	-2.23840886950493
chr1	45300001	45400000	1.62102314618923	-1.51327996850014
chr1	45400001	45500000	1.58812799095865	-1.66139878034592
chr1	45500001	45600000	1.70699477186456	-0.843959607183933
chr1	45600001	45700000	1.5169311904198	-1.49017567485571
chr1	45700001	45800000	1.65928104229268	-1.10893492996693
chr1	45800001	45900000	1.59914993673347	-1.62868749797344
chr1	45900001	4.6e+07	1.70151561793976	-2.02414595484734
chr1	46000001	46100000	1.64221095014219	-2.15344010591507
chr1	46100001	46200000	1.50449778062016	-1.62622700333595
chr1	46200001	46300000	1.5556605493467	-1.7166710883379
chr1	46300001	46400000	1.51036893077183	-1.76026228070259
chr1	46400001	46500000	1.55929673315445	-1.72650801837444
chr1	46500001	46600000	1.60558499349584	-1.708224645257
chr1	46600001	46700000	1.63511749043709	-1.98390126228333
chr1	46700001	46800000	1.64476487965586	-2.0095445394516
chr1	46800001	46900000	1.61571319171603	-1.44003765881062
chr1	46900001	4.7e+07	1.51944663538962	-1.7187154263258
chr1	47000001	47100000	1.5835522255329	-1.73494000434875
chr1	47100001	47200000	1.41090445532482	-1.10469512231648
chr1	47200001	47300000	1.52927565926185	0.492025548964739
chr1	47300001	47400000	1.54833635373743	0.674899821425788
chr1	47400001	47500000	1.55121102121442	0.918856113404036
chr1	47500001	47600000	1.45796201208317	0.87940299063921
chr1	47600001	47700000	1.47575796312656	-0.787047754228115
chr1	47700001	47800000	1.36734729982538	-1.39371442347765
chr1	47800001	47900000	1.39194575604604	-1.63045234382153
chr1	47900001	4.8e+07	1.43135526961	-0.819150839745998
chr1	48000001	48100000	1.52361291095626	-0.139944022893906
chr1	48100001	48200000	1.44309719928874	-0.53073200029321
