resolution	chrom	start	end	exp1	exp2
1Mb	chr1	6100000	7100000	0.805685153715433	0.816522466095173
1Mb	chr1	6200000	7200000	0.801946547196045	0.821777382626928
1Mb	chr1	6300000	7300000	0.824106287656419	0.865435653812469
1Mb	chr1	6400000	7400000	0.803052680364591	0.845099392234401
1Mb	chr1	6500000	7500000	0.815374633091303	0.836732662756443
1Mb	chr1	6600000	7600000	0.833665997219218	0.853811141484647
1Mb	chr1	6700000	7700000	0.827381430557701	0.842458663977282
1Mb	chr1	6800000	7800000	0.831243627375251	0.767290798588073
1Mb	chr1	6900000	7900000	0.834957515835007	0.768305952918071
1Mb	chr1	7000000	8000000	0.836230495906071	0.775007298495183
1Mb	chr1	7100000	8100000	0.791379576703229	0.738687332466361
1Mb	chr1	7200000	8200000	0.782882743704619	0.711503755407522
1Mb	chr1	7300000	8300000	0.807335084195891	0.729915868255527
1Mb	chr1	7400000	8400000	0.779459292445543	0.729205923724091
1Mb	chr1	7500000	8500000	0.824952881198826	0.783374027973142
1Mb	chr1	7600000	8600000	0.784155723775684	0.768325857904934
1Mb	chr1	7700000	8700000	0.783327668778001	0.725205021364686
1Mb	chr1	7800000	8800000	0.768601884752047	0.807478967063882
1Mb	chr1	7900000	8900000	0.76604974509501	0.793817511080443
1Mb	chr1	8000000	9000000	0.775782481075235	0.793154011518352
1Mb	chr1	8100000	9100000	0.760061795149081	0.779678335412299
1Mb	chr1	8200000	9200000	0.747412328132241	0.77108601608323
1Mb	chr1	8300000	9300000	0.78104742777692	0.819176464343534
1Mb	chr1	8400000	9400000	0.789222926000309	0.795608959898087
1Mb	chr1	8500000	9500000	0.735788660590144	0.749369675416015
1Mb	chr1	8600000	9600000	0.750638034914259	0.741414315666552
1Mb	chr1	8700000	9700000	0.719110149853236	0.749449295363465
1Mb	chr1	8800000	9800000	0.729324887996292	0.761000822739457
1Mb	chr1	8900000	9900000	0.740979453112931	0.778046126489557
1Mb	chr1	9000000	10000000	0.721798238838251	0.783281138034449
1Mb	chr1	9100000	10100000	0.737741387301097	0.787122800498952
1Mb	chr1	9200000	10200000	0.758300633400279	0.809091270999762
1Mb	chr1	9300000	10300000	0.687891240537618	0.743225669471058
1Mb	chr1	9400000	10400000	0.680636490035532	0.728283659332785
1Mb	chr1	9500000	10500000	0.699891858489109	0.727447649884552
1Mb	chr1	9600000	10600000	0.68514753591843	0.724428726877041
1Mb	chr1	9700000	10700000	0.731123126834544	0.768458557817352
1Mb	chr1	9800000	10800000	0.747764560482002	0.728947158894875
1Mb	chr1	9900000	10900000	0.774509501004171	0.75682741049391
1Mb	chr1	10000000	11000000	0.811018075081106	0.779824305315959
1Mb	chr1	10100000	11100000	0.844702610845049	0.813656147986942
1Mb	chr1	10200000	11200000	0.821127761470725	0.791362562700709
1Mb	chr1	10300000	11300000	0.866608991194191	0.831073011491812
1Mb	chr1	10400000	11400000	0.86848138421134	0.861375036492476
1Mb	chr1	10500000	11500000	0.850727637880426	0.864725709281033
1Mb	chr1	10600000	11600000	0.872263247335084	0.879030759839699
1Mb	chr1	10700000	11700000	0.867863432720532	0.87808195546591
1Mb	chr1	10800000	11800000	0.878183222617025	0.904748002866318
1Mb	chr1	10900000	11900000	0.838893866831454	0.854985535709546
1Mb	chr1	11000000	12000000	0.798467480302797	0.817730035298177
1Mb	chr1	11100000	12100000	0.775393171636027	0.800970036359776
1Mb	chr1	11200000	12200000	0.803503784952881	0.824099631094243
1Mb	chr1	11300000	12300000	0.798850610227097	0.809170890947212
1Mb	chr1	11400000	12400000	0.755006951954271	0.765174234985005
1Mb	chr1	11500000	12500000	0.721112312683455	0.744592478568964
1Mb	chr1	11600000	12600000	0.70429785261857	0.732894981289312
1Mb	chr1	11700000	12700000	0.701758071991349	0.712844024522944
1Mb	chr1	11800000	12800000	0.675884443071219	0.663479657103426
1Mb	chr1	11900000	12900000	0.670285802564499	0.662099578014279
1Mb	chr1	12000000	13000000	0.679635408620424	0.66130337853977
1Mb	chr1	12100000	13100000	0.67501313146918	0.656141351946708
1Mb	chr1	12200000	13200000	0.625700602502704	0.604089811300724
1Mb	chr1	12300000	13300000	0.610628765641897	0.571419092863399
1Mb	chr1	12400000	13400000	0.648150780163757	0.590149685501208
1Mb	chr1	12500000	13500000	0.687242391472269	0.580628466785212
1Mb	chr1	12600000	13600000	0.636360265719141	0.544394755699462
1Mb	chr1	12700000	13700000	0.596916422060868	0.479239098702195
1Mb	chr1	12800000	13800000	0.554660899119419	0.464443058467582
1Mb	chr1	12900000	13900000	0.655689788351615	0.553265744844608
1Mb	chr1	13000000	14000000	0.649467016839178	0.541163512832082
1Mb	chr1	13100000	14100000	0.639474741232814	0.4995554552934
1Mb	chr1	13200000	14200000	0.638374787579175	0.53585551633536
1Mb	chr1	13300000	14300000	0.612179823883825	0.507981899731946
1Mb	chr1	13400000	14400000	0.566037386065194	0.497671116537064
1Mb	chr1	13500000	14500000	0.562515062567589	0.529525730513018
1Mb	chr1	13600000	14600000	0.553455893712343	0.526321027628122
1Mb	chr1	13700000	14700000	0.54555229414491	0.514981820111999
1Mb	chr1	13800000	14800000	0.550304341109223	0.523189309695056
1Mb	chr1	13900000	14900000	0.555556928781091	0.545476259985669
1Mb	chr1	14000000	15000000	0.543055770122046	0.523958969187081
1Mb	chr1	14100000	15100000	0.54902518152325	0.551089466280952
1Mb	chr1	14200000	15200000	0.553987331994439	0.556092252979114
1Mb	chr1	14300000	15300000	0.571036613625831	0.58031662199103
1Mb	chr1	14400000	15400000	0.583945620268809	0.593268133443032
1Mb	chr1	14500000	15500000	0.614806117719759	0.61045277210117
1Mb	chr1	14600000	15600000	0.635606364900356	0.611945646115873
1Mb	chr1	14700000	15700000	0.658896956588908	0.643461875315163
1Mb	chr1	14800000	15800000	0.661900200834235	0.661283473552908
1Mb	chr1	14900000	15900000	0.675680519079252	0.664275856577935
1Mb	chr1	15000000	16000000	0.707813996601267	0.748865415748826
1Mb	chr1	15100000	16100000	0.715970956279932	0.755626476286526
1Mb	chr1	15200000	16200000	0.73908234203615	0.760045383370047
1Mb	chr1	15300000	16300000	0.725678974200526	0.732715836407548
1Mb	chr1	15400000	16400000	0.772223080488182	0.768206427983758
1Mb	chr1	15500000	16500000	0.777191410474278	0.757278590196131
1Mb	chr1	15600000	16600000	0.80295998764097	0.75925581889116
1Mb	chr1	15700000	16700000	0.786170245635718	0.745567822925238
1Mb	chr1	15800000	16800000	0.813143828209486	0.761777117227103
1Mb	chr1	15900000	16900000	0.805128997373707	0.752023673664376
1Mb	chr1	16000000	17000000	0.827653329213657	0.747346001751639
1Mb	chr1	16100000	17100000	0.826880889850147	0.770024416783885
1Mb	chr1	16200000	17200000	0.804115556928781	0.75948140874227
1Mb	chr1	16300000	17300000	0.84585818013286	0.841861514371401
1Mb	chr1	16400000	17400000	0.861479993820485	0.860412962127445
1Mb	chr1	16500000	17500000	0.869933570214738	0.881711298070544
1Mb	chr1	16600000	17600000	0.903346207322725	0.946455585339314
1Mb	chr1	16700000	17700000	0.966247489572069	0.994154568857985
1Mb	chr1	16800000	17800000	0.986763479066893	NA
1Mb	chr1	17000000	18000000	0.962688088985015	NA
1Mb	chr1	17100000	18100000	0.976054379731191	0.986723373762573
1Mb	chr1	17200000	18200000	0.970962459446933	0.992150800180472
1Mb	chr1	17300000	18300000	0.993474432257068	NA
1Mb	chr1	17400000	18400000	0.947529738915495	0.961244990578307
1Mb	chr1	17500000	18500000	0.92260775529121	0.936934366623318
1Mb	chr1	17600000	18600000	0.916959678665225	0.953375885771915
1Mb	chr1	17700000	18700000	0.926655337556002	0.964018418747844
1Mb	chr1	17800000	18800000	0.929763633554766	0.951949361713422
1Mb	chr1	17900000	18900000	0.923948710026263	0.952579686297407
1Mb	chr1	18000000	19000000	0.926785107369072	0.994128028875501
1Mb	chr1	18100000	19100000	0.934719604511046	NA
1Mb	chr1	18200000	19200000	0.95330758535455	NA
1Mb	chr1	18300000	19300000	0.946917966939596	NA
1Mb	chr1	18400000	19400000	0.984093928626603	NA
1Mb	chr1	18600000	19600000	0.992528966476132	NA
1Mb	chr1	18700000	19700000	0.961822956897884	NA
1Mb	chr1	18800000	19800000	0.915742314228333	NA
1Mb	chr1	18900000	19900000	0.884535763942531	0.910387749144086
1Mb	chr1	19000000	20000000	0.876848447396879	0.884371931314525
1Mb	chr1	19100000	20100000	0.84077243936351	0.859842352504048
1Mb	chr1	19200000	20200000	0.797936042020701	0.793180551500836
1Mb	chr1	19300000	20300000	0.754938977290283	0.777170307067598
1Mb	chr1	19400000	20400000	0.741609763633555	0.765685129647815
1Mb	chr1	19500000	20500000	0.756990576239765	0.767383688526766
1Mb	chr1	19600000	20600000	0.717299551985169	0.775086918442634
1Mb	chr1	19700000	20700000	0.736622895102734	0.782664083441705
1Mb	chr1	19800000	20800000	0.774472423914723	0.821040898113007
1Mb	chr1	19900000	20900000	0.796959678665225	0.916571565062767
1Mb	chr1	20000000	21000000	0.809819249188939	0.947039464953953
1Mb	chr1	20100000	21100000	0.841297698130697	0.972842962923645
1Mb	chr1	20200000	21200000	0.811061331685463	0.946322885426896
1Mb	chr1	20300000	21300000	0.833245790205469	0.949408158390616
1Mb	chr1	20400000	21400000	0.805135176888614	0.904057963321744
1Mb	chr1	20500000	21500000	0.803021782790051	0.876628891424932
1Mb	chr1	20600000	21600000	0.835309748184767	0.850553358634784
1Mb	chr1	20700000	21700000	0.828054997682682	0.797566283606253
1Mb	chr1	20800000	21800000	0.812729800710644	0.730552827835134
1Mb	chr1	20900000	21900000	0.81396570369226	0.733658005785716
1Mb	chr1	21000000	22000000	0.854373551676193	0.762168581968736
1Mb	chr1	21100000	22100000	0.823698439672486	0.762540141723507
1Mb	chr1	21200000	22200000	0.869568978835162	0.85045383370047
1Mb	chr1	21300000	22300000	0.855090375405531	0.836294753045463
1Mb	chr1	21400000	22400000	0.884974509501004	0.886787069720535
1Mb	chr1	21500000	22500000	0.85795767032288	0.902279784495343
1Mb	chr1	21600000	22600000	0.876045110458829	0.919046418429364
1Mb	chr1	21700000	22700000	0.860713733971884	0.947596804586109
1Mb	chr1	21800000	22800000	0.865873628920129	0.949282093473819
1Mb	chr1	21900000	22900000	0.907121890931562	0.987758433079434
1Mb	chr1	22000000	23000000	0.88138421133941	0.955837469147271
1Mb	chr1	22100000	23100000	0.908166228951027	0.965955837469147
1Mb	chr1	22200000	23200000	0.900676656882435	0.934121128480056
1Mb	chr1	22300000	23300000	0.927637880426387	0.954815679821652
1Mb	chr1	22400000	23400000	0.894744322570678	0.914992436104993
1Mb	chr1	22500000	23500000	0.899582882743705	0.869701955996709
1Mb	chr1	22600000	23600000	0.856165610999537	0.834383874306643
1Mb	chr1	22700000	23700000	0.845388536999845	0.845033042278192
1Mb	chr1	22800000	23800000	0.834147999382049	0.854215876217522
1Mb	chr1	22900000	23900000	0.81222926000309	0.809204065925316
1Mb	chr1	23000000	24000000	0.793492970801792	0.790732238116723
1Mb	chr1	23100000	24100000	0.818625057932953	0.788463069614374
1Mb	chr1	23200000	24200000	0.806031206550286	0.795642134876191
1Mb	chr1	23300000	24300000	0.815899891858489	0.810398365137079
1Mb	chr1	23400000	24400000	0.870743086667697	0.847740120491521
1Mb	chr1	23500000	24500000	0.887792368299089	0.899360386422146
1Mb	chr1	23600000	24600000	0.892637107987023	0.926597043445952
1Mb	chr1	23700000	24700000	0.908054997682682	0.933504073887312
1Mb	chr1	23800000	24800000	0.877892785416345	0.891278961755885
1Mb	chr1	23900000	24900000	0.869179669395953	0.899791661137504
1Mb	chr1	24000000	25000000	0.878720840414028	0.897469412670188
1Mb	chr1	24100000	25100000	0.845913795767033	0.872541734122455
1Mb	chr1	24200000	25200000	0.851537154333385	0.854527721011704
1Mb	chr1	24300000	25300000	0.852204541943458	0.873099073754611
1Mb	chr1	24400000	25400000	0.805592460991812	0.848297460123677
1Mb	chr1	24500000	25500000	0.787844894175808	0.829420897582208
1Mb	chr1	24600000	25600000	0.808898501467635	0.842797048753948
1Mb	chr1	24700000	25700000	0.806531747257841	0.835491918575334
1Mb	chr1	24800000	25800000	0.848459755909162	0.873410918548794
1Mb	chr1	24900000	25900000	0.841044338019465	0.882135937790282
1Mb	chr1	25000000	26000000	0.857296462227715	0.906433291754028
1Mb	chr1	25100000	26100000	0.889602966167156	0.911860718171927
1Mb	chr1	25200000	26200000	0.827307276378804	0.881379548289498
1Mb	chr1	25300000	26300000	0.821523250424842	0.870232755646381
1Mb	chr1	25400000	26400000	0.860960914568207	0.943051832585791
1Mb	chr1	25500000	26500000	0.85679592152016	0.939117280182595
1Mb	chr1	25600000	26600000	0.872640197744477	0.958730327237984
1Mb	chr1	25700000	26700000	0.849677120346053	0.922576236099685
1Mb	chr1	25800000	26800000	0.842712807044647	0.930796995673983
1Mb	chr1	25900000	26900000	0.849096245944693	0.929124976777515
1Mb	chr1	26000000	27000000	0.845610999536537	0.926384723586082
1Mb	chr1	26100000	27100000	0.812352850301251	0.908344170492848
1Mb	chr1	26200000	27200000	0.852377568360883	0.907886355795005
1Mb	chr1	26300000	27300000	0.880512899737371	0.946774065129117
1Mb	chr1	26400000	27400000	0.886593542406921	0.907196316250432
1Mb	chr1	26500000	27500000	0.886809825428704	0.902943284057433
1Mb	chr1	26600000	27600000	0.856870075699058	0.86830860691632
1Mb	chr1	26700000	27700000	0.901931098408775	0.915291010907933
1Mb	chr1	26800000	27800000	0.901449096245945	0.89484195440431
1Mb	chr1	26900000	27900000	0.894373551676194	0.894337694737121
1Mb	chr1	27000000	28000000	0.876205777846439	0.866981607792139
1Mb	chr1	27100000	28100000	0.868611154024409	0.877299025982643
1Mb	chr1	27200000	28200000	0.877577630156033	0.891259056769023
1Mb	chr1	27300000	28300000	0.838584891086049	0.857705883914117
1Mb	chr1	27400000	28400000	0.833227251660745	0.862390190822474
1Mb	chr1	27500000	28500000	0.809411401205005	0.824172616046074
1Mb	chr1	27600000	28600000	0.810004634636181	0.817544255420792
1Mb	chr1	27700000	28700000	0.790162212266338	0.787660235144245
1Mb	chr1	27800000	28800000	0.781931098408775	0.812276068897795
1Mb	chr1	27900000	28900000	0.777172871929554	0.79424215080018
1Mb	chr1	28000000	29000000	0.805678974200525	0.84089944000637
1Mb	chr1	28100000	29100000	0.837886605901437	0.83906154621938
1Mb	chr1	28200000	29200000	0.842830217827901	0.843407468351071
1Mb	chr1	28300000	29300000	0.841656109995365	0.774775073648452
1Mb	chr1	28400000	29400000	0.818186312374479	0.768551447756045
1Mb	chr1	28500000	29500000	0.816870075699057	0.81091589479551
1Mb	chr1	28600000	29600000	0.829711107678047	0.770190291674408
1Mb	chr1	28700000	29700000	0.82741850764715	0.736935693622442
1Mb	chr1	28800000	29800000	0.825533755600185	0.708577722338704
1Mb	chr1	28900000	29900000	0.818173953344662	0.737665543140742
1Mb	chr1	29000000	30000000	0.811975899891859	0.727845749621806
1Mb	chr1	29100000	30100000	0.81287192955353	0.747783911462619
1Mb	chr1	29200000	30200000	0.813570214738143	0.762201756946841
1Mb	chr1	29300000	30300000	0.839542715896802	0.808460946415776
1Mb	chr1	29400000	30400000	0.868747103352387	0.845437777011067
1Mb	chr1	29500000	30500000	0.889979916576549	0.852198837548767
1Mb	chr1	29600000	30600000	0.829970647304187	0.846088006581916
1Mb	chr1	29700000	30700000	0.825057932952263	0.859815812521564
1Mb	chr1	29800000	30800000	0.86744940522169	0.907587780992065
1Mb	chr1	29900000	30900000	0.878924764405994	0.900587860612012
1Mb	chr1	30000000	31000000	0.875711416653793	0.895465643992675
1Mb	chr1	30100000	31100000	0.872868839796076	0.883509381883808
1Mb	chr1	30200000	31200000	0.890016993665997	0.894284614772154
1Mb	chr1	30300000	31300000	0.869859416035841	0.906619071631413
1Mb	chr1	30400000	31400000	0.86616406612081	0.883529286870671
1Mb	chr1	30500000	31500000	0.858853699984551	0.873205233684546
1Mb	chr1	30600000	31600000	0.921724084659354	0.896872263064307
1Mb	chr1	30700000	31700000	0.92855862814769	0.906002017038669
1Mb	chr1	30800000	31800000	0.883108295998764	0.858362748480587
1Mb	chr1	30900000	31900000	0.857803182450178	0.819912948857454
1Mb	chr1	31000000	32000000	0.851116947319636	0.822168847368561
1Mb	chr1	31100000	32100000	0.835865904526495	0.829931792245017
1Mb	chr1	31200000	32200000	0.830489726556465	0.803186124897158
1Mb	chr1	31300000	32300000	0.855967866522479	0.791568247564957
1Mb	chr1	31400000	32400000	0.844714969874865	0.786764510735423
1Mb	chr1	31500000	32500000	0.874605283485247	0.812501658748906
1Mb	chr1	31600000	32600000	0.824093928626603	0.790997637941559
1Mb	chr1	31700000	32700000	0.821072145836552	0.769208312322515
1Mb	chr1	31800000	32800000	0.836063649003553	0.791893362350381
1Mb	chr1	31900000	32900000	0.850276533292136	0.81900395445739
1Mb	chr1	32000000	33000000	0.860874401359493	0.82443801587091
1Mb	chr1	32100000	33100000	0.878201761161749	0.778557021152366
1Mb	chr1	32200000	33200000	0.825354549667851	0.780945619575891
1Mb	chr1	32300000	33300000	0.789568978835162	0.756794235515804
1Mb	chr1	32400000	33400000	0.755680519079252	0.736730008758194
1Mb	chr1	32500000	33500000	0.71597713579484	0.694909631359643
1Mb	chr1	32600000	33600000	0.726296925691333	0.715186177977123
1Mb	chr1	32700000	33700000	0.741591225088831	0.737393508320285
1Mb	chr1	32800000	33800000	0.744761316236675	0.725775630988084
1Mb	chr1	32900000	33900000	0.712751429012823	0.694060351920168
1Mb	chr1	33000000	34000000	0.707053916267573	0.639016428249157
1Mb	chr1	33100000	34100000	0.711805963231886	0.71229995488203
1Mb	chr1	33200000	34200000	0.757793913177816	0.73978874173943
1Mb	chr1	33300000	34300000	0.723645913795767	0.727076090129781
1Mb	chr1	33400000	34400000	0.733304495597096	0.742668329838903
1Mb	chr1	33500000	34500000	0.735047118801174	0.747478701664058
1Mb	chr1	33600000	34600000	0.755056388073536	0.758837814167043
1Mb	chr1	33700000	34700000	0.714840105051754	0.739178322142307
1Mb	chr1	33800000	34800000	0.681699366599722	0.723698877358741
1Mb	chr1	33900000	34900000	0.673023327668778	0.721967143501686
1Mb	chr1	34000000	35000000	0.65724702610845	0.758234029565541
1Mb	chr1	34100000	35100000	0.63581646840723	0.729232463706574
1Mb	chr1	34200000	35200000	0.626559555074927	0.70216168157329
1Mb	chr1	34300000	35300000	0.632961532519697	0.710355901165106
1Mb	chr1	34400000	35400000	0.62149853236521	0.696196820510099
1Mb	chr1	34500000	35500000	0.625768577166693	0.725105496430373
1Mb	chr1	34600000	35600000	0.608088985014677	0.707947397754718
1Mb	chr1	34700000	35700000	0.626448323806581	0.71634066721516
1Mb	chr1	34800000	35800000	0.631249806890159	0.704211895220149
1Mb	chr1	34900000	35900000	0.656975127452495	0.719412670187638
1Mb	chr1	35000000	36000000	0.648255831917194	0.698684943867937
1Mb	chr1	35100000	36100000	0.681211184921984	0.652545184320179
1Mb	chr1	35200000	36200000	0.650634945156805	0.669371533214788
1Mb	chr1	35300000	36300000	0.624149544260776	0.642672310836275
1Mb	chr1	35400000	36400000	0.618557083268964	0.615860293532207
1Mb	chr1	35500000	36500000	0.616536381894021	0.59986331909021
1Mb	chr1	35600000	36600000	0.594475513672176	0.60868122827039
1Mb	chr1	35700000	36700000	0.588592615479685	0.579520422516522
1Mb	chr1	35800000	36800000	0.609145682063958	0.599286074471192
1Mb	chr1	35900000	36900000	0.630440290437201	0.61632474322567
1Mb	chr1	36000000	37000000	0.660441835315927	0.630092359139043
1Mb	chr1	36100000	37100000	0.688243472887378	0.709108521988375
1Mb	chr1	36200000	37200000	0.746287656418971	0.73823615276414
1Mb	chr1	36300000	37300000	0.810146763479067	0.78402425754399
1Mb	chr1	36400000	37400000	0.834135640352232	0.829566867485868
1Mb	chr1	36500000	37500000	0.828048818167774	0.833806629687625
1Mb	chr1	36600000	37600000	0.862227715124363	0.846963826003875
1Mb	chr1	36700000	37700000	0.903618105978681	0.912829427532578
1Mb	chr1	36800000	37800000	0.892056233585664	0.928196077390589
1Mb	chr1	36900000	37900000	0.897759925845821	0.949434698373099
1Mb	chr1	37000000	38000000	0.904081569596787	0.968390880862019
1Mb	chr1	37100000	38100000	0.877454039857871	0.898723426842539
1Mb	chr1	37200000	38200000	0.821578866059015	0.850686058547202
1Mb	chr1	37300000	38300000	0.786510118955662	0.823124286737971
1Mb	chr1	37400000	38400000	0.758078170863587	0.791203322805808
1Mb	chr1	37500000	38500000	0.741195736134714	0.756435945752276
1Mb	chr1	37600000	38600000	0.735220145218601	0.770734361315322
1Mb	chr1	37700000	38700000	0.703253514599104	0.715683802648691
1Mb	chr1	37800000	38800000	0.691413564035223	0.691957058308342
1Mb	chr1	37900000	38900000	0.671830681291518	0.685779877385281
1Mb	chr1	38000000	39000000	0.669933570214739	0.66894025849943
1Mb	chr1	38100000	39100000	0.654614552757609	0.684824438015871
1Mb	chr1	38200000	39200000	0.634605283485246	0.682495554552934
1Mb	chr1	38300000	39300000	0.644010505175344	0.687843361023382
1Mb	chr1	38400000	39400000	0.648490653483702	0.673193290692429
1Mb	chr1	38500000	39500000	0.662437818631237	0.677107938108761
1Mb	chr1	38600000	39600000	0.658000926927236	0.67114307704557
1Mb	chr1	38700000	39700000	0.655405530665843	0.692275538098145
1Mb	chr1	38800000	39800000	0.648329986096091	0.694770296451604
1Mb	chr1	38900000	39900000	0.679165765487409	0.702035616656493
1Mb	chr1	39000000	40000000	0.669791441371853	0.688579845537302
1Mb	chr1	39100000	40100000	0.697772284875638	0.717236391623982
1Mb	chr1	39200000	40200000	0.758071991348679	0.756853950476393
1Mb	chr1	39300000	40300000	0.750736907152789	0.75903686403567
1Mb	chr1	39400000	40400000	0.724016684690252	0.760775232888346
1Mb	chr1	39500000	40500000	0.745793295226325	0.793213726478941
1Mb	chr1	39600000	40600000	0.739904217518925	0.773215849677539
1Mb	chr1	39700000	40700000	0.73740769349606	0.76734387855304
1Mb	chr1	39800000	40800000	0.720778618878418	0.745534647947132
1Mb	chr1	39900000	40900000	0.678924764405994	0.70414554526394
1Mb	chr1	40000000	41000000	0.699928935578557	0.730167998089122
1Mb	chr1	40100000	41100000	0.684319480920748	0.707164468271451
1Mb	chr1	40200000	41200000	0.658649775992585	0.699607208259243
1Mb	chr1	40300000	41300000	0.69580101961996	0.74691472703628
1Mb	chr1	40400000	41400000	0.730264174262321	0.806092252979113
1Mb	chr1	40500000	41500000	0.721279159585972	0.74684174208445
1Mb	chr1	40600000	41600000	0.731543333848293	0.772439555189894
1Mb	chr1	40700000	41700000	0.724270044801483	0.763568566044747
1Mb	chr1	40800000	41800000	0.730888305268037	0.759660553624035
1Mb	chr1	40900000	41900000	0.795155260312065	0.841596114546565
1Mb	chr1	41000000	42000000	0.784872547505021	0.848529684970408
1Mb	chr1	41100000	42100000	0.755513672176734	0.8024695453701
1Mb	chr1	41200000	42200000	0.784100108141511	0.805568088325062
1Mb	chr1	41300000	42300000	0.756972037695041	0.769865176888983
1Mb	chr1	41400000	42400000	0.767650239456202	0.769407362191141
1Mb	chr1	41500000	42500000	0.736524022864206	0.772585525093554
1Mb	chr1	41600000	42600000	0.740114321025799	0.753344037792935
1Mb	chr1	41700000	42700000	0.73505947783099	0.772565620106691
1Mb	chr1	41800000	42800000	0.743445079561255	0.759096578996258
1Mb	chr1	41900000	42900000	0.700454194345744	0.705240319541389
1Mb	chr1	42000000	43000000	0.68463463618106	0.671269141962366
1Mb	chr1	42100000	43100000	0.707702765332922	0.702174951564532
1Mb	chr1	42200000	43200000	0.676743395643442	0.692633827861674
1Mb	chr1	42300000	43300000	0.697994747412328	0.689356140024948
1Mb	chr1	42400000	43400000	0.717107987023019	0.635088510841583
1Mb	chr1	42500000	43500000	0.780244090838869	0.720620239390642
1Mb	chr1	42600000	43600000	0.796026571914105	0.747558321611508
1Mb	chr1	42700000	43700000	0.865218600339873	0.773202579686298
1Mb	chr1	42800000	43800000	0.902802410010814	0.810862814830542
1Mb	chr1	42900000	43900000	0.925061022709717	0.80430743915709
1Mb	chr1	43000000	44000000	0.920432566043566	0.823031396799279
1Mb	chr1	43100000	44100000	0.918127606982852	0.83054221184214
1Mb	chr1	43200000	44200000	0.939681754982234	0.838212266779904
1Mb	chr1	43300000	44300000	0.931710180750811	0.836447357944744
1Mb	chr1	43400000	44400000	0.936128533910088	0.910440829109053
1Mb	chr1	43500000	44500000	0.884109377413873	0.857248069216274
