chrom,start,end,status,fming
chr1,138300000,138400000,FALSE,12.1
chr1,138400000,138500000,FALSE,12.9
chr1,138500000,138600000,FALSE,14
chr1,138600000,138700000,FALSE,13.1
chr1,138700000,138800000,FALSE,11.4
chr1,138800000,138900000,FALSE,12.5
chr1,138900000,1.39e+08,FALSE,12.1
chr1,1.39e+08,139100000,FALSE,13.1
chr1,139100000,139200000,FALSE,12.2
chr1,139200000,139300000,FALSE,12.3
chr1,139300000,139400000,FALSE,12.6
chr1,139400000,139500000,FALSE,11.8
chr1,139500000,139600000,FALSE,11.9
chr1,139700000,139800000,FALSE,11.6
chr1,139800000,139900000,FALSE,12.3
chr1,139900000,1.4e+08,FALSE,11
chr1,1.4e+08,140100000,FALSE,12.6
chr1,140100000,140200000,FALSE,11.6
chr1,140200000,140300000,FALSE,11.5
chr1,140300000,140400000,FALSE,12.5
chr1,140400000,140500000,FALSE,14.3
chr1,140500000,140600000,FALSE,13.1
chr1,140600000,140700000,FALSE,13.5
chr1,140700000,140800000,FALSE,13.5
chr1,140800000,140900000,FALSE,11.5
chr1,140900000,1.41e+08,FALSE,12.2
chr1,141100000,141200000,FALSE,12.1
chr1,141200000,141300000,FALSE,11.6
chr1,141300000,141400000,FALSE,11.9
chr1,141400000,141500000,FALSE,12.1
chr1,141500000,141600000,FALSE,14.1
chr1,141600000,141700000,FALSE,11.4
chr1,141700000,141800000,FALSE,13.9
chr1,141800000,141900000,FALSE,12.9
chr1,141900000,1.42e+08,FALSE,12.6
chr1,1.42e+08,142100000,FALSE,12.4
chr1,142100000,142200000,FALSE,12.9
chr1,142200000,142300000,FALSE,12.7
chr1,142300000,142400000,FALSE,11.8
chr1,142400000,142500000,FALSE,14.7
chr1,142500000,142600000,FALSE,13.2
chr1,142600000,142700000,FALSE,13.7
chr1,142700000,142800000,FALSE,13.5
chr1,142800000,142900000,FALSE,12.4
chr1,142900000,1.43e+08,FALSE,12.5
chr1,1.43e+08,143100000,FALSE,14.6
chr1,143100000,143200000,FALSE,14.4
chr1,143200000,143300000,FALSE,16.3
chr1,143300000,143400000,FALSE,13.5
chr1,143400000,143500000,FALSE,11.9
chr1,143900000,1.44e+08,FALSE,11.2
chr1,144700000,144800000,FALSE,12.1
chr1,148500000,148600000,FALSE,11
chr10,72300000,72400000,FALSE,12.5
chr10,109800000,109900000,FALSE,14.1
chr10,109900000,1.1e+08,FALSE,13.9
chr10,1.1e+08,110100000,FALSE,18.8
chr10,110100000,110200000,FALSE,18.1
chr10,111300000,111400000,FALSE,16.2
chr10,112100000,112200000,FALSE,12.5
chr10,112300000,112400000,TRUE,13.1
chr10,113100000,113200000,FALSE,12
chr10,113500000,113600000,FALSE,12.3
chr10,113600000,113700000,FALSE,11.1
chr10,130400000,130500000,FALSE,14.4
chr10,131200000,131300000,FALSE,11.3
chr11,1.06e+08,106100000,FALSE,12.3
chr11,106200000,106300000,FALSE,11.1
chr11,106800000,106900000,TRUE,13.6
chr11,106900000,1.07e+08,FALSE,16.7
chr11,107300000,107400000,TRUE,11.2
chr11,107400000,107500000,TRUE,14.4
chr11,107500000,107600000,TRUE,11.3
chr11,107600000,107700000,TRUE,12.6
chr11,107700000,107800000,TRUE,12.8
chr11,107800000,107900000,TRUE,16.4
chr11,107900000,1.08e+08,TRUE,17.9
chr11,1.08e+08,108100000,TRUE,17
chr11,108100000,108200000,TRUE,14.5
chr11,108200000,108300000,TRUE,23.2
chr11,108300000,108400000,TRUE,21.3
chr11,122300000,122400000,FALSE,11.3
chr12,20800000,20900000,TRUE,12.9
chr12,20900000,2.1e+07,FALSE,13.9
chr12,2.1e+07,21100000,FALSE,14.3
chr12,21400000,21500000,TRUE,12.3
chr12,21600000,21700000,TRUE,20.2
chr12,21700000,21800000,TRUE,16.1
chr12,21800000,21900000,FALSE,16.5
chr12,21900000,2.2e+07,FALSE,13.9
chr12,22100000,22200000,FALSE,13.6
chr12,22200000,22300000,TRUE,20.3
chr12,22300000,22400000,TRUE,17.4
chr12,22400000,22500000,TRUE,14.6
chr12,22500000,22600000,FALSE,22.9
chr12,22600000,22700000,TRUE,19.7
chr12,22900000,2.3e+07,FALSE,11
chr12,2.3e+07,23100000,FALSE,16.2
chr12,23100000,23200000,FALSE,18.5
chr12,23200000,23300000,FALSE,12.9
chr12,23300000,23400000,FALSE,14.7
chr12,23400000,23500000,FALSE,17.7
chr12,23500000,23600000,FALSE,15.5
chr12,24100000,24200000,FALSE,11
chr12,24200000,24300000,FALSE,13.7
chr12,2.5e+07,25100000,TRUE,11.1
chr12,25300000,25400000,TRUE,12.6
chr12,25400000,25500000,FALSE,13.3
chr12,25500000,25600000,FALSE,12.9
chr12,25600000,25700000,TRUE,11.2
chr12,25700000,25800000,TRUE,11
chr12,57100000,57200000,TRUE,12.3
chr12,98700000,98800000,FALSE,14.1
chr12,100300000,100400000,TRUE,11.5
chr12,100600000,100700000,TRUE,12
chr13,38200000,38300000,FALSE,21.4
chr13,38300000,38400000,TRUE,18.4
chr13,38400000,38500000,FALSE,14.2
chr13,38500000,38600000,FALSE,11.1
chr13,3.9e+07,39100000,FALSE,19.5
chr13,39100000,39200000,FALSE,21
chr13,39200000,39300000,TRUE,15.4
chr13,39300000,39400000,FALSE,11.4
chr13,39400000,39500000,FALSE,22.5
chr13,39500000,39600000,FALSE,19.1
chr13,39600000,39700000,FALSE,25.8
chr13,39700000,39800000,FALSE,11
chr13,39800000,39900000,FALSE,15.1
chr13,39900000,4e+07,TRUE,13.9
chr13,4e+07,40100000,FALSE,11.6
chr13,40100000,40200000,TRUE,16.7
chr13,40200000,40300000,TRUE,11
chr13,40300000,40400000,TRUE,11.7
chr13,40400000,40500000,FALSE,13
chr13,40500000,40600000,FALSE,14.5
chr13,40700000,40800000,FALSE,14.2
chr13,40800000,40900000,FALSE,18.9
chr13,40900000,4.1e+07,FALSE,20
chr13,41400000,41500000,FALSE,11.7
chr13,41500000,41600000,TRUE,12.6
chr13,41600000,41700000,TRUE,18.4
chr13,41700000,41800000,FALSE,21.5
chr13,41800000,41900000,FALSE,13.4
chr13,4.2e+07,42100000,FALSE,17.3
chr13,42100000,42200000,TRUE,18.6
chr13,42200000,42300000,FALSE,17.1
chr13,49500000,49600000,TRUE,14.1
chr13,67900000,6.8e+07,FALSE,11
chr13,87800000,87900000,FALSE,11.7
chr14,7900000,8e+06,FALSE,16.9
chr14,16600000,16700000,FALSE,12.8
chr14,27600000,27700000,FALSE,15.3
chr14,35700000,35800000,TRUE,11.4
chr14,39300000,39400000,FALSE,11.3
chr15,7100000,7200000,FALSE,17.5
chr15,7200000,7300000,FALSE,22.4
chr15,7300000,7400000,FALSE,15.5
chr15,7400000,7500000,FALSE,14.2
chr15,7500000,7600000,FALSE,18
chr15,7600000,7700000,FALSE,16.6
chr15,7700000,7800000,FALSE,17.5
chr15,7800000,7900000,FALSE,26.3
chr15,7900000,8e+06,FALSE,15
chr15,8100000,8200000,FALSE,17.5
chr15,8200000,8300000,FALSE,17.2
chr15,8300000,8400000,FALSE,20.6
chr15,8400000,8500000,FALSE,14.8
chr15,8500000,8600000,FALSE,14.4
chr15,26300000,26400000,FALSE,13.6
chr15,27900000,2.8e+07,FALSE,18.2
chr15,28400000,28500000,FALSE,19.6
chr15,29200000,29300000,TRUE,13.7
chr15,41400000,41500000,TRUE,13.5
chr15,52700000,52800000,FALSE,11.2
chr15,52900000,5.3e+07,FALSE,12.9
chr15,5.3e+07,53100000,TRUE,19.7
chr15,53100000,53200000,FALSE,19.7
chr15,53200000,53300000,FALSE,18.3
chr15,53300000,53400000,FALSE,21
chr15,53400000,53500000,FALSE,23.2
chr15,53500000,53600000,FALSE,15.5
chr15,53600000,53700000,FALSE,13.4
chr15,53700000,53800000,FALSE,11.5
chr15,53800000,53900000,TRUE,13.3
chr15,53900000,5.4e+07,FALSE,12.8
chr15,5.4e+07,54100000,FALSE,13.1
chr15,54100000,54200000,FALSE,12.2
chr15,54200000,54300000,FALSE,12.2
chr15,54300000,54400000,FALSE,12.3
chr15,54400000,54500000,FALSE,11.9
chr15,54500000,54600000,FALSE,12.3
chr15,54600000,54700000,FALSE,11.6
chr15,54700000,54800000,FALSE,11.1
chr15,54800000,54900000,FALSE,12.3
chr15,54900000,5.5e+07,TRUE,12.6
chr15,5.5e+07,55100000,FALSE,11.2
chr15,55100000,55200000,FALSE,12
chr15,55200000,55300000,FALSE,11.2
chr15,55300000,55400000,FALSE,11.5
chr15,55400000,55500000,TRUE,12.5
chr15,55500000,55600000,TRUE,11.4
chr15,55600000,55700000,TRUE,13
chr15,55700000,55800000,TRUE,13.7
chr15,55800000,55900000,TRUE,14.6
chr15,55900000,5.6e+07,TRUE,14.9
chr15,5.6e+07,56100000,TRUE,14.5
chr15,56100000,56200000,FALSE,14.2
chr15,56200000,56300000,TRUE,14.5
chr15,56300000,56400000,TRUE,15.8
chr15,56400000,56500000,TRUE,16.8
chr15,56500000,56600000,TRUE,20.1
chr15,56600000,56700000,TRUE,20.7
chr15,56700000,56800000,TRUE,25.7
chr15,56800000,56900000,FALSE,20.7
chr15,56900000,5.7e+07,TRUE,17
chr15,5.7e+07,57100000,FALSE,15.6
chr15,57100000,57200000,FALSE,13.5
chr15,57200000,57300000,TRUE,11.3
chr15,58900000,5.9e+07,TRUE,11.8
chr15,86400000,86500000,FALSE,14.8
chr15,86800000,86900000,FALSE,15
chr16,39400000,39500000,FALSE,11.3
chr16,80400000,80500000,FALSE,12.7
chr16,81300000,81400000,TRUE,11.9
chr16,81800000,81900000,FALSE,11.2
chr16,8.2e+07,82100000,FALSE,15.7
chr16,82200000,82300000,FALSE,25.1
chr16,82300000,82400000,FALSE,27.9
chr16,82400000,82500000,FALSE,14.2
chr16,82500000,82600000,FALSE,14.4
chr16,82800000,82900000,FALSE,18.7
chr16,82900000,8.3e+07,FALSE,15.7
chr16,8.3e+07,83100000,FALSE,14.1
chr16,83100000,83200000,FALSE,12.1
chr16,83300000,83400000,FALSE,11.7
chr16,83400000,83500000,FALSE,14.4
chr16,86500000,86600000,FALSE,18.6
chr16,86600000,86700000,FALSE,17.4
chr16,86700000,86800000,FALSE,11.8
chr16,86800000,86900000,FALSE,17.5
chr17,2.3e+07,23100000,FALSE,12.1
chr17,23100000,23200000,FALSE,15.8
chr17,26600000,26700000,TRUE,11.8
chr17,27200000,27300000,TRUE,11.8
chr17,27600000,27700000,TRUE,11.3
chr17,28100000,28200000,TRUE,14
chr17,28400000,28500000,TRUE,12.5
chr17,28500000,28600000,TRUE,17.7
chr17,28600000,28700000,TRUE,16.4
chr17,28700000,28800000,TRUE,31.7
chr17,28800000,28900000,TRUE,18.6
chr17,28900000,2.9e+07,FALSE,12.1
chr17,2.9e+07,29100000,FALSE,12
chr17,29600000,29700000,TRUE,11.1
chr17,29700000,29800000,TRUE,17.9
chr17,29800000,29900000,TRUE,16.5
chr17,29900000,3e+07,FALSE,14.2
chr17,3e+07,30100000,FALSE,21.4
chr17,30100000,30200000,FALSE,17.4
chr17,30200000,30300000,TRUE,17
chr17,30300000,30400000,TRUE,14.7
chr17,32600000,32700000,TRUE,11.8
chr17,39200000,39300000,FALSE,12.5
chr17,39400000,39500000,FALSE,14.9
chr17,39500000,39600000,TRUE,18.8
chr17,39600000,39700000,TRUE,15
chr17,40100000,40200000,TRUE,12.1
chr18,6900000,7e+06,TRUE,11.8
chr18,15200000,15300000,FALSE,14.9
chr18,21200000,21300000,TRUE,11.9
chr18,40100000,40200000,FALSE,11.5
chr19,8300000,8400000,TRUE,13
chr19,9300000,9400000,FALSE,17.3
chr2,1500000,1600000,FALSE,15.7
chr2,1600000,1700000,FALSE,18.1
chr2,1700000,1800000,FALSE,11.7
chr2,2600000,2700000,FALSE,12.5
chr2,2700000,2800000,FALSE,12.7
chr2,2800000,2900000,FALSE,11
chr2,2900000,3e+06,FALSE,11.5
chr2,3e+06,3100000,FALSE,12.3
chr2,3100000,3200000,FALSE,13
chr2,3200000,3300000,FALSE,12.7
chr2,3300000,3400000,TRUE,11.8
chr2,3400000,3500000,TRUE,12.3
chr2,3500000,3600000,TRUE,12.3
chr2,3700000,3800000,FALSE,12.2
chr2,3800000,3900000,FALSE,13.1
chr2,3900000,4e+06,FALSE,12.6
chr2,4e+06,4100000,FALSE,12.2
chr2,4100000,4200000,FALSE,12
chr2,4200000,4300000,FALSE,12.4
chr2,4300000,4400000,FALSE,12.3
chr2,4400000,4500000,FALSE,11.1
chr2,4500000,4600000,FALSE,11.4
chr2,4600000,4700000,FALSE,12.2
chr2,4700000,4800000,FALSE,13
chr2,4800000,4900000,FALSE,12.6
chr2,4900000,5e+06,FALSE,12.4
chr2,5e+06,5100000,FALSE,11.5
chr2,5100000,5200000,FALSE,13.9
chr2,5200000,5300000,FALSE,13.8
chr2,5300000,5400000,FALSE,12.5
chr2,5500000,5600000,FALSE,11.7
chr2,5900000,6e+06,FALSE,12.3
chr2,6e+06,6100000,FALSE,12
chr2,6100000,6200000,FALSE,13.3
chr2,6300000,6400000,FALSE,13.3
chr2,6400000,6500000,FALSE,13.2
chr2,6500000,6600000,FALSE,12.8
chr2,6600000,6700000,FALSE,12.8
chr2,6700000,6800000,FALSE,12.8
chr2,6800000,6900000,FALSE,11.9
chr2,6900000,7e+06,FALSE,12.8
chr2,7e+06,7100000,TRUE,13
chr2,7100000,7200000,FALSE,14.9
chr2,7200000,7300000,FALSE,13.6
chr2,7300000,7400000,FALSE,11.3
chr2,7500000,7600000,FALSE,11.5
chr2,9400000,9500000,TRUE,19.1
chr2,12900000,1.3e+07,FALSE,12.7
chr2,16700000,16800000,TRUE,16.2
chr2,16800000,16900000,TRUE,15
chr2,17600000,17700000,TRUE,18.7
chr2,17700000,17800000,TRUE,26
chr2,17800000,17900000,TRUE,31.3
chr2,17900000,1.8e+07,TRUE,24.4
chr2,1.8e+07,18100000,FALSE,12.3
chr2,19800000,19900000,FALSE,14.3
chr2,19900000,2e+07,FALSE,25.5
chr2,2e+07,20100000,FALSE,16.7
chr2,20100000,20200000,TRUE,19.8
chr2,20200000,20300000,TRUE,12.2
chr2,20700000,20800000,FALSE,12.9
chr2,20800000,20900000,TRUE,16.6
chr2,20900000,2.1e+07,TRUE,16.3
chr2,2.1e+07,21100000,FALSE,13.7
chr2,21200000,21300000,TRUE,16
chr2,21300000,21400000,FALSE,18.2
chr2,42300000,42400000,TRUE,12.1
chr2,44500000,44600000,TRUE,12.5
chr2,44700000,44800000,FALSE,14.4
chr2,44900000,4.5e+07,FALSE,17.3
chr2,4.5e+07,45100000,FALSE,18.8
chr2,45300000,45400000,FALSE,16.5
chr2,45400000,45500000,FALSE,15.1
chr2,45700000,45800000,TRUE,12.6
chr2,115700000,115800000,FALSE,11.1
chr2,126500000,126600000,FALSE,12.6
chr2,126600000,126700000,FALSE,11.5
chr2,142400000,142500000,FALSE,13.9
chr2,147800000,147900000,FALSE,15.8
chr2,2.08e+08,208100000,TRUE,12
chr20,4400000,4500000,FALSE,14.9
chr20,4500000,4600000,FALSE,15
chr20,4600000,4700000,FALSE,20.8
chr20,4700000,4800000,TRUE,18.6
chr20,4900000,5e+06,TRUE,13.2
chr20,5e+06,5100000,FALSE,11.7
chr20,5100000,5200000,TRUE,12.3
chr20,5200000,5300000,FALSE,14.5
chr20,5300000,5400000,FALSE,26.4
chr20,5400000,5500000,FALSE,30.9
chr20,5500000,5600000,TRUE,24
chr20,5600000,5700000,FALSE,14.8
chr20,5700000,5800000,TRUE,17
chr20,5800000,5900000,FALSE,23.6
chr20,5900000,6e+06,TRUE,26.5
chr20,6e+06,6100000,TRUE,17.5
chr20,6100000,6200000,FALSE,25.7
chr20,6200000,6300000,FALSE,19.9
chr20,6300000,6400000,FALSE,22.6
chr20,6400000,6500000,FALSE,40.2
chr20,6500000,6600000,FALSE,38.7
chr20,6600000,6700000,FALSE,28.4
chr20,6700000,6800000,TRUE,34.5
chr20,6800000,6900000,FALSE,23.4
chr20,6900000,7e+06,FALSE,28
chr20,7e+06,7100000,FALSE,11.8
chr20,7100000,7200000,FALSE,14.6
chr20,3.2e+07,32100000,TRUE,12.8
chr20,36300000,36400000,TRUE,12.2
chr20,37100000,37200000,TRUE,11.4
chr20,37200000,37300000,FALSE,11.8
chr20,50300000,50400000,TRUE,11.7
chr20,50500000,50600000,FALSE,11.4
chr20,50600000,50700000,FALSE,11.3
chr20,50900000,5.1e+07,FALSE,11.2
chr20,5.1e+07,51100000,FALSE,11.2
chr20,51100000,51200000,FALSE,11.2
chr20,51200000,51300000,FALSE,12.5
chr20,51400000,51500000,FALSE,12
chr20,51500000,51600000,TRUE,12
chr20,51600000,51700000,FALSE,12.1
chr20,51700000,51800000,FALSE,11.9
chr20,51800000,51900000,TRUE,11.5
chr20,51900000,5.2e+07,FALSE,11.7
chr20,5.2e+07,52100000,FALSE,11.1
chr20,52100000,52200000,TRUE,11.8
chr20,52300000,52400000,FALSE,11.4
chr20,52400000,52500000,FALSE,12.8
chr20,52500000,52600000,TRUE,11.3
chr20,52600000,52700000,TRUE,11.4
chr20,52700000,52800000,FALSE,12.1
chr20,52800000,52900000,TRUE,12.5
chr20,52900000,5.3e+07,FALSE,13
chr20,5.3e+07,53100000,FALSE,11.7
chr20,53100000,53200000,TRUE,12
chr20,53200000,53300000,TRUE,12.4
chr20,53300000,53400000,FALSE,14.3
chr20,53400000,53500000,FALSE,13.9
chr20,53500000,53600000,FALSE,15.1
chr20,53600000,53700000,FALSE,13.1
chr20,53700000,53800000,FALSE,12.7
chr20,53800000,53900000,FALSE,13
chr20,53900000,5.4e+07,FALSE,14
chr20,5.4e+07,54100000,FALSE,13.1
chr20,54100000,54200000,FALSE,12.5
chr20,54200000,54300000,FALSE,14
chr20,54300000,54400000,FALSE,14.1
chr20,54400000,54500000,FALSE,14
chr20,54500000,54600000,TRUE,13.9
chr20,54600000,54700000,FALSE,14
chr20,54700000,54800000,FALSE,14.7
chr20,54800000,54900000,FALSE,14.1
chr20,54900000,5.5e+07,TRUE,12.9
chr20,5.5e+07,55100000,TRUE,13.7
chr20,55100000,55200000,FALSE,15.5
chr20,55200000,55300000,FALSE,15.6
chr20,55300000,55400000,FALSE,13.5
chr20,55400000,55500000,FALSE,13.5
chr20,55500000,55600000,FALSE,14.4
chr20,55600000,55700000,FALSE,13.6
chr20,55700000,55800000,TRUE,14
chr20,55800000,55900000,TRUE,13.7
chr20,55900000,5.6e+07,TRUE,12.4
chr20,5.6e+07,56100000,TRUE,13.6
chr20,56100000,56200000,TRUE,12.5
chr20,56200000,56300000,TRUE,14.4
chr20,56300000,56400000,FALSE,13.2
chr20,56400000,56500000,FALSE,12.8
chr20,56500000,56600000,FALSE,12.7
chr20,56600000,56700000,FALSE,12.8
chr20,56700000,56800000,FALSE,12.9
chr20,56800000,56900000,FALSE,15
chr20,56900000,5.7e+07,TRUE,12.9
chr20,5.7e+07,57100000,TRUE,14.2
chr20,57100000,57200000,FALSE,12.9
chr20,57200000,57300000,TRUE,14
chr20,57300000,57400000,FALSE,14
chr20,57400000,57500000,TRUE,12.7
chr20,57500000,57600000,FALSE,11.6
chr20,57600000,57700000,TRUE,13.1
chr20,57700000,57800000,FALSE,13.1
chr20,57800000,57900000,TRUE,12.6
chr20,57900000,5.8e+07,FALSE,13.8
chr20,5.8e+07,58100000,FALSE,15.7
chr20,58100000,58200000,TRUE,16.1
chr20,58200000,58300000,FALSE,14.3
chr20,58300000,58400000,FALSE,14.8
chr20,58400000,58500000,TRUE,15.4
chr20,58500000,58600000,TRUE,14.6
chr20,58600000,58700000,FALSE,16.7
chr20,58700000,58800000,FALSE,14.4
chr20,58800000,58900000,FALSE,15.4
chr20,58900000,5.9e+07,FALSE,15.2
chr20,5.9e+07,59100000,FALSE,14.4
chr20,59100000,59200000,FALSE,15.2
chr20,59200000,59300000,FALSE,14.4
chr20,59300000,59400000,FALSE,14.7
chr20,59400000,59500000,FALSE,14.6
chr20,59500000,59600000,FALSE,15.5
chr20,59600000,59700000,FALSE,13.4
chr20,59700000,59800000,FALSE,14.7
chr20,59800000,59900000,TRUE,13.9
chr20,59900000,6e+07,FALSE,13.1
chr20,6e+07,60100000,FALSE,13.8
chr20,60100000,60200000,FALSE,14
chr20,60200000,60300000,FALSE,14.9
