chrom	start	end	gpseq_score	status
chr1	21300001	21400000	1.52679323181516	fused
chr1	21300001	21400000	1.52679323181516	fused
chr1	21300001	21400000	1.52679323181516	fused
chr1	21400001	21500000	1.82773490657202	fused
chr1	21400001	21500000	1.82773490657202	fused
chr1	21500001	21600000	1.8799007726458	fused
chr1	21500001	21600000	1.8799007726458	fused
chr1	21500001	21600000	1.8799007726458	fused
chr1	21500001	21600000	1.8799007726458	fused
chr1	21600001	21700000	1.79704434023302	fused
chr1	21600001	21700000	1.79704434023302	fused
chr1	21600001	21700000	1.79704434023302	fused
chr1	21700001	21800000	1.81509291055634	fused
chr1	21700001	21800000	1.81509291055634	fused
chr1	21800001	21900000	1.86213963805801	fused
chr1	21800001	21900000	1.86213963805801	fused
chr1	22000001	22100000	1.68558030018765	fused
chr1	22000001	22100000	1.68558030018765	fused
chr1	22000001	22100000	1.68558030018765	fused
chr1	22000001	22100000	1.68558030018765	fused
chr1	22000001	22100000	1.68558030018765	fused
chr1	22000001	22100000	1.68558030018765	fused
chr1	22000001	22100000	1.68558030018765	fused
chr1	22200001	22300000	1.77928277734798	fused
chr1	22200001	22300000	1.77928277734798	fused
chr1	22300001	22400000	1.82300634467848	fused
chr1	22300001	22400000	1.82300634467848	fused
chr1	22300001	22400000	1.82300634467848	fused
chr1	22400001	22500000	1.81879562870114	fused
chr1	22500001	22600000	1.98748770736704	not fused
chr1	22600001	22700000	1.76897117491446	not fused
chr1	22700001	22800000	1.85879181908897	fused
chr1	22700001	22800000	1.85879181908897	fused
chr1	22900001	23000000	1.87651140467734	fused
chr1	22900001	23000000	1.87651140467734	fused
chr1	23000001	23100000	1.83639682054958	not fused
chr1	23100001	23200000	1.88640825878096	fused
chr1	23100001	23200000	1.88640825878096	fused
chr1	23100001	23200000	1.88640825878096	fused
chr1	23200001	23300000	1.86378492988142	fused
chr1	23300001	23400000	1.56842963569463	fused
chr1	23400001	23500000	1.72360327073081	fused
chr1	23400001	23500000	1.72360327073081	fused
chr1	23400001	23500000	1.72360327073081	fused
chr1	23400001	23500000	1.72360327073081	fused
chr1	23500001	23600000	1.70556082928889	not fused
chr1	23600001	23700000	1.73921692640914	fused
chr1	23600001	23700000	1.73921692640914	fused
chr1	23600001	23700000	1.73921692640914	fused
chr1	23700001	23800000	1.80597642476297	fused
chr1	23800001	23900000	1.83452647392043	fused
chr1	23900001	24000000	1.79778483193255	fused
chr1	24100001	24200000	1.90493582754228	fused
chr1	24100001	24200000	1.90493582754228	fused
chr1	24200001	24300000	1.81647080613857	not fused
chr1	24300001	24400000	1.81655205544854	not fused
chr1	24400001	24500000	1.92403099692658	fused
chr1	24400001	24500000	1.92403099692658	fused
chr1	24500001	24600000	1.73710768829416	not fused
chr1	24600001	24700000	1.91535237635431	fused
chr1	24600001	24700000	1.91535237635431	fused
chr1	24600001	24700000	1.91535237635431	fused
chr1	24600001	24700000	1.91535237635431	fused
chr1	24700001	24800000	1.64991958142852	fused
chr1	24700001	24800000	1.64991958142852	fused
chr1	24700001	24800000	1.64991958142852	fused
chr1	24700001	24800000	1.64991958142852	fused
chr1	24700001	24800000	1.64991958142852	fused
chr1	24800001	24900000	1.80879350743869	fused
chr1	24900001	25000000	1.68328788536978	fused
chr1	24900001	25000000	1.68328788536978	fused
chr1	25000001	25100000	1.71943482423831	fused
chr1	25000001	25100000	1.71943482423831	fused
chr1	25000001	25100000	1.71943482423831	fused
chr1	25000001	25100000	1.71943482423831	fused
chr1	25100001	25200000	1.8269814457329	fused
chr1	25200001	25300000	1.92780532145081	not fused
chr1	25300001	25400000	1.75135140154165	not fused
chr1	25400001	25500000	1.88364726062389	not fused
chr1	25500001	25600000	1.85844797323844	fused
chr1	25500001	25600000	1.85844797323844	fused
chr1	25700001	25800000	1.740963776611	not fused
chr1	25800001	25900000	1.78661802284273	fused
chr1	25800001	25900000	1.78661802284273	fused
chr1	25900001	26000000	1.8599703834985	not fused
chr1	26000001	26100000	1.90918650217946	fused
chr1	26000001	26100000	1.90918650217946	fused
chr1	26000001	26100000	1.90918650217946	fused
chr1	26000001	26100000	1.90918650217946	fused
chr1	26100001	26200000	1.67211641623644	fused
chr1	26100001	26200000	1.67211641623644	fused
chr1	26100001	26200000	1.67211641623644	fused
chr1	26100001	26200000	1.67211641623644	fused
chr1	26200001	26300000	1.81407589277725	fused
chr1	26200001	26300000	1.81407589277725	fused
chr1	26300001	26400000	1.92286765361861	not fused
chr1	26400001	26500000	1.80062036486573	not fused
chr1	26500001	26600000	1.9155891239193	fused
chr1	26600001	26700000	1.76882389773926	fused
chr1	26600001	26700000	1.76882389773926	fused
chr1	26600001	26700000	1.76882389773926	fused
chr1	26600001	26700000	1.76882389773926	fused
chr1	26600001	26700000	1.76882389773926	fused
chr1	26700001	26800000	1.79293668451062	fused
chr1	26700001	26800000	1.79293668451062	fused
chr1	26700001	26800000	1.79293668451062	fused
chr1	26700001	26800000	1.79293668451062	fused
chr1	26800001	26900000	1.89168973326892	fused
chr1	26800001	26900000	1.89168973326892	fused
chr1	26800001	26900000	1.89168973326892	fused
chr1	26900001	27000000	1.73664189425074	not fused
chr1	27000001	27100000	1.68610241767968	fused
chr1	27000001	27100000	1.68610241767968	fused
chr1	27000001	27100000	1.68610241767968	fused
chr1	27000001	27100000	1.68610241767968	fused
chr1	27000001	27100000	1.68610241767968	fused
chr1	27000001	27100000	1.68610241767968	fused
chr1	27100001	27200000	1.72614485654579	fused
chr1	27100001	27200000	1.72614485654579	fused
chr1	27100001	27200000	1.72614485654579	fused
chr1	27100001	27200000	1.72614485654579	fused
chr1	27100001	27200000	1.72614485654579	fused
chr1	27200001	27300000	1.98537256423841	fused
chr1	27200001	27300000	1.98537256423841	fused
chr1	27200001	27300000	1.98537256423841	fused
chr1	27200001	27300000	1.98537256423841	fused
chr1	27200001	27300000	1.98537256423841	fused
chr1	27300001	27400000	1.8198420347634	not fused
chr1	27400001	27500000	1.79161742588363	fused
chr1	27500001	27600000	1.7348395518656	fused
chr1	27700001	27800000	1.76366631431604	fused
chr1	27800001	27900000	1.82656164015481	fused
chr1	27800001	27900000	1.82656164015481	fused
chr1	27800001	27900000	1.82656164015481	fused
chr1	27800001	27900000	1.82656164015481	fused
chr1	27800001	27900000	1.82656164015481	fused
chr1	27800001	27900000	1.82656164015481	fused
chr1	27800001	27900000	1.82656164015481	fused
chr1	27800001	27900000	1.82656164015481	fused
chr1	27800001	27900000	1.82656164015481	fused
chr1	27900001	28000000	1.79774611039226	fused
chr1	27900001	28000000	1.79774611039226	fused
chr1	27900001	28000000	1.79774611039226	fused
chr1	27900001	28000000	1.79774611039226	fused
chr1	27900001	28000000	1.79774611039226	fused
chr1	27900001	28000000	1.79774611039226	fused
chr1	28000001	28100000	1.72061341781652	fused
chr1	28000001	28100000	1.72061341781652	fused
chr1	28100001	28200000	1.8791733924788	fused
chr1	28100001	28200000	1.8791733924788	fused
chr1	28200001	28300000	1.70335894589023	fused
chr1	28200001	28300000	1.70335894589023	fused
chr1	28300001	28400000	1.75986737039794	fused
chr1	28300001	28400000	1.75986737039794	fused
chr1	28400001	28500000	1.65893824862706	fused
chr1	28400001	28500000	1.65893824862706	fused
chr1	28500001	28600000	1.70179441693235	fused
chr1	28500001	28600000	1.70179441693235	fused
chr1	28500001	28600000	1.70179441693235	fused
chr1	28500001	28600000	1.70179441693235	fused
chr1	28600001	28700000	1.85197422377689	fused
chr1	28600001	28700000	1.85197422377689	fused
chr1	28700001	28800000	1.80654485710867	fused
chr1	28700001	28800000	1.80654485710867	fused
chr1	28800001	28900000	1.81604769386716	fused
chr1	28800001	28900000	1.81604769386716	fused
chr1	28800001	28900000	1.81604769386716	fused
chr1	28800001	28900000	1.81604769386716	fused
chr1	28800001	28900000	1.81604769386716	fused
chr1	28800001	28900000	1.81604769386716	fused
chr1	28800001	28900000	1.81604769386716	fused
chr1	28800001	28900000	1.81604769386716	fused
chr1	28900001	29000000	1.84366791068212	fused
chr1	28900001	29000000	1.84366791068212	fused
chr1	28900001	29000000	1.84366791068212	fused
chr1	28900001	29000000	1.84366791068212	fused
chr1	28900001	29000000	1.84366791068212	fused
chr1	29000001	29100000	1.7808179176347	fused
chr1	29000001	29100000	1.7808179176347	fused
chr1	29000001	29100000	1.7808179176347	fused
chr1	29000001	29100000	1.7808179176347	fused
chr1	29000001	29100000	1.7808179176347	fused
chr1	29100001	29200000	1.85608411448094	not fused
chr1	29200001	29300000	1.71433429135224	fused
chr1	29200001	29300000	1.71433429135224	fused
chr1	29200001	29300000	1.71433429135224	fused
chr1	29300001	29400000	1.68638734419213	fused
chr1	29300001	29400000	1.68638734419213	fused
chr1	29300001	29400000	1.68638734419213	fused
chr1	29300001	29400000	1.68638734419213	fused
chr1	29400001	29500000	1.65725346574028	fused
chr1	29500001	29600000	1.64914868738201	fused
chr1	29500001	29600000	1.64914868738201	fused
chr1	29600001	29700000	1.79106426958293	fused
chr1	29700001	29800000	1.76593362173893	not fused
chr1	29800001	29900000	1.87953280596055	not fused
chr1	30000001	30100000	1.8301883297176	not fused
chr1	30100001	30200000	1.78272304955153	not fused
chr1	30200001	30300000	1.79996906112674	not fused
chr1	30300001	30400000	1.88918247565363	not fused
chr1	30400001	30500000	1.80261791475668	not fused
chr1	30500001	30600000	1.65635987883635	not fused
