chrom	start	end	gpseq_score	dsn_median
chr1	204000000	205000000	0.699100880580875	0.3497755
chr1	205000000	206000000	0.596904063031052	0.352445
chr1	206000000	207000000	0.513511509346516	0.3508165
chr1	207000000	208000000	0.372346670786343	0.3433475
chr1	208000000	209000000	0.462110304341109	0.3385415
chr1	209000000	210000000	0.28721149389773	0.3356895
chr1	210000000	211000000	0.333928626602812	0.3331615
chr1	211000000	212000000	0.394154178896957	0.332023
chr1	212000000	213000000	0.427467943766415	0.3370825
chr1	213000000	214000000	0.305113548586436	0.3278495
chr1	214000000	215000000	0.230069519542716	0.312196
chr1	215000000	216000000	0.204158813533138	0.30661
chr1	216000000	217000000	0.10246253669087	0.299605
chr1	217000000	218000000	0.208459755909161	0.298903
chr1	218000000	219000000	0.177543642824038	0.304525
chr1	219000000	220000000	0.164189711107678	0.309976
chr1	220000000	221000000	0.214039857871158	0.3148995
chr1	221000000	222000000	0.197645604820022	0.3081815
chr1	222000000	223000000	0.184501776610537	0.3106595
chr1	223000000	224000000	0.331833771048973	0.320339
chr1	224000000	225000000	0.425379267727484	0.3292285
chr1	225000000	226000000	0.446426695504403	0.3299795
chr1	226000000	227000000	0.562298779545806	0.3313415
chr1	227000000	228000000	0.602366754209795	0.3218815
chr1	228000000	229000000	0.732519697203769	0.3141685
chr1	229000000	230000000	0.506788197126526	0.310457
chr1	230000000	231000000	0.4288336165611	0.307833
chr1	231000000	232000000	0.460361501622123	0.30668
chr1	232000000	233000000	0.241248262011432	0.305391
chr1	233000000	234000000	0.342394562026881	0.309314
chr1	234000000	235000000	0.401507801637572	0.3151415
chr1	235000000	236000000	0.388889232195273	0.327748
chr1	236000000	237000000	0.395371543333849	0.3214025
chr1	237000000	238000000	0.222135022400742	0.2982655
chr1	238000000	239000000	0.156082187548278	0.291704
chr1	239000000	240000000	0.109803800401669	0.2994215
chr1	240000000	241000000	0.154345743859107	0.304118
chr1	241000000	242000000	0.247396879344971	0.299853
chr1	242000000	243000000	0.290832689633864	0.3022705
chr1	243000000	244000000	0.230335238683764	0.3007735
chr1	244000000	245000000	0.343642824038313	0.3056965
chr1	245000000	246000000	0.346330913023328	0.3097655
chr1	246000000	247000000	0.30976672331222	0.312905
chr10	1000000	2000000	0.604646995210877	0.415609
chr10	2000000	3000000	0.38288274370462	0.416346
chr10	3000000	4000000	0.49110458828982	0.4108655
chr10	4000000	5000000	0.364300942376024	0.407531
chr10	5000000	6000000	0.514537308821258	0.4009305
chr10	6000000	7000000	0.472226170245636	0.396064
chr10	7000000	8000000	0.468166228951027	0.3958325
chr10	8000000	9000000	0.305243318399505	0.3976015
chr10	9000000	10000000	0.223568669859416	0.3912265
chr10	10000000	11000000	0.292983160821876	0.3955605
chr10	11000000	12000000	0.43581646840723	0.3968265
chr10	12000000	13000000	0.643695349915032	0.397869
chr10	13000000	14000000	0.519165765487409	0.3969535
chr10	14000000	15000000	0.488039548895412	0.398051
chr10	15000000	16000000	0.403676811370308	0.3983265
chr10	16000000	17000000	0.343031052062413	0.396835
chr10	17000000	18000000	0.434901900200835	0.398788
chr10	18000000	19000000	0.445845821103044	0.403573
chr10	19000000	20000000	0.191873937895875	0.405122
chr10	20000000	21000000	0.34523095936969	0.407561
chr10	21000000	22000000	0.428858334620733	0.4092375
chr10	22000000	23000000	0.426176425150626	0.417672
chr10	23000000	24000000	0.432899737370617	0.4255085
chr10	24000000	25000000	0.368311447551368	0.4297665
chr10	25000000	26000000	0.410548431948092	0.437313
chr10	26000000	27000000	0.302678819712653	0.447878
chr10	27000000	28000000	0.428419589062259	0.4538265
chr10	28000000	29000000	0.383000154487873	0.464258
chr10	29000000	30000000	0.532587671867758	0.478557
chr10	30000000	31000000	0.562885833462073	0.489145
chr10	31000000	32000000	0.456079097790823	0.4996745
chr10	32000000	33000000	0.525784025953962	0.5101235
chr10	33000000	34000000	0.350131314691797	0.5166795
chr10	34000000	35000000	0.412859570523714	0.532938
chr10	35000000	36000000	0.535906071373398	0.57044
chr10	36000000	37000000	0.356100726093002	0.599453
chr10	50000000	51000000	0.502833307585355	0.5375545
chr10	51000000	52000000	0.578167773829755	0.525303
chr10	52000000	53000000	0.234778309902673	0.5139995
chr10	53000000	54000000	0.330950100417117	0.5024025
chr10	54000000	55000000	0.330820330604048	0.494055
chr10	55000000	56000000	0.359901127761471	0.4850345
chr10	56000000	57000000	0.203009423760235	0.4711325
chr10	57000000	58000000	0.305867449405222	0.463016
chr10	58000000	59000000	0.228271280704465	0.4534365
chr10	59000000	60000000	0.176622895102735	0.4436235
chr10	60000000	61000000	0.295176888614244	0.431314
chr10	61000000	62000000	0.388314537308821	0.4253085
chr10	62000000	63000000	0.383055770122046	0.4197835
chr10	63000000	64000000	0.284405994129461	0.4150695
chr10	64000000	65000000	0.413712343581029	0.4105375
chr10	65000000	66000000	0.334923528503013	0.400678
chr10	66000000	67000000	0.289324887996293	0.4023545
chr10	67000000	68000000	0.322657191410474	0.4044155
chr10	68000000	69000000	0.224724239147227	0.400178
chr10	69000000	70000000	0.322243163911633	0.3963815
chr10	70000000	71000000	0.522644832380658	0.3874145
chr10	71000000	72000000	0.789945929244555	0.3847305
chr10	72000000	73000000	0.868549358875328	0.383529
chr10	73000000	74000000	0.934280858952572	0.380553
chr10	74000000	75000000	0.659910397033833	0.3774055
chr10	75000000	76000000	0.68231731809053	0.3738045
chr10	76000000	77000000	0.497438591070601	0.3702685
chr10	77000000	78000000	0.446958133786498	0.3710475
chr10	78000000	79000000	0.388740923837479	0.3681185
chr10	79000000	80000000	0.652025336011123	0.365229
chr10	80000000	81000000	0.720630310520624	0.363863
chr10	81000000	82000000	0.604134095473506	0.361914
chr10	82000000	83000000	0.419916576548741	0.358172
chr10	83000000	84000000	0.269402131932644	0.3562615
chr10	84000000	85000000	0.191608218754828	0.3537985
chr10	85000000	86000000	0.385527576085278	0.3536065
chr10	86000000	87000000	0.340200834234513	0.3561105
chr10	87000000	88000000	0.438529275451877	0.3480505
chr10	88000000	89000000	0.572000617951491	0.3426435
chr10	89000000	90000000	0.279511818322262	0.338493
chr10	90000000	91000000	0.37271126216592	0.337912
chr10	91000000	92000000	0.300973273598023	0.341015
chr10	92000000	93000000	0.296474586744941	0.342567
chr10	93000000	94000000	0.301547968484474	0.3441835
chr10	94000000	95000000	0.536795921520161	0.340691
chr10	95000000	96000000	0.48325042484165	0.342702
chr10	96000000	97000000	0.468574076934961	0.3413195
chr10	97000000	98000000	0.400926927236212	0.338433
chr10	98000000	99000000	0.614200525258767	0.335052
chr10	99000000	100000000	0.614268499922756	0.336168
chr10	100000000	101000000	0.426337092538236	0.3418395
chr10	101000000	102000000	0.507350532983161	0.341414
chr10	102000000	103000000	0.798881507801638	0.341559
chr10	103000000	104000000	0.729355785570833	0.3416325
chr10	104000000	105000000	0.641631391935734	0.3342225
chr10	105000000	106000000	0.566710953190175	0.3255265
chr10	106000000	107000000	0.335529120964005	0.3143955
chr10	107000000	108000000	0.24988104433802	0.3105505
chr10	108000000	109000000	0.146819094701066	0.3109425
chr10	109000000	110000000	0.190594778309903	0.3172795
chr10	110000000	111000000	0.155532210721459	0.3213365
chr10	111000000	112000000	0.214874092383748	0.3148775
chr10	112000000	113000000	0.332488799629229	0.3126845
chr10	113000000	114000000	0.216449868685309	0.3106385
chr10	114000000	115000000	0.385323652093311	0.3153775
chr10	115000000	116000000	0.426374169627685	0.3115195
chr10	116000000	117000000	0.313839023636645	0.3140525
chr10	117000000	118000000	0.232875019310984	0.3128925
chr10	118000000	119000000	0.371537154333385	0.317377
chr10	119000000	120000000	0.399029816159432	0.3279245
chr10	120000000	121000000	0.384322570678202	0.3208425
chr10	121000000	122000000	0.503463618105979	0.3201065
chr10	122000000	123000000	0.427233122199908	0.31653
chr10	123000000	124000000	0.464977599258458	0.3140425
chr10	124000000	125000000	0.385898346979762	0.3181795
chr10	125000000	126000000	0.527372161285339	0.3177525
chr10	126000000	127000000	0.576363355476595	0.3133615
chr10	127000000	128000000	0.378625057932952	0.3166885
chr10	128000000	129000000	0.400858952572223	0.3100965
chr10	129000000	130000000	0.360414027498842	0.3117065
chr10	130000000	131000000	0.269111694731964	0.3106645
chr10	131000000	132000000	0.410882125753129	0.318869
chr10	132000000	133000000	0.412445543024873	0.3341705
chr10	133000000	134000000	0.510112776147073	0.3404785
chr11	1000000	2000000	0.931191101498532	0.3237065
chr11	2000000	3000000	0.859360420207014	0.3247245
chr11	3000000	4000000	0.723435810288892	0.3238485
chr11	4000000	5000000	0.343766414336475	0.317478
chr11	5000000	6000000	0.257104897265565	0.3135065
chr11	6000000	7000000	0.393573304495597	0.3128095
chr11	7000000	8000000	0.303537772284876	0.315465
chr11	8000000	9000000	0.515810288892322	0.3153795
chr11	9000000	10000000	0.5829445388537	0.3133585
chr11	10000000	11000000	0.585737679592152	0.3066895
chr11	11000000	12000000	0.548549358875329	0.3021175
chr11	12000000	13000000	0.582258612698904	0.3002815
chr11	13000000	14000000	0.478115247953036	0.301498
chr11	14000000	15000000	0.448447396879345	0.303705
chr11	15000000	16000000	0.400092692723621	0.300509
chr11	16000000	17000000	0.424779854781399	0.305599
chr11	17000000	18000000	0.661615943148463	0.3139515
chr11	18000000	19000000	0.473375560018539	0.316134
chr11	19000000	20000000	0.445091920284258	0.308143
chr11	20000000	21000000	0.297061640661209	0.2983845
chr11	21000000	22000000	0.219168855244864	0.2923025
chr11	22000000	23000000	0.183902363664453	0.2957145
chr11	23000000	24000000	0.309031361038159	0.2911945
chr11	24000000	25000000	0.276452958442763	0.2802825
chr11	25000000	26000000	0.216301560327514	0.283692
chr11	26000000	27000000	0.149117874246872	0.2881445
chr11	27000000	28000000	0.225088830526804	0.2923265
chr11	28000000	29000000	0.153610381585046	0.296198
chr11	29000000	30000000	0.260979453112931	0.2969945
chr11	30000000	31000000	0.336289201297698	0.3094515
chr11	31000000	32000000	0.308370152942994	0.3133705
chr11	32000000	33000000	0.38507029198208	0.3116455
chr11	33000000	34000000	0.521804418353159	0.3131725
chr11	34000000	35000000	0.409930480457285	0.3146255
chr11	35000000	36000000	0.449368144600649	0.311677
chr11	36000000	37000000	0.344254596014213	0.3105085
chr11	37000000	38000000	0.292556774293218	0.306543
chr11	38000000	39000000	0.353567124980689	0.3022385
chr11	39000000	40000000	0.335343735516762	0.304426
chr11	40000000	41000000	0.194778309902673	0.3035105
chr11	41000000	42000000	0.215238683763325	0.3105615
chr11	42000000	43000000	0.315828827437046	0.320289
chr11	43000000	44000000	0.358850610227097	0.3304945
chr11	44000000	45000000	0.687588444307122	0.3336485
chr11	45000000	46000000	0.620824965240229	0.3386175
chr11	57000000	58000000	0.449979916576549	0.348567
chr11	58000000	59000000	0.394123281322416	0.3422195
chr11	59000000	60000000	0.331549513363201	0.346956
chr11	60000000	61000000	0.569318708481384	0.3467645
chr11	61000000	62000000	0.844436891704001	0.3494055
chr11	62000000	63000000	0.823265873628921	0.3460865
chr11	63000000	64000000	0.695788660590143	0.343211
chr11	64000000	65000000	0.888292909006643	0.338643
chr11	65000000	66000000	0.950551521705547	0.3389415
chr11	66000000	67000000	0.862851846130079	0.3392815
chr11	67000000	68000000	0.913733971883208	0.3463375
chr11	68000000	69000000	1	0.3431585
chr11	69000000	70000000	0.947461764251506	0.330964
chr11	70000000	71000000	0.888416499304805	0.328507
chr11	71000000	72000000	0.952133477522015	0.33185
chr11	72000000	73000000	0.812927545187703	0.334905
chr11	73000000	74000000	0.640086513208714	0.335224
chr11	74000000	75000000	0.651555692878109	0.3346045
chr11	75000000	76000000	0.72415263401823	0.3328375
chr11	76000000	77000000	0.639592152016067	0.328121
chr11	77000000	78000000	0.545212420824966	0.3297165
chr11	78000000	79000000	0.381943457438591	0.326226
chr11	79000000	80000000	0.240784798393326	0.314409
chr11	80000000	81000000	0.208132241619033	0.308958
chr11	81000000	82000000	0.172457902054689	0.3112745
chr11	82000000	83000000	0.337926772748339	0.3089295
chr11	83000000	84000000	0.230254904989958	0.311111
chr11	84000000	85000000	0.256795921520161	0.309815
chr11	85000000	86000000	0.268116792831763	0.3079865
chr11	86000000	87000000	0.239246099181214	0.310163
chr11	87000000	88000000	0.19559400587054	0.309065
chr11	88000000	89000000	0.173421906380349	0.3095105
chr11	89000000	90000000	0.199450023173181	0.3147755
chr11	90000000	91000000	0.192868839796076	0.3098655
chr11	91000000	92000000	0.214138730109687	0.297866
chr11	92000000	93000000	0.212297234667079	0.297432
chr11	93000000	94000000	0.306534837015294	0.305632
chr11	94000000	95000000	0.246068283639734	0.304671
chr11	95000000	96000000	0.294892630928472	0.307156
chr11	96000000	97000000	0.149890313610382	0.306193
chr11	97000000	98000000	0.159555074926618	0.297839
chr11	98000000	99000000	0.18786961223544	0.297439
chr11	99000000	100000000	0.185441062876565	0.297574
chr11	100000000	101000000	0.188716205777847	0.301539
chr11	101000000	102000000	0.199320253360111	0.3066495
chr11	102000000	103000000	0.221306967403059	0.3188975
chr11	103000000	104000000	0.1801143210258	0.3147475
chr11	104000000	105000000	0.238560173026418	0.3002215
chr11	105000000	106000000	0.168329986096092	0.301809
chr11	106000000	107000000	0.189655492043875	0.308715
chr11	107000000	108000000	0.227449405221691	0.311968
chr11	108000000	109000000	0.331184921983625	0.314428
chr11	109000000	110000000	0.205425614089294	0.3062935
chr11	110000000	111000000	0.298075081106133	0.3086515
chr11	111000000	112000000	0.41100571605129	0.3157355
chr11	112000000	113000000	0.28791595859725	0.313862
chr11	113000000	114000000	0.35597713579484	0.3069195
chr11	114000000	115000000	0.372909006642979	0.307707
chr11	115000000	116000000	0.331568051907925	0.305767
chr11	116000000	117000000	0.457685771666924	0.316139
chr11	117000000	118000000	0.588085895257223	0.3269575
chr11	118000000	119000000	0.60154487872702	0.3327705
chr11	119000000	120000000	0.737315000772439	0.332084
chr11	120000000	121000000	0.560896029661672	0.32474
chr11	121000000	122000000	0.334972964622278	0.317587
chr11	122000000	123000000	0.358109068438128	0.318246
chr11	123000000	124000000	0.272516607446316	0.322789
chr11	124000000	125000000	0.307807817086359	0.3197785
chr11	125000000	126000000	0.405580101961996	0.318519
chr11	126000000	127000000	0.402861115402441	0.312739
chr11	127000000	128000000	0.270817240846594	0.3066055
chr11	128000000	129000000	0.227035377722849	0.306502
chr11	129000000	130000000	0.253446624439981	0.3028285
chr12	1000000	2000000	0.682817858798084	0.3457925
chr12	2000000	3000000	0.784236057469489	0.3395335
chr12	3000000	4000000	0.773922447087904	0.333545
chr12	4000000	5000000	0.615368453576395	0.332612
chr12	5000000	6000000	0.632312683454349	0.337288
chr12	6000000	7000000	0.824186621350224	0.3417145
chr12	7000000	8000000	0.63916576548741	0.334565
chr12	8000000	9000000	0.635328286729492	0.32722
chr12	9000000	10000000	0.463599567433957	0.31529
chr12	10000000	11000000	0.367211493897729	0.3113225
chr12	11000000	12000000	0.444387455584737	0.3071925
chr12	12000000	13000000	0.43192337401514	0.3151985
chr12	13000000	14000000	0.454787579175035	0.3122535
chr12	14000000	15000000	0.393159276996756	0.309034
chr12	15000000	16000000	0.327211493897729	0.306403
chr12	16000000	17000000	0.291221999073073	0.299665
chr12	17000000	18000000	0.281711725629538	0.305592
chr12	18000000	19000000	0.318621968175498	0.3071215
chr12	19000000	20000000	0.364585200061795	0.3024605
chr12	20000000	21000000	0.333316854626912	0.301115
chr12	21000000	22000000	0.322181368762552	0.3011415
chr12	22000000	23000000	0.376116174880272	0.298779
chr12	23000000	24000000	0.31243627375251	0.2978245
chr12	24000000	25000000	0.289479375868994	0.3027365
chr12	25000000	26000000	0.403015603275144	0.3085685
chr12	26000000	27000000	0.400655028580256	0.312503
chr12	27000000	28000000	0.505156805190793	0.313429
chr12	28000000	29000000	0.324430712189093	0.312364
chr12	29000000	30000000	0.380614861733354	0.311142
chr12	30000000	31000000	0.446420515989495	0.316349
chr12	31000000	32000000	0.639487100262629	0.328517
chr12	32000000	33000000	0.501875482774602	0.328438
chr12	33000000	34000000	0.382406921056697	0.3250175
chr12	40000000	41000000	0.300973273598023	0.32891
chr12	41000000	42000000	0.362465626448324	0.3280195
chr12	42000000	43000000	0.288811988258922	0.3265735
chr12	43000000	44000000	0.385577012204542	0.3266055
chr12	44000000	45000000	0.352226170245636	0.3316845
chr12	45000000	46000000	0.313449714197436	0.3374745
chr12	46000000	47000000	0.341319326432875	0.336903
chr12	47000000	48000000	0.470631855399351	0.3391605
chr12	48000000	49000000	0.509562799320253	0.3480975
chr12	49000000	50000000	0.806173335393172	0.349695
chr12	50000000	51000000	0.791873937895875	0.341979
chr12	51000000	52000000	0.728156959678665	0.3418335
chr12	52000000	53000000	0.779175034759771	0.3489905
chr12	53000000	54000000	0.803503784952881	0.3526425
chr12	54000000	55000000	0.711836860806427	0.3492995
chr12	55000000	56000000	0.483441989803801	0.348322
chr12	56000000	57000000	0.664316391163294	0.3517315
chr12	57000000	58000000	0.70442762243164	0.357885
chr12	58000000	59000000	0.438696122354396	0.348258
chr12	59000000	60000000	0.280123590298162	0.3323205
chr12	60000000	61000000	0.335195427158968	0.3304465
chr12	61000000	62000000	0.225601730264174	0.339292
chr12	62000000	63000000	0.279295535300479	0.3422285
chr12	63000000	64000000	0.286995210875947	0.3279415
chr12	64000000	65000000	0.341634481693187	0.3303195
chr12	65000000	66000000	0.283392553684536	0.3241535
chr12	66000000	67000000	0.27173180905299	0.3208225
chr12	67000000	68000000	0.245005407075545	0.318073
chr12	68000000	69000000	0.17242082496524	0.3170965
chr12	69000000	70000000	0.428283639734282	0.314056
chr12	70000000	71000000	0.22381585045574	0.311139
chr12	71000000	72000000	0.255213965703692	0.315591
chr12	72000000	73000000	0.206086822184459	0.308516
chr12	73000000	74000000	0.278362428549359	0.302138
chr12	74000000	75000000	0.20167464854009	0.308049
chr12	75000000	76000000	0.197936042020702	0.3164255
chr12	76000000	77000000	0.295220145218601	0.3186575
chr12	77000000	78000000	0.221306967403059	0.3229435
chr12	78000000	79000000	0.276440599412946	0.320453
chr12	79000000	80000000	0.265002317318091	0.3082545
chr12	80000000	81000000	0.235167619341882	0.3015925
chr12	81000000	82000000	0.283689170400124	0.2954455
chr12	82000000	83000000	0.171277614707246	0.289674
chr12	83000000	84000000	0.176072918275916	0.285867
chr12	84000000	85000000	0.180775529120964	0.292115
chr12	85000000	86000000	0.24437509655492	0.297561
chr12	86000000	87000000	0.187498841340955	0.2939495
chr12	87000000	88000000	0.21271126216592	0.3054135
chr12	88000000	89000000	0.131815232504248	0.3087795
chr12	89000000	90000000	0.239907307276379	0.297535
chr12	90000000	91000000	0.234827746021937	0.297285
chr12	91000000	92000000	0.119431484628457	0.299247
chr12	92000000	93000000	0.22217209949019	0.300014
chr12	93000000	94000000	0.332291055152171	0.307468
chr12	94000000	95000000	0.373594932797776	0.31016
chr12	95000000	96000000	0.468926309284722	0.3160105
chr12	96000000	97000000	0.444820021628302	0.3135525
chr12	97000000	98000000	0.302283330758536	0.306065
chr12	98000000	99000000	0.317311911014985	0.309813
chr12	99000000	100000000	0.230557701220454	0.310408
chr12	100000000	101000000	0.273041866213502	0.3151915
