chrom	dsn
chr6	0.810183
chr7	0.645899
chr8	0.768424
chr9:22	0.7610335
chr10	0.7718045
chr11	0.764988
chr12	0.718948
chr13	0.470782
chr14	0.77995
chr15	0.792922
chr16	0.849642
chr17	0.7632515
chr18	0.856537
chr19	0.818311
chr20	0.815002
chr21	0.840447
chr22:9	0.3050005
chrX	0.748279
chr1	0.777856
chr2	0.73727
chr3	0.811517
chr4	0.758468
chr5	0.7238445
chr6	0.777277
chr7	0.7411335
chr8	0.6669265
chr9:22	0.81332
chr10	0.8135215
chr11	0.7202745
chr12	0.79725
chr13	0.67271
chr14	0.764696
chr15	0.300476
chr16	0.808209
chr17	0.505539
chr18	0.782887
chr19	0.748524
chr20	0.831833
chr21	0.823742
chr22:9	0.443828
chrX	0.545824
chr1	0.711332
chr2	0.78745
chr3	0.667877
chr4	0.762406
chr5	0.6949925
chr6	0.448437
chr7	0.771979
chr8	0.515387
chr9:22	0.702584
chr10	0.8101005
chr11	0.752449
chr12	0.793862
chr13	0.814156
chr14	0.810686
chr15	0.402888
chr16	0.784925
chr17	0.812639
chr18	0.802352
chr19	0.732797
chr20	0.796352
chr21	0.805086
chr22:9	0.4333515
chrX	0.753954
chr1	0.797889
chr2	0.406248
chr3	0.825897
chr4	0.828211
chr5	0.775373
chr6	0.747977
chr7	0.6149505
chr8	0.812138
chr9:22	0.7756695
chr10	0.785031
chr11	0.760224
chr12	0.7603005
chr13	0.342497
chr14	0.833157
chr15	0.7633025
chr16	0.654467
chr17	0.644915
chr18	0.82784
chr19	0.577491
chr20	0.834834
chr21	0.475148
chr22:9	0.828485
chrX	0.781951
chr1	0.718777
chr2	0.592999
chr3	0.764376
chr4	0.784975
chr5	0.7750415
chr6	0.787592
chr7	0.815175
chr8	0.6840965
chr9:22	0.7561165
chr10	0.670152
chr11	0.745729
chr12	0.7984305
chr13	0.265146
chr14	0.772745
chr15	0.5158415
chr16	0.807135
chr17	0.794869
chr18	0.790631
chr19	0.817834
chr20	0.835795
chr21	0.55237
chr22:9	0.5299145
chrX	0.751716
chr1	0.703191
chr2	0.790301
chr3	0.780342
chr4	0.808079
chr5	0.7679715
chr6	0.649969
chr7	0.364346
chr8	0.7739055
chr9:22	0.7439725
chr10	0.757827
chr11	0.374507
chr12	0.798562
chr13	0.72716
chr14	0.810485
chr15	0.808649
chr16	0.814465
chr17	0.8249535
chr18	0.743357
chr19	0.760053
chr20	0.675867
chr21	0.782809
chr22:9	0.745612
chrX	0.789338
chr1	0.761942
chr2	0.810061
chr3	0.79452
chr4	0.500061
chr5	0.6743185
chr6	0.358654
chr7	0.6758745
chr8	0.7713505
chr9:22	0.7821875
chr10	0.796485
chr11	0.8114305
chr12	0.820054
chr13	0.434202
chr14	0.77022
chr15	0.7242365
chr16	0.795872
chr17	0.7354495
chr18	0.530548
chr19	0.836158
chr20	0.801932
chr21	0.840202
chr22:9	0.5386095
chrX	0.780389
chr1	0.429361
chr2	0.770461
chr3	0.654598
chr4	0.702163
chr5	0.780692
chr6	0.60294
chr7	0.800522
chr8	0.7915585
chr9:22	0.782471
chr10	0.7772215
chr11	0.751188
chr12	0.726884
chr13	0.811085
chr14	0.666319
chr15	0.70772
chr16	0.803243
chr17	0.403094
chr18	0.825797
chr19	0.798501
chr20	0.769728
chr21	0.843751
chr22:9	0.8094525
chrX	0.821777
chr1	0.760487
chr2	0.718929
chr3	0.721506
chr4	0.79841
chr5	0.798517
chr6	0.770039
chr7	0.702062
chr8	0.75872
chr9:22	0.7277525
chr10	0.7681575
chr11	0.2866825
chr12	0.699344
chr13	0.819046
chr14	0.749717
chr15	0.5828395
chr16	0.799919
chr17	0.838119
chr18	0.798707
chr19	0.765768
chr20	0.641636
chr21	0.878341
chr22:9	0.3857845
chrX	0.730576
chr1	0.776062
chr2	0.724738
chr3	0.744154
chr4	0.581967
chr5	0.563103
chr6	0.749258
chr7	0.7830075
chr8	0.4067535
chr9:22	0.75203
chr10	0.820828
chr11	0.837399
chr12	0.8000595
chr13	0.851201
chr14	0.822248
chr15	0.7410075
chr16	0.795669
chr17	0.819431
chr18	0.789198
chr19	0.823527
chr20	0.694478
chr21	0.810381
chr22:9	0.759949
chrX	0.31479
chr1	0.789291
chr2	0.748362
chr3	0.745492
chr4	0.757327
chr5	0.7411795
chr6	0.793969
chr7	0.795507
chr8	0.7270255
chr9:22	0.7382945
chr10	0.8042425
chr11	0.6833535
chr12	0.7241415
chr13	0.771028
chr14	0.791434
chr15	0.7258555
chr16	0.568628
chr17	0.7293335
chr18	0.726941
chr19	0.283544
chr20	0.788912
chr21	0.794674
chr22:9	0.8934805
chrX	0.307459
chr1	0.776631
chr2	0.731207
chr3	0.812841
chr4	0.803566
chr5	0.506272
chr6	0.730868
chr7	0.7111335
chr8	0.8057575
chr9:22	0.764322
chr10	0.726139
chr11	0.799649
chr12	0.71253
chr13	0.745109
chr14	0.488866
chr15	0.723006
chr16	0.763168
chr17	0.804744
chr18	0.841127
chr19	0.67813
chr20	0.472724
chr21	0.826834
chr22:9	0.853179
chrX	0.292541
chr1	0.777568
chr2	0.636416
chr3	0.770781
chr4	0.763035
chr5	0.752746
chr6	0.753485
chr7	0.7763965
chr8	0.8143355
chr9:22	0.699799
chr10	0.7225075
chr11	0.696237
chr12	0.7754015
chr13	0.777237
chr14	0.784541
chr15	0.698088
chr16	0.828406
chr17	0.680073
chr18	0.236143
chr19	0.418296
chr20	0.82943
chr21	0.763351
chr22:9	0.8831255
chrX	0.755231
chr1	0.741249
chr2	0.774065
chr3	0.815779
chr4	0.780378
chr5	0.783178
chr6	0.757999
chr7	0.7561375
chr8	0.8067295
chr9:22	0.81445
chr10	0.8015205
chr11	0.784796
chr12	0.413912
chr13	0.73142
chr14	0.422264
chr15	0.809361
chr16	0.391355
chr17	0.3459565
chr18	0.811689
chr19	0.782253
chr20	0.819197
chr21	0.787628
chr22:9	0.5425525
chrX	0.756486
chr1	0.624723
chr2	0.773223
chr3	0.769901
chr4	0.67759
chr5	0.785944
chr6	0.694272
chr7	0.8133025
chr8	0.786857
chr9:22	0.568473
chr10	0.7389095
chr11	0.7583915
chr12	0.809475
chr13	0.769871
chr14	0.326327
chr15	0.7824865
chr16	0.828394
chr17	0.7941075
chr18	0.848018
chr19	0.527995
chr20	0.825373
chr21	0.8641
chr22:9	0.434192
chrX	0.746873
chr1	0.786853
chr2	0.773158
chr3	0.729205
chr4	0.797689
chr5	0.768342
chr6	0.801308
chr7	0.7446915
chr8	0.746424
chr9:22	0.786472
chr10	0.4076625
chr11	0.8152275
chr12	0.746813
chr13	0.822347
chr14	0.380885
chr15	0.773351
chr16	0.824452
chr17	0.7615065
chr18	0.784752
chr19	0.371976
chr20	0.815789
chr21	0.798854
chr22:9	0.439248
chrX	0.785852
chr1	0.789069
chr2	0.739781
chr3	0.817594
chr4	0.692975
chr5	0.7383695
chr6	0.751356
chr7	0.487433
chr8	0.620588
chr9:22	0.744099
chr10	0.811102
chr11	0.7804225
chr12	0.6832365
chr13	0.802414
chr14	0.816189
chr15	0.7191085
chr16	0.269457
chr17	0.8037625
chr18	0.704231
chr19	0.826134
chr20	0.81771
chr21	0.792855
chr22:9	0.879195
chrX	0.591061
chr1	0.77952
chr2	0.616564
chr3	0.689387
chr4	0.416086
chr5	0.7686135
chr6	0.760421
chr7	0.810284
chr8	0.6975395
chr9:22	0.71439
chr10	0.843686
chr11	0.7924825
chr12	0.8038905
chr13	0.732595
chr14	0.718566
chr15	0.803206
chr16	0.812458
chr17	0.7803845
chr18	0.779551
chr19	0.812935
chr20	0.859702
chr21	0.499582
chr22:9	0.7300795
chrX	0.796172
chr1	0.786608
chr2	0.810516
chr3	0.78894
chr4	0.78749
chr5	0.7529875
chr6	0.371927
chr7	0.8083135
chr8	0.5939735
chr9:22	0.7870545
chr10	0.690962
chr11	0.491129
chr12	0.8089545
chr13	0.817691
chr14	0.665134
chr15	0.463691
chr16	0.769131
chr17	0.8437495
chr18	0.785338
chr19	0.818663
chr20	0.816427
chr21	0.806592
chr22:9	0.527192
chrX	0.756932
chr1	0.741609
chr2	0.66692
chr3	0.648458
chr4	0.755621
chr5	0.7466255
chr6	0.767773
chr7	0.7863235
chr8	0.7777345
chr9:22	0.788192
chr10	0.802403
chr11	0.797765
chr12	0.3760005
chr13	0.807539
chr14	0.788945
chr15	0.7343905
chr16	0.771952
chr17	0.4293565
chr18	0.834817
chr19	0.342064
chr20	0.739321
chr21	0.832122
chr22:9	0.6933705
chrX	0.79522
chr1	0.751425
chr2	0.762964
chr3	0.390958
chr4	0.744191
chr5	0.543749
chr6	0.711188
chr7	0.744858
chr8	0.8213365
chr9:22	0.7834835
chr10	0.8190485
chr11	0.788258
chr12	0.8083215
chr13	0.779921
chr14	0.801552
chr15	0.8030405
chr16	0.818746
chr17	0.8316035
chr18	0.784331
chr19	0.428514
chr20	0.827141
chr21	0.284679
chr22:9	0.7792665
chrX	0.727186
chr1	0.761878
chr2	0.808047
chr3	0.805717
chr4	0.494949
chr5	0.7825425
chr6	0.702141
chr7	0.7656155
chr8	0.700303
chr9:22	0.4471245
chr10	0.7955595
chr11	0.6487625
chr12	0.67979
chr13	0.829495
chr14	0.827567
chr15	0.7559435
chr16	0.74953
chr17	0.26921
chr18	0.808007
chr19	0.847528
chr20	0.838257
chr21	0.814275
chr22:9	0.387227
chrX	0.746516
chr1	0.616677
chr2	0.765062
chr3	0.801514
chr4	0.611983
chr5	0.752228
chr6	0.80378
chr7	0.692678
chr8	0.729656
chr9:22	0.7079725
chr10	0.8054845
chr11	0.828059
chr12	0.710782
chr13	0.737479
chr14	0.743554
chr15	0.8441035
chr16	0.795161
chr17	0.7912065
chr18	0.775772
chr19	0.681858
chr20	0.82715
chr21	0.841851
chr22:9	0.573624
chrX	0.398438
chr1	0.770163
chr2	0.75545
chr3	0.741385
chr4	0.761712
chr5	0.792199
chr6	0.728247
chr7	0.2838185
chr8	0.733026
chr9:22	0.7003985
chr10	0.7486605
chr11	0.7320435
chr12	0.76852
chr13	0.749934
chr14	0.808854
chr15	0.701244
chr16	0.825844
chr17	0.799171
chr18	0.822279
chr19	0.870166
chr20	0.830009
chr21	0.457757
chr22:9	0.8604185
chrX	0.594745
chr1	0.761507
chr2	0.773595
chr3	0.762579
chr4	0.740563
chr5	0.6380515
chr6	0.798035
chr7	0.786807
chr8	0.2941375
chr9:22	0.740051
chr10	0.774216
chr11	0.7903715
chr12	0.7778725
chr13	0.807199
chr14	0.792829
chr15	0.670396
chr16	0.789328
chr17	0.687102
chr18	0.397532
chr19	0.865569
chr20	0.797758
chr21	0.738228
chr22:9	0.5676005
chrX	0.764809
chr1	0.614175
chr2	0.667242
chr3	0.569266
chr4	0.595749
chr5	0.803756
chr6	0.734832
chr7	0.662822
chr8	0.788443
chr9:22	0.7806595
chr10	0.796638
chr11	0.7678985
chr12	0.824359
chr13	0.807274
chr14	0.783812
chr15	0.715235
chr16	0.787824
chr17	0.7041735
chr18	0.832392
chr19	0.324757
chr20	0.805894
chr21	0.848452
chr22:9	0.8931605
chrX	0.698698
chr1	0.795949
chr2	0.356706
chr3	0.760319
chr4	0.742705
chr5	0.774484
chr6	0.738115
chr7	0.795923
chr8	0.7946595
chr9:22	0.774024
chr10	0.771374
chr11	0.726154
chr12	0.770251
chr13	0.823856
chr14	0.524303
chr15	0.4669755
chr16	0.620823
chr17	0.7951585
chr18	0.665996
chr19	0.786824
chr20	0.839307
chr21	0.841054
chr22:9	0.819513
chrX	0.771953
chr1	0.746292
chr2	0.736934
chr3	0.782801
chr4	0.753104
chr5	0.777369
chr6	0.824259
chr7	0.799434
chr8	0.468744
chr9:22	0.7356515
chr10	0.739164
chr11	0.787534
chr12	0.8068605
chr13	0.577199
chr14	0.763088
chr15	0.66962
chr16	0.767576
chr17	0.8362515
chr18	0.478791
chr19	0.809426
chr20	0.361701
chr21	0.309462
chr22:9	0.874649
chrX	0.771797
chr1	0.716718
chr2	0.711554
chr3	0.680751
chr4	0.809964
chr5	0.763007
chr6	0.453898
chr7	0.8085975
chr8	0.3733515
chr9:22	0.777154
chr10	0.813575
chr11	0.7881735
chr12	0.77059
chr13	0.4658
chr14	0.820739
chr15	0.7284995
chr16	0.812197
chr17	0.8262255
chr18	0.81315
chr19	0.832335
chr20	0.763115
chr21	0.763954
chr22:9	0.8426935
chrX	0.707763
chr1	0.784413
chr2	0.818164
chr3	0.774666
chr4	0.762583
chr5	0.793949
chr6	0.806528
chr7	0.789785
chr8	0.4094495
chr9:22	0.4701565
chr10	0.8083375
chr11	0.7772295
chr12	0.7424445
chr13	0.798642
chr14	0.644503
chr15	0.718409
chr16	0.759107
chr17	0.7108205
chr18	0.804489
chr19	0.765642
chr20	0.812219
chr21	0.773287
chr22:9	0.5703035
chrX	0.402138
chr1	0.793477
chr2	0.756765
chr3	0.773504
chr4	0.757757
chr5	0.825241
chr6	0.621835
chr7	0.7201625
chr8	0.780981
chr9:22	0.6186325
chr10	0.8221965
chr11	0.8124065
chr12	0.3607685
chr13	0.710272
chr14	0.727585
chr15	0.6736405
chr16	0.745019
chr17	0.761729
chr18	0.306663
chr19	0.820643
chr20	0.726536
chr21	0.707916
chr22:9	0.781988
chrX	0.75191
chr1	0.75688
chr2	0.714121
chr3	0.721708
chr4	0.683884
chr5	0.6438125
chr6	0.756219
chr7	0.763746
chr8	0.79613
chr9:22	0.4371335
chr10	0.687391
chr11	0.813323
chr12	0.7702915
chr13	0.825994
chr14	0.839545
chr15	0.807036
chr16	0.808819
chr17	0.2843725
chr18	0.831428
chr19	0.829471
chr20	0.819426
chr21	0.806653
chr22:9	0.537353
chrX	0.819406
chr1	0.73615
chr2	0.705296
chr3	0.791311
chr4	0.78768
chr5	0.3369895
chr6	0.793158
chr7	0.766256
chr8	0.7791035
chr9:22	0.3993595
chr10	0.807392
chr11	0.785378
chr12	0.570396
chr13	0.805218
chr14	0.762998
chr15	0.6558995
chr16	0.815928
chr17	0.7053305
chr18	0.788506
chr19	0.809681
chr20	0.788242
chr21	0.836211
chr22:9	0.8727785
chrX	0.752176
chr1	0.421847
chr2	0.754608
chr3	0.743323
chr4	0.681421
chr5	0.8087425
chr6	0.80967
chr7	0.7871105
chr8	0.7846235
chr9:22	0.80034
chr10	0.739665
chr11	0.766246
chr12	0.7163515
chr13	0.683349
chr14	0.800856
chr15	0.415278
chr16	0.757444
chr17	0.8210445
chr18	0.816128
chr19	0.770953
chr20	0.808266
chr21	0.830202
chr22:9	0.3871255
chrX	0.794127
chr1	0.75294
chr2	0.799198
chr3	0.558009
chr4	0.743077
chr5	0.656975
chr6	0.434979
chr7	0.764366
chr8	0.650649
chr9:22	0.7790365
chr10	0.8219515
chr11	0.8050405
chr12	0.7774615
chr13	0.753432
chr14	0.77894
chr15	0.715775
chr16	0.343979
chr17	0.7515575
chr18	0.813192
chr19	0.861032
chr20	0.847863
chr21	0.594406
chr22:9	0.826008
chrX	0.793501
chr1	0.548041
chr2	0.797567
chr3	0.375604
chr4	0.809436
chr5	0.7770105
chr6	0.710089
chr7	0.8058215
chr8	0.764944
chr9:22	0.484038
chr10	0.840257
chr11	0.770349
chr12	0.807085
chr13	0.80152
chr14	0.474014
chr15	0.8174395
chr16	0.79224
chr17	0.8109995
chr18	0.729998
chr19	0.849978
chr20	0.803584
chr21	0.751287
chr22:9	0.75149
chrX	0.789129
chr1	0.77322
chr2	0.774761
chr3	0.720352
chr4	0.744573
chr5	0.790439
chr6	0.770483
chr7	0.714983
chr8	0.6795185
chr9:22	0.738043
chr10	0.6104165
chr11	0.6070745
chr12	0.786862
chr13	0.787554
chr14	0.716904
chr15	0.829733
chr16	0.690566
chr17	0.792525
chr18	0.339505
chr19	0.820996
chr20	0.29084
chr21	0.763357
chr22:9	0.515791
chrX	0.812045
chr1	0.768646
chr2	0.802164
chr3	0.80087
chr4	0.742636
chr5	0.7688915
chr6	0.701515
chr7	0.795363
chr8	0.690393
chr9:22	0.7476185
chr10	0.8113905
chr11	0.311363
chr12	0.765243
chr13	0.776563
chr14	0.777402
chr15	0.751626
chr16	0.729293
chr17	0.758072
chr18	0.792975
chr19	0.460742
chr20	0.772778
chr21	0.339503
chr22:9	0.754089
chrX	0.791555
chr1	0.722346
chr2	0.756571
chr3	0.587742
chr4	0.758185
chr5	0.741452
chr6	0.780394
chr7	0.730095
chr8	0.7004395
chr9:22	0.4046695
chr10	0.7650345
chr11	0.805674
chr12	0.8172415
chr13	0.698479
chr14	0.845298
chr15	0.666949
chr16	0.79549
chr17	0.8220205
chr18	0.736632
chr19	0.356154
chr20	0.837679
chr21	0.857296
chr22:9	0.2742955
chrX	0.791098
chr1	0.782385
chr2	0.739523
chr3	0.630355
chr4	0.753853
chr5	0.7741565
chr6	0.674864
chr7	0.8337265
chr8	0.760959
chr9:22	0.6441045
chr10	0.7240215
chr11	0.8135975
chr12	0.775216
chr13	0.731445
chr14	0.82699
chr15	0.7714255
chr16	0.802415
chr17	0.7646585
chr18	0.319916
chr19	0.348338
chr20	0.830304
chr21	0.799791
chr22:9	0.4260585
chrX	0.751377
chr1	0.708291
chr2	0.660631
chr3	0.602399
chr4	0.779035
chr5	0.8198295
chr6	0.790027
chr7	0.759467
chr8	0.7580545
chr9:22	0.76629
chr10	0.799508
chr11	0.781612
chr12	0.7685015
chr13	0.49555
chr14	0.358244
chr15	0.825517
chr16	0.780198
chr17	0.7307785
chr18	0.414262
chr19	0.843253
chr20	0.714278
chr21	0.848419
chr22:9	0.5110835
chrX	0.795111
chr1	0.766104
chr2	0.635186
chr3	0.835808
chr4	0.627063
chr5	0.820507
chr6	0.708563
chr7	0.746252
chr8	0.682731
chr9:22	0.7684785
chr10	0.455428
chr11	0.8282575
chr12	0.727681
chr13	0.726707
chr14	0.815612
chr15	0.698392
chr16	0.7779
chr17	0.717937
chr18	0.784913
chr19	0.35909
chr20	0.8173
chr21	0.786515
chr22:9	0.4567095
chrX	0.792234
chr1	0.767659
chr2	0.746254
chr3	0.828493
chr4	0.776043
chr5	0.6599625
chr6	0.695234
chr7	0.774165
chr8	0.744168
chr9:22	0.7275465
chr10	0.7951845
chr11	0.264397
chr12	0.697403
chr13	0.644941
chr14	0.820948
chr15	0.7966305
chr16	0.767056
chr17	0.765407
chr18	0.676149
chr19	0.4867
chr20	0.830796
chr21	0.78876
chr22:9	0.483983
chrX	0.75841
chr1	0.775132
chr2	0.714326
chr3	0.720552
chr4	0.808412
chr5	0.8195575
chr6	0.394851
chr7	0.7963485
chr8	0.7671535
chr9:22	0.3950885
chr10	0.7498655
chr11	0.7708885
chr12	0.823753
chr13	0.792249
chr14	0.712965
chr15	0.7874605
chr16	0.757337
chr17	0.793463
chr18	0.782667
chr19	0.82246
chr20	0.760182
chr21	0.414284
chr22:9	0.843166
chrX	0.778812
chr1	0.703403
chr2	0.761397
chr3	0.801219
chr4	0.72814
chr5	0.7891265
chr6	0.424282
chr7	0.8026575
chr8	0.798129
chr9:22	0.740309
chr10	0.651608
chr11	0.7944165
chr12	0.3941395
chr13	0.757194
chr14	0.797091
chr15	0.8200925
chr16	0.750872
chr17	0.775219
chr18	0.346772
chr19	0.79774
chr20	0.777143
chr21	0.834468
chr22:9	0.855388
chrX	0.746596
chr1	0.77494
chr2	0.787257
chr3	0.673855
chr4	0.717305
chr5	0.721649
chr6	0.647242
chr7	0.735469
chr8	0.767207
chr9:22	0.779199
chr10	0.3746335
chr11	0.7382695
chr12	0.6930845
chr13	0.815227
chr14	0.301312
chr15	0.8124155
chr16	0.796699
chr17	0.767009
chr18	0.807617
chr19	0.834622
chr20	0.759213
chr21	0.56164
chr22:9	0.8658515
chrX	0.799053
chr1	0.751169
chr2	0.77276
chr3	0.787574
chr4	0.548248
chr5	0.788676
chr6	0.766671
chr7	0.7795575
chr8	0.7742405
chr9:22	0.586239
chr10	0.598299
chr11	0.739642
chr12	0.8139415
chr13	0.672954
chr14	0.570063
chr15	0.782374
chr16	0.835757
chr17	0.7221225
chr18	0.706804
chr19	0.865599
chr20	0.829597
chr21	0.664349
chr22:9	0.83882
chrX	0.331239
chr1	0.745194
chr2	0.691688
chr3	0.775758
chr4	0.802138
chr5	0.7990025
chr6	0.77873
chr7	0.810416
chr8	0.746251
chr9:22	0.743782
chr10	0.730724
chr11	0.7781155
chr12	0.753114
chr13	0.41976
chr14	0.368681
chr15	0.424348
chr16	0.805372
chr17	0.800876
chr18	0.833413
chr19	0.254911
chr20	0.805745
chr21	0.826754
chr22:9	0.4179355
chrX	0.758923
chr1	0.681047
chr2	0.802673
chr3	0.680683
chr4	0.73241
chr5	0.735714
chr6	0.767992
chr7	0.419075
chr8	0.718
chr9:22	0.7309585
chr10	0.769485
chr11	0.805881
chr12	0.806006
chr13	0.57772
chr14	0.779508
chr15	0.6928955
chr16	0.79686
chr17	0.666989
chr18	0.791401
chr19	0.834431
chr20	0.779819
chr21	0.826399
chr22:9	0.4208725
chrX	0.769606
chr1	0.731711
chr2	0.744448
chr3	0.779495
chr4	0.738306
chr5	0.5261425
chr6	0.76572
chr7	0.7551345
chr8	0.7185245
chr9:22	0.765254
chr10	0.7817955
chr11	0.7893155
chr12	0.772295
chr13	0.612164
chr14	0.280405
chr15	0.815652
chr16	0.60976
chr17	0.8320385
chr18	0.72519
chr19	0.811218
chr20	0.798169
chr21	0.858124
chr22:9	0.8774415
chrX	0.723972
chr1	0.736985
chr2	0.685336
chr3	0.78196
chr4	0.576693
chr5	0.7436185
chr6	0.391705
chr7	0.74299
chr8	0.7968945
chr9:22	0.748021
chr10	0.772572
chr11	0.7755545
chr12	0.779189
chr13	0.810225
chr14	0.725173
chr15	0.76729
chr16	0.390078
chr17	0.81875
chr18	0.752082
chr19	0.832243
chr20	0.830943
chr21	0.808024
chr22:9	0.8037775
chrX	0.743417
chr1	0.801129
chr2	0.7499
chr3	0.533245
chr4	0.703009
chr5	0.800928
chr6	0.784854
chr7	0.763093
chr8	0.824833
chr9:22	0.749823
chr10	0.7339265
chr11	0.542405
chr12	0.6933725
chr13	0.791395
chr14	0.848405
chr15	0.379949
chr16	0.800109
chr17	0.5010675
chr18	0.783458
chr19	0.817091
chr20	0.818161
chr21	0.823226
chr22:9	0.39035
chrX	0.691607
chr1	0.720328
chr2	0.738063
chr3	0.80509
chr4	0.822647
chr5	0.681871
chr6	0.812046
chr7	0.781784
chr8	0.6879065
chr9:22	0.3177075
chr10	0.7237985
chr11	0.804997
chr12	0.7552385
chr13	0.814413
chr14	0.798154
chr15	0.7328475
chr16	0.399763
chr17	0.7239355
chr18	0.778254
chr19	0.769295
chr20	0.77994
chr21	0.441847
chr22:9	0.836135
chrX	0.783601
chr1	0.791718
chr2	0.696411
chr3	0.641004
chr4	0.799255
chr5	0.780831
chr6	0.764444
chr7	0.798714
chr8	0.7857935
chr9:22	0.7435135
chr10	0.796494
chr11	0.816735
chr12	0.484393
chr13	0.790836
chr14	0.687667
chr15	0.7843545
chr16	0.381057
chr17	0.817238
chr18	0.762912
chr19	0.766207
chr20	0.390077
chr21	0.630465
chr22:9	0.8714335
chrX	0.602159
chr1	0.78232
chr2	0.792166
chr3	0.808265
chr4	0.772846
chr5	0.7585065
chr6	0.773854
chr7	0.7969405
chr8	0.770703
chr9:22	0.76462
chr10	0.739917
chr11	0.79268
chr12	0.4662755
chr13	0.373713
chr14	0.7339
chr15	0.5026605
chr16	0.806239
chr17	0.3501365
chr18	0.812022
chr19	0.61766
chr20	0.784504
chr21	0.539629
chr22:9	0.7654175
chrX	0.804407
chr1	0.717723
chr2	0.631609
chr3	0.775364
chr4	0.793166
chr5	0.7647775
chr6	0.758217
chr7	0.7548395
chr8	0.7740025
chr9:22	0.527223
chr10	0.5441905
chr11	0.749244
chr12	0.79689
chr13	0.813147
chr14	0.841893
chr15	0.754801
chr16	0.716798
chr17	0.3190235
chr18	0.852787
chr19	0.721682
chr20	0.820726
chr21	0.845409
chr22:9	0.841161
chrX	0.43806
chr1	0.750545
chr2	0.817814
chr3	0.779569
chr4	0.809246
chr5	0.7800685
chr6	0.794838
chr7	0.784848
chr8	0.6632115
chr9:22	0.383217
chr10	0.6835905
chr11	0.76185
chr12	0.814713
chr13	0.699447
chr14	0.772737
chr15	0.360615
chr16	0.686586
chr17	0.795484
chr18	0.834678
chr19	0.785568
chr20	0.840948
chr21	0.811418
chr22:9	0.5561585
chrX	0.781728
chr1	0.588891
chr2	0.713849
chr3	0.768721
chr4	0.769213
chr5	0.7583205
chr6	0.786407
chr7	0.7945835
chr8	0.758466
chr9:22	0.743206
chr10	0.7455025
chr11	0.799538
chr12	0.6618945
chr13	0.724481
chr14	0.844501
chr15	0.787968
chr16	0.851571
chr17	0.7673925
chr18	0.371255
chr19	0.839073
chr20	0.801829
chr21	0.326223
chr22:9	0.271852
chrX	0.801133
chr1	0.529274
chr2	0.775509
chr3	0.640949
chr4	0.786447
chr5	0.7546705
chr6	0.815755
chr7	0.7616745
chr8	0.824776
chr9:22	0.7417315
chr10	0.749896
chr11	0.78731
chr12	0.735123
chr13	0.797988
chr14	0.745466
chr15	0.769992
chr16	0.451284
chr17	0.7807535
