chrom	start	end	gpseq_score	dsn
chr1	52000000	53000000	0.459551985169164	0.2797785
chr1	53000000	54000000	0.694367372161285	0.279728
chr1	54000000	55000000	0.751466089911942	0.2777965
chr1	55000000	56000000	0.541325505947783	0.2780725
chr1	56000000	57000000	0.340033987331995	0.2760395
chr1	57000000	58000000	0.270780163757145	0.273957
chr1	58000000	59000000	0.348475204696432	0.2725625
chr1	59000000	60000000	0.34104742777692	0.2692295
chr1	60000000	61000000	0.328706936505485	0.2682595
chr1	61000000	62000000	0.303296771203461	0.2690475
chr1	62000000	63000000	0.477725938513827	0.2679025
chr1	63000000	64000000	0.348333075853546	0.265696
chr1	64000000	65000000	0.344137185230959	0.2691205
chr1	65000000	66000000	0.359857871157114	0.268465
chr1	66000000	67000000	0.365357639425305	0.2642255
chr1	67000000	68000000	0.414966785107369	0.264093
chr1	68000000	69000000	0.363083577939132	0.261903
chr1	69000000	70000000	0.200339873319945	0.261614
chr1	70000000	71000000	0.232182913641279	0.2586785
chr1	71000000	72000000	0.203565580101963	0.2614905
chr1	72000000	73000000	0.207007569905763	0.2595645
chr1	73000000	74000000	0.230971728719296	0.2633355
chr1	74000000	75000000	0.315519851691642	0.263387
chr1	75000000	76000000	0.284109377413873	0.260496
chr1	76000000	77000000	0.260812606210413	0.2620205
chr1	77000000	78000000	0.291598949482466	0.2616425
chr1	78000000	79000000	0.304334929708018	0.261134
chr1	79000000	80000000	0.328088985014677	0.261068
chr1	80000000	81000000	0.308098254287039	0.2606525
chr1	81000000	82000000	0.289813069674031	0.2602345
chr1	82000000	83000000	0.304687162057778	0.262766
chr1	83000000	84000000	0.40231731809053	0.261834
chr1	84000000	85000000	0.308098254287039	0.2646585
chr1	85000000	86000000	0.36740305885988	0.2675665
chr1	86000000	87000000	0.339551985169165	0.268203
chr1	87000000	88000000	0.363596477676503	0.2671495
chr1	88000000	89000000	0.313542406921057	0.268043
chr1	89000000	90000000	0.41203769504094	0.2694755
chr1	90000000	91000000	0.379898038004017	0.2712375
chr1	91000000	92000000	0.456542561408929	0.273722
chr1	92000000	93000000	0.493403367835625	0.2740085
chr1	93000000	94000000	0.481662289510274	0.2765025
chr1	94000000	95000000	0.475390081878572	0.2741095
chr1	95000000	96000000	0.42635563108296	0.27296
chr1	96000000	97000000	0.311670013903909	0.2729315
chr1	97000000	98000000	0.272720531438283	0.2733065
chr1	98000000	99000000	0.325913795767032	0.275947
chr1	99000000	100000000	0.290146763479067	0.279694
chr1	100000000	101000000	0.321248262011432	0.2819655
chr1	101000000	102000000	0.343191719450024	0.2844015
chr1	102000000	103000000	0.390520624131006	0.2865425
chr1	103000000	104000000	0.393869921211185	0.2882965
chr1	104000000	105000000	0.419014367372161	0.2933515
chr1	105000000	106000000	0.460997991657655	0.2977295
chr1	106000000	107000000	0.390409392862661	0.2953055
chr1	107000000	108000000	0.224835470415573	0.2987115
chr1	108000000	109000000	0.301127761470725	0.299341
chr1	109000000	110000000	0.42342654101653	0.299216
chr1	110000000	111000000	0.689176579638498	0.3032835
chr1	111000000	112000000	0.635488954117102	0.3058415
chr1	112000000	113000000	0.648781090684381	0.309382
chr1	113000000	114000000	0.587943766414337	0.3106685
chr1	114000000	115000000	0.646451413564036	0.3117025
chr1	115000000	116000000	0.5941109222926	0.312244
chr1	116000000	117000000	0.495782481075236	0.3159355
chr1	117000000	118000000	0.559882589216747	0.3195475
chr1	118000000	119000000	0.477231577321181	0.3234035
chr1	119000000	120000000	0.45393480611772	0.327806
chr1	151000000	152000000	0.744582110304342	0.314669
chr1	152000000	153000000	0.604999227560636	0.312592
chr1	153000000	154000000	0.821615943148463	0.3121565
chr1	154000000	155000000	0.82909315618724	0.30995
chr1	155000000	156000000	0.948697667233123	0.307141
chr1	156000000	157000000	0.781226633709254	0.305297
chr1	157000000	158000000	0.549414490962459	0.3017995
chr1	158000000	159000000	0.402280241001082	0.302993
chr1	159000000	160000000	0.441489263092847	0.303592
chr1	160000000	161000000	0.589859416035841	0.302104
chr1	161000000	162000000	0.482391472269427	0.2982655
chr1	162000000	163000000	0.445722230804882	0.2974475
chr1	163000000	164000000	0.292890468098255	0.29458
chr1	164000000	165000000	0.319857871157114	0.293438
chr1	165000000	166000000	0.36141510891395	0.291626
chr1	166000000	167000000	0.444640815695968	0.2909585
chr1	167000000	168000000	0.377179051444462	0.2906995
chr1	168000000	169000000	0.33747566816005	0.284042
chr1	169000000	170000000	0.314790668932489	0.2841335
chr1	170000000	171000000	0.219298625057933	0.2834425
chr1	171000000	172000000	0.365833462073227	0.281683
chr1	172000000	173000000	0.22867294917349	0.2833095
chr1	173000000	174000000	0.384001235902982	0.2812615
chr1	174000000	175000000	0.342110304341109	0.281223
chr1	175000000	176000000	0.409664761316237	0.28022
chr1	176000000	177000000	0.347467943766415	0.282725
chr1	177000000	178000000	0.331710180750811	0.2824595
chr1	178000000	179000000	0.437472578402596	0.282918
chr1	179000000	180000000	0.415893712343581	0.280508
chr1	180000000	181000000	0.384106287656419	0.282451
chr1	181000000	182000000	0.456851537154334	0.2817085
chr1	182000000	183000000	0.397484937432412	0.280423
chr1	183000000	184000000	0.406383438900047	0.277833
chr1	184000000	185000000	0.270514444616098	0.2768205
chr1	185000000	186000000	0.263661362583037	0.273893
chr1	186000000	187000000	0.104996137803183	0.269284
chr1	187000000	188000000	0.130251815232505	0.263618
chr1	188000000	189000000	0.186590452649467	0.26627
chr1	189000000	190000000	0.193437355167619	0.2638925
chr1	190000000	191000000	0.114104742777692	0.263092
chr1	191000000	192000000	0.230291982079407	0.2592545
chr1	192000000	193000000	0.160988722385293	0.2619445
chr1	193000000	194000000	0.194277769195118	0.263032
chr1	194000000	195000000	0.146089911941913	0.2652695
chr1	195000000	196000000	0.209633863741696	0.2656465
chr1	196000000	197000000	0.100089602966168	0.2659985
chr1	197000000	198000000	0.175782481075236	0.267586
chr1	198000000	199000000	0.180892939904218	0.2714495
chr1	199000000	200000000	0.243633554765951	0.272565
chr1	200000000	201000000	0.349420670477368	0.2745185
chr1	201000000	202000000	0.65180905298934	0.278004
chr1	202000000	203000000	0.70561408929399	0.278137
chr1	203000000	204000000	0.730764714969875	0.2821265
chr1	204000000	205000000	0.699100880580875	0.281543
chr1	205000000	206000000	0.596904063031052	0.281799
chr1	206000000	207000000	0.513511509346516	0.280908
chr1	207000000	208000000	0.372346670786343	0.2776135
chr1	208000000	209000000	0.462110304341109	0.2756475
chr1	209000000	210000000	0.28721149389773	0.2784375
chr1	210000000	211000000	0.333928626602812	0.2760425
chr1	211000000	212000000	0.394154178896957	0.273243
chr1	212000000	213000000	0.427467943766415	0.269425
chr1	213000000	214000000	0.305113548586436	0.2691785
chr1	214000000	215000000	0.230069519542716	0.264816
chr1	215000000	216000000	0.204158813533138	0.262356
chr1	216000000	217000000	0.10246253669087	0.261843
chr1	217000000	218000000	0.208459755909161	0.260567
chr1	218000000	219000000	0.177543642824038	0.2580775
chr1	219000000	220000000	0.164189711107678	0.260693
chr1	220000000	221000000	0.214039857871158	0.26252
chr1	221000000	222000000	0.197645604820022	0.261489
chr1	222000000	223000000	0.184501776610537	0.263269
chr1	223000000	224000000	0.331833771048973	0.2602455
chr1	224000000	225000000	0.425379267727484	0.2615645
chr1	225000000	226000000	0.446426695504403	0.264556
chr1	226000000	227000000	0.562298779545806	0.2649295
chr1	227000000	228000000	0.602366754209795	0.267357
chr1	228000000	229000000	0.732519697203769	0.2647745
chr1	229000000	230000000	0.506788197126526	0.2636815
chr1	230000000	231000000	0.4288336165611	0.261009
chr1	231000000	232000000	0.460361501622123	0.2589705
chr1	232000000	233000000	0.241248262011432	0.25925
chr1	233000000	234000000	0.342394562026881	0.2574875
chr1	234000000	235000000	0.401507801637572	0.259015
chr1	235000000	236000000	0.388889232195273	0.260468
chr1	236000000	237000000	0.395371543333849	0.253054
chr1	237000000	238000000	0.222135022400742	0.2492325
chr1	238000000	239000000	0.156082187548278	0.249276
chr1	239000000	240000000	0.109803800401669	0.247388
chr1	240000000	241000000	0.154345743859107	0.2453435
chr1	241000000	242000000	0.247396879344971	0.246856
chr1	242000000	243000000	0.290832689633864	0.2460085
chr1	243000000	244000000	0.230335238683764	0.248248
chr1	244000000	245000000	0.343642824038313	0.2488375
chr1	245000000	246000000	0.346330913023328	0.2515925
chr1	246000000	247000000	0.30976672331222	0.2545315
chr10	1000000	2000000	0.604646995210877	0.235251
chr10	2000000	3000000	0.38288274370462	0.2303225
chr10	3000000	4000000	0.49110458828982	0.230301
chr10	4000000	5000000	0.364300942376024	0.228014
chr10	5000000	6000000	0.514537308821258	0.2300045
chr10	6000000	7000000	0.472226170245636	0.2316405
chr10	7000000	8000000	0.468166228951027	0.2304465
chr10	8000000	9000000	0.305243318399505	0.230815
chr10	9000000	10000000	0.223568669859416	0.2280555
chr10	10000000	11000000	0.292983160821876	0.232245
chr10	11000000	12000000	0.43581646840723	0.231312
chr10	12000000	13000000	0.643695349915032	0.2354485
chr10	13000000	14000000	0.519165765487409	0.23832
chr10	14000000	15000000	0.488039548895412	0.2319975
chr10	15000000	16000000	0.403676811370308	0.2304935
chr10	16000000	17000000	0.343031052062413	0.229017
chr10	17000000	18000000	0.434901900200835	0.2266985
chr10	18000000	19000000	0.445845821103044	0.2255935
chr10	19000000	20000000	0.191873937895875	0.2248165
chr10	20000000	21000000	0.34523095936969	0.2255825
chr10	21000000	22000000	0.428858334620733	0.2244255
chr10	22000000	23000000	0.426176425150626	0.227355
chr10	23000000	24000000	0.432899737370617	0.225536
chr10	24000000	25000000	0.368311447551368	0.2267645
chr10	25000000	26000000	0.410548431948092	0.2288505
chr10	26000000	27000000	0.302678819712653	0.230632
chr10	27000000	28000000	0.428419589062259	0.234079
chr10	28000000	29000000	0.383000154487873	0.23472
chr10	29000000	30000000	0.532587671867758	0.234254
chr10	30000000	31000000	0.562885833462073	0.2377805
chr10	31000000	32000000	0.456079097790823	0.2376215
chr10	32000000	33000000	0.525784025953962	0.2429235
chr10	33000000	34000000	0.350131314691797	0.246698
chr10	34000000	35000000	0.412859570523714	0.247842
chr10	35000000	36000000	0.535906071373398	0.247652
chr10	36000000	37000000	0.356100726093002	0.2484825
chr10	50000000	51000000	0.502833307585355	0.2600665
chr10	51000000	52000000	0.578167773829755	0.259856
chr10	52000000	53000000	0.234778309902673	0.258102
chr10	53000000	54000000	0.330950100417117	0.255683
chr10	54000000	55000000	0.330820330604048	0.2539795
chr10	55000000	56000000	0.359901127761471	0.250161
chr10	56000000	57000000	0.203009423760235	0.250497
chr10	57000000	58000000	0.305867449405222	0.2499175
chr10	58000000	59000000	0.228271280704465	0.249674
chr10	59000000	60000000	0.176622895102735	0.249621
chr10	60000000	61000000	0.295176888614244	0.249496
chr10	61000000	62000000	0.388314537308821	0.2484095
chr10	62000000	63000000	0.383055770122046	0.2499155
chr10	63000000	64000000	0.284405994129461	0.2464515
chr10	64000000	65000000	0.413712343581029	0.245553
chr10	65000000	66000000	0.334923528503013	0.244995
chr10	66000000	67000000	0.289324887996293	0.2445195
chr10	67000000	68000000	0.322657191410474	0.246417
chr10	68000000	69000000	0.224724239147227	0.247477
chr10	69000000	70000000	0.322243163911633	0.2504005
chr10	70000000	71000000	0.522644832380658	0.251071
chr10	71000000	72000000	0.789945929244555	0.2517985
chr10	72000000	73000000	0.868549358875328	0.249378
chr10	73000000	74000000	0.934280858952572	0.253163
chr10	74000000	75000000	0.659910397033833	0.255452
chr10	75000000	76000000	0.68231731809053	0.2557
chr10	76000000	77000000	0.497438591070601	0.257386
chr10	77000000	78000000	0.446958133786498	0.258635
chr10	78000000	79000000	0.388740923837479	0.2573655
chr10	79000000	80000000	0.652025336011123	0.2534565
chr10	80000000	81000000	0.720630310520624	0.2568415
chr10	81000000	82000000	0.604134095473506	0.2554755
chr10	82000000	83000000	0.419916576548741	0.254337
chr10	83000000	84000000	0.269402131932644	0.2504715
chr10	84000000	85000000	0.191608218754828	0.2506175
chr10	85000000	86000000	0.385527576085278	0.2536305
chr10	86000000	87000000	0.340200834234513	0.251823
chr10	87000000	88000000	0.438529275451877	0.2509965
chr10	88000000	89000000	0.572000617951491	0.2476965
chr10	89000000	90000000	0.279511818322262	0.245519
chr10	90000000	91000000	0.37271126216592	0.2459645
chr10	91000000	92000000	0.300973273598023	0.2458285
chr10	92000000	93000000	0.296474586744941	0.245752
chr10	93000000	94000000	0.301547968484474	0.2469275
chr10	94000000	95000000	0.536795921520161	0.249896
chr10	95000000	96000000	0.48325042484165	0.2509115
chr10	96000000	97000000	0.468574076934961	0.248431
chr10	97000000	98000000	0.400926927236212	0.250704
chr10	98000000	99000000	0.614200525258767	0.250232
chr10	99000000	100000000	0.614268499922756	0.2486345
chr10	100000000	101000000	0.426337092538236	0.246698
chr10	101000000	102000000	0.507350532983161	0.24489
chr10	102000000	103000000	0.798881507801638	0.2469055
chr10	103000000	104000000	0.729355785570833	0.245051
chr10	104000000	105000000	0.641631391935734	0.246584
chr10	105000000	106000000	0.566710953190175	0.245174
chr10	106000000	107000000	0.335529120964005	0.242613
chr10	107000000	108000000	0.24988104433802	0.2408375
chr10	108000000	109000000	0.146819094701066	0.241092
chr10	109000000	110000000	0.190594778309903	0.240453
chr10	110000000	111000000	0.155532210721459	0.238534
chr10	111000000	112000000	0.214874092383748	0.2362965
chr10	112000000	113000000	0.332488799629229	0.238021
chr10	113000000	114000000	0.216449868685309	0.234124
chr10	114000000	115000000	0.385323652093311	0.234534
chr10	115000000	116000000	0.426374169627685	0.232983
chr10	116000000	117000000	0.313839023636645	0.2321505
chr10	117000000	118000000	0.232875019310984	0.2317405
chr10	118000000	119000000	0.371537154333385	0.233133
chr10	119000000	120000000	0.399029816159432	0.232324
chr10	120000000	121000000	0.384322570678202	0.232203
chr10	121000000	122000000	0.503463618105979	0.234016
chr10	122000000	123000000	0.427233122199908	0.2320285
chr10	123000000	124000000	0.464977599258458	0.232303
chr10	124000000	125000000	0.385898346979762	0.2332005
chr10	125000000	126000000	0.527372161285339	0.2328885
chr10	126000000	127000000	0.576363355476595	0.2323835
chr10	127000000	128000000	0.378625057932952	0.231263
chr10	128000000	129000000	0.400858952572223	0.2345565
chr10	129000000	130000000	0.360414027498842	0.233781
chr10	130000000	131000000	0.269111694731964	0.237329
chr10	131000000	132000000	0.410882125753129	0.2352245
chr10	132000000	133000000	0.412445543024873	0.2372175
chr10	133000000	134000000	0.510112776147073	0.2376695
chr11	1000000	2000000	0.931191101498532	0.2343225
chr11	2000000	3000000	0.859360420207014	0.2384025
chr11	3000000	4000000	0.723435810288892	0.238033
chr11	4000000	5000000	0.343766414336475	0.237783
chr11	5000000	6000000	0.257104897265565	0.238337
chr11	6000000	7000000	0.393573304495597	0.2363055
chr11	7000000	8000000	0.303537772284876	0.236391
chr11	8000000	9000000	0.515810288892322	0.235205
chr11	9000000	10000000	0.5829445388537	0.237489
chr11	10000000	11000000	0.585737679592152	0.2364865
chr11	11000000	12000000	0.548549358875329	0.2389715
chr11	12000000	13000000	0.582258612698904	0.2388705
chr11	13000000	14000000	0.478115247953036	0.2398665
chr11	14000000	15000000	0.448447396879345	0.238865
chr11	15000000	16000000	0.400092692723621	0.235144
chr11	16000000	17000000	0.424779854781399	0.237785
chr11	17000000	18000000	0.661615943148463	0.237456
chr11	18000000	19000000	0.473375560018539	0.2401525
chr11	19000000	20000000	0.445091920284258	0.238436
chr11	20000000	21000000	0.297061640661209	0.2374665
chr11	21000000	22000000	0.219168855244864	0.2352745
chr11	22000000	23000000	0.183902363664453	0.231295
chr11	23000000	24000000	0.309031361038159	0.2310215
chr11	24000000	25000000	0.276452958442763	0.2289605
chr11	25000000	26000000	0.216301560327514	0.229248
chr11	26000000	27000000	0.149117874246872	0.231227
chr11	27000000	28000000	0.225088830526804	0.2359915
chr11	28000000	29000000	0.153610381585046	0.2393805
chr11	29000000	30000000	0.260979453112931	0.2375875
chr11	30000000	31000000	0.336289201297698	0.239061
chr11	31000000	32000000	0.308370152942994	0.2393405
chr11	32000000	33000000	0.38507029198208	0.242603
chr11	33000000	34000000	0.521804418353159	0.2439355
chr11	34000000	35000000	0.409930480457285	0.2467555
chr11	35000000	36000000	0.449368144600649	0.24623
chr11	36000000	37000000	0.344254596014213	0.242999
chr11	37000000	38000000	0.292556774293218	0.241825
chr11	38000000	39000000	0.353567124980689	0.241153
chr11	39000000	40000000	0.335343735516762	0.2468225
chr11	40000000	41000000	0.194778309902673	0.2431955
chr11	41000000	42000000	0.215238683763325	0.245304
chr11	42000000	43000000	0.315828827437046	0.2499255
chr11	43000000	44000000	0.358850610227097	0.251051
chr11	44000000	45000000	0.687588444307122	0.252335
chr11	45000000	46000000	0.620824965240229	0.2552355
chr11	57000000	58000000	0.449979916576549	0.257875
chr11	58000000	59000000	0.394123281322416	0.2586885
chr11	59000000	60000000	0.331549513363201	0.2612245
chr11	60000000	61000000	0.569318708481384	0.259981
chr11	61000000	62000000	0.844436891704001	0.2592175
chr11	62000000	63000000	0.823265873628921	0.254999
chr11	63000000	64000000	0.695788660590143	0.255482
chr11	64000000	65000000	0.888292909006643	0.2525355
chr11	65000000	66000000	0.950551521705547	0.248764
chr11	66000000	67000000	0.862851846130079	0.247801
chr11	67000000	68000000	0.913733971883208	0.249264
chr11	68000000	69000000	1	0.2506195
chr11	69000000	70000000	0.947461764251506	0.2515515
chr11	70000000	71000000	0.888416499304805	0.2537295
chr11	71000000	72000000	0.952133477522015	0.253188
chr11	72000000	73000000	0.812927545187703	0.254194
chr11	73000000	74000000	0.640086513208714	0.2562515
chr11	74000000	75000000	0.651555692878109	0.2548845
chr11	75000000	76000000	0.72415263401823	0.2570855
chr11	76000000	77000000	0.639592152016067	0.2562595
chr11	77000000	78000000	0.545212420824966	0.256457
chr11	78000000	79000000	0.381943457438591	0.2572155
chr11	79000000	80000000	0.240784798393326	0.257172
chr11	80000000	81000000	0.208132241619033	0.255654
chr11	81000000	82000000	0.172457902054689	0.2551605
chr11	82000000	83000000	0.337926772748339	0.253537
chr11	83000000	84000000	0.230254904989958	0.255201
chr11	84000000	85000000	0.256795921520161	0.2551805
chr11	85000000	86000000	0.268116792831763	0.252558
chr11	86000000	87000000	0.239246099181214	0.2511415
chr11	87000000	88000000	0.19559400587054	0.246898
chr11	88000000	89000000	0.173421906380349	0.2478855
chr11	89000000	90000000	0.199450023173181	0.246216
chr11	90000000	91000000	0.192868839796076	0.2458675
chr11	91000000	92000000	0.214138730109687	0.2450555
chr11	92000000	93000000	0.212297234667079	0.2454955
chr11	93000000	94000000	0.306534837015294	0.245669
chr11	94000000	95000000	0.246068283639734	0.2453125
chr11	95000000	96000000	0.294892630928472	0.2421785
chr11	96000000	97000000	0.149890313610382	0.2383375
chr11	97000000	98000000	0.159555074926618	0.239306
chr11	98000000	99000000	0.18786961223544	0.239958
chr11	99000000	100000000	0.185441062876565	0.237285
chr11	100000000	101000000	0.188716205777847	0.241752
chr11	101000000	102000000	0.199320253360111	0.244223
chr11	102000000	103000000	0.221306967403059	0.2442925
chr11	103000000	104000000	0.1801143210258	0.242878
chr11	104000000	105000000	0.238560173026418	0.2434745
chr11	105000000	106000000	0.168329986096092	0.242478
chr11	106000000	107000000	0.189655492043875	0.2420015
chr11	107000000	108000000	0.227449405221691	0.2416515
chr11	108000000	109000000	0.331184921983625	0.241138
chr11	109000000	110000000	0.205425614089294	0.2411295
chr11	110000000	111000000	0.298075081106133	0.2406295
chr11	111000000	112000000	0.41100571605129	0.2400875
chr11	112000000	113000000	0.28791595859725	0.2408385
chr11	113000000	114000000	0.35597713579484	0.2385905
chr11	114000000	115000000	0.372909006642979	0.2365885
chr11	115000000	116000000	0.331568051907925	0.236243
chr11	116000000	117000000	0.457685771666924	0.236735
chr11	117000000	118000000	0.588085895257223	0.2358565
chr11	118000000	119000000	0.60154487872702	0.2368305
chr11	119000000	120000000	0.737315000772439	0.2344135
chr11	120000000	121000000	0.560896029661672	0.235547
chr11	121000000	122000000	0.334972964622278	0.2330755
chr11	122000000	123000000	0.358109068438128	0.2361335
chr11	123000000	124000000	0.272516607446316	0.2335195
chr11	124000000	125000000	0.307807817086359	0.2335225
chr11	125000000	126000000	0.405580101961996	0.23559
chr11	126000000	127000000	0.402861115402441	0.232038
chr11	127000000	128000000	0.270817240846594	0.2304785
chr11	128000000	129000000	0.227035377722849	0.2317365
chr11	129000000	130000000	0.253446624439981	0.231218
chr12	1000000	2000000	0.682817858798084	0.232888
chr12	2000000	3000000	0.784236057469489	0.235402
chr12	3000000	4000000	0.773922447087904	0.2387035
chr12	4000000	5000000	0.615368453576395	0.240176
chr12	5000000	6000000	0.632312683454349	0.2367185
chr12	6000000	7000000	0.824186621350224	0.238
chr12	7000000	8000000	0.63916576548741	0.2388035
chr12	8000000	9000000	0.635328286729492	0.235147
chr12	9000000	10000000	0.463599567433957	0.234034
chr12	10000000	11000000	0.367211493897729	0.2344715
chr12	11000000	12000000	0.444387455584737	0.231943
chr12	12000000	13000000	0.43192337401514	0.233088
chr12	13000000	14000000	0.454787579175035	0.232001
chr12	14000000	15000000	0.393159276996756	0.2317255
chr12	15000000	16000000	0.327211493897729	0.2314895
chr12	16000000	17000000	0.291221999073073	0.231093
chr12	17000000	18000000	0.281711725629538	0.230517
chr12	18000000	19000000	0.318621968175498	0.228824
chr12	19000000	20000000	0.364585200061795	0.228915
chr12	20000000	21000000	0.333316854626912	0.231488
chr12	21000000	22000000	0.322181368762552	0.2331215
chr12	22000000	23000000	0.376116174880272	0.2321855
chr12	23000000	24000000	0.31243627375251	0.2347315
chr12	24000000	25000000	0.289479375868994	0.2334455
chr12	25000000	26000000	0.403015603275144	0.2332225
chr12	26000000	27000000	0.400655028580256	0.237412
chr12	27000000	28000000	0.505156805190793	0.2372785
chr12	28000000	29000000	0.324430712189093	0.2414485
chr12	29000000	30000000	0.380614861733354	0.2394465
chr12	30000000	31000000	0.446420515989495	0.2427345
chr12	31000000	32000000	0.639487100262629	0.2482945
chr12	32000000	33000000	0.501875482774602	0.2517625
chr12	33000000	34000000	0.382406921056697	0.25055
chr12	40000000	41000000	0.300973273598023	0.257134
chr12	41000000	42000000	0.362465626448324	0.2588605
chr12	42000000	43000000	0.288811988258922	0.258227
chr12	43000000	44000000	0.385577012204542	0.2552495
chr12	44000000	45000000	0.352226170245636	0.2556695
chr12	45000000	46000000	0.313449714197436	0.2570305
chr12	46000000	47000000	0.341319326432875	0.2604255
chr12	47000000	48000000	0.470631855399351	0.2595665
chr12	48000000	49000000	0.509562799320253	0.2586145
chr12	49000000	50000000	0.806173335393172	0.256303
chr12	50000000	51000000	0.791873937895875	0.25582
chr12	51000000	52000000	0.728156959678665	0.2575695
chr12	52000000	53000000	0.779175034759771	0.2574395
chr12	53000000	54000000	0.803503784952881	0.256866
chr12	54000000	55000000	0.711836860806427	0.257296
chr12	55000000	56000000	0.483441989803801	0.2608225
chr12	56000000	57000000	0.664316391163294	0.2628675
chr12	57000000	58000000	0.70442762243164	0.260045
chr12	58000000	59000000	0.438696122354396	0.2610295
chr12	59000000	60000000	0.280123590298162	0.262613
chr12	60000000	61000000	0.335195427158968	0.261108
chr12	61000000	62000000	0.225601730264174	0.2596805
chr12	62000000	63000000	0.279295535300479	0.260459
chr12	63000000	64000000	0.286995210875947	0.2604825
chr12	64000000	65000000	0.341634481693187	0.258073
chr12	65000000	66000000	0.283392553684536	0.257568
chr12	66000000	67000000	0.27173180905299	0.258099
chr12	67000000	68000000	0.245005407075545	0.2560135
chr12	68000000	69000000	0.17242082496524	0.254821
chr12	69000000	70000000	0.428283639734282	0.2542555
chr12	70000000	71000000	0.22381585045574	0.253335
chr12	71000000	72000000	0.255213965703692	0.2508535
chr12	72000000	73000000	0.206086822184459	0.2532525
chr12	73000000	74000000	0.278362428549359	0.2538455
chr12	74000000	75000000	0.20167464854009	0.255374
chr12	75000000	76000000	0.197936042020702	0.2524485
chr12	76000000	77000000	0.295220145218601	0.253884
chr12	77000000	78000000	0.221306967403059	0.251503
chr12	78000000	79000000	0.276440599412946	0.251773
chr12	79000000	80000000	0.265002317318091	0.2477925
chr12	80000000	81000000	0.235167619341882	0.244228
chr12	81000000	82000000	0.283689170400124	0.241396
chr12	82000000	83000000	0.171277614707246	0.2390565
chr12	83000000	84000000	0.176072918275916	0.239554
chr12	84000000	85000000	0.180775529120964	0.2377155
chr12	85000000	86000000	0.24437509655492	0.2381475
chr12	86000000	87000000	0.187498841340955	0.2401135
chr12	87000000	88000000	0.21271126216592	0.242214
chr12	88000000	89000000	0.131815232504248	0.23958
chr12	89000000	90000000	0.239907307276379	0.2407115
chr12	90000000	91000000	0.234827746021937	0.2416005
chr12	91000000	92000000	0.119431484628457	0.2411905
chr12	92000000	93000000	0.22217209949019	0.2417835
chr12	93000000	94000000	0.332291055152171	0.242089
chr12	94000000	95000000	0.373594932797776	0.24132
chr12	95000000	96000000	0.468926309284722	0.242125
chr12	96000000	97000000	0.444820021628302	0.2413445
chr12	97000000	98000000	0.302283330758536	0.241557
chr12	98000000	99000000	0.317311911014985	0.243019
chr12	99000000	100000000	0.230557701220454	0.242028
chr12	100000000	101000000	0.273041866213502	0.2442515
