chrom	start	end	layer	abs_res
chr1	218200000	219200000	2	0.0637126991660011
chr1	218300000	219300000	2	0.0330877987108184
chr1	218400000	219400000	2	0.0350403228006827
chr1	218500000	219500000	2	0.0270004873232741
chr1	218600000	219600000	2	0.0307875270435458
chr1	218700000	219700000	2	0.0368441091341875
chr1	218800000	219800000	2	0.0417028855413763
chr1	218900000	219900000	2	0.0526617110795664
chr1	219000000	220000000	2	0.0245159672985429
chr1	219100000	220100000	2	0.0307279055344362
chr1	219200000	220200000	2	0.0194536542581954
chr1	219500000	220500000	2	0.0409791054445813
chr1	237200000	238200000	2	0.0053064009368805
chr1	237400000	238400000	2	0.0183081340538936
chr1	237500000	238500000	2	0.0431007783311421
chr1	237600000	238600000	2	0.0474010970954629
chr1	237700000	238700000	2	0.0502487572319874
chr1	238000000	239000000	2	0.0356470107861304
chr1	238100000	239100000	2	0.0406848162028482
chr1	238200000	239200000	2	0.0600346652031059
chr1	238300000	239300000	2	0.061472907449147
chr1	238400000	239400000	2	0.0388902361413723
chr1	238500000	239500000	2	0.0359873060455475
chr1	238600000	239600000	2	0.0240465186158809
chr1	238700000	239700000	2	0.0370245800546902
chr1	239000000	240000000	2	0.0593076500481197
chr1	239700000	240700000	2	0.0951150475407977
chr1	239800000	240800000	2	0.0973685047223561
chr1	239900000	240900000	2	0.103887361707537
chr1	240000000	241000000	2	0.0926332088355301
chr1	240100000	241100000	2	0.0759521510691689
chr1	240400000	241400000	2	0.0884742504694972
chr1	240700000	241700000	2	0.0313230951849165
chr1	240800000	241800000	2	0.0326998876009271
chr10	59000000	60000000	2	0.0460649645182902
chr10	59200000	60200000	2	0.0594727159936338
chr10	59300000	60300000	2	0.0705714370488259
chr10	59400000	60400000	2	0.0838493011183859
chr10	59500000	60500000	2	0.0678839804392881
chr10	108700000	109700000	2	0.0470219595055045
chr10	109800000	110800000	2	0.0715662843175341
chr10	109900000	110900000	2	0.0443081407787024
chr10	110100000	111100000	2	0.0467052362149462
chr10	110200000	111200000	2	0.0588425960954013
chr10	110300000	111300000	2	0.0392929964254997
chr11	21700000	22700000	2	0.0291799633021719
chr11	21800000	22800000	2	0.000348254798732841
chr11	22100000	23100000	2	0.00775508738621543
chr11	79200000	80200000	2	0.0705803058167193
chr11	79300000	80300000	2	0.0756553740094646
chr11	79400000	80400000	2	0.0719233016808451
chr11	79500000	80500000	2	0.0465055316502373
chr11	79600000	80600000	2	0.0488846614685355
chr11	79700000	80700000	2	0.00638122840960676
chr11	89200000	90200000	2	0.00150129975766535
chr11	89300000	90300000	2	0.00282222753588051
chr11	89400000	90400000	2	0.0123586269623921
chr11	89500000	90500000	2	0.050637417954246
chr11	89600000	90600000	2	0.0478842455862797
chr11	89900000	90900000	2	0.00703208737689353
chr11	90100000	91100000	2	0.00750789309030541
chr11	96200000	97200000	2	0.0555735229312275
chr11	96300000	97300000	2	0.0236835158321916
chr11	96400000	97400000	2	0.0530784065944917
chr11	96500000	97500000	2	0.0466492406810581
chr11	96600000	97600000	2	0.06361823077701
chr11	96700000	97700000	2	0.0673146681643679
chr11	96800000	97800000	2	0.0684047828146782
chr11	96900000	97900000	2	0.044696556009863
chr11	97100000	98100000	2	0.0325917299466664
chr11	97200000	98200000	2	0.0324044729526711
chr11	97800000	98800000	2	0.0185538141207987
chr11	99100000	100100000	2	0.00818847966257284
chr11	99400000	100400000	2	0.0292369988583865
chr11	99500000	100500000	2	0.0374775294239816
chr11	99600000	100600000	2	0.0260832460867589
chr11	99700000	100700000	2	0.0397670100916838
chr11	99800000	100800000	2	0.0368742721331509
chr11	99900000	100900000	2	0.0376907607020034
chr11	100000000	101000000	2	0.0536237082637826
chr11	100100000	101100000	2	0.0588657919925063
chr11	100200000	101200000	2	0.0751893644293712
chr11	100300000	101300000	2	0.0593422724769743
chr11	104700000	105700000	2	0.0162141266031698
chr11	104800000	105800000	2	0.00568768118475201
chr11	105100000	106100000	2	0.0104243257834399
chr11	127200000	128200000	2	0.0219143069682963
chr11	127400000	128400000	2	0.00325521528170497
chr11	127500000	128500000	2	0.0231414851846614
chr11	127600000	128600000	2	0.0177370563788903
chr12	72200000	73200000	2	0.00628007492076392
chr12	72300000	73300000	2	0.00537613784425229
chr12	83400000	84400000	2	0.0496473005149434
chr12	86000000	87000000	2	0.0468514993381068
chr12	86300000	87300000	2	0.0615929219825818
chr12	86600000	87600000	2	0.0574942343170388
chr12	86700000	87700000	2	0.0474268101399547
chr12	86800000	87800000	2	0.0246923745559141
chr12	87300000	88300000	2	0.000352938957250021
chr12	87500000	88500000	2	0.00697143050367142
chr12	87800000	88800000	2	0.0213252216355889
chr12	87900000	88900000	2	0.014746567878998
chr12	88000000	89000000	2	0.0147476385354214
chr12	88100000	89100000	2	0.0134843621102082
chr12	88200000	89200000	2	0.0142733249434767
chr12	88300000	89300000	2	0.0210651003188974
chr12	88400000	89400000	2	0.00710417674475987
chr12	88500000	89500000	2	0.00563059877157418
chr12	88600000	89600000	2	0.0194747860962996
chr12	91100000	92100000	2	0.0647311761917637
chr12	91200000	92200000	2	0.074048949136986
chr12	91300000	92300000	2	0.0876822324203297
chr13	66400000	67400000	2	0.0218617649482077
chr13	66500000	67500000	2	0.0224785279526634
chr13	66600000	67600000	2	0.0398609637382971
chr13	68400000	69400000	2	0.0325080491633297
chr13	68500000	69500000	2	0.0185906518410353
chr13	68600000	69600000	2	0.0216556568919929
chr13	68700000	69700000	2	0.0325449740793989
chr13	68800000	69800000	2	0.0544888111804905
chr13	68900000	69900000	2	0.0571335767719658
chr13	69000000	70000000	2	0.0408227932379118
chr13	69100000	70100000	2	0.0570086369316912
chr13	70800000	71800000	2	0.0087525386019347
chr13	70900000	71900000	2	0.0646139462778826
chr13	71000000	72000000	2	0.082893735924839
chr13	71100000	72100000	2	0.0597450111279934
chr13	71200000	72200000	2	0.0509302911018985
chr13	71300000	72300000	2	0.0819139494524447
chr13	71400000	72400000	2	0.102016366782492
chr13	79000000	80000000	2	0.0566127269869601
chr13	79100000	80100000	2	0.0277874132516379
chr13	79200000	80200000	2	0.0233698689162122
chr13	79300000	80300000	2	0.0235459719454318
chr13	79400000	80400000	2	0.0192921473344143
chr13	79500000	80500000	2	0.000242083601666822
chr13	79600000	80600000	2	0.000547571886027772
chr13	79700000	80700000	2	0.0196481617793438
chr13	79800000	80800000	2	0.0358006223341533
chr13	79900000	80900000	2	0.0233404603064372
chr13	80000000	81000000	2	0.0321804379243518
chr13	80100000	81100000	2	0.0300306834285462
chr13	80200000	81200000	2	0.00202819006897061
chr13	80300000	81300000	2	0.00941615789464723
chr13	80400000	81400000	2	0.0107672928869029
chr13	80500000	81500000	2	0.0268573925877294
chr13	80600000	81600000	2	0.0221316816865734
chr13	80700000	81700000	2	0.0108497928801936
chr13	84300000	85300000	2	0.013931567366437
chr13	84400000	85400000	2	0.00160292034205511
chr13	84500000	85500000	2	0.00100752890073779
chr13	84600000	85600000	2	0.0159807295386945
chr13	84700000	85700000	2	0.030539329513817
chr13	84800000	85800000	2	0.0609596739573791
chr13	84900000	85900000	2	0.0438415490336266
chr13	85000000	86000000	2	0.0138091900668373
chr13	85100000	86100000	2	0.00434152403627999
chr13	85200000	86200000	2	0.0247204098230106
chr13	85300000	86300000	2	0.021478474798398
chr13	85400000	86400000	2	0.0384764658168903
chr13	85500000	86500000	2	0.0557297135986137
chr13	85600000	86600000	2	0.0661997847695021
chr13	85700000	86700000	2	0.0400278188115513
chr13	85800000	86800000	2	0.050310363578173
chr13	85900000	86900000	2	0.0613594713540813
chr13	86300000	87300000	2	0.115374122674165
chr13	86400000	87400000	2	0.113402031067088
chr13	86500000	87500000	2	0.112204393898488
chr13	86600000	87600000	2	0.0927283332037328
chr13	86700000	87700000	2	0.0841914041734684
chr13	86800000	87800000	2	0.0673008849883418
chr13	86900000	87900000	2	0.0587640749740802
chr13	87000000	88000000	2	0.0769890154151349
chr13	87100000	88100000	2	0.0942055994017176
chr13	87200000	88200000	2	0.0909021639807572
chr13	87300000	88300000	2	0.0848831054312474
chr13	87500000	88500000	2	0.0432067961362301
chr13	90500000	91500000	2	0.0134863673539336
chr13	91200000	92200000	2	0.0119753453391411
chr13	91300000	92300000	2	0.0172515387302826
chr13	91400000	92400000	2	0.0049896400679485
chr13	91500000	92500000	2	0.0139502232666603
chr13	91600000	92600000	2	0.00742955347178023
chr13	91700000	92700000	2	0.00164123320886384
chr13	91800000	92800000	2	0.0193429049710581
chr13	91900000	92900000	2	0.03120984955325
chr13	92000000	93000000	2	0.0398411486407513
chr13	92100000	93100000	2	0.00853496679141836
chr13	92200000	93200000	2	0.020663272098793
chr13	92400000	93400000	2	0.0547101562037955
chr13	93300000	94300000	2	0.00197444515130007
chr13	93400000	94400000	2	0.0338652747737727
chr13	93500000	94500000	2	0.0539603323919044
chr13	93600000	94600000	2	0.0566268140353162
chr13	93700000	94700000	2	0.0481375939360285
chr13	93800000	94800000	2	0.0418859561468837
chr13	93900000	94900000	2	0.00306836317406504
chr13	94000000	95000000	2	0.0100358759716134
chr13	94100000	95100000	2	0.00167367698371165
chr13	94200000	95200000	2	0.0197264260039052
chr13	94300000	95300000	2	0.0122883302347907
chr13	94400000	95400000	2	0.0224150669942351
chr13	94500000	95500000	2	0.0302959042469121
chr13	101400000	102400000	2	0.0335555909813284
chr13	101500000	102500000	2	0.0567551418188062
chr13	101600000	102600000	2	0.0830163863844479
chr13	101700000	102700000	2	0.0721424118767551
chr13	101800000	102800000	2	0.0492512966594569
chr13	101900000	102900000	2	0.0387195480508093
chr13	102000000	103000000	2	0.0225955798358875
chr13	102100000	103100000	2	0.0245877018719404
chr13	104000000	105000000	2	0.051250189376389
chr13	104500000	105500000	2	0.0343465012701279
chr13	104600000	105600000	2	0.04770785179128
chr13	104700000	105700000	2	0.0410997076718481
chr13	104800000	105800000	2	0.0619576534182328
chr13	104900000	105900000	2	0.0245589674805698
chr13	105000000	106000000	2	0.0112387993959322
chr13	105100000	106100000	2	0.0230059867697499
chr13	105200000	106200000	2	0.0418629497643173
chr13	105400000	106400000	2	0.00604988201064525
chr13	105500000	106500000	2	0.0713053828729845
chr13	107200000	108200000	2	0.0127389967793482
chr13	107300000	108300000	2	0.0544878337231786
chr13	107600000	108600000	2	0.000979876927272955
chr13	107700000	108700000	2	0.00833934239030499
chr13	107900000	108900000	2	0.043753083789392
chr13	108000000	109000000	2	0.0404046555747988
chr13	108100000	109100000	2	0.057753252057145
chr13	108200000	109200000	2	0.0260188882783954
chr13	108300000	109300000	2	0.000285642536456583
chr13	108400000	109400000	2	0.0100626086317822
chr13	108500000	109500000	2	0.0048641993413273
chr13	108800000	109800000	2	0.0122861976857178
chr14	82100000	83100000	2	0.000121304017551275
chr14	82300000	83300000	2	0.0128746841561475
chr14	82400000	83400000	2	0.00600565718717991
chr14	82500000	83500000	2	0.00203791124237015
chr14	82600000	83600000	2	0.017172902461305
chr14	82700000	83700000	2	0.0183101779838456
chr14	82800000	83800000	2	0.0180239567382835
chr14	82900000	83900000	2	0.0143163241766445
chr14	83000000	84000000	2	0.0155949949153533
chr14	83100000	84100000	2	0.0233063130656449
chr14	83200000	84200000	2	0.0330652591083624
chr14	83300000	84300000	2	0.0606477394301106
chr15	95000000	96000000	2	0.0628437604714902
chr15	95100000	96100000	2	0.0295521167775387
chr15	95800000	96800000	2	0.00808533632261804
chr15	97000000	98000000	2	0.00866980729156127
chr18	38000000	39000000	2	0.077988006676751
chr18	62500000	63500000	2	0.00519522035345881
chr2	4600000	5600000	2	0.0250287366142496
chr2	4700000	5700000	2	0.00329449688243643
chr2	4800000	5800000	2	0.0222954559238667
chr2	11900000	12900000	2	0.0123219129567562
chr2	12000000	13000000	2	0.006142913187261
chr2	12100000	13100000	2	0.00180372133969553
chr2	12200000	13200000	2	0.00557593209554968
chr2	12300000	13300000	2	0.0162802432609992
chr2	12400000	13400000	2	0.0212021554770011
chr2	12500000	13500000	2	0.0100931171870108
chr2	12600000	13600000	2	0.0175331610046942
chr2	12700000	13700000	2	0.0340330987777808
chr2	12800000	13800000	2	0.0169957718828867
chr2	13500000	14500000	2	0.1224317021004
chr2	13600000	14600000	2	0.109196259994453
chr2	13700000	14700000	2	0.0830941906949542
chr2	13800000	14800000	2	0.0645772691793619
chr2	13900000	14900000	2	0.0203256023412719
chr2	14000000	15000000	2	0.00638660340305405
chr2	14100000	15100000	2	0.0225694883149694
chr2	14200000	15200000	2	0.0428014233381478
chr2	14300000	15300000	2	0.0393556224655855
chr2	14400000	15400000	2	0.0491015182473495
chr2	14500000	15500000	2	0.0255216607913514
chr2	14600000	15600000	2	0.0306015002198383
chr2	14700000	15700000	2	0.0292287368862928
chr2	14800000	15800000	2	0.0154910092383489
chr2	16700000	17700000	2	0.0652727683993547
chr2	16800000	17800000	2	0.0889401674435166
chr2	16900000	17900000	2	0.0673975351880404
chr2	21200000	22200000	2	0.0389911103887032
chr2	21300000	22300000	2	0.0569088799605318
chr2	21400000	22400000	2	0.0384718882012485
chr2	21500000	22500000	2	0.0397737841664785
chr2	21600000	22600000	2	0.0291841778340009
chr2	21700000	22700000	2	0.00157764569711798
chr2	21800000	22800000	2	0.00023622299588008
chr2	22000000	23000000	2	0.0272159818496323
chr2	35700000	36700000	2	0.0322488806731323
chr2	35800000	36800000	2	0.00100942926209141
chr2	35900000	36900000	2	0.0176669316382807
chr2	50100000	51100000	2	0.0467938149463353
chr2	50200000	51200000	2	0.0490136938269272
chr2	50300000	51300000	2	0.0786831810247272
chr2	138100000	139100000	2	0.00979013645601045
chr2	138200000	139200000	2	0.0151929632439083
chr2	138300000	139300000	2	0.0247865296375422
chr2	138400000	139400000	2	0.0469166624981837
chr2	138500000	139500000	2	0.053868009973973
chr2	138600000	139600000	2	0.0436928531984176
chr2	138700000	139700000	2	0.0487513465248361
chr2	138800000	139800000	2	0.00443378712412019
chr2	138900000	139900000	2	0.00851988803351165
chr2	139000000	140000000	2	0.00555082095143005
chr2	139500000	140500000	2	0.0293867198381222
chr2	146600000	147600000	2	0.0433569002506059
chr2	147200000	148200000	2	0.129082504317733
chr2	155100000	156100000	2	0.0252189275220773
chr2	155200000	156200000	2	0.0469179153286612
chr2	155300000	156300000	2	0.0542358183368554
chr2	155400000	156400000	2	0.060262893723183
chr2	155500000	156500000	2	0.00863372877771819
chr2	155600000	156600000	2	0.00987073592895653
chr2	155900000	156900000	2	0.024221378408648
chr2	156000000	157000000	2	0.00850999112338275
chr2	163700000	164700000	2	0.0638734416321378
chr2	163800000	164800000	2	0.0473913940426484
chr2	163900000	164900000	2	0.0506888779122509
chr2	164000000	165000000	2	0.0418334560075603
chr2	164100000	165100000	2	0.042783718603915
chr2	164200000	165200000	2	0.038243216701627
chr2	164300000	165300000	2	0.00503123473130264
chr2	164400000	165400000	2	0.0140439860536682
chr2	164500000	165500000	2	0.0379289501608986
chr2	164600000	165600000	2	0.0336597487639319
chr2	164700000	165700000	2	0.0394544311902405
chr2	164800000	165800000	2	0.0161014571332054
chr2	165000000	166000000	2	0.0485510852562133
chr2	165200000	166200000	2	0.0485449814128693
chr2	167800000	168800000	2	0.0497751148203524
chr2	167900000	168900000	2	0.0591899894713779
chr2	168400000	169400000	2	0.00498832857863891
chr2	182500000	183500000	2	0.0174262935220705
chr2	182600000	183600000	2	0.000378398695729224
chr2	183900000	184900000	2	0.0172495452884249
chr2	184000000	185000000	2	0.054963883267185
chr2	184100000	185100000	2	0.0533738594545448
chr2	184200000	185200000	2	0.0869518100154702
chr2	184500000	185500000	2	0.0166861127212597
chr2	184600000	185600000	2	0.0018689427623953
chr2	185700000	186700000	2	0.0883717753121447
chr2	185800000	186800000	2	0.0942012241699497
chr2	185900000	186900000	2	0.0901824149827546
chr2	186000000	187000000	2	0.0637638074862391
chr2	186100000	187100000	2	0.0523225329777123
chr2	186200000	187200000	2	0.0485857136883467
chr2	186300000	187300000	2	0.0375739103724011
chr2	186400000	187400000	2	0.0132064100586179
chr2	186500000	187500000	2	0.0259033745029637
chr2	186600000	187600000	2	0.0561519654507898
chr2	186700000	187700000	2	0.0514702199126748
chr2	186800000	187800000	2	0.0651209290445617
chr2	186900000	187900000	2	0.0906656695016333
chr2	187000000	188000000	2	0.111463538879272
chr2	187100000	188100000	2	0.106691917057262
chr2	187200000	188200000	2	0.116499987532
chr2	187300000	188300000	2	0.0881656805593078
chr2	187400000	188400000	2	0.073243871192454
chr2	187500000	188500000	2	0.0464173062900275
chr2	187600000	188600000	2	0.000558678756625606
chr2	188000000	189000000	2	0.00707147105911764
chr2	188400000	189400000	2	0.0136842297795287
chr2	188500000	189500000	2	0.017652068686235
chr2	188600000	189600000	2	0.0431173020381149
chr2	188700000	189700000	2	0.0382861282241483
chr2	188800000	189800000	2	0.0209027644800527
chr2	188900000	189900000	2	0.0290499450785172
chr2	189000000	190000000	2	0.0319095175559595
chr2	189100000	190100000	2	0.0412991606692714
chr2	189200000	190200000	2	0.0240486951024302
chr2	189300000	190300000	2	0.015748923639086
chr2	189600000	190600000	2	0.0429400366952563
chr2	189700000	190700000	2	0.044077783300298
chr2	189800000	190800000	2	0.0121123491006759
chr2	189900000	190900000	2	0.000394648293832304
chr2	190000000	191000000	2	0.00447873448408019
chr2	190100000	191100000	2	0.0152693943303432
chr2	192100000	193100000	2	0.0488516601999079
chr2	192200000	193200000	2	0.0406626233427315
chr2	192600000	193600000	2	0.0498042418621664
chr2	192700000	193700000	2	0.0399992735788982
chr2	192800000	193800000	2	0.0257542525444979
chr2	192900000	193900000	2	0.0231313730617079
chr2	193400000	194400000	2	0.0476071037818296
chr2	193500000	194500000	2	0.0592495206604773
chr2	193600000	194600000	2	0.0782046975825988
chr2	193700000	194700000	2	0.0592431046554597
chr2	193800000	194800000	2	0.0428046848062678
chr2	193900000	194900000	2	0.0495516356656941
chr2	194000000	195000000	2	0.00964174843969952
chr2	194100000	195100000	2	0.0118987303452396
chr2	194500000	195500000	2	0.0247149051977663
chr2	194600000	195600000	2	0.0453409712249973
chr2	194700000	195700000	2	0.0465674405640706
chr2	194800000	195800000	2	0.0493975484955639
chr2	194900000	195900000	2	0.0636642774111635
chr2	195000000	196000000	2	0.0093946887113997
chr2	195100000	196100000	2	0.0161724856758887
chr2	196000000	197000000	2	0.0318888805683987
chr2	196100000	197100000	2	0.0199541123095232
chr2	196200000	197200000	2	0.0188868939081574
chr2	196300000	197300000	2	0.0137969826173646
chr2	196400000	197400000	2	0.00268092014896582
chr2	196500000	197500000	2	0.00255298836945084
chr2	196600000	197600000	2	0.0134778062081083
chr2	196700000	197700000	2	0.00906134666273774
chr2	196800000	197800000	2	0.015613275811289
chr2	196900000	197900000	2	0.0348981261011475
chr2	197000000	198000000	2	0.0503541637798927
chr2	197100000	198100000	2	0.0626164960649608
chr2	197200000	198200000	2	0.0353581918261906
chr2	197300000	198300000	2	0.0331814680614997
chr2	197400000	198400000	2	0.0397358931987584
chr2	197500000	198500000	2	0.0495512138448279
chr2	197600000	198600000	2	0.048838091050631
chr2	197800000	198800000	2	0.0247200852664318
chr2	197900000	198900000	2	0.00540856527762685
chr2	198000000	199000000	2	0.0192478462463486
chr2	198100000	199100000	2	0.0371889081897028
chr2	198200000	199200000	2	0.0224175160477573
chr2	198300000	199300000	2	0.0150274705417159
chr2	198400000	199400000	2	0.00253402859689721
chr2	198500000	199500000	2	0.000727519378601268
chr2	198600000	199600000	2	0.0109410937847294
chr2	198700000	199700000	2	0.0124854243343957
chr2	198800000	199800000	2	0.0151767426976199
chr2	199200000	200200000	2	0.010033515814812
chr2	199300000	200300000	2	0.0455585527481474
chr2	209300000	210300000	2	0.0773529829457947
chr2	209600000	210600000	2	0.079600050532264
chr2	209700000	210700000	2	0.0692886236218907
chr2	209800000	210800000	2	0.0470650895161579
chr2	209900000	210900000	2	0.0724608978851251
chr2	210000000	211000000	2	0.076815542190203
chr2	210100000	211100000	2	0.0519358365268883
chr2	210200000	211200000	2	0.035073971640571
chr2	210300000	211300000	2	0.0359347372597081
chr2	210400000	211400000	2	0.0366748194915507
chr2	210500000	211500000	2	0.0316471473564639
chr2	210600000	211600000	2	0.0280116453721961
chr2	210700000	211700000	2	0.0172736714704418
chr2	210800000	211800000	2	0.010325283369553
chr2	210900000	211900000	2	0.005435202293627
chr2	211000000	212000000	2	0.039838299399472
chr2	211100000	212100000	2	0.00495866354653547
chr2	211200000	212200000	2	0.0126800325137485
chr2	211400000	212400000	2	0.0227095790668763
chr2	211500000	212500000	2	0.00035423520507579
chr2	212200000	213200000	2	0.0252373463391536
chr2	212300000	213300000	2	0.00877144338717289
chr2	212400000	213400000	2	0.00172373308354807
chr2	212500000	213500000	2	0.0191932224403339
chr2	212600000	213600000	2	0.00025696170911168
chr2	212800000	213800000	2	0.00914483263989966
chr2	212900000	213900000	2	0.0105538390151874
chr2	213000000	214000000	2	0.0337085397569932
chr2	213100000	214100000	2	0.0207273182199127
chr2	213200000	214200000	2	0.017870502852105
chr2	213300000	214300000	2	0.0114683922577002
chr2	213400000	214400000	2	0.0244346750525638
chr2	213500000	214500000	2	0.0550150047721943
chr2	213600000	214600000	2	0.0484062533825331
chr2	213700000	214700000	2	0.0334376552282498
chr2	213800000	214800000	2	0.0541954644595813
chr2	213900000	214900000	2	0.00987160795124389
chr2	214000000	215000000	2	0.0328647480462504
chr2	214100000	215100000	2	0.0208820025135941
chr2	214200000	215200000	2	0.0177013566190731
chr2	214300000	215300000	2	0.0198140847103538
chr2	214400000	215400000	2	0.0124183347588594
chr2	214500000	215500000	2	0.0129769779696977
chr2	215000000	216000000	2	0.00440175759243926
chr2	215100000	216100000	2	0.00386542202823846
chr2	215200000	216200000	2	0.013689721101394
chr2	215300000	216300000	2	0.012186522659141
chr2	215400000	216400000	2	0.0080925478481079
chr2	215500000	216500000	2	0.00168007439371522
chr2	215600000	216600000	2	0.000691863871698166
chr2	215700000	216700000	2	0.0120206546372233
