chrom	start	end	comp	GPSeq
chr1	221000001	222000000	B	0.155817946021544
chr1	222000001	223000000	B	0.157007177000176
chr1	223000001	224000000	B	0.289137150000416
chr1	224000001	225000000	A	0.372367174479659
chr1	225000001	226000000	A	0.378744058005293
chr1	226000001	227000000	A	0.562297243739161
chr1	227000001	228000000	A	0.577415550069256
chr1	228000001	229000000	A	0.68723144577145
chr1	229000001	230000000	A	0.481407136891357
chr1	230000001	231000000	A	0.378522805124023
chr1	231000001	232000000	A	0.326929092414644
chr1	232000001	233000000	B	0.193761537097118
chr1	233000001	234000000	B	0.231737928744932
chr1	234000001	235000000	A	0.304231426025727
chr1	235000001	236000000	A	0.378240765837907
chr1	236000001	237000000	A	0.347502856297139
chr1	237000001	238000000	B	0.143909032335124
chr1	238000001	239000000	B	0.0823598393627778
chr1	239000001	240000000	B	0.0577739487751863
chr1	240000001	241000000	B	0.083739833724177
chr1	241000001	242000000	B	0.128797158062778
chr1	242000001	243000000	B	0.186236696255536
chr1	243000001	244000000	A	0.226263287261013
chr1	244000001	245000000	A	0.300867304837039
chr1	245000001	246000000	B	0.289852412185217
chr1	246000001	247000000	A	0.272076411949023
chr2	1000001	2000000	B	0.32628156296537
chr2	2000001	3000000	B	0.272815350392997
chr2	3000001	4000000	A	0.305727042130769
chr2	4000001	5000000	B	0.236217199121413
chr2	5000001	6000000	B	0.233845903831701
chr2	6000001	7000000	B	0.234878345800405
chr2	7000001	8000000	B	0.215870742211312
chr2	8000001	9000000	B	0.238681017970505
chr2	9000001	10000000	A	0.409687577918793
chr2	10000001	11000000	A	0.586427590731502
chr2	11000001	12000000	A	0.399514163902265
chr2	12000001	13000000	B	0.0935831750316595
chr2	13000001	14000000	B	0.12828555600145
chr2	14000001	15000000	B	0.0782325979833284
chr2	15000001	16000000	B	0.175671932182989
chr2	16000001	17000000	B	0.170051877311977
chr2	17000001	18000000	B	0.118166511593207
chr2	18000001	19000000	B	0.133067802670652
chr2	19000001	20000000	B	0.13297857029478
chr2	20000001	21000000	A	0.350864186464907
chr2	21000001	22000000	B	0.185241134153014
chr2	22000001	23000000	B	0.173892617635337
chr2	23000001	24000000	A	0.287407532739648
chr2	24000001	25000000	A	0.397644548304312
chr2	25000001	26000000	A	0.598271416571465
chr2	26000001	27000000	A	0.649199882884474
chr2	27000001	28000000	A	0.759729543594841
chr2	28000001	29000000	A	0.527842214067253
chr2	29000001	30000000	B	0.390132732639897
chr2	30000001	31000000	A	0.311765732955542
chr2	31000001	32000000	B	0.32971718170499
chr2	32000001	33000000	A	0.295535322663552
chr2	33000001	34000000	B	0.23500036297116
chr2	34000001	35000000	B	0.202256240390121
chr2	35000001	36000000	B	0.297558457758771
chr2	36000001	37000000	B	0.131258582716391
chr2	37000001	38000000	A	0.344894250979075
chr2	38000001	39000000	A	0.43012936382951
chr2	39000001	40000000	A	0.358204840981441
chr2	40000001	41000000	B	0.174184442409665
chr2	41000001	42000000	B	0.256506303507595
chr2	42000001	43000000	A	0.430126416642248
chr2	43000001	44000000	A	0.621546162617039
chr2	44000001	45000000	A	0.533338222879862
chr2	45000001	46000000	A	0.58797624583863
chr2	46000001	47000000	A	0.584429102117111
chr2	47000001	48000000	A	0.639994786645144
chr2	48000001	49000000	A	0.366338068776284
chr2	49000001	50000000	B	0.275389298613819
chr2	50000001	51000000	B	0.159538085624238
chr2	51000001	52000000	B	0.190430505150002
chr2	52000001	53000000	B	0.226587965696947
chr2	53000001	54000000	A	0.29276703482112
chr2	54000001	55000000	A	0.41335530888533
chr2	55000001	56000000	A	0.361499731264976
chr2	56000001	57000000	B	0.249149189115388
chr2	57000001	58000000	B	0.173348527560444
chr2	58000001	59000000	B	0.190078433593683
chr2	59000001	60000000	B	0.256518313556464
chr2	60000001	61000000	A	0.307813756005102
chr2	61000001	62000000	A	0.533884718212533
chr2	62000001	63000000	A	0.50502941648962
chr2	63000001	64000000	A	0.457894025564646
chr2	64000001	65000000	A	0.452721202382361
chr2	65000001	66000000	A	0.46588063967241
chr2	66000001	67000000	B	0.273602768753845
chr2	67000001	68000000	B	0.288548812414388
chr2	68000001	69000000	A	0.345500514899096
chr2	69000001	70000000	A	0.43675212665623
chr2	70000001	71000000	A	0.633842122219894
chr2	71000001	72000000	A	0.667037817618562
chr2	72000001	73000000	A	0.624959470512557
chr2	73000001	74000000	A	0.618032634921494
chr2	74000001	75000000	A	0.69098841682331
chr2	75000001	76000000	A	0.372456302133612
chr2	76000001	77000000	B	0.232281594129366
chr2	77000001	78000000	B	0.267631315395309
chr2	78000001	79000000	B	0.258753759701439
chr2	79000001	80000000	B	0.340253190567461
chr2	80000001	81000000	B	0.310091568259702
chr2	81000001	82000000	B	0.236399835199925
chr2	82000001	83000000	B	0.235369022501792
chr2	83000001	84000000	B	0.285533886005868
chr2	84000001	85000000	B	0.295349902497677
chr2	85000001	86000000	A	0.467902280112326
chr2	100000001	101000000	A	0.566643080347549
chr2	101000001	102000000	A	0.580256772339694
chr2	102000001	103000000	B	0.442545231063538
chr2	103000001	104000000	B	0.407240962907815
chr2	104000001	105000000	B	0.432556980083314
chr2	105000001	106000000	A	0.378987168979298
chr2	106000001	107000000	B	0.460204887080411
chr2	107000001	108000000	B	0.462582853989477
chr2	108000001	109000000	B	0.42913648640018
chr2	109000001	110000000	A	0.571184063595
chr2	110000001	111000000	B	0.656345001461316
chr2	111000001	112000000	A	0.632936581716669
chr2	112000001	113000000	A	0.654727984197903
chr2	113000001	114000000	A	0.638020167273027
chr2	114000001	115000000	B	0.383836995975013
chr2	115000001	116000000	B	0.273106726661525
chr2	116000001	117000000	B	0.298566575439642
chr2	117000001	118000000	B	0.310534732975938
chr2	118000001	119000000	B	0.315659080761207
chr2	119000001	120000000	A	0.445535512260919
chr2	120000001	121000000	A	0.526150589212635
chr2	121000001	122000000	A	0.702845048280338
chr2	122000001	123000000	B	0.441864526468703
chr2	123000001	124000000	B	0.295059836480672
chr2	124000001	125000000	B	0.37925697049181
chr2	125000001	126000000	B	0.298100434329866
chr2	126000001	127000000	B	0.383265792764011
chr2	127000001	128000000	A	0.450525025423514
chr2	128000001	129000000	B	0.584802684397588
chr2	129000001	130000000	B	0.540233208142545
chr2	130000001	131000000	A	0.558949744680648
chr2	131000001	132000000	B	0.486992509269902
chr2	132000001	133000000	B	0.43687194767282
chr2	133000001	134000000	B	0.386071034038989
chr2	134000001	135000000	B	0.297754606654871
chr2	135000001	136000000	A	0.390105666143684
chr2	136000001	137000000	B	0.389544128129692
chr2	137000001	138000000	B	0.335248912886078
chr2	138000001	139000000	B	0.17686448237768
chr2	139000001	140000000	B	0.136328439366069
chr2	140000001	141000000	B	0.193020352896244
chr2	141000001	142000000	B	0.143534252743689
chr2	142000001	143000000	B	0.216936930957617
chr2	143000001	144000000	B	0.166909530915596
chr2	144000001	145000000	A	0.156644965424788
chr2	145000001	146000000	B	0.165390151535525
chr2	146000001	147000000	B	0.155344379807391
chr2	147000001	148000000	A	0.179600790531902
chr2	148000001	149000000	A	0.266525934959479
chr2	149000001	150000000	A	0.353213864390942
chr2	150000001	151000000	A	0.263166172089943
chr2	151000001	152000000	A	0.279658941517837
chr2	152000001	153000000	A	0.336839369704039
chr2	153000001	154000000	B	0.212858283099252
chr2	154000001	155000000	B	0.206729138326592
chr2	155000001	156000000	B	0.138741757247632
chr2	156000001	157000000	A	0.12447054459866
chr2	157000001	158000000	A	0.216714576705835
chr2	158000001	159000000	A	0.218923073756148
chr2	159000001	160000000	A	0.31543144952805
chr2	160000001	161000000	B	0.290189565697302
chr2	161000001	162000000	B	0.18244522537083
chr2	162000001	163000000	B	0.158814167704613
chr2	163000001	164000000	B	0.151998247590815
chr2	164000001	165000000	B	0.0562730851476026
chr2	165000001	166000000	B	0.0622863087324918
chr2	166000001	167000000	B	0.106800018905833
chr2	167000001	168000000	B	0.155844392742653
chr2	168000001	169000000	A	0.117167609212877
chr2	169000001	170000000	A	0.209535035041033
chr2	170000001	171000000	A	0.341635850595423
chr2	171000001	172000000	A	0.434161560137236
chr2	172000001	173000000	A	0.485062865302359
chr2	173000001	174000000	A	0.500722585163481
chr2	174000001	175000000	A	0.456567522808507
chr2	175000001	176000000	A	0.438389260761728
chr2	176000001	177000000	A	0.439193291452867
chr2	177000001	178000000	A	0.435374995194232
chr2	178000001	179000000	A	0.406007074214297
chr2	179000001	180000000	A	0.331283670875276
chr2	180000001	181000000	A	0.297376525776626
chr2	181000001	182000000	A	0.303436154890347
chr2	182000001	183000000	B	0.233163160735853
chr2	183000001	184000000	B	0.198182819620681
chr2	184000001	185000000	B	0.0607538327997378
chr2	185000001	186000000	B	0.110702771324411
chr2	186000001	187000000	B	0.0640309401730605
chr2	187000001	188000000	B	0.0717248079049266
chr2	188000001	189000000	B	0.0810436725393394
chr2	189000001	190000000	B	0.0461069444455673
chr2	190000001	191000000	A	0.0892779056822051
chr2	191000001	192000000	A	0.225526929306943
chr2	192000001	193000000	B	0.132013900379341
chr2	193000001	194000000	B	0.0923892753610218
chr2	194000001	195000000	B	0.0856461752265474
chr2	195000001	196000000	B	0.0408439174068229
chr2	196000001	197000000	B	0.0519720322110351
chr2	197000001	198000000	A	0.101782839682648
chr2	198000001	199000000	B	0.113660771662041
chr2	199000001	200000000	B	0.130395298087883
chr2	200000001	201000000	A	0.123736410983872
chr2	201000001	202000000	A	0.222407307941652
chr2	202000001	203000000	A	0.438892590562327
chr2	203000001	204000000	A	0.422709592679942
chr2	204000001	205000000	B	0.274252672888861
chr2	205000001	206000000	A	0.218577724647461
chr2	206000001	207000000	A	0.282756373801306
chr2	207000001	208000000	A	0.272368664852042
chr2	208000001	209000000	B	0.271497241583772
chr2	209000001	210000000	B	0.120402954877705
chr2	210000001	211000000	B	0.0596998723527089
chr2	211000001	212000000	B	0.0331308188003024
chr2	212000001	213000000	B	0.00756318893539771
chr2	213000001	214000000	B	0.0577658818347011
chr2	214000001	215000000	B	0.0440623212760235
chr2	215000001	216000000	B	0.0626668550069222
chr2	216000001	217000000	A	0.0870533436147781
chr2	217000001	218000000	A	0.286276924727842
chr2	218000001	219000000	A	0.364175886351562
chr2	219000001	220000000	A	0.588617741399957
chr2	220000001	221000000	B	0.358846370414065
chr2	221000001	222000000	B	0.162323426534435
chr2	222000001	223000000	B	0.110684843511511
chr2	223000001	224000000	B	0.143023109708399
chr2	224000001	225000000	B	0.120720925173336
chr2	225000001	226000000	B	0.087384473816457
chr2	226000001	227000000	B	0.0975110263176384
chr2	227000001	228000000	B	0.0743911752734861
chr2	228000001	229000000	B	0.164146306821742
chr2	229000001	230000000	B	0.0520240455597523
chr2	230000001	231000000	B	0.100545362723604
chr2	231000001	232000000	A	0.269212339488081
chr2	232000001	233000000	A	0.496853350798054
chr2	233000001	234000000	A	0.585137847939625
chr2	234000001	235000000	A	0.485881854950505
chr2	235000001	236000000	A	0.429116901511207
chr2	236000001	237000000	A	0.429613792169643
chr2	237000001	238000000	A	0.407274470955657
chr2	238000001	239000000	A	0.468796657534566
chr2	239000001	240000000	A	0.607460435369353
chr2	240000001	241000000	A	0.672339420535375
chr2	241000001	242000000	A	0.789882206255596
chr3	1000001	2000000	B	0.0380455594422881
chr3	2000001	3000000	B	0.077297835441679
chr3	3000001	4000000	B	0.0849502284720069
chr3	4000001	5000000	B	0.140308559603816
chr3	5000001	6000000	B	0.1470769288778
chr3	6000001	7000000	B	0.146732074230327
chr3	7000001	8000000	B	0.159782726318737
chr3	8000001	9000000	B	0.179097724352924
chr3	9000001	10000000	A	0.448063507563944
chr3	10000001	11000000	A	0.581402535427603
chr3	11000001	12000000	A	0.557820736525449
chr3	12000001	13000000	A	0.495831526079366
chr3	13000001	14000000	A	0.709896733639492
chr3	14000001	15000000	A	0.604835947349592
chr3	15000001	16000000	A	0.451050898663204
chr3	16000001	17000000	A	0.276044955821987
chr3	17000001	18000000	B	0.219017557481975
chr3	18000001	19000000	B	0.0854895576244307
chr3	19000001	20000000	B	0.0724976437317994
chr3	20000001	21000000	B	0.0827370610472275
chr3	21000001	22000000	B	0.105381486201967
chr3	22000001	23000000	B	0.130847710651352
chr3	23000001	24000000	B	0.187929090836465
chr3	24000001	25000000	B	0.131591144008915
chr3	25000001	26000000	B	0.10045894013483
chr3	26000001	27000000	B	0.113545494246036
chr3	27000001	28000000	B	0.123732517756362
chr3	28000001	29000000	B	0.119770450784788
chr3	29000001	30000000	B	0.066014040797723
chr3	30000001	31000000	B	0.130867047693338
chr3	31000001	32000000	A	0.25390291280968
chr3	32000001	33000000	A	0.382204270039681
chr3	33000001	34000000	A	0.329369368975769
chr3	34000001	35000000	B	0.15947079845149
chr3	35000001	36000000	B	0.174004228809326
chr3	36000001	37000000	B	0.184298566349415
chr3	37000001	38000000	A	0.398113807583256
chr3	38000001	39000000	A	0.455333292845207
chr3	39000001	40000000	A	0.39913582100146
chr3	40000001	41000000	B	0.317596376522801
chr3	41000001	42000000	B	0.319913667992366
chr3	42000001	43000000	A	0.444019187068552
chr3	43000001	44000000	A	0.490686610318874
chr3	44000001	45000000	A	0.504647080387422
chr3	45000001	46000000	A	0.594591323215167
chr3	46000001	47000000	A	0.707998242620724
chr3	47000001	48000000	A	0.758478944562459
chr3	48000001	49000000	A	0.881082854260124
chr3	49000001	50000000	A	0.968117727885809
chr3	50000001	51000000	A	0.86682810304283
chr3	51000001	52000000	A	0.796667760385808
chr3	52000001	53000000	A	0.947466621647875
chr3	53000001	54000000	A	0.719346896669296
chr3	54000001	55000000	A	0.583379243604283
chr3	55000001	56000000	A	0.527675304278873
chr3	56000001	57000000	A	0.580229966508345
chr3	57000001	58000000	A	0.633269675074944
chr3	58000001	59000000	A	0.584205465612072
chr3	59000001	60000000	A	0.400708564503937
chr3	60000001	61000000	A	0.39876731140329
chr3	61000001	62000000	A	0.389802836370428
chr3	62000001	63000000	B	0.349660326187896
chr3	63000001	64000000	B	0.363575740205944
chr3	64000001	65000000	A	0.361291314504324
chr3	65000001	66000000	A	0.328403235158305
chr3	66000001	67000000	A	0.373971534313732
chr3	67000001	68000000	B	0.26255488672143
chr3	68000001	69000000	B	0.281669498775903
chr3	69000001	70000000	A	0.355090380174871
chr3	70000001	71000000	A	0.432882935576537
chr3	71000001	72000000	A	0.439497468153477
chr3	72000001	73000000	A	0.531620511237939
chr3	73000001	74000000	A	0.358280761599988
chr3	74000001	75000000	B	0.229567944004848
chr3	75000001	76000000	B	0.416100268185437
chr3	76000001	77000000	B	0.193576140578235
chr3	77000001	78000000	B	0.200979478600848
chr3	78000001	79000000	B	0.256126614983969
chr3	79000001	80000000	B	0.140357350619751
chr3	80000001	81000000	B	0.211749788700067
chr3	81000001	82000000	B	0.162203688113738
chr3	82000001	83000000	B	0.23518027388256
chr3	83000001	84000000	B	0.295012668135199
chr3	84000001	85000000	B	0.217178157586357
chr3	85000001	86000000	B	0.18537815287268
chr3	86000001	87000000	B	0.186039954549807
chr3	87000001	88000000	B	0.216461383852156
chr3	96000001	97000000	B	0.320058893647272
chr3	97000001	98000000	B	0.162239728202316
chr3	98000001	99000000	B	0.198546722327479
chr3	99000001	100000000	B	0.195160961497841
chr3	100000001	101000000	B	0.255762511238617
chr3	101000001	102000000	B	0.248647202218217
chr3	102000001	103000000	B	0.193303691584011
chr3	103000001	104000000	B	0.259755000448875
chr3	104000001	105000000	B	0.25329566799094
chr3	105000001	106000000	B	0.228948457010195
chr3	106000001	107000000	B	0.200947243909974
chr3	107000001	108000000	B	0.330555488798595
chr3	108000001	109000000	A	0.280486698828629
chr3	109000001	110000000	B	0.242395955520701
chr3	110000001	111000000	B	0.262665256173139
chr3	111000001	112000000	B	0.216096444403321
chr3	112000001	113000000	B	0.297254633150258
chr3	113000001	114000000	A	0.348166839853413
chr3	114000001	115000000	A	0.236554238894475
chr3	115000001	116000000	B	0.220819279102914
chr3	116000001	117000000	B	0.168887522182806
chr3	117000001	118000000	B	0.215482101959837
chr3	118000001	119000000	B	0.228608201918862
chr3	119000001	120000000	A	0.333943384412132
chr3	120000001	121000000	B	0.265371745053366
chr3	121000001	122000000	B	0.310349231232231
chr3	122000001	123000000	A	0.455857222256006
chr3	123000001	124000000	A	0.57264784333917
chr3	124000001	125000000	A	0.60744777681561
chr3	125000001	126000000	A	0.668970418230592
chr3	126000001	127000000	A	0.75343631604982
chr3	127000001	128000000	A	0.786421096418573
chr3	128000001	129000000	A	0.734486671108023
chr3	129000001	130000000	A	0.552468773366049
chr3	130000001	131000000	B	0.344028106357612
chr3	131000001	132000000	B	0.270983253735452
chr3	132000001	133000000	B	0.250404522991874
chr3	133000001	134000000	A	0.415834881097941
chr3	134000001	135000000	A	0.475242630766298
chr3	135000001	136000000	B	0.396236329473925
chr3	136000001	137000000	A	0.408185988378838
chr3	137000001	138000000	B	0.372582886751265
chr3	138000001	139000000	A	0.520731560653618
chr3	139000001	140000000	A	0.401009751847691
chr3	140000001	141000000	A	0.516932843416612
chr3	141000001	142000000	A	0.453643248315049
chr3	142000001	143000000	A	0.386280162908169
chr3	143000001	144000000	A	0.261462681188318
chr3	144000001	145000000	B	0.196523505329627
chr3	145000001	146000000	B	0.145643862507214
chr3	146000001	147000000	B	0.130617482886821
chr3	147000001	148000000	B	0.157655565188344
chr3	148000001	149000000	B	0.13490358617203
chr3	149000001	150000000	A	0.271993771612054
chr3	150000001	151000000	A	0.283098142834165
chr3	151000001	152000000	B	0.231626269861496
chr3	152000001	153000000	B	0.151843076483497
chr3	153000001	154000000	B	0.167097615612531
chr3	154000001	155000000	B	0.214100550062456
chr3	155000001	156000000	A	0.292061127907596
chr3	156000001	157000000	A	0.178542305449658
chr3	157000001	158000000	B	0.140558023407325
chr3	158000001	159000000	B	0.147563276564932
chr3	159000001	160000000	B	0.141436813242738
chr3	160000001	161000000	B	0.189387335155288
chr3	161000001	162000000	B	0.0493562978606009
chr3	162000001	163000000	B	0.106290249338442
chr3	163000001	164000000	B	0.138794640701714
chr3	164000001	165000000	B	0.108309648201175
chr3	165000001	166000000	B	0.127490896151923
chr3	166000001	167000000	B	0.0639696445871541
chr3	167000001	168000000	B	0.107510483413345
chr3	168000001	169000000	A	0.202610543720018
chr3	169000001	170000000	A	0.305841917738298
chr3	170000001	171000000	A	0.307131568037884
chr3	171000001	172000000	A	0.23824199700912
chr3	172000001	173000000	A	0.205386702167078
chr3	173000001	174000000	B	0.122307337474855
chr3	174000001	175000000	B	0.0382323801744799
chr3	175000001	176000000	B	0.113667377173023
chr3	176000001	177000000	B	0.10052585660647
chr3	177000001	178000000	B	0.126635466559784
chr3	178000001	179000000	B	0.0871218204976402
chr3	179000001	180000000	A	0.15370772838979
chr3	180000001	181000000	B	0.146668501255532
chr3	181000001	182000000	B	0.178990242665008
chr3	182000001	183000000	A	0.273247339315186
chr3	183000001	184000000	A	0.537843074042025
chr3	184000001	185000000	A	0.609840826999329
chr3	185000001	186000000	A	0.420808491562419
chr3	186000001	187000000	A	0.308564845179125
chr3	187000001	188000000	B	0.160003814393501
chr3	188000001	189000000	B	0.0722989443655862
chr3	189000001	190000000	B	0.0605298671025829
chr3	190000001	191000000	B	0.0643671056660867
chr3	191000001	192000000	B	0.0521815097170772
chr3	192000001	193000000	B	0.063593395369359
chr3	193000001	194000000	A	0.318884311782953
chr3	194000001	195000000	A	0.48180134884494
chr3	195000001	196000000	A	0.533467222988199
chr4	1000001	2000000	A	0.908470842711462
chr4	2000001	3000000	A	0.814243263885512
chr4	3000001	4000000	A	0.823391399518905
chr4	4000001	5000000	A	0.563771203832873
