chrom	start	end	gpseq_score	comp
chr1	51000001	5.2e+07	1.28931943171661	A
chr1	52000001	5.3e+07	1.43499572685463	A
chr1	53000001	5.4e+07	1.61367066289139	A
chr1	54000001	5.5e+07	1.63666132652495	A
chr1	55000001	5.6e+07	1.40341528759258	B
chr1	56000001	5.7e+07	1.28497491932121	B
chr1	57000001	5.8e+07	1.24184053374298	B
chr1	58000001	5.9e+07	1.27138812033282	B
chr1	59000001	6e+07	1.26003134007647	B
chr1	60000001	6.1e+07	1.26452117569163	B
chr1	61000001	6.2e+07	1.19728012159529	A
chr1	62000001	6.3e+07	1.32578268565846	A
chr1	63000001	6.4e+07	1.26614960486545	B
chr1	64000001	6.5e+07	1.27210769628543	B
chr1	65000001	6.6e+07	1.23009054342141	B
chr1	66000001	6.7e+07	1.27706742432494	B
chr1	67000001	6.8e+07	1.2323391967493	B
chr1	68000001	6.9e+07	1.2319603004931	B
chr1	69000001	7e+07	1.15827912434557	B
chr1	70000001	7.1e+07	1.15566373983295	B
chr1	71000001	7.2e+07	1.17109203693192	B
chr1	72000001	7.3e+07	1.11859223930062	B
chr1	73000001	7.4e+07	1.13543119715709	B
chr1	74000001	7.5e+07	1.20933563282687	B
chr1	75000001	7.6e+07	1.18477293553569	B
chr1	76000001	7.7e+07	1.19453514502683	B
chr1	77000001	7.8e+07	1.21724053910505	B
chr1	78000001	7.9e+07	1.20297330709253	B
chr1	79000001	8e+07	1.28613589163427	B
chr1	80000001	8.1e+07	1.22577706254911	B
chr1	81000001	8.2e+07	1.18673729810501	B
chr1	82000001	8.3e+07	1.19678786291649	B
chr1	83000001	8.4e+07	1.2707485642784	B
chr1	84000001	8.5e+07	1.23139826018169	B
chr1	85000001	8.6e+07	1.25682430283051	A
chr1	86000001	8.7e+07	1.27710421769625	B
chr1	87000001	8.8e+07	1.29698754089876	B
chr1	88000001	8.9e+07	1.27123812823825	A
chr1	89000001	9e+07	1.31293047668932	B
chr1	90000001	9.1e+07	1.27791085018759	B
chr1	91000001	9.2e+07	1.31138335230106	B
chr1	92000001	9.3e+07	1.37202416388733	B
chr1	93000001	9.4e+07	1.38702084516397	A
chr1	94000001	9.5e+07	1.43201050619051	A
chr1	95000001	9.6e+07	1.33665874717001	B
chr1	96000001	9.7e+07	1.21900974304537	B
chr1	97000001	9.8e+07	1.20855099763544	B
chr1	98000001	9.9e+07	1.25086968306961	B
chr1	99000001	1e+08	1.19035368321311	B
chr1	100000001	1.01e+08	1.23134808710515	A
chr1	101000001	1.02e+08	1.24494720827505	B
chr1	102000001	1.03e+08	1.25624753450113	B
chr1	103000001	1.04e+08	1.25484168509062	B
chr1	104000001	1.05e+08	1.33803151305754	B
chr1	105000001	1.06e+08	1.395684608935	B
chr1	106000001	1.07e+08	1.3493268343531	B
chr1	107000001	1.08e+08	1.28902291394203	B
chr1	108000001	1.09e+08	1.26237861778719	B
chr1	109000001	1.1e+08	1.32421242387573	A
chr1	110000001	1.11e+08	1.5715573487702	A
chr1	111000001	1.12e+08	1.49386290694468	A
chr1	112000001	1.13e+08	1.56912935770299	A
chr1	113000001	1.14e+08	1.49009187040054	A
chr1	114000001	1.15e+08	1.51694156605741	A
chr1	115000001	1.16e+08	1.4970971164832	A
chr1	116000001	1.17e+08	1.42725216446695	A
chr1	117000001	1.18e+08	1.44361374822133	B
chr1	118000001	1.19e+08	1.40802157373469	B
chr1	119000001	1.2e+08	1.39717574902964	A
chr1	120000001	1.21e+08		B
chr1	121000001	1.22e+08		B
chr1	122000001	1.23e+08		B
chr1	123000001	1.24e+08		B
chr1	124000001	1.25e+08		B
chr1	125000001	1.26e+08		B
chr1	126000001	1.27e+08		A
chr1	127000001	1.28e+08		A
chr1	128000001	1.29e+08		A
chr1	129000001	1.3e+08		A
chr1	130000001	1.31e+08		A
chr1	131000001	1.32e+08		A
chr1	132000001	1.33e+08		A
chr1	133000001	1.34e+08		A
chr1	134000001	1.35e+08		A
chr1	135000001	1.36e+08		A
chr1	136000001	1.37e+08		A
chr1	137000001	1.38e+08		A
chr1	138000001	1.39e+08		A
chr1	139000001	1.4e+08		A
chr1	140000001	1.41e+08		A
chr1	141000001	1.42e+08		A
chr1	142000001	1.43e+08		A
chr1	143000001	1.44e+08		B
chr1	144000001	1.45e+08		B
chr1	145000001	1.46e+08		A
chr1	146000001	1.47e+08		B
chr1	147000001	1.48e+08		A
chr1	148000001	1.49e+08		B
chr1	149000001	1.5e+08		B
chr1	150000001	1.51e+08		A
chr1	151000001	1.52e+08	1.66851853454878	A
chr1	152000001	1.53e+08	1.63621614893965	A
chr1	153000001	1.54e+08	1.71271337977005	A
chr1	154000001	1.55e+08	1.77527353751964	A
chr1	155000001	1.56e+08	1.86624043284178	A
chr1	156000001	1.57e+08	1.75520215368415	A
chr1	157000001	1.58e+08	1.3864594760865	B
chr1	158000001	1.59e+08	1.34499927368316	B
chr1	159000001	1.6e+08	1.37652676115273	B
chr1	160000001	1.61e+08	1.47054393034568	A
chr1	161000001	1.62e+08	1.38475285600088	A
chr1	162000001	1.63e+08	1.33675207400141	A
chr1	163000001	1.64e+08	1.21674485513189	B
chr1	164000001	1.65e+08	1.22589150335085	B
chr1	165000001	1.66e+08	1.25312283931581	B
chr1	166000001	1.67e+08	1.35571284823437	B
chr1	167000001	1.68e+08	1.29575492688237	A
chr1	168000001	1.69e+08	1.26740835759667	B
chr1	169000001	1.7e+08	1.20269392892568	B
chr1	170000001	1.71e+08	1.16873611483467	B
chr1	171000001	1.72e+08	1.24236411103228	B
chr1	172000001	1.73e+08	1.18847230798432	B
chr1	173000001	1.74e+08	1.25766823399896	B
chr1	174000001	1.75e+08	1.22855350615299	B
chr1	175000001	1.76e+08	1.30469700742603	B
chr1	176000001	1.77e+08	1.25790124163076	B
chr1	177000001	1.78e+08	1.29667266488935	B
chr1	178000001	1.79e+08	1.29329989831856	B
chr1	179000001	1.8e+08	1.29413822321986	A
chr1	180000001	1.81e+08	1.3081259236014	A
chr1	181000001	1.82e+08	1.35371422002246	B
chr1	182000001	1.83e+08	1.30631708306811	B
chr1	183000001	1.84e+08	1.27142374803294	A
chr1	184000001	1.85e+08	1.16309061937835	B
chr1	185000001	1.86e+08	1.13648350822733	B
chr1	186000001	1.87e+08	1.08378640446339	B
chr1	187000001	1.88e+08	1.08545740297084	B
chr1	188000001	1.89e+08	1.09884298591114	B
chr1	189000001	1.9e+08	1.08242024853695	B
chr1	190000001	1.91e+08	1.07322794292225	B
chr1	191000001	1.92e+08	1.12677915665633	B
chr1	192000001	1.93e+08	1.07422197245688	B
chr1	193000001	1.94e+08	1.08043727882915	B
chr1	194000001	1.95e+08	1.1162807063423	B
chr1	195000001	1.96e+08	1.10321941325271	B
chr1	196000001	1.97e+08	1.08201465853488	B
chr1	197000001	1.98e+08	1.05929301716458	B
chr1	198000001	1.99e+08	1.07935505400201	B
chr1	199000001	2e+08	1.13140381155933	B
chr1	200000001	2.01e+08	1.24323638535242	A
chr1	201000001	2.02e+08	1.56121620057579	A
chr1	202000001	2.03e+08	1.61282348538693	A
chr1	203000001	2.04e+08	1.63071024834642	A
chr1	204000001	2.05e+08	1.6151024810454	A
chr1	205000001	2.06e+08	1.49973114797657	A
chr1	206000001	2.07e+08	1.37797858807325	A
chr1	207000001	2.08e+08	1.24248554511229	B
chr1	208000001	2.09e+08	1.27813408339478	B
chr1	209000001	2.1e+08	1.21398876906476	B
chr1	210000001	2.11e+08	1.17855187838713	B
chr1	211000001	2.12e+08	1.25755839216763	A
chr1	212000001	2.13e+08	1.30486022372909	A
chr1	213000001	2.14e+08	1.20346370957827	B
chr1	214000001	2.15e+08	1.14051152016814	B
chr1	215000001	2.16e+08	1.09834781673277	B
chr1	216000001	2.17e+08	1.03674402937313	B
chr1	217000001	2.18e+08	1.09526742933219	B
chr1	218000001	2.19e+08	1.06836976490645	B
chr1	219000001	2.2e+08	1.07189685564387	B
chr1	220000001	2.21e+08	1.10911078563281	B
chr1	221000001	2.22e+08	1.13892173255197	B
chr1	222000001	2.23e+08	1.11887312764411	B
chr1	223000001	2.24e+08	1.21251275903219	B
chr1	224000001	2.25e+08	1.27414635517761	A
chr1	225000001	2.26e+08	1.29381975562046	A
chr1	226000001	2.27e+08	1.46400941565299	A
chr1	227000001	2.28e+08	1.49318018954847	A
chr1	228000001	2.29e+08	1.58608703474586	A
chr1	229000001	2.3e+08	1.41020289079769	A
chr1	230000001	2.31e+08	1.33083586518739	A
chr1	231000001	2.32e+08	1.25841346145572	A
chr1	232000001	2.33e+08	1.15010585653523	B
chr1	233000001	2.34e+08	1.18431366506112	B
chr1	234000001	2.35e+08	1.24961078496656	A
chr1	235000001	2.36e+08	1.26183446701786	A
chr1	236000001	2.37e+08	1.24415628926538	A
chr1	237000001	2.38e+08	1.094307495446	B
chr1	238000001	2.39e+08	1.04478625000652	B
chr1	239000001	2.4e+08	1.04541882343594	B
chr1	240000001	2.41e+08	1.06013114363213	B
chr1	241000001	2.42e+08	1.10001777173415	B
chr1	242000001	2.43e+08	1.13465394110062	B
chr1	243000001	2.44e+08	1.14411792715459	A
chr1	244000001	2.45e+08	1.21909349642972	A
chr1	245000001	2.46e+08	1.22654179624629	B
chr1	246000001	2.47e+08	1.19079595624658	A
chr2	1000001	2e+06	1.24782781309443	B
chr2	2000001	3e+06	1.23123282716429	B
chr2	3000001	4e+06	1.20356907775433	A
chr2	4000001	5e+06	1.20034593831244	B
chr2	5000001	6e+06	1.20092387682112	B
chr2	6000001	7e+06	1.20494625510211	B
chr2	7000001	8e+06	1.17257698299827	B
chr2	8000001	9e+06	1.17837224403872	B
chr2	9000001	1e+07	1.27654804178633	A
chr2	10000001	1.1e+07	1.44012458450325	A
chr2	11000001	1.2e+07	1.28594896193032	A
chr2	12000001	1.3e+07	1.07789012805432	B
chr2	13000001	1.4e+07	1.1054911532792	B
chr2	14000001	1.5e+07	1.05815505738027	B
chr2	15000001	1.6e+07	1.09812006373776	B
chr2	16000001	1.7e+07	1.12904683692316	B
chr2	17000001	1.8e+07	1.08972820436613	B
chr2	18000001	1.9e+07	1.09963381005838	B
chr2	19000001	2e+07	1.10095702874418	B
chr2	20000001	2.1e+07	1.22228352877257	A
chr2	21000001	2.2e+07	1.15453840654348	B
chr2	22000001	2.3e+07	1.15412881322049	B
chr2	23000001	2.4e+07	1.22066162572385	A
chr2	24000001	2.5e+07	1.28698303702048	A
chr2	25000001	2.6e+07	1.49016566134706	A
chr2	26000001	2.7e+07	1.57151831632476	A
chr2	27000001	2.8e+07	1.64113017332215	A
chr2	28000001	2.9e+07	1.44933445631827	A
chr2	29000001	3e+07	1.31535473337867	B
chr2	30000001	3.1e+07	1.2340331909724	A
chr2	31000001	3.2e+07	1.27334838953857	B
chr2	32000001	3.3e+07	1.19021325858691	A
chr2	33000001	3.4e+07	1.17720489594669	B
chr2	34000001	3.5e+07	1.17837106505509	B
chr2	35000001	3.6e+07	1.23670662880514	B
chr2	36000001	3.7e+07	1.09977983828926	B
chr2	37000001	3.8e+07	1.24728303379122	A
chr2	38000001	3.9e+07	1.34986524058342	A
chr2	39000001	4e+07	1.25026374546278	A
chr2	40000001	4.1e+07	1.13878227978784	B
chr2	41000001	4.2e+07	1.21613194869252	B
chr2	42000001	4.3e+07	1.32441085017753	A
chr2	43000001	4.4e+07	1.53857377231784	A
chr2	44000001	4.5e+07	1.45975205960308	A
chr2	45000001	4.6e+07	1.53854598090165	A
chr2	46000001	4.7e+07	1.54263580011821	A
chr2	47000001	4.8e+07	1.57359388857591	A
chr2	48000001	4.9e+07	1.29207832283683	A
chr2	49000001	5e+07	1.23145133660466	B
chr2	50000001	5.1e+07	1.12277814665947	B
chr2	51000001	5.2e+07	1.14867579253532	B
chr2	52000001	5.3e+07	1.17329116477093	B
chr2	53000001	5.4e+07	1.2393937801468	A
chr2	54000001	5.5e+07	1.30989275788328	A
chr2	55000001	5.6e+07	1.25208019958616	A
chr2	56000001	5.7e+07	1.20981028171448	B
chr2	57000001	5.8e+07	1.14075368740417	B
chr2	58000001	5.9e+07	1.13990197261621	B
chr2	59000001	6e+07	1.21452382709163	B
chr2	60000001	6.1e+07	1.25034769924954	A
chr2	61000001	6.2e+07	1.41758158120483	A
chr2	62000001	6.3e+07	1.43897912906579	A
chr2	63000001	6.4e+07	1.38262524629738	A
chr2	64000001	6.5e+07	1.36260702461421	A
chr2	65000001	6.6e+07	1.38751319611338	A
chr2	66000001	6.7e+07	1.22401063133914	B
chr2	67000001	6.8e+07	1.25103269368916	B
chr2	68000001	6.9e+07	1.28831207654676	A
chr2	69000001	7e+07	1.37425090798066	A
chr2	70000001	7.1e+07	1.57438019452178	A
chr2	71000001	7.2e+07	1.61281557011205	A
chr2	72000001	7.3e+07	1.55555952973415	A
chr2	73000001	7.4e+07	1.54470751212001	A
chr2	74000001	7.5e+07	1.59820521672029	A
chr2	75000001	7.6e+07	1.2831021956799	A
chr2	76000001	7.7e+07	1.19129638385012	B
chr2	77000001	7.8e+07	1.21319365317516	B
chr2	78000001	7.9e+07	1.2083198954081	B
chr2	79000001	8e+07	1.29639172338645	B
chr2	80000001	8.1e+07	1.2774364153788	B
chr2	81000001	8.2e+07	1.17236875917802	B
chr2	82000001	8.3e+07	1.18069556437527	B
chr2	83000001	8.4e+07	1.23037578567559	B
chr2	84000001	8.5e+07	1.24470987324151	B
chr2	85000001	8.6e+07	1.34720944936029	A
chr2	86000001	8.7e+07		A
chr2	87000001	8.8e+07		B
chr2	88000001	8.9e+07		B
chr2	89000001	9e+07		B
chr2	90000001	9.1e+07		B
chr2	91000001	9.2e+07		B
chr2	92000001	9.3e+07		B
chr2	93000001	9.4e+07		B
chr2	94000001	9.5e+07		B
chr2	95000001	9.6e+07		A
chr2	96000001	9.7e+07		A
chr2	97000001	9.8e+07		A
chr2	98000001	9.9e+07		A
chr2	99000001	1e+08		A
chr2	100000001	1.01e+08	1.50331673855677	A
chr2	101000001	1.02e+08	1.5018076041905	A
chr2	102000001	1.03e+08	1.3795770442481	B
chr2	103000001	1.04e+08	1.36620544615414	B
chr2	104000001	1.05e+08	1.39574505399359	B
chr2	105000001	1.06e+08	1.30598860041448	A
chr2	106000001	1.07e+08	1.393942908771	B
chr2	107000001	1.08e+08	1.4304872604457	B
chr2	108000001	1.09e+08	1.39973700240877	B
chr2	109000001	1.1e+08	1.46763285815477	A
chr2	110000001	1.11e+08	1.5745375007903	B
chr2	111000001	1.12e+08	1.57668779771269	A
chr2	112000001	1.13e+08	1.59721465420693	A
chr2	113000001	1.14e+08	1.56123396977109	A
chr2	114000001	1.15e+08	1.3151925232133	B
chr2	115000001	1.16e+08	1.22931983264647	B
chr2	116000001	1.17e+08	1.23198112988875	B
chr2	117000001	1.18e+08	1.26370042312805	B
chr2	118000001	1.19e+08	1.28276534939117	B
chr2	119000001	1.2e+08	1.39999024223852	A
chr2	120000001	1.21e+08	1.41870238854726	A
chr2	121000001	1.22e+08	1.6313145242144	A
chr2	122000001	1.23e+08	1.3600613584499	B
chr2	123000001	1.24e+08	1.23806147209213	B
chr2	124000001	1.25e+08	1.34940212597017	B
chr2	125000001	1.26e+08	1.25879587486428	B
chr2	126000001	1.27e+08	1.34918879554333	B
chr2	127000001	1.28e+08	1.3746237528229	A
chr2	128000001	1.29e+08	1.46919803764923	B
chr2	129000001	1.3e+08	1.46333737251394	B
chr2	130000001	1.31e+08	1.49943314439256	A
chr2	131000001	1.32e+08	1.37313410459168	B
chr2	132000001	1.33e+08	1.370320470584	B
chr2	133000001	1.34e+08	1.33276805599359	B
chr2	134000001	1.35e+08	1.24418677595616	B
chr2	135000001	1.36e+08	1.31289369561585	A
chr2	136000001	1.37e+08	1.2863268074915	B
chr2	137000001	1.38e+08	1.27583516086807	B
chr2	138000001	1.39e+08	1.12760288409105	B
chr2	139000001	1.4e+08	1.11312642635484	B
chr2	140000001	1.41e+08	1.14553451882484	B
chr2	141000001	1.42e+08	1.08879520152142	B
chr2	142000001	1.43e+08	1.17516249273041	B
chr2	143000001	1.44e+08	1.14386753413051	B
chr2	144000001	1.45e+08	1.11378116270346	A
chr2	145000001	1.46e+08	1.13343538400578	B
chr2	146000001	1.47e+08	1.12928822091573	B
chr2	147000001	1.48e+08	1.13765093911552	A
chr2	148000001	1.49e+08	1.19321513613343	A
chr2	149000001	1.5e+08	1.26638123253159	A
chr2	150000001	1.51e+08	1.22089431558178	A
chr2	151000001	1.52e+08	1.23177714634361	A
chr2	152000001	1.53e+08	1.24819135917669	A
chr2	153000001	1.54e+08	1.17252173722426	B
chr2	154000001	1.55e+08	1.16432992326912	B
chr2	155000001	1.56e+08	1.1021668603235	B
chr2	156000001	1.57e+08	1.09108753945041	A
chr2	157000001	1.58e+08	1.14511749281518	A
chr2	158000001	1.59e+08	1.16708627588078	A
chr2	159000001	1.6e+08	1.2338821467269	A
chr2	160000001	1.61e+08	1.19855850258976	B
chr2	161000001	1.62e+08	1.14061540944291	B
chr2	162000001	1.63e+08	1.11497585409632	B
chr2	163000001	1.64e+08	1.12158065295166	B
chr2	164000001	1.65e+08	1.03751257155302	B
chr2	165000001	1.66e+08	1.04117184005079	B
chr2	166000001	1.67e+08	1.07279397143811	B
chr2	167000001	1.68e+08	1.13087815746049	B
chr2	168000001	1.69e+08	1.08908566246335	A
chr2	169000001	1.7e+08	1.14812290990972	A
chr2	170000001	1.71e+08	1.25833174991759	A
chr2	171000001	1.72e+08	1.36562365234245	A
chr2	172000001	1.73e+08	1.4052310958636	A
chr2	173000001	1.74e+08	1.45492255008181	A
chr2	174000001	1.75e+08	1.39252578738399	A
chr2	175000001	1.76e+08	1.34370990966876	A
chr2	176000001	1.77e+08	1.38545666205026	A
chr2	177000001	1.78e+08	1.38767873092505	A
chr2	178000001	1.79e+08	1.32441951557197	A
chr2	179000001	1.8e+08	1.26881739270975	A
chr2	180000001	1.81e+08	1.23595552908814	A
chr2	181000001	1.82e+08	1.21988711108791	A
chr2	182000001	1.83e+08	1.16468819065029	B
chr2	183000001	1.84e+08	1.13882020715256	B
chr2	184000001	1.85e+08	1.03827277346141	B
chr2	185000001	1.86e+08	1.08386878362875	B
chr2	186000001	1.87e+08	1.03957505755961	B
chr2	187000001	1.88e+08	1.04923262123017	B
chr2	188000001	1.89e+08	1.05417705482665	B
chr2	189000001	1.9e+08	1.0290760841229	B
chr2	190000001	1.91e+08	1.05499290799255	A
chr2	191000001	1.92e+08	1.14655086158901	A
chr2	192000001	1.93e+08	1.08489011792349	B
chr2	193000001	1.94e+08	1.06617903391533	B
chr2	194000001	1.95e+08	1.05868849489848	B
chr2	195000001	1.96e+08	1.03090234019351	B
chr2	196000001	1.97e+08	1.02845130680397	B
chr2	197000001	1.98e+08	1.07126407166245	A
chr2	198000001	1.99e+08	1.06671207321756	B
chr2	199000001	2e+08	1.10677186137404	B
chr2	200000001	2.01e+08	1.08896254774854	A
chr2	201000001	2.02e+08	1.15371761349465	A
chr2	202000001	2.03e+08	1.35267482591355	A
chr2	203000001	2.04e+08	1.33283646612161	A
chr2	204000001	2.05e+08	1.21944653518312	B
chr2	205000001	2.06e+08	1.18232727252811	A
chr2	206000001	2.07e+08	1.22364018882965	A
chr2	207000001	2.08e+08	1.19111637967515	A
chr2	208000001	2.09e+08	1.18039575429025	B
chr2	209000001	2.1e+08	1.09611530932237	B
chr2	210000001	2.11e+08	1.04503080213807	B
chr2	211000001	2.12e+08	1.02383251007074	B
chr2	212000001	2.13e+08	1.00487808450976	B
chr2	213000001	2.14e+08	1.04213272172478	B
chr2	214000001	2.15e+08	1.03132073077294	B
chr2	215000001	2.16e+08	1.04634860790222	B
chr2	216000001	2.17e+08	1.06136127943879	A
chr2	217000001	2.18e+08	1.20711672413594	A
chr2	218000001	2.19e+08	1.27493443879224	A
chr2	219000001	2.2e+08	1.46053876002804	A
chr2	220000001	2.21e+08	1.27520741245665	B
chr2	221000001	2.22e+08	1.14144361356057	B
chr2	222000001	2.23e+08	1.06431810080513	B
chr2	223000001	2.24e+08	1.10129292135014	B
chr2	224000001	2.25e+08	1.09211432270754	B
chr2	225000001	2.26e+08	1.05922475380366	B
chr2	226000001	2.27e+08	1.08534557592533	B
chr2	227000001	2.28e+08	1.06347728421067	B
chr2	228000001	2.29e+08	1.10219102961067	B
chr2	229000001	2.3e+08	1.03734432037061	B
chr2	230000001	2.31e+08	1.06811892932016	B
chr2	231000001	2.32e+08	1.20476265531475	A
chr2	232000001	2.33e+08	1.36245018907346	A
chr2	233000001	2.34e+08	1.49656086483464	A
chr2	234000001	2.35e+08	1.40362954881741	A
chr2	235000001	2.36e+08	1.35669639007716	A
chr2	236000001	2.37e+08	1.36721821932528	A
chr2	237000001	2.38e+08	1.33574053914753	A
chr2	238000001	2.39e+08	1.40250631823259	A
chr2	239000001	2.4e+08	1.54151460536363	A
chr2	240000001	2.41e+08	1.61648287752639	A
chr2	241000001	2.42e+08	1.69679371465693	A
chr3	1000001	2e+06	1.03122701654294	B
chr3	2000001	3e+06	1.06385387376452	B
chr3	3000001	4e+06	1.07239874399246	B
chr3	4000001	5e+06	1.10183301288754	B
chr3	5000001	6e+06	1.11576834052199	B
chr3	6000001	7e+06	1.12534942042277	B
chr3	7000001	8e+06	1.15354511038193	B
chr3	8000001	9e+06	1.13861386094328	B
chr3	9000001	1e+07	1.33719701412459	A
chr3	10000001	1.1e+07	1.50193367506459	A
chr3	11000001	1.2e+07	1.47558326416172	A
chr3	12000001	1.3e+07	1.40411054813248	A
chr3	13000001	1.4e+07	1.61539015899763	A
chr3	14000001	1.5e+07	1.54601635103285	A
chr3	15000001	1.6e+07	1.36800739930999	A
chr3	16000001	1.7e+07	1.18895839129885	A
chr3	17000001	1.8e+07	1.13329838994446	B
chr3	18000001	1.9e+07	1.06026546748293	B
chr3	19000001	2e+07	1.0522552449203	B
chr3	20000001	2.1e+07	1.06052901092608	B
chr3	21000001	2.2e+07	1.07905248985347	B
chr3	22000001	2.3e+07	1.11037446087034	B
chr3	23000001	2.4e+07	1.11471207695904	B
chr3	24000001	2.5e+07	1.08269542915327	B
chr3	25000001	2.6e+07	1.06284002985656	B
chr3	26000001	2.7e+07	1.09244210190349	B
chr3	27000001	2.8e+07	1.08842394700852	B
chr3	28000001	2.9e+07	1.09319775439802	B
chr3	29000001	3e+07	1.04458400854406	B
chr3	30000001	3.1e+07	1.0888831825923	B
chr3	31000001	3.2e+07	1.19569345642849	A
chr3	32000001	3.3e+07	1.27385152693131	A
chr3	33000001	3.4e+07	1.2212169967328	A
chr3	34000001	3.5e+07	1.14453213401615	B
chr3	35000001	3.6e+07	1.14274746454535	B
chr3	36000001	3.7e+07	1.14961401830497	B
chr3	37000001	3.8e+07	1.28646021437524	A
chr3	38000001	3.9e+07	1.35563938859322	A
chr3	39000001	4e+07	1.31794200536622	A
chr3	40000001	4.1e+07	1.26451376829383	B
chr3	41000001	4.2e+07	1.26811331601193	B
chr3	42000001	4.3e+07	1.34620679444149	A
chr3	43000001	4.4e+07	1.41172113771972	A
chr3	44000001	4.5e+07	1.44538629271852	A
chr3	45000001	4.6e+07	1.54532411934668	A
chr3	46000001	4.7e+07	1.69113831737271	A
chr3	47000001	4.8e+07	1.69956518874273	A
chr3	48000001	4.9e+07	1.83059002807845	A
chr3	49000001	5e+07	1.95742185695795	A
chr3	50000001	5.1e+07	1.79591250289449	A
chr3	51000001	5.2e+07	1.77507612024882	A
chr3	52000001	5.3e+07	1.91844902746862	A
chr3	53000001	5.4e+07	1.66701157559974	A
chr3	54000001	5.5e+07	1.53801975279271	A
chr3	55000001	5.6e+07	1.49591527698647	A
chr3	56000001	5.7e+07	1.53409207540711	A
chr3	57000001	5.8e+07	1.57054836080085	A
chr3	58000001	5.9e+07	1.5340779624554	A
chr3	59000001	6e+07	1.35665376836155	A
chr3	60000001	6.1e+07	1.33155351356447	A
chr3	61000001	6.2e+07	1.3107848878668	A
chr3	62000001	6.3e+07	1.29957008601684	B
chr3	63000001	6.4e+07	1.32211809303337	B
chr3	64000001	6.5e+07	1.30236412075836	A
chr3	65000001	6.6e+07	1.28048698514848	A
chr3	66000001	6.7e+07	1.29662732666715	A
chr3	67000001	6.8e+07	1.23500745015153	B
chr3	68000001	6.9e+07	1.25238417645973	B
chr3	69000001	7e+07	1.28703342962016	A
chr3	70000001	7.1e+07	1.37824560961645	A
chr3	71000001	7.2e+07	1.36000229671079	A
chr3	72000001	7.3e+07	1.46721985591789	A
chr3	73000001	7.4e+07	1.2826394002578	A
chr3	74000001	7.5e+07	1.18512960185985	B
chr3	75000001	7.6e+07	1.34661579363428	B
chr3	76000001	7.7e+07	1.16151650805676	B
chr3	77000001	7.8e+07	1.16195734054677	B
chr3	78000001	7.9e+07	1.1838135530461	B
chr3	79000001	8e+07	1.10057882389379	B
chr3	80000001	8.1e+07	1.16432914469442	B
chr3	81000001	8.2e+07	1.11890466121074	B
chr3	82000001	8.3e+07	1.18701360946387	B
chr3	83000001	8.4e+07	1.24581232514237	B
chr3	84000001	8.5e+07	1.17740730706384	B
chr3	85000001	8.6e+07	1.12650465265098	B
chr3	86000001	8.7e+07	1.1412417330405	B
chr3	87000001	8.8e+07	1.17407170274403	B
chr3	88000001	8.9e+07		B
chr3	89000001	9e+07		B
chr3	90000001	9.1e+07		B
chr3	91000001	9.2e+07		B
chr3	92000001	9.3e+07		B
