chrom	start	end	gpseq_score	eigen
chr1	1.91e+08	1.92e+08	0.172204781865354	-0.0783998212775926
chr1	1.92e+08	1.93e+08	0.103292136222902	-0.0679983232407459
chr1	1.93e+08	1.94e+08	0.111615323795226	-0.0722658210444569
chr1	1.94e+08	1.95e+08	0.158699861150274	-0.078661109489529
chr1	1.95e+08	1.96e+08	0.141719749162674	-0.0785930398773993
chr1	1.96e+08	1.97e+08	0.11372004412991	-0.078699440983075
chr1	1.97e+08	1.98e+08	0.0831017167498283	-0.0721192207001108
chr1	1.98e+08	1.99e+08	0.110169517642314	-0.0717634579369257
chr1	1.99e+08	2e+08	0.178113936363447	-0.0500071835030196
chr1	2e+08	2.01e+08	0.314100632313329	0.0460785565468664
chr1	2.01e+08	2.02e+08	0.642670338661397	0.0872558774211116
chr1	2.02e+08	2.03e+08	0.689588552137823	0.0855844723526281
chr1	2.03e+08	2.04e+08	0.705500460523372	0.0851721812723783
chr1	2.04e+08	2.05e+08	0.69162570931874	0.0891934218370898
chr1	2.05e+08	2.06e+08	0.584703896557751	0.0897282801891734
chr1	2.06e+08	2.07e+08	0.462553470683322	0.0341546895934188
chr1	2.07e+08	2.08e+08	0.313229067790681	-0.0424981274401882
chr1	2.08e+08	2.09e+08	0.354039190981167	-0.0480726927859864
chr1	2.09e+08	2.1e+08	0.279755074897118	-0.0474209223543402
chr1	2.1e+08	2.11e+08	0.237015265626298	-0.0573678410365997
chr1	2.11e+08	2.12e+08	0.330625390197668	0.0242142674761781
chr1	2.12e+08	2.13e+08	0.383895273972879	0.0752018676378263
chr1	2.13e+08	2.14e+08	0.267192638031064	-0.0391724132114924
chr1	2.14e+08	2.15e+08	0.18968101921078	-0.0242766432495699
chr1	2.15e+08	2.16e+08	0.135334988782986	-0.066116904230372
chr1	2.16e+08	2.17e+08	0.05205973876201	-0.0720642378242052
chr1	2.17e+08	2.18e+08	0.131283172899664	-0.0719773141856991
chr1	2.18e+08	2.19e+08	0.0954110530842062	-0.059239147208786
chr1	2.19e+08	2.2e+08	0.10016608768902	-0.0541679888533468
chr1	2.2e+08	2.21e+08	0.149403479025621	-0.0394832452891823
chr1	2.21e+08	2.22e+08	0.187668607503543	-0.0735785947908512
chr1	2.22e+08	2.23e+08	0.162046454101708	-0.067884000488488
chr1	2.23e+08	2.24e+08	0.277999928574505	-0.038270765894524
chr1	2.24e+08	2.25e+08	0.349531002681981	0.051433447239113
chr1	2.25e+08	2.26e+08	0.371636646863013	0.0714465685159455
chr1	2.26e+08	2.27e+08	0.549924832223177	0.0955412312773491
chr1	2.27e+08	2.28e+08	0.578388273230069	0.0757041251417665
chr1	2.28e+08	2.29e+08	0.665471939485184	0.0860646571823609
chr1	2.29e+08	2.3e+08	0.495902743113492	0.0733757360257289
chr1	2.3e+08	2.31e+08	0.412332651578962	0.0375312260623541
chr1	2.31e+08	2.32e+08	0.331606008694863	9.27162644918204e-05
chr1	2.32e+08	2.33e+08	0.201766653926206	-0.0359001364147838
chr1	2.33e+08	2.34e+08	0.244051228853353	-0.054662530161969
chr1	2.34e+08	2.35e+08	0.321478810057502	0.035595655171561
chr1	2.35e+08	2.36e+08	0.335522663667478	0.0876470960958981
chr1	2.36e+08	2.37e+08	0.315167726292801	0.0468385146503844
chr1	2.37e+08	2.38e+08	0.130018185864746	-0.0603593935814143
chr1	2.38e+08	2.39e+08	0.0632078154177933	-0.0665697059019395
chr1	2.39e+08	2.4e+08	0.0640810412931667	-0.0642791082088502
chr1	2.4e+08	2.41e+08	0.0842427445665149	-0.062083250324708
chr1	2.41e+08	2.42e+08	0.13752683191867	-0.0516396385518182
chr1	2.42e+08	2.43e+08	0.182252356031882	-0.0268667200557712
chr1	2.43e+08	2.44e+08	0.194235762040069	0.0121566504046593
chr1	2.44e+08	2.45e+08	0.285808775394466	0.0476250761113686
chr1	2.45e+08	2.46e+08	0.294596396724582	-0.0155638575310046
chr1	2.46e+08	2.47e+08	0.251926227534306	0.0252064761960955
chr10	1e+06	2e+06	0.540090491680657	-0.0734839962897539
chr10	2e+06	3e+06	0.424003280480689	-0.105230011577254
chr10	3e+06	4e+06	0.415856812098241	-0.0873130164945039
chr10	4e+06	5e+06	0.369985187899105	-0.101669424338036
chr10	5e+06	6e+06	0.382626012781119	0.0703047508992137
chr10	6e+06	7e+06	0.440863147705354	0.0886942704500337
chr10	7e+06	8e+06	0.372604426910073	0.0566918887083388
chr10	8e+06	9e+06	0.295265869987385	-0.0883970980121062
chr10	9e+06	1e+07	0.327184563051904	-0.0691622245831844
chr10	1e+07	1.1e+07	0.313476887877847	-0.0970976249168671
chr10	1.1e+07	1.2e+07	0.393067677030877	0.0629665147641914
chr10	1.2e+07	1.3e+07	0.615285248793293	0.126578805939312
chr10	1.3e+07	1.4e+07	0.538351739515213	0.108110917072682
chr10	1.4e+07	1.5e+07	0.474183263275111	-0.0159131758033152
chr10	1.5e+07	1.6e+07	0.373464353206263	0.0190077491122765
chr10	1.6e+07	1.7e+07	0.313401692372427	-0.0521561504726867
chr10	1.7e+07	1.8e+07	0.35446357928684	0.0716148836040757
chr10	1.8e+07	1.9e+07	0.351253891508973	0.0568722773424789
chr10	1.9e+07	2e+07	0.2744953974199	-0.0400035585271209
chr10	2e+07	2.1e+07	0.255126534844955	-0.0242517631201337
chr10	2.1e+07	2.2e+07	0.351141849778907	0.0945812030448893
chr10	2.2e+07	2.3e+07	0.366183122614361	0.0662956048137749
chr10	2.3e+07	2.4e+07	0.35072948523516	-0.042423728379935
chr10	2.4e+07	2.5e+07	0.32100088791269	0.0372785858162434
chr10	2.5e+07	2.6e+07	0.33013750692871	-0.0203555017960959
chr10	2.6e+07	2.7e+07	0.28946277230938	-0.000333512539409745
chr10	2.7e+07	2.8e+07	0.357353346683001	0.0959439874512922
chr10	2.8e+07	2.9e+07	0.370337204639758	0.0913350359465329
chr10	2.9e+07	3e+07	0.499275621761479	0.0558315465424183
chr10	3e+07	3.1e+07	0.494648724893566	0.0542739260103137
chr10	3.1e+07	3.2e+07	0.442425415216205	-0.0040146813000559
chr10	3.2e+07	3.3e+07	0.416139877957958	0.0453236835509082
chr10	3.3e+07	3.4e+07	0.392780016890814	0.121456612703462
chr10	3.4e+07	3.5e+07	0.450567425290461	0.136945892732785
chr10	3.5e+07	3.6e+07	0.437146389133295	0.011158990672255
chr10	3.6e+07	3.7e+07	0.413275629916445	-0.0907426940506112
chr10	3.7e+07	3.8e+07		-0.0860249736568284
chr10	3.8e+07	3.9e+07		-0.0872755440243386
chr10	3.9e+07	4e+07		-0.0837617299382132
chr10	4e+07	4.1e+07		-0.0560727635886971
chr10	4.1e+07	4.2e+07		-0.0771883700662898
chr10	4.2e+07	4.3e+07		-0.0853055835492239
chr10	4.3e+07	4.4e+07		-0.0290285534217921
chr10	4.4e+07	4.5e+07		-0.112679548749456
chr10	4.5e+07	4.6e+07		0.0148197757540221
chr10	4.6e+07	4.7e+07		0.0329943075482273
chr10	4.7e+07	4.8e+07		-0.0737387247918806
chr10	4.8e+07	4.9e+07		-0.10659661038006
chr10	4.9e+07	5e+07		-0.0849102867410355
chr10	5e+07	5.1e+07	0.453443410242052	-0.0360394873371271
chr10	5.1e+07	5.2e+07	0.466680302094069	-0.100524302919478
chr10	5.2e+07	5.3e+07	0.209098779377785	-0.0782908992044933
chr10	5.3e+07	5.4e+07	0.311233555341067	-0.0878129629161627
chr10	5.4e+07	5.5e+07	0.275093549091311	-0.0957736392695922
chr10	5.5e+07	5.6e+07	0.265296483926057	-0.0773415257746102
chr10	5.6e+07	5.7e+07	0.214347653182898	-0.0593841036513395
chr10	5.7e+07	5.8e+07	0.246248700978315	-0.0038443103724034
chr10	5.8e+07	5.9e+07	0.186991941833455	0.0423739718162063
chr10	5.9e+07	6e+07	0.131175490284963	0.0715057042636166
chr10	6e+07	6.1e+07	0.219255089067165	0.101380257562544
chr10	6.1e+07	6.2e+07	0.31443519300149	0.103071553935415
chr10	6.2e+07	6.3e+07	0.34161596196127	0.0767943521044634
chr10	6.3e+07	6.4e+07	0.291350170687144	0.0660807449238206
chr10	6.4e+07	6.5e+07	0.329114777745365	-0.0410457611930603
chr10	6.5e+07	6.6e+07	0.253457263276702	-0.0338378491945742
chr10	6.6e+07	6.7e+07	0.295054308748917	-0.0253808528016201
chr10	6.7e+07	6.8e+07	0.255534967474761	0.00501056295746573
chr10	6.8e+07	6.9e+07	0.211208479757315	0.121065897860138
chr10	6.9e+07	7e+07	0.289330607058016	0.118595531211704
chr10	7e+07	7.1e+07	0.512673491867354	0.115927283107558
chr10	7.1e+07	7.2e+07	0.797906365881244	0.117420716341112
chr10	7.2e+07	7.3e+07	0.87193792828303	0.128253651098191
chr10	7.3e+07	7.4e+07	0.911174917072755	0.123526951421239
chr10	7.4e+07	7.5e+07	0.640475934593823	0.120614173185913
chr10	7.5e+07	7.6e+07	0.62848107427893	-0.01665574938368
chr10	7.6e+07	7.7e+07	0.447735632718169	-0.12733910190287
chr10	7.7e+07	7.8e+07	0.424047749757809	-0.0283186582518283
chr10	7.8e+07	7.9e+07	0.414620095929066	0.00198444975180836
chr10	7.9e+07	8e+07	0.564120283850641	0.0784897141605379
chr10	8e+07	8.1e+07	0.651203984147402	-0.0494236778652471
chr10	8.1e+07	8.2e+07	0.507565960871872	-0.13721175250145
chr10	8.2e+07	8.3e+07	0.37350058330961	-0.133179080069434
chr10	8.3e+07	8.4e+07	0.346373963204865	-0.139415937736389
chr10	8.4e+07	8.5e+07	0.315060249701036	-0.100052494929853
chr10	8.5e+07	8.6e+07	0.327083333822646	-0.137121080681854
chr10	8.6e+07	8.7e+07	0.252857323497218	0.0325941542319197
chr10	8.7e+07	8.8e+07	0.351495828709653	0.105665876162529
chr10	8.8e+07	8.9e+07	0.438635983497302	0.00335776296298383
chr10	8.9e+07	9e+07	0.318695431122407	0.0688373663449067
chr10	9e+07	9.1e+07	0.360284570100762	-0.0126955164346987
chr10	9.1e+07	9.2e+07	0.316583453170256	0.0704818946401051
chr10	9.2e+07	9.3e+07	0.329648308028258	0.1331718566221
chr10	9.3e+07	9.4e+07	0.32006855163376	0.12518482810186
chr10	9.4e+07	9.5e+07	0.506600060390512	-0.0122461424305265
chr10	9.5e+07	9.6e+07	0.462441351514621	-0.0686618701868006
chr10	9.6e+07	9.7e+07	0.408591648786434	0.102196868252055
chr10	9.7e+07	9.8e+07	0.359387307617725	0.118682282061181
chr10	9.8e+07	9.9e+07	0.534367239053465	-0.0532339111661106
chr10	9.9e+07	1e+08	0.56262982495374	0.101892880508828
chr10	1e+08	1.01e+08	0.412922536514058	0.128045348316925
chr10	1.01e+08	1.02e+08	0.458885861978034	0.122007941924429
chr10	1.02e+08	1.03e+08	0.764145963050096	0.126308579788128
chr10	1.03e+08	1.04e+08	0.686720621877985	0.118178224115155
chr10	1.04e+08	1.05e+08	0.628352420722176	-0.0605014364056505
chr10	1.05e+08	1.06e+08	0.512828974587901	-0.128687720190384
chr10	1.06e+08	1.07e+08	0.302485656595641	-0.135126534994607
chr10	1.07e+08	1.08e+08	0.291089699006893	-0.109513693825932
chr10	1.08e+08	1.09e+08	0.212188624527328	-0.135207780864566
chr10	1.09e+08	1.1e+08	0.124893543874069	-0.134720680618954
chr10	1.1e+08	1.11e+08	0.192632588579811	0.0296950783749939
chr10	1.11e+08	1.12e+08	0.189333953697938	-0.129877765123987
chr10	1.12e+08	1.13e+08	0.23794027830806	0.0244968663488195
chr10	1.13e+08	1.14e+08	0.214079812224468	0.0541648233060824
chr10	1.14e+08	1.15e+08	0.272291445818729	-0.00822347907478275
chr10	1.15e+08	1.16e+08	0.298691480204146	-0.119483875202378
chr10	1.16e+08	1.17e+08	0.205630870547313	-0.0854676009344717
chr10	1.17e+08	1.18e+08	0.191771024326901	0.0786695350095284
chr10	1.18e+08	1.19e+08	0.260526319553577	0.0762537323366004
chr10	1.19e+08	1.2e+08	0.287657407836701	0.118661937723068
chr10	1.2e+08	1.21e+08	0.370408084185437	-0.0675539195795932
chr10	1.21e+08	1.22e+08	0.437596403212403	0.108159004446624
chr10	1.22e+08	1.23e+08	0.377940641435941	0.0293422578404727
chr10	1.23e+08	1.24e+08	0.412605193306427	-0.0706030867511716
chr10	1.24e+08	1.25e+08	0.344429346603161	0.0885896480705124
chr10	1.25e+08	1.26e+08	0.481794486201747	0.0516171773905529
chr10	1.26e+08	1.27e+08	0.481107479816953	-0.0650249654325088
chr10	1.27e+08	1.28e+08	0.335226751770676	-0.0758814729707174
chr10	1.28e+08	1.29e+08	0.313602947351948	-0.109781195315898
chr10	1.29e+08	1.3e+08	0.285453111505897	-0.101317387102949
chr10	1.3e+08	1.31e+08	0.311237540879969	-0.104497566230733
chr10	1.31e+08	1.32e+08	0.318907778774573	-0.0898751923105986
chr10	1.32e+08	1.33e+08	0.45932285127684	0.0854184363056447
chr10	1.33e+08	1.34e+08	0.494033553350826	0.0775180372796387
chr11	1e+06	2e+06	0.972772675775252	0.0989720235890986
chr11	2e+06	3e+06	0.838281185502979	0.109929546131562
chr11	3e+06	4e+06	0.618348238019915	0.109017781062022
chr11	4e+06	5e+06	0.267421380413432	-0.0601601305070383
chr11	5e+06	6e+06	0.262632365592582	-0.0783467678940833
chr11	6e+06	7e+06	0.275115199185443	-0.00628349072137366
chr11	7e+06	8e+06	0.242702759767474	-0.0486366465134096
chr11	8e+06	9e+06	0.463522357874258	0.0838214155108653
chr11	9e+06	1e+07	0.520351579746218	0.107406600834561
chr11	1e+07	1.1e+07	0.558714443806999	0.109698641208099
chr11	1.1e+07	1.2e+07	0.532129780810525	0.0891922961369387
chr11	1.2e+07	1.3e+07	0.495839244347778	0.0805256878460922
chr11	1.3e+07	1.4e+07	0.397751769571506	-0.0453660350678986
chr11	1.4e+07	1.5e+07	0.355602900752423	-0.0273098790282741
chr11	1.5e+07	1.6e+07	0.362531830573577	-0.0590160008348875
chr11	1.6e+07	1.7e+07	0.332151508190299	0.0419440100299008
chr11	1.7e+07	1.8e+07	0.583519014314524	0.120127676044355
chr11	1.8e+07	1.9e+07	0.443680247266744	0.108016237827037
chr11	1.9e+07	2e+07	0.425903401977575	0.051406639071665
chr11	2e+07	2.1e+07	0.265112506469349	0.0151012937654356
chr11	2.1e+07	2.2e+07	0.174829867482436	-0.0793303396785764
chr11	2.2e+07	2.3e+07	0.159217238841957	-0.0747248147021585
chr11	2.3e+07	2.4e+07	0.212118978674058	-0.0612840294897467
chr11	2.4e+07	2.5e+07	0.176737729516547	-0.0739210706522428
chr11	2.5e+07	2.6e+07	0.243714390627489	-0.0795124931626541
chr11	2.6e+07	2.7e+07	0.168005561260028	-0.0781275264047346
chr11	2.7e+07	2.8e+07	0.16317466998287	-0.0596204553381379
chr11	2.8e+07	2.9e+07	0.179332558027627	-0.0834626488071135
chr11	2.9e+07	3e+07	0.298342030540064	-0.0846098522548758
chr11	3e+07	3.1e+07	0.221207189073624	-0.0604633893055656
chr11	3.1e+07	3.2e+07	0.24238713946866	-0.0787084071053364
chr11	3.2e+07	3.3e+07	0.315063103942974	-0.00272989101305491
chr11	3.3e+07	3.4e+07	0.446560551345275	0.0947410027300949
chr11	3.4e+07	3.5e+07	0.407848817983358	0.0765277417543309
chr11	3.5e+07	3.6e+07	0.418821219576612	-0.044882658425381
