chrom	start	end	gpseq_score	damid_sig_over_ctrl
chr1	6500001	7500000	1.70969618622192	-1.13167009299621
chr1	6600001	7600000	1.72029304923393	-1.0935812423192
chr1	6700001	7700000	1.71310024287699	-1.05207427075133
chr1	6800001	7800000	1.69927984670249	-1.02829938253388
chr1	6900001	7900000	1.70399667220348	-0.978603308256715
chr1	7000001	8e+06	1.7150585532016	-0.958123650755733
chr1	7100001	8100000	1.68435515688645	-1.01091336740181
chr1	7200001	8200000	1.66832885765355	-1.06395664973184
chr1	7300001	8300000	1.68670679336875	-1.12907571217627
chr1	7400001	8400000	1.68171291890757	-1.18788729763241
chr1	7500001	8500000	1.70009296438455	-1.3027151004097
chr1	7600001	8600000	1.67096993076825	-1.37785625434131
chr1	7700001	8700000	1.653494811313	-1.42640114939422
chr1	7800001	8800000	1.6512861428094	-1.46779622590751
chr1	7900001	8900000	1.63951496383506	-1.51257262817235
chr1	8000001	9e+06	1.64147918875392	-1.6037969828269
chr1	8100001	9100000	1.63617586742173	-1.60672770014615
chr1	8200001	9200000	1.62958425777247	-1.6542281447968
chr1	8300001	9300000	1.66337902361864	-1.69820936515927
chr1	8400001	9400000	1.66960382965023	-1.74310351803899
chr1	8500001	9500000	1.65302338513346	-1.72074672311544
chr1	8600001	9600000	1.66493262681225	-1.69205180183053
chr1	8700001	9700000	1.66545667398975	-1.71442938923836
chr1	8800001	9800000	1.70067358445848	-1.69330121964216
chr1	8900001	9900000	1.7216372425906	-1.7280171507597
chr1	9000001	1e+07	1.73141600986702	-1.68191242992878
chr1	9100001	10100000	1.73292695549566	-1.68412941217423
chr1	9200001	10200000	1.7581485849554	-1.70399426728487
chr1	9300001	10300000	1.70477689663181	-1.70161847949028
chr1	9400001	10400000	1.68334228390105	-1.71148671716452
chr1	9500001	10500000	1.68210540360896	-1.75962352991104
chr1	9600001	10600000	1.67335601834852	-1.81558989822865
chr1	9700001	10700000	1.69910699520816	-1.79449514359236
chr1	9800001	10800000	1.6937764094468	-1.7642853833735
chr1	9900001	10900000	1.72076536041464	-1.73628006532788
chr1	10000001	1.1e+07	1.73422202680108	-1.70848694488406
chr1	10100001	11100000	1.77086157233556	-1.73619027867913
chr1	10200001	11200000	1.75485859068685	-1.71366154059768
chr1	10300001	11300000	1.79185272931054	-1.69269142121077
chr1	10400001	11400000	1.81515736001031	-1.66300271570683
chr1	10500001	11500000	1.81381712574766	-1.61372209474444
chr1	10600001	11600000	1.83330979160041	-1.51219881623983
chr1	10700001	11700000	1.84060293203609	-1.4764091296494
chr1	10800001	11800000	1.84654533376425	-1.53633823513985
chr1	10900001	11900000	1.81897867861703	-1.49371870338917
chr1	11000001	1.2e+07	1.78942203404226	-1.51667252570391
chr1	11100001	12100000	1.76333827071648	-1.50418293178082
chr1	11200001	12200000	1.7712639176789	-1.47615934699774
chr1	11300001	12300000	1.76108309903101	-1.47383621588349
chr1	11400001	12400000	1.71280133982185	-1.45721195295453
chr1	11500001	12500000	1.67836691165046	-1.45596677154303
chr1	11600001	12600000	1.64920149454766	-1.47517954751849
chr1	11700001	12700000	1.6179594718916	-1.50068621039391
chr1	11800001	12800000	1.58230284679397	-1.35077157895081
chr1	11900001	12900000	1.57055752594501	-1.214118139809
chr1	12000001	1.3e+07	1.56539311422859	-1.04030222676556
chr1	12100001	13100000	1.55552730163796	-0.869641241690624
chr1	12200001	13200000	1.52002777710105	-0.72108460653435
chr1	12300001	13300000	1.49846490053745	-0.577506031653393
chr1	12400001	13400000	1.51286175961335	-0.433546893259991
chr1	12500001	13500000	1.51938701612171	-0.286898697576035
chr1	12600001	13600000	1.49868727488035	-0.165843232011903
chr1	12700001	13700000	1.49385221757291	-0.0201570010543946
chr1	12800001	13800000	1.48697258514443	0.00782552409124037
chr1	12900001	13900000	1.49512561202888	-0.0551142381210957
chr1	13000001	1.4e+07	1.46004922055514	-0.19889633692801
chr1	13100001	14100000	1.4206384574582	-0.326162168420851
chr1	13200001	14200000	1.44087636395651	-0.387070634439588
chr1	13300001	14300000	1.43882627144267	-0.371254341920139
chr1	13400001	14400000	1.43377247499247	-0.336590596434544
chr1	13500001	14500000	1.44790839783435	-0.307142581117223
chr1	13600001	14600000	1.45013835363669	-0.258792018440436
chr1	13700001	14700000	1.45323498366209	-0.22168748141441
chr1	13800001	14800000	1.45954723684626	-0.24726285429846
chr1	13900001	14900000	1.46281461852567	-0.284707872422296
chr1	14000001	1.5e+07	1.45857614376275	-0.239040585255134
chr1	14100001	15100000	1.49256450855627	-0.161759381947923
chr1	14200001	15200000	1.50583689275058	-0.142763131206739
chr1	14300001	15300000	1.51878495536689	-0.267322556302534
chr1	14400001	15400000	1.52676963451385	-0.422817446091212
chr1	14500001	15500000	1.53131478971252	-0.599698667549528
chr1	14600001	15600000	1.53511403538358	-0.769835983091034
chr1	14700001	15700000	1.54834189827765	-0.956649851212278
chr1	14800001	15800000	1.5628026103979	-1.10528904419392
chr1	14900001	15900000	1.57124913203778	-1.13902658132836
chr1	15000001	1.6e+07	1.61994434324242	-1.22088710602373
chr1	15100001	16100000	1.62985206140479	-1.34783191919327
chr1	15200001	16200000	1.62592792169675	-1.48666470032185
chr1	15300001	16300000	1.61805528962385	-1.57244673799723
chr1	15400001	16400000	1.65189763169098	-1.63159809764475
chr1	15500001	16500000	1.67689715143498	-1.66275188978761
chr1	15600001	16600000	1.69721984946526	-1.7134535452351
chr1	15700001	16700000	1.69271735980544	-1.74423934604973
chr1	15800001	16800000	1.71988237013008	-1.73591355022043
chr1	15900001	16900000	1.72907954675922	-1.74090089481324
chr1	16000001	1.7e+07	1.71842429399506	-1.72657777842134
chr1	16100001	17100000	1.72399893194701	-1.66152402829379
chr1	16200001	17200000	1.73698346303972	-1.52956302434206
chr1	16300001	17300000	1.78448370230579	-1.46450000196695
chr1	16400001	17400000	1.7768250977169	-1.45976973742247
chr1	16500001	17500000	1.79308944707641	-1.41461715847254
chr1	16600001	17600000	1.83730361557797	-1.36887385755777
chr1	16700001	17700000	1.89994942716536	-1.32993912309408
chr1	16800001	17800000	1.90643489872246	-1.37264018833637
chr1	16900001	17900000	1.93056597134121	-1.43000153049827
chr1	17000001	1.8e+07	1.91731536994243	-1.4291099999845
chr1	17100001	18100000	1.91644684534051	-1.4497302390635
chr1	17200001	18200000	1.91901294061165	-1.50100996777415
chr1	17300001	18300000	1.92517210173064	-1.4814743962884
chr1	17400001	18400000	1.90670040846826	-1.40605453208089
chr1	17500001	18500000	1.88141975500809	-1.38744257226586
chr1	17600001	18600000	1.88713140780656	-1.36601533308625
chr1	17700001	18700000	1.88924756171549	-1.37097061872482
chr1	17800001	18800000	1.90518820263795	-1.30157760262489
chr1	17900001	18900000	1.91203811206608	-1.2153947840631
chr1	18000001	1.9e+07	1.92898148010456	-1.20179311513901
chr1	18100001	19100000	1.93665323230478	-1.16789635613561
chr1	18200001	19200000	1.93903595686898	-1.19482835568488
chr1	18300001	19300000	1.93879825168703	-1.23960341356695
chr1	18400001	19400000	1.97234965212218	-1.2828159955889
chr1	18500001	19500000	2	-1.34464224644005
chr1	18600001	19600000	1.99441475225032	-1.40516966767609
chr1	18700001	19700000	1.98587844200527	-1.4139692761749
chr1	18800001	19800000	1.94253943844836	-1.44854926072061
chr1	18900001	19900000	1.89058481182513	-1.50152613468468
chr1	19000001	2e+07	1.86355082125821	-1.54694470383227
chr1	19100001	20100000	1.83651919502939	-1.60502619601786
chr1	19200001	20200000	1.80199837779269	-1.61540248215199
chr1	19300001	20300000	1.77847752147737	-1.5896840903163
chr1	19400001	20400000	1.76648335623572	-1.51996888318565
chr1	19500001	20500000	1.77008053393629	-1.45896041133907
chr1	19600001	20600000	1.76704515523055	-1.37755004884209
chr1	19700001	20700000	1.7722063010174	-1.3340225049993
chr1	19800001	20800000	1.79144314655466	-1.24808687092271
chr1	19900001	20900000	1.82434757602021	-1.25776249767747
chr1	20000001	2.1e+07	1.8477476293363	-1.24706325919833
chr1	20100001	21100000	1.85374971918697	-1.27989544929471
chr1	20200001	21200000	1.8238455923594	-1.31810063095298
chr1	20300001	21300000	1.82258300483514	-1.33660749973264
chr1	20400001	21400000	1.77078131994631	-1.45317374788225
chr1	20500001	21500000	1.74449562023899	-1.53822457872331
chr1	20600001	21600000	1.74903857916708	-1.61604209363461
chr1	20700001	21700000	1.72688417733409	-1.68182717040181
chr1	20800001	21800000	1.69959132880421	-1.70122945562005
chr1	20900001	21900000	1.70349035490865	-1.68855001434684
chr1	21000001	2.2e+07	1.73412009602368	-1.6706826736033
chr1	21100001	22100000	1.73148682876759	-1.67260801658034
chr1	21200001	22200000	1.78410565550191	-1.66500495269895
chr1	21300001	22300000	1.79209967919748	-1.68698572143912
chr1	21400001	22400000	1.84714339388379	-1.67490503057837
chr1	21500001	22500000	1.86527865957259	-1.66865682080388
chr1	21600001	22600000	1.88736591137071	-1.64824986055493
chr1	21700001	22700000	1.89112301240934	-1.61847150951624
chr1	21800001	22800000	1.90051635637363	-1.6650986532867
chr1	21900001	22900000	1.92937161547776	-1.64615771532059
chr1	22000001	2.3e+07	1.90134988109099	-1.63188509136438
chr1	22100001	23100000	1.93116741745607	-1.6020532181859
chr1	22200001	23200000	1.92584211816664	-1.60005974590778
chr1	22300001	23300000	1.94221591076557	-1.57571578294039
chr1	22400001	23400000	1.8924363759662	-1.55582313209772
chr1	22500001	23500000	1.87363035473185	-1.56069150209427
chr1	22600001	23600000	1.8324108445282	-1.60734540343285
chr1	22700001	23700000	1.82453545596372	-1.66565328419209
chr1	22800001	23800000	1.81766910319696	-1.70620218887925
chr1	22900001	23900000	1.79100439689441	-1.80472586542368
chr1	23000001	2.4e+07	1.77759847473164	-1.8501608748734
chr1	23100001	24100000	1.79209205031149	-1.87594761952758
chr1	23200001	24200000	1.78912952379662	-1.87201366081834
chr1	23300001	24300000	1.78520058647286	-1.88478441640735
chr1	23400001	24400000	1.82000740515328	-1.9254691721499
chr1	23500001	24500000	1.85020336005095	-1.90020601704717
chr1	23600001	24600000	1.86106611385572	-1.87164787903428
chr1	23700001	24700000	1.88492812508212	-1.84261491522193
chr1	23800001	24800000	1.85175456684592	-1.82672332629561
chr1	23900001	24900000	1.85257514854593	-1.77949278250337
chr1	24000001	2.5e+07	1.85130155697916	-1.74841463088989
chr1	24100001	25100000	1.81383506880683	-1.76373698532581
chr1	24200001	25200000	1.79836548747078	-1.79357176184654
chr1	24300001	25300000	1.8191192163377	-1.79713391512632
chr1	24400001	25400000	1.80369477413737	-1.72354721665382
chr1	24500001	25500000	1.79230736985965	-1.68552206873894
chr1	24600001	25600000	1.8057803903649	-1.6674992851913
chr1	24700001	25700000	1.79120416224677	-1.59693629350513
chr1	24800001	25800000	1.81966468511549	-1.55017842378467
chr1	24900001	25900000	1.81479730967203	-1.52230814035982
chr1	25000001	2.6e+07	1.83531051164786	-1.5030862885341
chr1	25100001	26100000	1.86350744278995	-1.46922779973596
chr1	25200001	26200000	1.84466673474341	-1.47717195685953
chr1	25300001	26300000	1.82996387066698	-1.4926759448275
chr1	25400001	26400000	1.87662907037857	-1.54712077017874
chr1	25500001	26500000	1.86786177431765	-1.60492743548006
chr1	25600001	26600000	1.87862679845427	-1.61319745551795
chr1	25700001	26700000	1.85659138411746	-1.67765141367912
chr1	25800001	26800000	1.85913719066358	-1.69111560195684
chr1	25900001	26900000	1.87283540662108	-1.70729996442795
chr1	26000001	2.7e+07	1.85834525370925	-1.73848170846701
chr1	26100001	27100000	1.82253886148349	-1.78530920594931
chr1	26200001	27200000	1.83145300692925	-1.77781623899937
chr1	26300001	27300000	1.85478520497344	-1.78145369887352
chr1	26400001	27400000	1.83637933739263	-1.76340910376981
chr1	26500001	27500000	1.83360398643022	-1.74080757470801
chr1	26600001	27600000	1.8095700212977	-1.72428874151781
chr1	26700001	27700000	1.85030025744	-1.68461807863787
chr1	26800001	27800000	1.84357698888589	-1.69840118872002
chr1	26900001	27900000	1.83239589694916	-1.66485321925953
chr1	27000001	2.8e+07	1.83761497451182	-1.66746208833531
chr1	27100001	28100000	1.84840338529325	-1.60950071113184
chr1	27200001	28200000	1.85590290288035	-1.5641922401078
chr1	27300001	28300000	1.81960143642599	-1.56094014422968
chr1	27400001	28400000	1.80521676084915	-1.56491198286414
chr1	27500001	28500000	1.78237561884691	-1.59033116653562
chr1	27600001	28600000	1.77906810189775	-1.62545053444803
chr1	27700001	28700000	1.74410657700888	-1.67326560489833
chr1	27800001	28800000	1.74383930106744	-1.67462595872581
chr1	27900001	28900000	1.72070943307983	-1.72346326164901
chr1	28000001	2.9e+07	1.7413095288459	-1.76434035174549
chr1	28100001	29100000	1.74773882539546	-1.78046529583633
chr1	28200001	29200000	1.75343551287527	-1.81701592676342
chr1	28300001	29300000	1.74129574988877	-1.84290324829519
chr1	28400001	29400000	1.73592281187391	-1.82510433979332
chr1	28500001	29500000	1.7493425316733	-1.82429799921811
chr1	28600001	29600000	1.72880275036468	-1.83969476565719
chr1	28700001	29700000	1.72667971226772	-1.83415756136179
chr1	28800001	29800000	1.72255835249155	-1.76386101774871
chr1	28900001	29900000	1.74415876760723	-1.66704974718392
chr1	29000001	3e+07	1.73363962846711	-1.45652606554329
chr1	29100001	30100000	1.74523954358841	-1.33460662987374
chr1	29200001	30200000	1.74600743047136	-1.25162693735503
chr1	29300001	30300000	1.77106128584343	-1.12773232896172
chr1	29400001	30400000	1.79954027483184	-1.04633505781472
chr1	29500001	30500000	1.81820587683187	-0.904038363795844
chr1	29600001	30600000	1.80526273785685	-0.818643490772811
chr1	29700001	30700000	1.78190328636939	-0.770460240643588
chr1	29800001	30800000	1.80756475603843	-0.784791003789869
chr1	29900001	30900000	1.80584773719551	-0.782557261761394
chr1	30000001	3.1e+07	1.80508724225265	-0.84081885649648
chr1	30100001	31100000	1.80030692270815	-0.855365168307908
chr1	30200001	31200000	1.8075416825998	-0.901544329081662
chr1	30300001	31300000	1.8186281211895	-0.994527656068094
chr1	30400001	31400000	1.80751384322284	-1.11012407309841
chr1	30500001	31500000	1.78470781485965	-1.28665166037157
chr1	30600001	31600000	1.81162211620348	-1.38086660521105
chr1	30700001	31700000	1.82637627440239	-1.44337904693559
chr1	30800001	31800000	1.7946901288398	-1.51544018583372
chr1	30900001	31900000	1.7790028306319	-1.57073299782351
chr1	31000001	3.2e+07	1.77834330097157	-1.62207545882091
chr1	31100001	32100000	1.7753070576799	-1.70245542302728
chr1	31200001	32200000	1.78408165682774	-1.72655021026731
chr1	31300001	32300000	1.7812514781587	-1.70928220763803
chr1	31400001	32400000	1.77957293293755	-1.71094606176019
chr1	31500001	32500000	1.79579365637433	-1.67072246953845
chr1	31600001	32600000	1.77595248827982	-1.67104530885816
chr1	31700001	32700000	1.78039768021752	-1.66404278084636
chr1	31800001	32800000	1.79062525547936	-1.65266973003745
chr1	31900001	32900000	1.80457647350907	-1.67169400587678
chr1	32000001	3.3e+07	1.80456582021943	-1.71231406733394
chr1	32100001	33100000	1.78623812735342	-1.74725409224629
chr1	32200001	33200000	1.73523501109296	-1.78152666196227
chr1	32300001	33300000	1.7078028014805	-1.83647629097104
chr1	32400001	33400000	1.69180307136078	-1.81784442678094
chr1	32500001	33500000	1.66542211409568	-1.81417869463563
chr1	32600001	33600000	1.66737524263643	-1.77503532603383
chr1	32700001	33700000	1.66575712041851	-1.72794833019376
chr1	32800001	33800000	1.66184894380428	-1.72837651386857
chr1	32900001	33900000	1.62277925908753	-1.6975683452189
chr1	33000001	3.4e+07	1.59570624054972	-1.64737856186926
chr1	33100001	34100000	1.62021207123268	-1.4978547157906
chr1	33200001	34200000	1.64765509626684	-1.32770556056872
chr1	33300001	34300000	1.62679513908507	-1.08741346653202
chr1	33400001	34400000	1.63172022947677	-0.902617161037633
chr1	33500001	34500000	1.63845530816142	-0.717064461900154
chr1	33600001	34600000	1.65105877675291	-0.541111446373398
chr1	33700001	34700000	1.630806818796	-0.405253001075471
chr1	33800001	34800000	1.61452307912184	-0.195535819983343
chr1	33900001	34900000	1.62582270988876	-0.0414156382402871
chr1	34000001	3.5e+07	1.63804413901844	0.0721964144031517
chr1	34100001	35100000	1.62461177940624	0.100790464521851
chr1	34200001	35200000	1.61931074949051	0.0993673083442263
chr1	34300001	35300000	1.61619009384277	-0.035254649479175
chr1	34400001	35400000	1.60372717010872	-0.195930996095995
chr1	34500001	35500000	1.60038650758234	-0.291122338051209
chr1	34600001	35600000	1.58226945406207	-0.442459575549001
chr1	34700001	35700000	1.58961833752766	-0.623061639514053
chr1	34800001	35800000	1.57895358877865	-0.804929830940673
chr1	34900001	35900000	1.58029253117374	-0.95922125697718
chr1	35000001	3.6e+07	1.57823925226555	-1.12503976352513
chr1	35100001	36100000	1.57952356391119	-1.29703829820268
chr1	35200001	36200000	1.57662198821201	-1.43281948387623
chr1	35300001	36300000	1.56057033748119	-1.49950623571873
chr1	35400001	36400000	1.56038803484562	-1.53822969913483
chr1	35500001	36500000	1.55875553716349	-1.57002757593989
chr1	35600001	36600000	1.55867855545011	-1.60372368887067
chr1	35700001	36700000	1.56177647967506	-1.59462919905782
chr1	35800001	36800000	1.58022112281919	-1.63635747984052
chr1	35900001	36900000	1.59546169739783	-1.68443414837122
chr1	36000001	3.7e+07	1.59942010014826	-1.71448088824749
chr1	36100001	37100000	1.63898574353485	-1.66849488645792
chr1	36200001	37200000	1.67448278190161	-1.62644130110741
chr1	36300001	37300000	1.71852735295263	-1.52442741051316
chr1	36400001	37400000	1.74495137430402	-1.43746974173933
chr1	36500001	37500000	1.75714482839938	-1.40253589052707
chr1	36600001	37600000	1.78179694095392	-1.33696976263076
chr1	36700001	37700000	1.81688206532546	-1.21791488807648
chr1	36800001	37800000	1.82690811005421	-1.14692471962422
chr1	36900001	37900000	1.84007542146837	-1.11371570777148
chr1	37000001	3.8e+07	1.86327208596893	-1.08533422809094
chr1	37100001	38100000	1.820675283943	-1.10889765780419
chr1	37200001	38200000	1.78582434861364	-1.12226573351771
chr1	37300001	38300000	1.77215458845442	-1.19926693875343
chr1	37400001	38400000	1.74771226711773	-1.27353204607964
chr1	37500001	38500000	1.71656119062196	-1.34131223753095
chr1	37600001	38600000	1.71366122356358	-1.40391957953572
chr1	37700001	38700000	1.6785064111399	-1.4995726685971
chr1	37800001	38800000	1.6602430514137	-1.49358393203467
chr1	37900001	38900000	1.65092794088552	-1.42523922625929
chr1	38000001	3.9e+07	1.63970597294818	-1.36346114534885
chr1	38100001	39100000	1.64841794388859	-1.32933830399066
chr1	38200001	39200000	1.62552888522641	-1.30364885136485
chr1	38300001	39300000	1.62089170692317	-1.32048989102244
chr1	38400001	39400000	1.6155133784945	-1.29799446716905
chr1	38500001	39500000	1.62114436717002	-1.33263940617442
chr1	38600001	39600000	1.61866487588701	-1.34184442475438
chr1	38700001	39700000	1.62299660971837	-1.33029116399586
chr1	38800001	39800000	1.63046009722998	-1.31650092020631
chr1	38900001	39900000	1.64432414102043	-1.36357637755573
chr1	39000001	4e+07	1.6375394096124	-1.38713341452181
chr1	39100001	40100000	1.64690289132341	-1.44385750927031
chr1	39200001	40200000	1.67973282550282	-1.49348518211395
chr1	39300001	40300000	1.68677006973518	-1.49293174330145
chr1	39400001	40400000	1.67466822161475	-1.54377036068589
chr1	39500001	40500000	1.70576550796188	-1.52700735006481
chr1	39600001	40600000	1.70234652106004	-1.51757887158543
chr1	39700001	40700000	1.6977003520847	-1.52360694687814
chr1	39800001	40800000	1.68221662673864	-1.56910774126649
chr1	39900001	40900000	1.65710610272575	-1.58525133863091
chr1	40000001	4.1e+07	1.67651126764644	-1.59504403948784
chr1	40100001	41100000	1.66616628868377	-1.51194525510073
chr1	40200001	41200000	1.65510099381644	-1.5090847542882
chr1	40300001	41300000	1.67220507220459	-1.51511231675744
chr1	40400001	41400000	1.70849241968969	-1.49464213445783
chr1	40500001	41500000	1.68596643030858	-1.51977484926581
chr1	40600001	41600000	1.69088578158543	-1.48119029209018
chr1	40700001	41700000	1.68889657994198	-1.45934874266386
chr1	40800001	41800000	1.6968459425629	-1.4703093111515
chr1	40900001	41900000	1.74831625372743	-1.47437058508396
chr1	41000001	4.2e+07	1.74718944784798	-1.50114015504718
chr1	41100001	42100000	1.72158124603494	-1.51297056004405
chr1	41200001	42200000	1.74053832968602	-1.46637515440583
chr1	41300001	42300000	1.72324362620601	-1.3640100283362
chr1	41400001	42400000	1.72814800036031	-1.26139460873324
chr1	41500001	42500000	1.71389616946316	-1.10427136406768
chr1	41600001	42600000	1.70864957043224	-1.01151437144261
chr1	41700001	42700000	1.71437507428488	-1.00814686443191
chr1	41800001	42800000	1.68700946397593	-1.00075492497068
chr1	41900001	42900000	1.65495730185531	-0.983301633554511
chr1	42000001	4.3e+07	1.62902929559443	-0.933909959155135
chr1	42100001	43100000	1.64315207580402	-0.92670438345056
chr1	42200001	43200000	1.6313012231032	-1.0008604055224
chr1	42300001	43300000	1.6344171522859	-1.11363887132611
chr1	42400001	43400000	1.61836414133922	-1.17779325037263
chr1	42500001	43500000	1.66835969497388	-1.28518028463237
chr1	42600001	43600000	1.69856223102479	-1.37748036876321
chr1	42700001	43700000	1.73222475585587	-1.393641615659
chr1	42800001	43800000	1.7754946510101	-1.37627684697509
chr1	42900001	43900000	1.78439500610452	-1.41827960297465
chr1	43000001	4.4e+07	1.80714367739772	-1.46446580037475
chr1	43100001	44100000	1.82653745650591	-1.50838020578027
chr1	43200001	44200000	1.83144016970899	-1.50129774317145
chr1	43300001	44300000	1.82676829047402	-1.46667378082871
chr1	43400001	44400000	1.86193731905113	-1.50769357159734
chr1	43500001	44500000	1.8358376516133	-1.53353321686387
chr1	43600001	44600000	1.80714200054466	-1.57318752110004
chr1	43700001	44700000	1.78582378600956	-1.58086869835854
chr1	43800001	44800000	1.80075928655425	-1.64213362678885
chr1	43900001	44900000	1.79876926916791	-1.63804269224405
chr1	44000001	4.5e+07	1.76994190060411	-1.68050919741392
chr1	44100001	45100000	1.74161263652053	-1.71841938465834
chr1	44200001	45200000	1.74788449718488	-1.73123511761427
chr1	44300001	45300000	1.75156718368769	-1.81308428525925
chr1	44400001	45400000	1.72898917943121	-1.78869994461536
chr1	44500001	45500000	1.70597475910566	-1.7752564099431
chr1	44600001	45600000	1.70249131435054	-1.69562656387687
chr1	44700001	45700000	1.69494793364664	-1.70548137784004
chr1	44800001	45800000	1.654263462289	-1.6222508366406
chr1	44900001	45900000	1.63898871749622	-1.61177337348461
chr1	45000001	4.6e+07	1.65468031233524	-1.62267966598272
chr1	45100001	46100000	1.63243316689888	-1.65812102973461
chr1	45200001	46200000	1.58482036232732	-1.62886583924294
chr1	45300001	46300000	1.55440702826146	-1.57669206112623
chr1	45400001	46400000	1.53805049310717	-1.60139029234648
chr1	45500001	46500000	1.53595643704337	-1.60790121614933
chr1	45600001	46600000	1.5324545628656	-1.69432771995664
chr1	45700001	46700000	1.54423833548615	-1.7437002786994
chr1	45800001	46800000	1.55691379888642	-1.83376123964787
chr1	45900001	46900000	1.56835958268659	-1.81489625573158
chr1	46000001	4.7e+07	1.54265378323115	-1.78435320287943
chr1	46100001	47100000	1.53617097589311	-1.7425031927228
chr1	46200001	47200000	1.52016991613432	-1.69035000462085
chr1	46300001	47300000	1.5173943851313	-1.46948034089059
chr1	46400001	47400000	1.53000847817044	-1.22596413067775
chr1	46500001	47500000	1.52930712311169	-0.961427717499901
chr1	46600001	47600000	1.51759059115103	-0.70266495391028
chr1	46700001	47700000	1.49226404340341	-0.582979603104759
chr1	46800001	47800000	1.45894545312339	-0.521396591507364
chr1	46900001	47900000	1.42406277490397	-0.540438060008455
chr1	47000001	4.8e+07	1.40353186354638	-0.450481601350475
chr1	47100001	48100000	1.39155089946507	-0.29098200320499
chr1	47200001	48200000	1.39528736660789	-0.233585691002663
chr1	47300001	48300000	1.41173959177004	-0.356470718258061
chr1	47400001	48400000	1.40979277130589	-0.446708005706314
chr1	47500001	48500000	1.39938507207073	-0.537902502215002
chr1	47600001	48600000	1.3895587781646	-0.592070647815708
chr1	47700001	48700000	1.38495219489588	-0.450553359838668
chr1	47800001	48800000	1.39205586231099	-0.196433942040894
chr1	47900001	48900000	1.38725370246211	0.0838658517389558
chr1	48000001	4.9e+07	1.39160670498829	0.246654348017182
chr1	48100001	49100000	1.36589535038542	0.328811465145554
