chrom	dsn
chr12	0.3224985
chr13	0.25591
chr14	0.378694
chr15	0.5498445
chr16	0.646489
chr17	0.722813
chr18	0.273244
chr19	0.794556
chr20	0.537829
chr21	0.54144
chr22:9	0.619061
chrX	0.24147
chr1	0.368093
chr2	0.261918
chr3	0.251048
chr4	0.221613
chr5	0.2828415
chr6	0.259154
chr7	0.335851
chr8	0.256332
chr9:22	0.272092
chr10	0.313526
chr11	0.343907
chr12	0.34906
chr13	0.269846
chr14	0.3796
chr15	0.465521
chr16	0.690354
chr17	0.7295175
chr18	0.319455
chr19	0.770403
chr20	0.6273
chr21	0.621605
chr22:9	0.629548
chrX	0.300625
chr1	0.367802
chr2	0.282798
chr3	0.244309
chr4	0.204799
chr5	0.2704875
chr6	0.261935
chr7	0.284289
chr8	0.267325
chr9:22	0.396531
chr10	0.322644
chr11	0.322282
chr12	0.311175
chr13	0.230243
chr14	0.390716
chr15	0.4519075
chr16	0.581699
chr17	0.743616
chr18	0.296238
chr19	0.783745
chr20	0.61287
chr21	0.525064
chr22:9	0.6307155
chrX	0.273918
chr1	0.348242
chr2	0.270415
chr3	0.253246
chr4	0.223043
chr5	0.2627475
chr6	0.27344
chr7	0.3046145
chr8	0.2524885
chr9:22	0.277214
chr10	0.3442225
chr11	0.360134
chr12	0.3093635
chr13	0.284786
chr14	0.510617
chr15	0.428068
chr16	0.549075
chr17	0.7127285
chr18	0.267348
chr19	0.825062
chr20	0.607391
chr21	0.53376
chr22:9	0.464794
chrX	0.281956
chr1	0.340769
chr2	0.274972
chr3	0.252492
chr4	0.226164
chr5	0.2794995
chr6	0.249283
chr7	0.3261785
chr8	0.2497025
chr9:22	0.316763
chr10	0.3249005
chr11	0.3482815
chr12	0.4337515
chr13	0.256775
chr14	0.367539
chr15	0.41305
chr16	0.629689
chr17	0.7576565
chr18	0.297004
chr19	0.812253
chr20	0.631152
chr21	0.376675
chr22:9	0.576149
chrX	0.280777
chr1	0.359634
chr2	0.298217
chr3	0.239543
chr4	0.215942
chr5	0.25765
chr6	0.22989
chr7	0.327261
chr8	0.2707205
chr9:22	0.331431
chr10	0.3388305
chr11	0.297846
chr12	0.3984785
chr13	0.251986
chr14	0.39728
chr15	0.4015845
chr16	0.660495
chr17	0.736826
chr18	0.319524
chr19	0.757614
chr20	0.681404
chr21	0.474458
chr22:9	0.5627385
chrX	0.279512
chr1	0.327648
chr2	0.275576
chr3	0.24337
chr4	0.216679
chr5	0.284669
chr6	0.268556
chr7	0.3296405
chr8	0.2759655
chr9:22	0.3246995
chr10	0.39553
chr11	0.3260595
chr12	0.332917
chr13	0.203938
chr14	0.378214
chr15	0.4393505
chr16	0.661442
chr17	0.7145115
chr18	0.282486
chr19	0.815876
chr20	0.662403
chr21	0.576824
chr22:9	0.485628
chrX	0.27971
chr1	0.358374
chr2	0.274939
chr3	0.266005
chr4	0.207727
chr5	0.257651
chr6	0.285638
chr7	0.3127165
chr8	0.2715175
chr9:22	0.3992425
chr10	0.3284035
chr11	0.3356385
chr12	0.324795
chr13	0.210924
chr14	0.369103
chr15	0.4918285
chr16	0.612622
chr17	0.7357445
chr18	0.29212
chr19	0.835859
chr20	0.612915
chr21	0.500247
chr22:9	0.435542
chrX	0.259128
chr1	0.336909
chr2	0.275193
chr3	0.246494
chr4	0.23417
chr5	0.2518345
chr6	0.258296
chr7	0.316303
chr8	0.2580395
chr9:22	0.303491
chr10	0.3457475
chr11	0.3016095
chr12	0.343041
chr13	0.296992
chr14	0.353218
chr15	0.5414285
chr16	0.672375
chr17	0.7055435
chr18	0.285042
chr19	0.815965
chr20	0.598251
chr21	0.550945
chr22:9	0.4777715
chrX	0.284922
chr1	0.338284
chr2	0.300838
chr3	0.265821
chr4	0.225013
chr5	0.26064
chr6	0.275591
chr7	0.3117535
chr8	0.279024
chr9:22	0.344435
chr10	0.3499845
chr11	0.2978585
chr12	0.411553
chr13	0.298325
chr14	0.370487
chr15	0.542342
chr16	0.573039
chr17	0.732243
chr18	0.27947
chr19	0.825836
chr20	0.593768
chr21	0.57582
chr22:9	0.588101
chrX	0.256366
chr1	0.389663
chr2	0.272705
chr3	0.299256
chr4	0.204067
chr5	0.251799
chr6	0.256905
chr7	0.2838705
chr8	0.2563875
chr9:22	0.2627085
chr10	0.3314015
chr11	0.2891835
chr12	0.43169
chr13	0.256873
chr14	0.381961
chr15	0.401793
chr16	0.731171
chr17	0.7274855
chr18	0.300883
chr19	0.793805
chr20	0.561478
chr21	0.503939
chr22:9	0.660902
chrX	0.266557
chr1	0.44749
chr2	0.270243
chr3	0.263409
chr4	0.213153
chr5	0.2644535
chr6	0.227448
chr7	0.2986735
chr8	0.281264
chr9:22	0.310142
chr10	0.3606875
chr11	0.3068245
chr12	0.3032915
chr13	0.288666
chr14	0.459825
chr15	0.4660975
chr16	0.590506
chr17	0.716096
chr18	0.293802
chr19	0.820008
chr20	0.540869
chr21	0.511526
chr22:9	0.5519095
chrX	0.295843
chr1	0.356564
chr2	0.26694
chr3	0.266867
chr4	0.214929
chr5	0.2688345
chr6	0.259511
chr7	0.323622
chr8	0.2929575
chr9:22	0.3297205
chr10	0.313995
chr11	0.289313
chr12	0.320434
chr13	0.248543
chr14	0.380631
chr15	0.5185725
chr16	0.657622
chr17	0.7501045
chr18	0.315844
chr19	0.795745
chr20	0.574378
chr21	0.489074
chr22:9	0.7431935
chrX	0.290792
chr1	0.369986
chr2	0.301198
chr3	0.275045
chr4	0.21665
chr5	0.239121
chr6	0.282891
chr7	0.3085895
chr8	0.2687905
chr9:22	0.3203905
chr10	0.356669
chr11	0.2784455
chr12	0.3531955
chr13	0.247024
chr14	0.376736
chr15	0.510834
chr16	0.668575
chr17	0.7295725
chr18	0.293835
chr19	0.79028
chr20	0.556891
chr21	0.366145
chr22:9	0.3772825
chrX	0.258314
chr1	0.450064
chr2	0.337197
chr3	0.264047
chr4	0.230979
chr5	0.252741
chr6	0.256306
chr7	0.298323
chr8	0.270281
chr9:22	0.3241545
chr10	0.329759
chr11	0.3155985
chr12	0.3173395
chr13	0.220765
chr14	0.384707
chr15	0.5656425
chr16	0.549722
chr17	0.692396
chr18	0.226787
chr19	0.82175
chr20	0.629829
chr21	0.414899
chr22:9	0.738264
chrX	0.278868
chr1	0.43828
chr2	0.277804
chr3	0.264359
chr4	0.218044
chr5	0.2605285
chr6	0.261012
chr7	0.3177805
chr8	0.259772
chr9:22	0.2833245
chr10	0.3349955
chr11	0.290567
chr12	0.325922
chr13	0.247541
chr14	0.419943
chr15	0.419002
chr16	0.669903
chr17	0.7346225
chr18	0.295426
chr19	0.810732
chr20	0.619441
chr21	0.437999
chr22:9	0.4534295
chrX	0.259887
chr1	0.383631
chr2	0.291308
chr3	0.249616
chr4	0.214624
chr5	0.257024
chr6	0.251068
chr7	0.280988
chr8	0.25656
chr9:22	0.313153
chr10	0.3452705
chr11	0.3167355
chr12	0.29478
chr13	0.242009
chr14	0.399294
chr15	0.6037955
chr16	0.646336
chr17	0.721545
chr18	0.304998
chr19	0.836135
chr20	0.493023
chr21	0.545892
chr22:9	0.6264455
chrX	0.280889
chr1	0.38643
chr2	0.273568
chr3	0.247125
chr4	0.22126
chr5	0.276708
chr6	0.245373
chr7	0.2923335
chr8	0.2427825
chr9:22	0.2944335
chr10	0.4021605
chr11	0.3115035
chr12	0.3609605
chr13	0.209725
chr14	0.336817
chr15	0.481646
chr16	0.650783
chr17	0.7108705
chr18	0.340291
chr19	0.780371
chr20	0.614472
chr21	0.3616
chr22:9	0.3700595
chrX	0.28634
chr1	0.409517
chr2	0.281444
chr3	0.283673
chr4	0.214978
chr5	0.268136
chr6	0.254873
chr7	0.2942095
chr8	0.2441005
chr9:22	0.295256
chr10	0.361689
chr11	0.308305
chr12	0.3397365
chr13	0.216786
chr14	0.331958
chr15	0.5094665
chr16	0.667727
chr17	0.7073815
chr18	0.27591
chr19	0.835535
chr20	0.64993
chr21	0.477437
chr22:9	0.636267
chrX	0.314389
chr1	0.380178
chr2	0.269231
chr3	0.265375
chr4	0.212665
chr5	0.2694765
chr6	0.254752
chr7	0.314819
chr8	0.2525845
chr9:22	0.287034
chr10	0.3171265
chr11	0.308532
chr12	0.3618655
chr13	0.312764
chr14	0.350864
chr15	0.503682
chr16	0.679993
chr17	0.70546
chr18	0.318752
chr19	0.818681
chr20	0.561886
chr21	0.543159
chr22:9	0.4272055
chrX	0.244771
chr1	0.344068
chr2	0.275488
chr3	0.24736
chr4	0.216372
chr5	0.276113
chr6	0.246395
chr7	0.3053515
chr8	0.241953
chr9:22	0.3102465
chr10	0.3664795
chr11	0.3469115
chr12	0.320941
chr13	0.248158
chr14	0.359736
chr15	0.563573
chr16	0.616295
chr17	0.732485
chr18	0.298884
chr19	0.819232
chr20	0.581759
chr21	0.527505
chr22:9	0.4612415
chrX	0.289313
chr1	0.352759
chr2	0.27886
chr3	0.247082
chr4	0.222554
chr5	0.2683115
chr6	0.251743
chr7	0.287728
chr8	0.2925385
chr9:22	0.294621
chr10	0.3167115
chr11	0.300983
chr12	0.3066965
chr13	0.249568
chr14	0.367492
chr15	0.4801655
chr16	0.646475
chr17	0.7440035
chr18	0.295916
chr19	0.794242
chr20	0.562262
chr21	0.580438
chr22:9	0.574155
chrX	0.273399
chr1	0.330939
chr2	0.280875
chr3	0.255754
chr4	0.233782
chr5	0.261266
chr6	0.258178
chr7	0.3308625
chr8	0.26039
chr9:22	0.2994745
chr10	0.31293
chr11	0.3498585
chr12	0.3509035
chr13	0.255901
chr14	0.447782
chr15	0.525666
chr16	0.565166
chr17	0.7072075
chr18	0.302081
chr19	0.839146
chr20	0.628115
chr21	0.57472
chr22:9	0.677186
chrX	0.270764
chr1	0.402898
chr2	0.296472
chr3	0.258391
chr4	0.219371
chr5	0.2652695
chr6	0.259341
chr7	0.3012425
chr8	0.246226
chr9:22	0.3604345
chr10	0.289324
chr11	0.403516
chr12	0.3106675
chr13	0.287396
chr14	0.402657
chr15	0.457071
chr16	0.642137
chr17	0.697959
chr18	0.280495
chr19	0.816111
chr20	0.609189
chr21	0.443538
chr22:9	0.3400325
chrX	0.272034
chr1	0.343228
chr2	0.285043
chr3	0.272195
chr4	0.204942
chr5	0.259984
chr6	0.232366
chr7	0.302846
chr8	0.254747
chr9:22	0.286082
chr10	0.316858
chr11	0.284594
chr12	0.3508765
chr13	0.259688
chr14	0.408779
chr15	0.543355
chr16	0.609122
chr17	0.761941
chr18	0.326353
chr19	0.793411
chr20	0.531543
chr21	0.436856
chr22:9	0.541219
chrX	0.250544
chr1	0.359709
chr2	0.273958
chr3	0.281703
chr4	0.206139
chr5	0.242974
chr6	0.245642
chr7	0.296346
chr8	0.299506
chr9:22	0.2843005
chr10	0.3261315
chr11	0.2885435
chr12	0.347632
chr13	0.282174
chr14	0.419067
chr15	0.5485335
chr16	0.627863
chr17	0.746678
chr18	0.325036
chr19	0.774085
chr20	0.461344
chr21	0.382938
chr22:9	0.282123
chrX	0.258515
chr1	0.36959
chr2	0.296286
chr3	0.270043
chr4	0.21122
chr5	0.2747105
chr6	0.318212
chr7	0.293772
chr8	0.31429
chr9:22	0.30254
chr10	0.3060125
chr11	0.295728
chr12	0.3226405
chr13	0.256173
chr14	0.387966
chr15	0.444766
chr16	0.583831
chr17	0.7349305
chr18	0.292791
chr19	0.831253
chr20	0.537223
chr21	0.568242
chr22:9	0.556325
chrX	0.28849
chr1	0.351598
chr2	0.268725
chr3	0.251646
chr4	0.22261
chr5	0.262162
chr6	0.254057
chr7	0.322043
chr8	0.2763415
chr9:22	0.3216145
chr10	0.3279535
chr11	0.3305825
chr12	0.338422
chr13	0.225503
chr14	0.346182
chr15	0.5057805
chr16	0.624535
chr17	0.7310155
chr18	0.304844
chr19	0.83029
chr20	0.591091
chr21	0.530465
chr22:9	0.599693
chrX	0.267372
chr1	0.335133
chr2	0.272785
chr3	0.282519
chr4	0.226123
chr5	0.24332
chr6	0.237095
chr7	0.339371
chr8	0.2516425
chr9:22	0.2915675
chr10	0.3594785
chr11	0.32184
chr12	0.3284635
chr13	0.340564
chr14	0.468592
chr15	0.508408
chr16	0.668689
chr17	0.724172
chr18	0.304055
chr19	0.827405
chr20	0.606472
chr21	0.371196
chr22:9	0.4210115
chrX	0.268769
chr1	0.325815
chr2	0.314328
chr3	0.249795
chr4	0.220869
chr5	0.286258
chr6	0.275725
chr7	0.3044885
chr8	0.2697755
chr9:22	0.3498145
chr10	0.335286
chr11	0.312039
chr12	0.345424
chr13	0.288364
chr14	0.375881
chr15	0.457804
chr16	0.636898
chr17	0.733806
chr18	0.288083
chr19	0.836327
chr20	0.596461
chr21	0.442424
chr22:9	0.41701
chrX	0.259635
chr1	0.372088
chr2	0.296544
chr3	0.276594
chr4	0.212605
chr5	0.2469905
chr6	0.289505
chr7	0.3090665
chr8	0.2360595
chr9:22	0.2849045
chr10	0.296091
chr11	0.300368
chr12	0.3374535
chr13	0.320572
chr14	0.381494
chr15	0.591012
chr16	0.60355
chr17	0.767036
chr18	0.284523
chr19	0.765401
chr20	0.616496
chr21	0.457058
chr22:9	0.3361625
chrX	0.28061
chr1	0.354357
chr2	0.263315
chr3	0.280175
chr4	0.22187
chr5	0.268549
chr6	0.259941
chr7	0.3087325
chr8	0.243432
chr9:22	0.3423575
chr10	0.3254045
chr11	0.348874
chr12	0.324094
chr13	0.338953
chr14	0.343953
chr15	0.510846
chr16	0.638224
chr17	0.7333605
chr18	0.300731
chr19	0.743127
chr20	0.470738
chr21	0.555044
chr22:9	0.663138
chrX	0.2677
chr1	0.330489
chr2	0.269228
chr3	0.265728
chr4	0.202774
chr5	0.289528
chr6	0.254411
chr7	0.3124885
chr8	0.2634
chr9:22	0.3120525
chr10	0.338106
chr11	0.31137
chr12	0.3551
chr13	0.28893
chr14	0.384135
chr15	0.6230355
chr16	0.6345
chr17	0.707705
chr18	0.317225
chr19	0.821846
chr20	0.535189
chr21	0.46332
chr22:9	0.5341495
chrX	0.261387
chr1	0.376794
chr2	0.283198
chr3	0.252629
chr4	0.221357
chr5	0.2687695
chr6	0.279837
chr7	0.2964825
chr8	0.2701025
chr9:22	0.3501205
chr10	0.3327495
chr11	0.285976
chr12	0.326349
chr13	0.239059
chr14	0.355361
chr15	0.381827
chr16	0.682194
chr17	0.714033
chr18	0.278366
chr19	0.812376
chr20	0.574531
chr21	0.590508
chr22:9	0.6278325
chrX	0.313137
chr1	0.358016
chr2	0.280521
chr3	0.252752
chr4	0.237977
chr5	0.258176
chr6	0.271455
chr7	0.278979
chr8	0.240969
chr9:22	0.3088875
chr10	0.318833
chr11	0.2947105
chr12	0.3497225
chr13	0.299487
chr14	0.369463
chr15	0.435329
chr16	0.559545
chr17	0.794771
chr18	0.281018
chr19	0.77212
chr20	0.5955
chr21	0.558374
chr22:9	0.628206
chrX	0.286382
chr1	0.350197
chr2	0.30599
chr3	0.258718
chr4	0.234783
chr5	0.233069
chr6	0.270541
chr7	0.301745
chr8	0.261576
chr9:22	0.325837
chr10	0.3521415
chr11	0.3296425
chr12	0.3643155
chr13	0.251836
chr14	0.363636
chr15	0.545566
chr16	0.645069
chr17	0.72415
chr18	0.309633
chr19	0.822837
chr20	0.610761
chr21	0.474368
chr22:9	0.21927
chrX	0.268537
chr1	0.392734
chr2	0.306593
chr3	0.264448
chr4	0.210947
chr5	0.303037
chr6	0.262518
chr7	0.294498
chr8	0.2476625
chr9:22	0.3210165
chr10	0.327152
chr11	0.288221
chr12	0.341444
chr13	0.246999
chr14	0.375969
chr15	0.503251
chr16	0.653471
chr17	0.7247695
chr18	0.230559
chr19	0.803022
chr20	0.577874
chr21	0.340434
chr22:9	0.652728
chrX	0.291624
chr1	0.315771
chr2	0.286221
chr3	0.260491
chr4	0.192488
chr5	0.2572585
chr6	0.266636
chr7	0.285655
chr8	0.31128
chr9:22	0.291977
chr10	0.336465
chr11	0.2914395
chr12	0.350831
chr13	0.276705
chr14	0.42185
chr15	0.5773915
chr16	0.67211
chr17	0.719845
chr18	0.35756
chr19	0.777325
chr20	0.640748
chr21	0.426786
chr22:9	0.2691045
chrX	0.262047
chr1	0.364334
chr2	0.304711
chr3	0.298286
chr4	0.212856
chr5	0.2494535
chr6	0.255494
chr7	0.317898
chr8	0.2534095
chr9:22	0.3081985
chr10	0.3526335
chr11	0.3462625
chr12	0.36308
chr13	0.239659
chr14	0.374306
chr15	0.5307315
chr16	0.66382
chr17	0.769989
chr18	0.297313
chr19	0.776579
chr20	0.504252
chr21	0.600492
chr22:9	0.313039
chrX	0.246697
chr1	0.334329
chr2	0.326761
chr3	0.271067
chr4	0.229737
chr5	0.2672645
chr6	0.25351
chr7	0.2950355
chr8	0.2559345
chr9:22	0.306006
chr10	0.3393265
chr11	0.334585
chr12	0.3812855
chr13	0.219503
chr14	0.39012
chr15	0.4333085
chr16	0.677877
chr17	0.7169695
chr18	0.312153
chr19	0.804258
chr20	0.648456
chr21	0.458465
chr22:9	0.5735535
chrX	0.27479
chr1	0.37732
chr2	0.296915
chr3	0.260524
chr4	0.202071
chr5	0.266232
chr6	0.261176
chr7	0.299884
chr8	0.255916
chr9:22	0.289365
chr10	0.336498
chr11	0.279986
chr12	0.3598595
chr13	0.252508
chr14	0.339077
chr15	0.454741
chr16	0.637465
chr17	0.712368
